Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   4.16           35.21                  0.91% , 0.86         1584.13 , 998.00          144.48 , 183.00            1773.95 , 1851.00      624.65
   4.16           38.84                  0.99% , 0.95         1723.39 , 998.00          159.60 , 183.00            1928.07 , 1851.00      748.79
   4.17           40.61                  1.00% , 0.85         1740.80 , 998.00          142.80 , 183.00            1928.27 , 1851.00       783.0
   4.18           36.43                  0.97% , 1.16         1688.58 , 998.00          194.88 , 183.00            1928.35 , 1851.00      702.46
   4.19           36.97                  0.98% , 1.06         1705.98 , 998.00          178.08 , 183.00            1928.55 , 1851.00       712.9
   4.21           30.88                  0.88% , 1.17         1531.90 , 998.00          196.56 , 183.00            1773.03 , 1851.00      547.46
   4.23           33.31                  0.90% , 0.96         1566.72 , 998.00          161.28 , 183.00            1772.75 , 1851.00      590.44
   4.24           31.38                  0.89% , 1.06         1549.31 , 998.00          178.08 , 183.00            1772.55 , 1851.00      556.23
   4.25           35.34                  0.91% , 0.85         1584.13 , 998.00          142.80 , 183.00            1772.27 , 1851.00      626.33
   4.25           38.72                  0.99% , 0.96         1723.39 , 998.00          161.28 , 183.00            1929.75 , 1851.00      747.11
   4.27           36.48                  0.97% , 1.17         1688.58 , 998.00          196.56 , 183.00            1930.03 , 1851.00      704.14
   4.27           40.48                  1.00% , 0.86         1740.80 , 998.00          144.48 , 183.00            1929.95 , 1851.00      781.32
   4.28           36.85                  0.98% , 1.07         1705.98 , 998.00          179.76 , 183.00            1930.23 , 1851.00      711.22
    4.3           30.81                  0.88% , 1.16         1531.90 , 998.00          194.88 , 183.00            1771.35 , 1851.00      545.78
   4.32           33.43                  0.90% , 0.95         1566.72 , 998.00          159.60 , 183.00            1771.07 , 1851.00      592.12
   4.33            31.5                  0.89% , 1.05         1549.31 , 998.00          176.40 , 183.00            1770.87 , 1851.00      557.91
   4.34           35.47                  0.91% , 0.84         1584.13 , 998.00          141.12 , 183.00            1770.59 , 1851.00      628.01
   4.35           38.59                  0.99% , 0.97         1723.39 , 998.00          162.96 , 183.00            1931.43 , 1851.00      745.43
   4.36           36.54                  0.97% , 1.18         1688.58 , 998.00          198.24 , 183.00            1931.71 , 1851.00      705.82
   4.36           40.36                  1.00% , 0.87         1740.80 , 998.00          146.16 , 183.00            1931.63 , 1851.00      779.64
   4.37           36.73                  0.98% , 1.08         1705.98 , 998.00          181.44 , 183.00            1931.91 , 1851.00      709.54
   4.39           30.75                  0.88% , 1.15         1531.90 , 998.00          193.20 , 183.00            1769.67 , 1851.00       544.1
   4.41           33.56                  0.90% , 0.94         1566.72 , 998.00          157.92 , 183.00            1769.39 , 1851.00       593.8
   4.42           31.63                  0.89% , 1.04         1549.31 , 998.00          174.72 , 183.00            1769.19 , 1851.00      559.59
   4.43            35.6                  0.91% , 0.83         1584.13 , 998.00          139.44 , 183.00            1768.91 , 1851.00      629.69
   4.44           38.47                  0.99% , 0.98         1723.39 , 998.00          164.64 , 183.00            1933.11 , 1851.00      743.75
   4.45           36.59                  0.97% , 1.19         1688.58 , 998.00          199.92 , 183.00            1933.39 , 1851.00       707.5
   4.45           40.24                  1.00% , 0.88         1740.80 , 998.00          147.84 , 183.00            1933.31 , 1851.00      777.96
   4.46           36.62                  0.98% , 1.09         1705.98 , 998.00          183.12 , 183.00            1933.59 , 1851.00       708.1
   4.48           30.68                  0.88% , 1.14         1531.90 , 998.00          191.52 , 183.00            1767.99 , 1851.00      542.42
    4.5           33.69                  0.90% , 0.93         1566.72 , 998.00          156.24 , 183.00            1767.71 , 1851.00      595.48
   4.51           31.75                  0.89% , 1.03         1549.31 , 998.00          173.04 , 183.00            1767.51 , 1851.00      561.27
   4.53           35.73                  0.91% , 0.82         1584.13 , 998.00          137.76 , 183.00            1767.23 , 1851.00      631.37
   4.53           38.35                  0.99% , 0.99         1723.39 , 998.00          166.32 , 183.00            1934.79 , 1851.00      742.07
   4.54           40.12                  1.00% , 0.89         1740.80 , 998.00          149.52 , 183.00            1934.99 , 1851.00      776.28
   4.55           36.68                  0.98% , 1.10         1705.98 , 998.00          184.80 , 183.00            1935.27 , 1851.00      709.78
   4.58           30.61                  0.88% , 1.13         1531.90 , 998.00          189.84 , 183.00            1766.31 , 1851.00      540.74
   4.59           33.81                  0.90% , 0.92         1566.72 , 998.00          154.56 , 183.00            1766.03 , 1851.00      597.16
    4.6           31.88                  0.89% , 1.02         1549.31 , 998.00          171.36 , 183.00            1765.83 , 1851.00      562.95
   4.62           35.86                  0.91% , 0.81         1584.13 , 998.00          136.08 , 183.00            1765.55 , 1851.00      633.05
   4.62           38.23                  0.99% , 1.00         1723.39 , 998.00          168.00 , 183.00            1936.47 , 1851.00      740.39
   4.63            40.0                  1.00% , 0.90         1740.80 , 998.00          151.20 , 183.00            1936.67 , 1851.00       774.6
   4.64           36.73                  0.98% , 1.11         1705.98 , 998.00          186.48 , 183.00            1936.95 , 1851.00      711.46
   4.67           30.55                  0.88% , 1.12         1531.90 , 998.00          188.16 , 183.00            1764.63 , 1851.00      539.06
   4.68           33.94                  0.90% , 0.91         1566.72 , 998.00          152.88 , 183.00            1764.35 , 1851.00      598.84
   4.69           32.01                  0.89% , 1.01         1549.31 , 998.00          169.68 , 183.00            1764.15 , 1851.00      564.63
   4.69           41.74                  1.01% , 0.80         1758.21 , 998.00          134.40 , 183.00            1937.87 , 1851.00      808.81
   4.71           35.98                  0.91% , 0.80         1584.13 , 998.00          134.40 , 183.00            1763.87 , 1851.00      634.73
   4.71           38.11                  0.99% , 1.01         1723.39 , 998.00          169.68 , 183.00            1938.15 , 1851.00      738.71
   4.72           39.88                  1.00% , 0.91         1740.80 , 998.00          152.88 , 183.00            1938.35 , 1851.00      772.92
   4.73           36.79                  0.98% , 1.12         1705.98 , 998.00          188.16 , 183.00            1938.63 , 1851.00      713.14
   4.76           30.48                  0.88% , 1.11         1531.90 , 998.00          186.48 , 183.00            1762.95 , 1851.00      537.38
   4.77           34.07                  0.90% , 0.90         1566.72 , 998.00          151.20 , 183.00            1762.67 , 1851.00      600.52
   4.78           32.13                  0.89% , 1.00         1549.31 , 998.00          168.00 , 183.00            1762.47 , 1851.00      566.31
   4.78           41.61                  1.01% , 0.81         1758.21 , 998.00          136.08 , 183.00            1939.55 , 1851.00      807.13
    4.8           37.99                  0.99% , 1.02         1723.39 , 998.00          171.36 , 183.00            1939.83 , 1851.00      737.03
   4.81           39.75                  1.00% , 0.92         1740.80 , 998.00          154.56 , 183.00            1940.03 , 1851.00      771.24
   4.82           36.84                  0.98% , 1.13         1705.98 , 998.00          189.84 , 183.00            1940.31 , 1851.00      714.82
   4.85           30.42                  0.88% , 1.10         1531.90 , 998.00          184.80 , 183.00            1761.27 , 1851.00       535.7
   4.86            34.2                  0.90% , 0.89         1566.72 , 998.00          149.52 , 183.00            1760.99 , 1851.00       602.2
   4.87           32.26                  0.89% , 0.99         1549.31 , 998.00          166.32 , 183.00            1760.79 , 1851.00      567.99
   4.87           41.49                  1.01% , 0.82         1758.21 , 998.00          137.76 , 183.00            1941.23 , 1851.00      805.45
   4.89           37.88                  0.99% , 1.03         1723.39 , 998.00          173.04 , 183.00            1941.51 , 1851.00      735.35
    4.9           39.63                  1.00% , 0.93         1740.80 , 998.00          156.24 , 183.00            1941.71 , 1851.00      769.56
   4.92            36.9                  0.98% , 1.14         1705.98 , 998.00          191.52 , 183.00            1941.99 , 1851.00       716.5
   4.94           30.35                  0.88% , 1.09         1531.90 , 998.00          183.12 , 183.00            1759.59 , 1851.00      534.02
   4.95           30.32                  0.87% , 1.19         1514.50 , 998.00          199.92 , 183.00            1759.39 , 1851.00      533.42
   4.95           34.32                  0.90% , 0.88         1566.72 , 998.00          147.84 , 183.00            1759.31 , 1851.00      603.88
   4.96           32.38                  0.89% , 0.98         1549.31 , 998.00          164.64 , 183.00            1759.11 , 1851.00      569.67
   4.97           41.37                  1.01% , 0.83         1758.21 , 998.00          139.44 , 183.00            1942.91 , 1851.00      803.77
   4.98           37.76                  0.99% , 1.04         1723.39 , 998.00          174.72 , 183.00            1943.19 , 1851.00      733.67
   4.99           39.51                  1.00% , 0.94         1740.80 , 998.00          157.92 , 183.00            1943.39 , 1851.00      767.88
   5.01           36.95                  0.98% , 1.15         1705.98 , 998.00          193.20 , 183.00            1943.67 , 1851.00      718.18
   5.03           30.46                  0.88% , 1.08         1531.90 , 998.00          181.44 , 183.00            1757.91 , 1851.00      535.46
   5.04           30.25                  0.87% , 1.18         1514.50 , 998.00          198.24 , 183.00            1757.71 , 1851.00      531.74
   5.04           34.45                  0.90% , 0.87         1566.72 , 998.00          146.16 , 183.00            1757.63 , 1851.00      605.56
   5.06           32.51                  0.89% , 0.97         1549.31 , 998.00          162.96 , 183.00            1757.43 , 1851.00      571.35
   5.06           41.25                  1.01% , 0.84         1758.21 , 998.00          141.12 , 183.00            1944.59 , 1851.00      802.09
   5.07           37.64                  0.99% , 1.05         1723.39 , 998.00          176.40 , 183.00            1944.87 , 1851.00      731.99
   5.08           39.39                  1.00% , 0.95         1740.80 , 998.00          159.60 , 183.00            1945.07 , 1851.00       766.2
    5.1            37.0                  0.98% , 1.16         1705.98 , 998.00          194.88 , 183.00            1945.35 , 1851.00      719.86
   5.12           30.59                  0.88% , 1.07         1531.90 , 998.00          179.76 , 183.00            1756.23 , 1851.00      537.14
   5.13           30.18                  0.87% , 1.17         1514.50 , 998.00          196.56 , 183.00            1756.03 , 1851.00      530.06
   5.14           34.58                  0.90% , 0.86         1566.72 , 998.00          144.48 , 183.00            1755.95 , 1851.00      607.24
   5.15           32.64                  0.89% , 0.96         1549.31 , 998.00          161.28 , 183.00            1755.75 , 1851.00      573.03
   5.15           41.13                  1.01% , 0.85         1758.21 , 998.00          142.80 , 183.00            1946.27 , 1851.00      800.41
   5.16           37.52                  0.99% , 1.06         1723.39 , 998.00          178.08 , 183.00            1946.55 , 1851.00      730.31
   5.17           39.27                  1.00% , 0.96         1740.80 , 998.00          161.28 , 183.00            1946.75 , 1851.00      764.52
   5.19           37.06                  0.98% , 1.17         1705.98 , 998.00          196.56 , 183.00            1947.03 , 1851.00      721.54
   5.21           30.71                  0.88% , 1.06         1531.90 , 998.00          178.08 , 183.00            1754.55 , 1851.00      538.82
   5.22           30.12                  0.87% , 1.16         1514.50 , 998.00          194.88 , 183.00            1754.35 , 1851.00      528.38
   5.23           34.71                  0.90% , 0.85         1566.72 , 998.00          142.80 , 183.00            1754.27 , 1851.00      608.92
   5.24           32.76                  0.89% , 0.95         1549.31 , 998.00          159.60 , 183.00            1754.07 , 1851.00      574.71
   5.24            41.0                  1.01% , 0.86         1758.21 , 998.00          144.48 , 183.00            1947.95 , 1851.00      798.73
   5.25            37.4                  0.99% , 1.07         1723.39 , 998.00          179.76 , 183.00            1948.23 , 1851.00      728.63
   5.26           39.15                  1.00% , 0.97         1740.80 , 998.00          162.96 , 183.00            1948.43 , 1851.00      762.84
   5.28           37.11                  0.98% , 1.18         1705.98 , 998.00          198.24 , 183.00            1948.71 , 1851.00      723.22
    5.3           30.84                  0.88% , 1.05         1531.90 , 998.00          176.40 , 183.00            1752.87 , 1851.00       540.5
   5.31           30.05                  0.87% , 1.15         1514.50 , 998.00          193.20 , 183.00            1752.67 , 1851.00       526.7
   5.32           34.84                  0.90% , 0.84         1566.72 , 998.00          141.12 , 183.00            1752.59 , 1851.00       610.6
   5.33           32.89                  0.89% , 0.94         1549.31 , 998.00          157.92 , 183.00            1752.39 , 1851.00      576.39
   5.33           40.88                  1.01% , 0.87         1758.21 , 998.00          146.16 , 183.00            1949.63 , 1851.00      797.05
   5.34           37.28                  0.99% , 1.08         1723.39 , 998.00          181.44 , 183.00            1949.91 , 1851.00      726.95
   5.35           39.03                  1.00% , 0.98         1740.80 , 998.00          164.64 , 183.00            1950.11 , 1851.00      761.16
   5.37           37.17                  0.98% , 1.19         1705.98 , 998.00          199.92 , 183.00            1950.39 , 1851.00       724.9
   5.39           30.96                  0.88% , 1.04         1531.90 , 998.00          174.72 , 183.00            1751.19 , 1851.00      542.18
    5.4           29.98                  0.87% , 1.14         1514.50 , 998.00          191.52 , 183.00            1750.99 , 1851.00      525.02
   5.41           34.97                  0.90% , 0.83         1566.72 , 998.00          139.44 , 183.00            1750.91 , 1851.00      612.28
   5.42           33.02                  0.89% , 0.93         1549.31 , 998.00          156.24 , 183.00            1750.71 , 1851.00      578.07
   5.42           40.76                  1.01% , 0.88         1758.21 , 998.00          147.84 , 183.00            1951.31 , 1851.00      795.37
   5.43           37.18                  0.99% , 1.09         1723.39 , 998.00          183.12 , 183.00            1951.59 , 1851.00      725.51
   5.45           38.91                  1.00% , 0.99         1740.80 , 998.00          166.32 , 183.00            1951.79 , 1851.00      759.48
   5.48           31.09                  0.88% , 1.03         1531.90 , 998.00          173.04 , 183.00            1749.51 , 1851.00      543.86
   5.49           29.92                  0.87% , 1.13         1514.50 , 998.00          189.84 , 183.00            1749.31 , 1851.00      523.34
    5.5            35.1                  0.90% , 0.82         1566.72 , 998.00          137.76 , 183.00            1749.23 , 1851.00      613.96
   5.51           33.15                  0.89% , 0.92         1549.31 , 998.00          154.56 , 183.00            1749.03 , 1851.00      579.75
   5.51           40.64                  1.01% , 0.89         1758.21 , 998.00          149.52 , 183.00            1952.99 , 1851.00      793.69
   5.53           37.23                  0.99% , 1.10         1723.39 , 998.00          184.80 , 183.00            1953.27 , 1851.00      727.19
   5.54           38.79                  1.00% , 1.00         1740.80 , 998.00          168.00 , 183.00            1953.47 , 1851.00       757.8
   5.57           31.21                  0.88% , 1.02         1531.90 , 998.00          171.36 , 183.00            1747.83 , 1851.00      545.54
   5.58           29.85                  0.87% , 1.12         1514.50 , 998.00          188.16 , 183.00            1747.63 , 1851.00      521.66
   5.59           35.23                  0.90% , 0.81         1566.72 , 998.00          136.08 , 183.00            1747.55 , 1851.00      615.64
    5.6           33.28                  0.89% , 0.91         1549.31 , 998.00          152.88 , 183.00            1747.35 , 1851.00      581.43
    5.6           40.52                  1.01% , 0.90         1758.21 , 998.00          151.20 , 183.00            1954.67 , 1851.00      792.01
   5.61           42.26                  1.02% , 0.80         1775.62 , 998.00          134.40 , 183.00            1954.87 , 1851.00      826.22
   5.62           37.28                  0.99% , 1.11         1723.39 , 998.00          186.48 , 183.00            1954.95 , 1851.00      728.87
   5.63           38.67                  1.00% , 1.01         1740.80 , 998.00          169.68 , 183.00            1955.15 , 1851.00      756.12
   5.66           31.34                  0.88% , 1.01         1531.90 , 998.00          169.68 , 183.00            1746.15 , 1851.00      547.22
   5.68           29.78                  0.87% , 1.11         1514.50 , 998.00          186.48 , 183.00            1745.95 , 1851.00      519.98
   5.68           35.36                  0.90% , 0.80         1566.72 , 998.00          134.40 , 183.00            1745.87 , 1851.00      617.32
   5.69            33.4                  0.89% , 0.90         1549.31 , 998.00          151.20 , 183.00            1745.67 , 1851.00      583.11
   5.69            40.4                  1.01% , 0.91         1758.21 , 998.00          152.88 , 183.00            1956.35 , 1851.00      790.33
    5.7           42.14                  1.02% , 0.81         1775.62 , 998.00          136.08 , 183.00            1956.55 , 1851.00      824.54
   5.71           37.34                  0.99% , 1.12         1723.39 , 998.00          188.16 , 183.00            1956.63 , 1851.00      730.55
   5.72           38.55                  1.00% , 1.02         1740.80 , 998.00          171.36 , 183.00            1956.83 , 1851.00      754.44
   5.76           31.47                  0.88% , 1.00         1531.90 , 998.00          168.00 , 183.00            1744.47 , 1851.00       548.9
   5.77           29.71                  0.87% , 1.10         1514.50 , 998.00          184.80 , 183.00            1744.27 , 1851.00       518.3
   5.78           33.53                  0.89% , 0.89         1549.31 , 998.00          149.52 , 183.00            1743.99 , 1851.00      584.79
   5.78           40.28                  1.01% , 0.92         1758.21 , 998.00          154.56 , 183.00            1958.03 , 1851.00      788.65
   5.79           42.02                  1.02% , 0.82         1775.62 , 998.00          137.76 , 183.00            1958.23 , 1851.00      822.86
    5.8           37.39                  0.99% , 1.13         1723.39 , 998.00          189.84 , 183.00            1958.31 , 1851.00      732.23
   5.81           38.44                  1.00% , 1.03         1740.80 , 998.00          173.04 , 183.00            1958.51 , 1851.00      752.76
   5.85           31.59                  0.88% , 0.99         1531.90 , 998.00          166.32 , 183.00            1742.79 , 1851.00      550.58
   5.86           29.65                  0.87% , 1.09         1514.50 , 998.00          183.12 , 183.00            1742.59 , 1851.00      516.62
   5.87           29.61                  0.86% , 1.19         1497.09 , 998.00          199.92 , 183.00            1742.39 , 1851.00      516.01
   5.87           33.66                  0.89% , 0.88         1549.31 , 998.00          147.84 , 183.00            1742.31 , 1851.00      586.47
   5.87           40.16                  1.01% , 0.93         1758.21 , 998.00          156.24 , 183.00            1959.71 , 1851.00      786.97
   5.88            41.9                  1.02% , 0.83         1775.62 , 998.00          139.44 , 183.00            1959.91 , 1851.00      821.18
   5.89           37.44                  0.99% , 1.14         1723.39 , 998.00          191.52 , 183.00            1959.99 , 1851.00      733.91
    5.9           38.32                  1.00% , 1.04         1740.80 , 998.00          174.72 , 183.00            1960.19 , 1851.00      751.08
   5.94           31.72                  0.88% , 0.98         1531.90 , 998.00          164.64 , 183.00            1741.11 , 1851.00      552.26
   5.95           29.76                  0.87% , 1.08         1514.50 , 998.00          181.44 , 183.00            1740.91 , 1851.00      518.06
   5.96           29.55                  0.86% , 1.18         1497.09 , 998.00          198.24 , 183.00            1740.71 , 1851.00      514.33
   5.96           33.79                  0.89% , 0.87         1549.31 , 998.00          146.16 , 183.00            1740.63 , 1851.00      588.15
   5.96           40.04                  1.01% , 0.94         1758.21 , 998.00          157.92 , 183.00            1961.39 , 1851.00      785.29
   5.97           41.78                  1.02% , 0.84         1775.62 , 998.00          141.12 , 183.00            1961.59 , 1851.00       819.5
   5.98            37.5                  0.99% , 1.15         1723.39 , 998.00          193.20 , 183.00            1961.67 , 1851.00      735.59
   5.99            38.2                  1.00% , 1.05         1740.80 , 998.00          176.40 , 183.00            1961.87 , 1851.00       749.4
   6.03           31.85                  0.88% , 0.97         1531.90 , 998.00          162.96 , 183.00            1739.43 , 1851.00      553.94
   6.04           29.88                  0.87% , 1.07         1514.50 , 998.00          179.76 , 183.00            1739.23 , 1851.00      519.74
   6.05           29.48                  0.86% , 1.17         1497.09 , 998.00          196.56 , 183.00            1739.03 , 1851.00      512.65
   6.05           33.92                  0.89% , 0.86         1549.31 , 998.00          144.48 , 183.00            1738.95 , 1851.00      589.83
   6.05           39.92                  1.01% , 0.95         1758.21 , 998.00          159.60 , 183.00            1963.07 , 1851.00      783.61
   6.07           37.55                  0.99% , 1.16         1723.39 , 998.00          194.88 , 183.00            1963.35 , 1851.00      737.27
   6.07           41.66                  1.02% , 0.85         1775.62 , 998.00          142.80 , 183.00            1963.27 , 1851.00      817.82
   6.08           38.08                  1.00% , 1.06         1740.80 , 998.00          178.08 , 183.00            1963.55 , 1851.00      747.72
   6.12           31.97                  0.88% , 0.96         1531.90 , 998.00          161.28 , 183.00            1737.75 , 1851.00      555.62
   6.13           30.01                  0.87% , 1.06         1514.50 , 998.00          178.08 , 183.00            1737.55 , 1851.00      521.42
   6.14           29.41                  0.86% , 1.16         1497.09 , 998.00          194.88 , 183.00            1737.35 , 1851.00      510.97
   6.14           34.05                  0.89% , 0.85         1549.31 , 998.00          142.80 , 183.00            1737.27 , 1851.00      591.51
   6.15            39.8                  1.01% , 0.96         1758.21 , 998.00          161.28 , 183.00            1964.75 , 1851.00      781.93
   6.16           37.61                  0.99% , 1.17         1723.39 , 998.00          196.56 , 183.00            1965.03 , 1851.00      738.95
   6.16           41.53                  1.02% , 0.86         1775.62 , 998.00          144.48 , 183.00            1964.95 , 1851.00      816.14
   6.17           37.96                  1.00% , 1.07         1740.80 , 998.00          179.76 , 183.00            1965.23 , 1851.00      746.04
   6.21            32.1                  0.88% , 0.95         1531.90 , 998.00          159.60 , 183.00            1736.07 , 1851.00       557.3
   6.22           30.13                  0.87% , 1.05         1514.50 , 998.00          176.40 , 183.00            1735.87 , 1851.00       523.1
   6.23           29.34                  0.86% , 1.15         1497.09 , 998.00          193.20 , 183.00            1735.67 , 1851.00      509.29
   6.24           34.18                  0.89% , 0.84         1549.31 , 998.00          141.12 , 183.00            1735.59 , 1851.00      593.19
   6.24           39.68                  1.01% , 0.97         1758.21 , 998.00          162.96 , 183.00            1966.43 , 1851.00      780.25
   6.25           37.66                  0.99% , 1.18         1723.39 , 998.00          198.24 , 183.00            1966.71 , 1851.00      740.63
   6.25           41.41                  1.02% , 0.87         1775.62 , 998.00          146.16 , 183.00            1966.63 , 1851.00      814.46
   6.26           37.84                  1.00% , 1.08         1740.80 , 998.00          181.44 , 183.00            1966.91 , 1851.00      744.36
    6.3           32.23                  0.88% , 0.94         1531.90 , 998.00          157.92 , 183.00            1734.39 , 1851.00      558.98
   6.31           30.26                  0.87% , 1.04         1514.50 , 998.00          174.72 , 183.00            1734.19 , 1851.00      524.78
   6.32           29.27                  0.86% , 1.14         1497.09 , 998.00          191.52 , 183.00            1733.99 , 1851.00      507.61
   6.33           34.31                  0.89% , 0.83         1549.31 , 998.00          139.44 , 183.00            1733.91 , 1851.00      594.87
   6.33           39.56                  1.01% , 0.98         1758.21 , 998.00          164.64 , 183.00            1968.11 , 1851.00      778.57
   6.34           37.71                  0.99% , 1.19         1723.39 , 998.00          199.92 , 183.00            1968.39 , 1851.00      742.31
   6.34           41.29                  1.02% , 0.88         1775.62 , 998.00          147.84 , 183.00            1968.31 , 1851.00      812.78
   6.35           37.74                  1.00% , 1.09         1740.80 , 998.00          183.12 , 183.00            1968.59 , 1851.00      742.92
   6.39           32.36                  0.88% , 0.93         1531.90 , 998.00          156.24 , 183.00            1732.71 , 1851.00      560.66
    6.4           30.39                  0.87% , 1.03         1514.50 , 998.00          173.04 , 183.00            1732.51 , 1851.00      526.46
   6.41           29.21                  0.86% , 1.13         1497.09 , 998.00          189.84 , 183.00            1732.31 , 1851.00      505.93
   6.42           34.44                  0.89% , 0.82         1549.31 , 998.00          137.76 , 183.00            1732.23 , 1851.00      596.55
   6.42           39.44                  1.01% , 0.99         1758.21 , 998.00          166.32 , 183.00            1969.79 , 1851.00      776.89
   6.43           41.17                  1.02% , 0.89         1775.62 , 998.00          149.52 , 183.00            1969.99 , 1851.00       811.1
   6.44           37.79                  1.00% , 1.10         1740.80 , 998.00          184.80 , 183.00            1970.27 , 1851.00       744.6
   6.48           32.49                  0.88% , 0.92         1531.90 , 998.00          154.56 , 183.00            1731.03 , 1851.00      562.34
   6.49           30.51                  0.87% , 1.02         1514.50 , 998.00          171.36 , 183.00            1730.83 , 1851.00      528.14
    6.5           29.14                  0.86% , 1.12         1497.09 , 998.00          188.16 , 183.00            1730.63 , 1851.00      504.25
   6.51           34.57                  0.89% , 0.81         1549.31 , 998.00          136.08 , 183.00            1730.55 , 1851.00      598.23
   6.51           39.32                  1.01% , 1.00         1758.21 , 998.00          168.00 , 183.00            1971.47 , 1851.00      775.21
   6.52           41.05                  1.02% , 0.90         1775.62 , 998.00          151.20 , 183.00            1971.67 , 1851.00      809.42
   6.53           37.84                  1.00% , 1.11         1740.80 , 998.00          186.48 , 183.00            1971.95 , 1851.00      746.28
   6.53           42.78                  1.03% , 0.80         1793.02 , 998.00          134.40 , 183.00            1971.87 , 1851.00      843.62
   6.57           32.61                  0.88% , 0.91         1531.90 , 998.00          152.88 , 183.00            1729.35 , 1851.00      564.02
   6.58           30.64                  0.87% , 1.01         1514.50 , 998.00          169.68 , 183.00            1729.15 , 1851.00      529.82
   6.59           29.07                  0.86% , 1.11         1497.09 , 998.00          186.48 , 183.00            1728.95 , 1851.00      502.57
    6.6            34.7                  0.89% , 0.80         1549.31 , 998.00          134.40 , 183.00            1728.87 , 1851.00      599.91
    6.6            39.2                  1.01% , 1.01         1758.21 , 998.00          169.68 , 183.00            1973.15 , 1851.00      773.53
   6.61           40.93                  1.02% , 0.91         1775.62 , 998.00          152.88 , 183.00            1973.35 , 1851.00      807.74
   6.62           42.66                  1.03% , 0.81         1793.02 , 998.00          136.08 , 183.00            1973.55 , 1851.00      841.94
   6.63            37.9                  1.00% , 1.12         1740.80 , 998.00          188.16 , 183.00            1973.63 , 1851.00      747.96
   6.66           32.74                  0.88% , 0.90         1531.90 , 998.00          151.20 , 183.00            1727.67 , 1851.00       565.7
   6.67           30.77                  0.87% , 1.00         1514.50 , 998.00          168.00 , 183.00            1727.47 , 1851.00       531.5
   6.68            29.0                  0.86% , 1.10         1497.09 , 998.00          184.80 , 183.00            1727.27 , 1851.00      500.89
   6.69           39.08                  1.01% , 1.02         1758.21 , 998.00          171.36 , 183.00            1974.83 , 1851.00      771.85
    6.7           40.81                  1.02% , 0.92         1775.62 , 998.00          154.56 , 183.00            1975.03 , 1851.00      806.06
   6.71           42.54                  1.03% , 0.82         1793.02 , 998.00          137.76 , 183.00            1975.23 , 1851.00      840.26
   6.72           37.95                  1.00% , 1.13         1740.80 , 998.00          189.84 , 183.00            1975.31 , 1851.00      749.64
   6.75           32.87                  0.88% , 0.89         1531.90 , 998.00          149.52 , 183.00            1725.99 , 1851.00      567.38
   6.76           30.89                  0.87% , 0.99         1514.50 , 998.00          166.32 , 183.00            1725.79 , 1851.00      533.18
   6.78           28.93                  0.86% , 1.09         1497.09 , 998.00          183.12 , 183.00            1725.59 , 1851.00      499.21
   6.78           38.97                  1.01% , 1.03         1758.21 , 998.00          173.04 , 183.00            1976.51 , 1851.00      770.17
   6.79           40.69                  1.02% , 0.93         1775.62 , 998.00          156.24 , 183.00            1976.71 , 1851.00      804.38
    6.8           42.42                  1.03% , 0.83         1793.02 , 998.00          139.44 , 183.00            1976.91 , 1851.00      838.58
   6.81            38.0                  1.00% , 1.14         1740.80 , 998.00          191.52 , 183.00            1976.99 , 1851.00      751.32
   6.84           28.91                  0.85% , 1.19         1479.68 , 998.00          199.92 , 183.00            1724.39 , 1851.00       498.6
   6.84            33.0                  0.88% , 0.88         1531.90 , 998.00          147.84 , 183.00            1724.31 , 1851.00      569.06
   6.86           31.02                  0.87% , 0.98         1514.50 , 998.00          164.64 , 183.00            1724.11 , 1851.00      534.86
   6.87           29.04                  0.86% , 1.08         1497.09 , 998.00          181.44 , 183.00            1723.91 , 1851.00      500.65
   6.87           38.85                  1.01% , 1.04         1758.21 , 998.00          174.72 , 183.00            1978.19 , 1851.00      768.49
   6.88           40.57                  1.02% , 0.94         1775.62 , 998.00          157.92 , 183.00            1978.39 , 1851.00       802.7
   6.89            42.3                  1.03% , 0.84         1793.02 , 998.00          141.12 , 183.00            1978.59 , 1851.00       836.9
    6.9           38.06                  1.00% , 1.15         1740.80 , 998.00          193.20 , 183.00            1978.67 , 1851.00       753.0
   6.93           28.85                  0.85% , 1.18         1479.68 , 998.00          198.24 , 183.00            1722.71 , 1851.00      496.92
   6.94           33.13                  0.88% , 0.87         1531.90 , 998.00          146.16 , 183.00            1722.63 , 1851.00      570.74
   6.95           31.15                  0.87% , 0.97         1514.50 , 998.00          162.96 , 183.00            1722.43 , 1851.00      536.54
   6.96           29.17                  0.86% , 1.07         1497.09 , 998.00          179.76 , 183.00            1722.23 , 1851.00      502.33
   6.96           38.73                  1.01% , 1.05         1758.21 , 998.00          176.40 , 183.00            1979.87 , 1851.00      766.81
   6.97           40.45                  1.02% , 0.95         1775.62 , 998.00          159.60 , 183.00            1980.07 , 1851.00      801.02
   6.98           42.18                  1.03% , 0.85         1793.02 , 998.00          142.80 , 183.00            1980.27 , 1851.00      835.22
   6.99           38.11                  1.00% , 1.16         1740.80 , 998.00          194.88 , 183.00            1980.35 , 1851.00      754.68
