Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   3.72            8.68                  0.99% , 0.82        1723.39 , 1638.00          551.04 , 667.00            2320.29 , 2237.00      201.35
   3.74            9.18                  0.84% , 0.96        1462.27 , 1638.00          645.12 , 667.00            2153.37 , 2237.00      197.61
   3.74             1.3                  0.94% , 0.95        1636.35 , 1638.00          638.40 , 667.00            2320.65 , 2237.00       30.25
   3.75            9.19                  0.89% , 0.83        1549.31 , 1638.00          557.76 , 667.00            2153.01 , 2237.00      197.93
   3.76            6.35                  0.89% , 1.08        1549.31 , 1638.00          725.76 , 667.00            2321.01 , 2237.00      147.45
    3.8           10.33                  0.82% , 1.01        1427.46 , 1638.00          678.72 , 667.00            2151.97 , 2237.00      222.26
    3.8            4.11                  0.96% , 0.90        1671.17 , 1638.00          604.80 , 667.00            2322.05 , 2237.00       95.37
   3.82            9.26                  0.87% , 0.88        1514.50 , 1638.00          591.36 , 667.00            2151.61 , 2237.00      199.14
   3.82             3.4                  0.91% , 1.03        1584.13 , 1638.00          692.16 , 667.00            2322.41 , 2237.00       79.03
   3.82            7.05                  0.98% , 0.85        1705.98 , 1638.00          571.20 , 667.00            2322.45 , 2237.00      163.78
   3.83           10.91                  0.86% , 1.16        1497.09 , 1638.00          779.52 , 667.00            2322.77 , 2237.00      253.43
   3.84            1.18                  0.93% , 0.98        1618.94 , 1638.00          658.56 , 667.00            2322.81 , 2237.00        27.5
   3.85            7.96                  0.88% , 1.11        1531.90 , 1638.00          745.92 , 667.00            2323.17 , 2237.00      185.02
   3.86           13.52                  0.80% , 1.06        1392.64 , 1638.00          712.32 , 667.00            2150.57 , 2237.00      290.68
   3.88            9.32                  0.85% , 0.93        1479.68 , 1638.00          624.96 , 667.00            2150.21 , 2237.00      200.36
   3.88            9.99                  1.00% , 0.80        1740.80 , 1638.00          537.60 , 667.00            2323.85 , 2237.00       232.2
    3.9            9.33                  0.90% , 0.80        1566.72 , 1638.00          537.60 , 667.00            2149.85 , 2237.00      200.68
    3.9            2.49                  0.95% , 0.93        1653.76 , 1638.00          624.96 , 667.00            2324.21 , 2237.00        57.8
   3.91            5.02                  0.90% , 1.06        1566.72 , 1638.00          712.32 , 667.00            2324.57 , 2237.00       116.6
   3.93           12.52                  0.85% , 1.19        1479.68 , 1638.00          799.68 , 667.00            2324.93 , 2237.00       291.0
   3.94            9.38                  0.83% , 0.98        1444.86 , 1638.00          658.56 , 667.00            2148.81 , 2237.00      201.58
   3.96             9.4                  0.88% , 0.85        1531.90 , 1638.00          571.20 , 667.00            2148.45 , 2237.00       201.9
   3.96            5.43                  0.97% , 0.88        1688.58 , 1638.00          591.36 , 667.00            2325.61 , 2237.00      126.22
   3.98            9.46                  0.86% , 0.90        1497.09 , 1638.00          604.80 , 667.00            2148.05 , 2237.00      203.11
   3.98            2.07                  0.92% , 1.01        1601.54 , 1638.00          678.72 , 667.00            2325.97 , 2237.00       48.18
   3.99            9.57                  0.87% , 1.14        1514.50 , 1638.00          766.08 , 667.00            2326.33 , 2237.00      222.58
    4.0           11.79                  0.81% , 1.03        1410.05 , 1638.00          692.16 , 667.00            2147.41 , 2237.00      253.11
   4.02            8.36                  0.99% , 0.83        1723.39 , 1638.00          557.76 , 667.00            2327.01 , 2237.00      194.63
   4.04            9.52                  0.84% , 0.95        1462.27 , 1638.00          638.40 , 667.00            2146.65 , 2237.00      204.33
   4.04            1.01                  0.94% , 0.96        1636.35 , 1638.00          645.12 , 667.00            2327.37 , 2237.00       23.53
   4.05            9.53                  0.89% , 0.82        1549.31 , 1638.00          551.04 , 667.00            2146.29 , 2237.00      204.65
   4.06            6.62                  0.89% , 1.09        1549.31 , 1638.00          732.48 , 667.00            2327.73 , 2237.00      154.17
    4.1           10.05                  0.82% , 1.00        1427.46 , 1638.00          672.00 , 667.00            2145.25 , 2237.00      215.54
    4.1            3.81                  0.96% , 0.91        1671.17 , 1638.00          611.52 , 667.00            2328.77 , 2237.00       88.65
   4.12             9.6                  0.87% , 0.87        1514.50 , 1638.00          584.64 , 667.00            2144.89 , 2237.00      205.86
   4.12            3.68                  0.91% , 1.04        1584.13 , 1638.00          698.88 , 667.00            2329.13 , 2237.00       85.75
   4.12            6.74                  0.98% , 0.86        1705.98 , 1638.00          577.92 , 667.00            2329.17 , 2237.00      157.06
   4.13           11.17                  0.86% , 1.17        1497.09 , 1638.00          786.24 , 667.00            2329.49 , 2237.00      260.15
   4.14            0.89                  0.93% , 0.99        1618.94 , 1638.00          665.28 , 667.00            2329.53 , 2237.00       20.78
   4.15            8.23                  0.88% , 1.12        1531.90 , 1638.00          752.64 , 667.00            2329.89 , 2237.00      191.74
   4.16           13.25                  0.80% , 1.05        1392.64 , 1638.00          705.60 , 667.00            2143.85 , 2237.00      283.96
   4.18            9.66                  0.85% , 0.92        1479.68 , 1638.00          618.24 , 667.00            2143.49 , 2237.00      207.08
   4.18            9.67                  1.00% , 0.81        1740.80 , 1638.00          544.32 , 667.00            2330.57 , 2237.00      225.48
    4.2            2.19                  0.95% , 0.94        1653.76 , 1638.00          631.68 , 667.00            2330.93 , 2237.00       51.08
   4.22            5.29                  0.90% , 1.07        1566.72 , 1638.00          719.04 , 667.00            2331.29 , 2237.00      123.32
   4.24            9.72                  0.83% , 0.97        1444.86 , 1638.00          651.84 , 667.00            2142.09 , 2237.00       208.3
   4.26            9.74                  0.88% , 0.84        1531.90 , 1638.00          564.48 , 667.00            2141.73 , 2237.00      208.62
   4.26            5.12                  0.97% , 0.89        1688.58 , 1638.00          598.08 , 667.00            2332.33 , 2237.00       119.5
   4.28             9.8                  0.86% , 0.89        1497.09 , 1638.00          598.08 , 667.00            2141.33 , 2237.00      209.83
   4.28            2.35                  0.92% , 1.02        1601.54 , 1638.00          685.44 , 667.00            2332.69 , 2237.00        54.9
   4.29            9.83                  0.87% , 1.15        1514.50 , 1638.00          772.80 , 667.00            2333.05 , 2237.00       229.3
   4.31           11.51                  0.81% , 1.02        1410.05 , 1638.00          685.44 , 667.00            2140.69 , 2237.00      246.39
   4.32            8.05                  0.99% , 0.84        1723.39 , 1638.00          564.48 , 667.00            2333.73 , 2237.00      187.91
   4.34            9.86                  0.84% , 0.94        1462.27 , 1638.00          631.68 , 667.00            2139.93 , 2237.00      211.05
   4.34            0.72                  0.94% , 0.97        1636.35 , 1638.00          651.84 , 667.00            2334.09 , 2237.00       16.81
   4.36            9.88                  0.89% , 0.81        1549.31 , 1638.00          544.32 , 667.00            2139.57 , 2237.00      211.37
   4.36            6.89                  0.89% , 1.10        1549.31 , 1638.00          739.20 , 667.00            2334.45 , 2237.00      160.89
    4.4            9.93                  0.82% , 0.99        1427.46 , 1638.00          665.28 , 667.00            2138.53 , 2237.00      212.26
    4.4            3.51                  0.96% , 0.92        1671.17 , 1638.00          618.24 , 667.00            2335.49 , 2237.00       81.93
   4.42            9.94                  0.87% , 0.86        1514.50 , 1638.00          577.92 , 667.00            2138.17 , 2237.00      212.58
   4.42            3.96                  0.91% , 1.05        1584.13 , 1638.00          705.60 , 667.00            2335.85 , 2237.00       92.47
   4.42            6.44                  0.98% , 0.87        1705.98 , 1638.00          584.64 , 667.00            2335.89 , 2237.00      150.34
   4.44           11.42                  0.86% , 1.18        1497.09 , 1638.00          792.96 , 667.00            2336.21 , 2237.00      266.87
   4.44            1.03                  0.93% , 1.00        1618.94 , 1638.00          672.00 , 667.00            2336.25 , 2237.00       24.06
   4.45            8.49                  0.88% , 1.13        1531.90 , 1638.00          759.36 , 667.00            2336.61 , 2237.00      198.46
   4.46           12.97                  0.80% , 1.04        1392.64 , 1638.00          698.88 , 667.00            2137.13 , 2237.00      277.24
   4.48           10.01                  0.85% , 0.91        1479.68 , 1638.00          611.52 , 667.00            2136.77 , 2237.00       213.8
   4.48            9.36                  1.00% , 0.82        1740.80 , 1638.00          551.04 , 667.00            2337.29 , 2237.00      218.76
    4.5             1.9                  0.95% , 0.95        1653.76 , 1638.00          638.40 , 667.00            2337.65 , 2237.00       44.36
   4.52            5.56                  0.90% , 1.08        1566.72 , 1638.00          725.76 , 667.00            2338.01 , 2237.00      130.04
   4.54           10.07                  0.83% , 0.96        1444.86 , 1638.00          645.12 , 667.00            2135.37 , 2237.00      215.02
   4.56           10.09                  0.88% , 0.83        1531.90 , 1638.00          557.76 , 667.00            2135.01 , 2237.00      215.34
   4.56            4.82                  0.97% , 0.90        1688.58 , 1638.00          604.80 , 667.00            2339.05 , 2237.00      112.78
   4.58           10.14                  0.86% , 0.88        1497.09 , 1638.00          591.36 , 667.00            2134.61 , 2237.00      216.55
   4.58            2.63                  0.92% , 1.03        1601.54 , 1638.00          692.16 , 667.00            2339.41 , 2237.00       61.62
   4.59           10.09                  0.87% , 1.16        1514.50 , 1638.00          779.52 , 667.00            2339.77 , 2237.00      236.02
   4.61           11.23                  0.81% , 1.01        1410.05 , 1638.00          678.72 , 667.00            2133.97 , 2237.00      239.67
   4.62            7.74                  0.99% , 0.85        1723.39 , 1638.00          571.20 , 667.00            2340.45 , 2237.00      181.19
   4.64           10.21                  0.84% , 0.93        1462.27 , 1638.00          624.96 , 667.00            2133.21 , 2237.00      217.77
   4.64            0.43                  0.94% , 0.98        1636.35 , 1638.00          658.56 , 667.00            2340.81 , 2237.00       10.09
   4.66           10.23                  0.89% , 0.80        1549.31 , 1638.00          537.60 , 667.00            2132.85 , 2237.00      218.09
   4.66            7.16                  0.89% , 1.11        1549.31 , 1638.00          745.92 , 667.00            2341.17 , 2237.00      167.61
   4.69           10.66                  1.01% , 0.80        1758.21 , 1638.00          537.60 , 667.00            2341.85 , 2237.00      249.61
    4.7           10.27                  0.82% , 0.98        1427.46 , 1638.00          658.56 , 667.00            2131.81 , 2237.00      218.98
    4.7            3.21                  0.96% , 0.93        1671.17 , 1638.00          624.96 , 667.00            2342.21 , 2237.00       75.21
   4.72           10.29                  0.87% , 0.85        1514.50 , 1638.00          571.20 , 667.00            2131.45 , 2237.00       219.3
   4.72            4.23                  0.91% , 1.06        1584.13 , 1638.00          712.32 , 667.00            2342.57 , 2237.00       99.19
   4.72            6.13                  0.98% , 0.88        1705.98 , 1638.00          591.36 , 667.00            2342.61 , 2237.00      143.62
   4.74           11.68                  0.86% , 1.19        1497.09 , 1638.00          799.68 , 667.00            2342.93 , 2237.00      273.59
   4.74            1.31                  0.93% , 1.01        1618.94 , 1638.00          678.72 , 667.00            2342.97 , 2237.00       30.78
   4.75            8.76                  0.88% , 1.14        1531.90 , 1638.00          766.08 , 667.00            2343.33 , 2237.00      205.18
   4.76            12.7                  0.80% , 1.03        1392.64 , 1638.00          692.16 , 667.00            2130.41 , 2237.00      270.52
   4.78           10.35                  0.85% , 0.90        1479.68 , 1638.00          604.80 , 667.00            2130.05 , 2237.00      220.52
   4.78            9.05                  1.00% , 0.83        1740.80 , 1638.00          557.76 , 667.00            2344.01 , 2237.00      212.04
    4.8            1.61                  0.95% , 0.96        1653.76 , 1638.00          645.12 , 667.00            2344.37 , 2237.00       37.64
   4.82            5.83                  0.90% , 1.09        1566.72 , 1638.00          732.48 , 667.00            2344.73 , 2237.00      136.76
   4.84           10.42                  0.83% , 0.95        1444.86 , 1638.00          638.40 , 667.00            2128.65 , 2237.00      221.74
   4.86           10.43                  0.88% , 0.82        1531.90 , 1638.00          551.04 , 667.00            2128.29 , 2237.00      222.06
   4.86            4.52                  0.97% , 0.91        1688.58 , 1638.00          611.52 , 667.00            2345.77 , 2237.00      106.06
   4.88           10.49                  0.86% , 0.87        1497.09 , 1638.00          584.64 , 667.00            2127.89 , 2237.00      223.27
   4.88            2.91                  0.92% , 1.04        1601.54 , 1638.00          698.88 , 667.00            2346.13 , 2237.00       68.34
   4.89           10.34                  0.87% , 1.17        1514.50 , 1638.00          786.24 , 667.00            2346.49 , 2237.00      242.74
   4.91           10.95                  0.81% , 1.00        1410.05 , 1638.00          672.00 , 667.00            2127.25 , 2237.00      232.95
   4.93            7.43                  0.99% , 0.86        1723.39 , 1638.00          577.92 , 667.00            2347.17 , 2237.00      174.47
   4.94           10.56                  0.84% , 0.92        1462.27 , 1638.00          618.24 , 667.00            2126.49 , 2237.00      224.49
   4.94            0.14                  0.94% , 0.99        1636.35 , 1638.00          665.28 , 667.00            2347.53 , 2237.00        3.37
   4.96            7.42                  0.89% , 1.12        1549.31 , 1638.00          752.64 , 667.00            2347.89 , 2237.00      174.33
   4.99           10.34                  1.01% , 0.81        1758.21 , 1638.00          544.32 , 667.00            2348.57 , 2237.00      242.89
    5.0           10.62                  0.82% , 0.97        1427.46 , 1638.00          651.84 , 667.00            2125.09 , 2237.00       225.7
    5.0            2.92                  0.96% , 0.94        1671.17 , 1638.00          631.68 , 667.00            2348.93 , 2237.00       68.49
   5.02           10.64                  0.87% , 0.84        1514.50 , 1638.00          564.48 , 667.00            2124.73 , 2237.00      226.02
   5.02            4.51                  0.91% , 1.07        1584.13 , 1638.00          719.04 , 667.00            2349.29 , 2237.00      105.91
   5.02            5.83                  0.98% , 0.89        1705.98 , 1638.00          598.08 , 667.00            2349.33 , 2237.00       136.9
   5.04             1.6                  0.93% , 1.02        1618.94 , 1638.00          685.44 , 667.00            2349.69 , 2237.00        37.5
   5.05            9.02                  0.88% , 1.15        1531.90 , 1638.00          772.80 , 667.00            2350.05 , 2237.00       211.9
   5.07           12.42                  0.80% , 1.02        1392.64 , 1638.00          685.44 , 667.00            2123.69 , 2237.00       263.8
   5.08            10.7                  0.85% , 0.89        1479.68 , 1638.00          598.08 , 667.00            2123.33 , 2237.00      227.24
   5.08            8.73                  1.00% , 0.84        1740.80 , 1638.00          564.48 , 667.00            2350.73 , 2237.00      205.32
    5.1            1.32                  0.95% , 0.97        1653.76 , 1638.00          651.84 , 667.00            2351.09 , 2237.00       30.92
   5.12             6.1                  0.90% , 1.10        1566.72 , 1638.00          739.20 , 667.00            2351.45 , 2237.00      143.48
   5.14           10.77                  0.83% , 0.94        1444.86 , 1638.00          631.68 , 667.00            2121.93 , 2237.00      228.46
   5.16           10.78                  0.88% , 0.81        1531.90 , 1638.00          544.32 , 667.00            2121.57 , 2237.00      228.78
   5.16            4.22                  0.97% , 0.92        1688.58 , 1638.00          618.24 , 667.00            2352.49 , 2237.00       99.34
   5.18           10.84                  0.86% , 0.86        1497.09 , 1638.00          577.92 , 667.00            2121.17 , 2237.00      229.99
   5.18            3.19                  0.92% , 1.05        1601.54 , 1638.00          705.60 , 667.00            2352.85 , 2237.00       75.06
    5.2            10.6                  0.87% , 1.18        1514.50 , 1638.00          792.96 , 667.00            2353.21 , 2237.00      249.46
   5.21           10.83                  0.81% , 0.99        1410.05 , 1638.00          665.28 , 667.00            2120.53 , 2237.00      229.67
   5.23            7.13                  0.99% , 0.87        1723.39 , 1638.00          584.64 , 667.00            2353.89 , 2237.00      167.75
   5.24           10.91                  0.84% , 0.91        1462.27 , 1638.00          611.52 , 667.00            2119.77 , 2237.00      231.21
   5.24            0.28                  0.94% , 1.00        1636.35 , 1638.00          672.00 , 667.00            2354.25 , 2237.00        6.65
   5.26            7.69                  0.89% , 1.13        1549.31 , 1638.00          759.36 , 667.00            2354.61 , 2237.00      181.05
   5.29           10.03                  1.01% , 0.82        1758.21 , 1638.00          551.04 , 667.00            2355.29 , 2237.00      236.17
    5.3           10.97                  0.82% , 0.96        1427.46 , 1638.00          645.12 , 667.00            2118.37 , 2237.00      232.42
    5.3            2.62                  0.96% , 0.95        1671.17 , 1638.00          638.40 , 667.00            2355.65 , 2237.00       61.77
   5.32           10.99                  0.87% , 0.83        1514.50 , 1638.00          557.76 , 667.00            2118.01 , 2237.00      232.74
   5.32            4.78                  0.91% , 1.08        1584.13 , 1638.00          725.76 , 667.00            2356.01 , 2237.00      112.63
   5.32            5.53                  0.98% , 0.90        1705.98 , 1638.00          604.80 , 667.00            2356.05 , 2237.00      130.18
   5.34            1.88                  0.93% , 1.03        1618.94 , 1638.00          692.16 , 667.00            2356.41 , 2237.00       44.22
   5.35            9.28                  0.88% , 1.16        1531.90 , 1638.00          779.52 , 667.00            2356.77 , 2237.00      218.62
   5.37           12.14                  0.80% , 1.01        1392.64 , 1638.00          678.72 , 667.00            2116.97 , 2237.00      257.08
   5.38           11.05                  0.85% , 0.88        1479.68 , 1638.00          591.36 , 667.00            2116.61 , 2237.00      233.96
   5.38            8.42                  1.00% , 0.85        1740.80 , 1638.00          571.20 , 667.00            2357.45 , 2237.00       198.6
    5.4            1.03                  0.95% , 0.98        1653.76 , 1638.00          658.56 , 667.00            2357.81 , 2237.00        24.2
   5.42            6.37                  0.90% , 1.11        1566.72 , 1638.00          745.92 , 667.00            2358.17 , 2237.00       150.2
   5.44           11.12                  0.83% , 0.93        1444.86 , 1638.00          624.96 , 667.00            2115.21 , 2237.00      235.18
   5.45           11.32                  1.02% , 0.80        1775.62 , 1638.00          537.60 , 667.00            2358.85 , 2237.00      267.02
   5.46           11.14                  0.88% , 0.80        1531.90 , 1638.00          537.60 , 667.00            2114.85 , 2237.00       235.5
   5.46            3.93                  0.97% , 0.93        1688.58 , 1638.00          624.96 , 667.00            2359.21 , 2237.00       92.62
   5.48           11.19                  0.86% , 0.85        1497.09 , 1638.00          571.20 , 667.00            2114.45 , 2237.00      236.71
   5.48            3.47                  0.92% , 1.06        1601.54 , 1638.00          712.32 , 667.00            2359.57 , 2237.00       81.78
    5.5           10.86                  0.87% , 1.19        1514.50 , 1638.00          799.68 , 667.00            2359.93 , 2237.00      256.18
   5.51           11.18                  0.81% , 0.98        1410.05 , 1638.00          658.56 , 667.00            2113.81 , 2237.00      236.39
   5.53            6.82                  0.99% , 0.88        1723.39 , 1638.00          591.36 , 667.00            2360.61 , 2237.00      161.03
   5.54           11.26                  0.84% , 0.90        1462.27 , 1638.00          604.80 , 667.00            2113.05 , 2237.00      237.93
   5.54            0.57                  0.94% , 1.01        1636.35 , 1638.00          678.72 , 667.00            2360.97 , 2237.00       13.37
   5.56            7.95                  0.89% , 1.14        1549.31 , 1638.00          766.08 , 667.00            2361.33 , 2237.00      187.77
   5.59            9.71                  1.01% , 0.83        1758.21 , 1638.00          557.76 , 667.00            2362.01 , 2237.00      229.45
    5.6           11.32                  0.82% , 0.95        1427.46 , 1638.00          638.40 , 667.00            2111.65 , 2237.00      239.14
    5.6            2.33                  0.96% , 0.96        1671.17 , 1638.00          645.12 , 667.00            2362.37 , 2237.00       55.05
   5.62           11.34                  0.87% , 0.82        1514.50 , 1638.00          551.04 , 667.00            2111.29 , 2237.00      239.46
   5.62            5.05                  0.91% , 1.09        1584.13 , 1638.00          732.48 , 667.00            2362.73 , 2237.00      119.35
   5.62            5.23                  0.98% , 0.91        1705.98 , 1638.00          611.52 , 667.00            2362.77 , 2237.00      123.46
   5.64            2.16                  0.93% , 1.04        1618.94 , 1638.00          698.88 , 667.00            2363.13 , 2237.00       50.94
   5.65            9.53                  0.88% , 1.17        1531.90 , 1638.00          786.24 , 667.00            2363.49 , 2237.00      225.34
   5.67           11.86                  0.80% , 1.00        1392.64 , 1638.00          672.00 , 667.00            2110.25 , 2237.00      250.36
   5.68           11.41                  0.85% , 0.87        1479.68 , 1638.00          584.64 , 667.00            2109.89 , 2237.00      240.68
   5.69            8.12                  1.00% , 0.86        1740.80 , 1638.00          577.92 , 667.00            2364.17 , 2237.00      191.88
    5.7            0.74                  0.95% , 0.99        1653.76 , 1638.00          665.28 , 667.00            2364.53 , 2237.00       17.48
   5.72            6.64                  0.90% , 1.12        1566.72 , 1638.00          752.64 , 667.00            2364.89 , 2237.00      156.92
   5.74           11.47                  0.83% , 0.92        1444.86 , 1638.00          618.24 , 667.00            2108.49 , 2237.00       241.9
   5.75            11.0                  1.02% , 0.81        1775.62 , 1638.00          544.32 , 667.00            2365.57 , 2237.00       260.3
   5.76            3.63                  0.97% , 0.94        1688.58 , 1638.00          631.68 , 667.00            2365.93 , 2237.00        85.9
   5.78           11.55                  0.86% , 0.84        1497.09 , 1638.00          564.48 , 667.00            2107.73 , 2237.00      243.43
   5.78            3.74                  0.92% , 1.07        1601.54 , 1638.00          719.04 , 667.00            2366.29 , 2237.00        88.5
   5.81           11.54                  0.81% , 0.97        1410.05 , 1638.00          651.84 , 667.00            2107.09 , 2237.00      243.11
   5.83            6.52                  0.99% , 0.89        1723.39 , 1638.00          598.08 , 667.00            2367.33 , 2237.00      154.31
   5.84           11.61                  0.84% , 0.89        1462.27 , 1638.00          598.08 , 667.00            2106.33 , 2237.00      244.65
   5.84            0.85                  0.94% , 1.02        1636.35 , 1638.00          685.44 , 667.00            2367.69 , 2237.00       20.09
   5.86            8.21                  0.89% , 1.15        1549.31 , 1638.00          772.80 , 667.00            2368.05 , 2237.00      194.49
   5.89             9.4                  1.01% , 0.84        1758.21 , 1638.00          564.48 , 667.00            2368.73 , 2237.00      222.73
    5.9           11.68                  0.82% , 0.94        1427.46 , 1638.00          631.68 , 667.00            2104.93 , 2237.00      245.86
    5.9            2.04                  0.96% , 0.97        1671.17 , 1638.00          651.84 , 667.00            2369.09 , 2237.00       48.33
   5.92            11.7                  0.87% , 0.81        1514.50 , 1638.00          544.32 , 667.00            2104.57 , 2237.00      246.18
   5.92            5.32                  0.91% , 1.10        1584.13 , 1638.00          739.20 , 667.00            2369.45 , 2237.00      126.07
   5.92            4.93                  0.98% , 0.92        1705.98 , 1638.00          618.24 , 667.00            2369.49 , 2237.00      116.74
   5.94            2.43                  0.93% , 1.05        1618.94 , 1638.00          705.60 , 667.00            2369.85 , 2237.00       57.66
   5.96            9.79                  0.88% , 1.18        1531.90 , 1638.00          792.96 , 667.00            2370.21 , 2237.00      232.06
   5.97           11.75                  0.80% , 0.99        1392.64 , 1638.00          665.28 , 667.00            2103.53 , 2237.00      247.08
   5.98           11.76                  0.85% , 0.86        1479.68 , 1638.00          577.92 , 667.00            2103.17 , 2237.00       247.4
   5.99            7.81                  1.00% , 0.87        1740.80 , 1638.00          584.64 , 667.00            2370.89 , 2237.00      185.16
    6.0            0.88                  0.95% , 1.00        1653.76 , 1638.00          672.00 , 667.00            2371.25 , 2237.00       20.76
   6.02             6.9                  0.90% , 1.13        1566.72 , 1638.00          759.36 , 667.00            2371.61 , 2237.00      163.64
   6.04           11.83                  0.83% , 0.91        1444.86 , 1638.00          611.52 , 667.00            2101.77 , 2237.00      248.62
   6.05           10.69                  1.02% , 0.82        1775.62 , 1638.00          551.04 , 667.00            2372.29 , 2237.00      253.58
   6.06            3.34                  0.97% , 0.95        1688.58 , 1638.00          638.40 , 667.00            2372.65 , 2237.00       79.18
   6.08           11.91                  0.86% , 0.83        1497.09 , 1638.00          557.76 , 667.00            2101.01 , 2237.00      250.15
   6.08            4.01                  0.92% , 1.08        1601.54 , 1638.00          725.76 , 667.00            2373.01 , 2237.00       95.22
   6.11           11.89                  0.81% , 0.96        1410.05 , 1638.00          645.12 , 667.00            2100.37 , 2237.00      249.83
   6.13            6.22                  0.99% , 0.90        1723.39 , 1638.00          604.80 , 667.00            2374.05 , 2237.00      147.59
   6.14           11.97                  0.84% , 0.88        1462.27 , 1638.00          591.36 , 667.00            2099.61 , 2237.00      251.37
   6.14            1.13                  0.94% , 1.03        1636.35 , 1638.00          692.16 , 667.00            2374.41 , 2237.00       26.81
   6.16            8.47                  0.89% , 1.16        1549.31 , 1638.00          779.52 , 667.00            2374.77 , 2237.00      201.21
   6.19            9.09                  1.01% , 0.85        1758.21 , 1638.00          571.20 , 667.00            2375.45 , 2237.00      216.01
    6.2           12.04                  0.82% , 0.93        1427.46 , 1638.00          624.96 , 667.00            2098.21 , 2237.00      252.58
   6.21            1.75                  0.96% , 0.98        1671.17 , 1638.00          658.56 , 667.00            2375.81 , 2237.00       41.61
   6.21           11.97                  1.03% , 0.80        1793.02 , 1638.00          537.60 , 667.00            2375.85 , 2237.00      284.42
   6.22           12.06                  0.87% , 0.80        1514.50 , 1638.00          537.60 , 667.00            2097.85 , 2237.00       252.9
   6.22            5.59                  0.91% , 1.11        1584.13 , 1638.00          745.92 , 667.00            2376.17 , 2237.00      132.79
   6.22            4.63                  0.98% , 0.93        1705.98 , 1638.00          624.96 , 667.00            2376.21 , 2237.00      110.02
   6.24            2.71                  0.93% , 1.06        1618.94 , 1638.00          712.32 , 667.00            2376.57 , 2237.00       64.38
   6.26           10.05                  0.88% , 1.19        1531.90 , 1638.00          799.68 , 667.00            2376.93 , 2237.00      238.78
   6.27            12.1                  0.80% , 0.98        1392.64 , 1638.00          658.56 , 667.00            2096.81 , 2237.00       253.8
   6.28           12.12                  0.85% , 0.85        1479.68 , 1638.00          571.20 , 667.00            2096.45 , 2237.00      254.12
   6.29            7.51                  1.00% , 0.88        1740.80 , 1638.00          591.36 , 667.00            2377.61 , 2237.00      178.44
    6.3            1.16                  0.95% , 1.01        1653.76 , 1638.00          678.72 , 667.00            2377.97 , 2237.00       27.48
   6.32            7.16                  0.90% , 1.14        1566.72 , 1638.00          766.08 , 667.00            2378.33 , 2237.00      170.36
   6.35           12.19                  0.83% , 0.90        1444.86 , 1638.00          604.80 , 667.00            2095.05 , 2237.00      255.34
   6.35           10.38                  1.02% , 0.83        1775.62 , 1638.00          557.76 , 667.00            2379.01 , 2237.00      246.86
   6.36            3.05                  0.97% , 0.96        1688.58 , 1638.00          645.12 , 667.00            2379.37 , 2237.00       72.46
   6.38           12.27                  0.86% , 0.82        1497.09 , 1638.00          551.04 , 667.00            2094.29 , 2237.00      256.87
   6.38            4.28                  0.92% , 1.09        1601.54 , 1638.00          732.48 , 667.00            2379.73 , 2237.00      101.94
   6.41           12.25                  0.81% , 0.95        1410.05 , 1638.00          638.40 , 667.00            2093.65 , 2237.00      256.55
   6.43            5.92                  0.99% , 0.91        1723.39 , 1638.00          611.52 , 667.00            2380.77 , 2237.00      140.87
   6.44           12.33                  0.84% , 0.87        1462.27 , 1638.00          584.64 , 667.00            2092.89 , 2237.00      258.09
   6.44            1.41                  0.94% , 1.04        1636.35 , 1638.00          698.88 , 667.00            2381.13 , 2237.00       33.53
   6.46            8.73                  0.89% , 1.17        1549.31 , 1638.00          786.24 , 667.00            2381.49 , 2237.00      207.93
   6.49            8.79                  1.01% , 0.86        1758.21 , 1638.00          577.92 , 667.00            2382.17 , 2237.00      209.29
    6.5            12.4                  0.82% , 0.92        1427.46 , 1638.00          618.24 , 667.00            2091.49 , 2237.00       259.3
   6.51            1.46                  0.96% , 0.99        1671.17 , 1638.00          665.28 , 667.00            2382.53 , 2237.00       34.89
   6.51           11.66                  1.03% , 0.81        1793.02 , 1638.00          544.32 , 667.00            2382.57 , 2237.00       277.7
   6.52            5.85                  0.91% , 1.12        1584.13 , 1638.00          752.64 , 667.00            2382.89 , 2237.00      139.51
   6.52            4.34                  0.98% , 0.94        1705.98 , 1638.00          631.68 , 667.00            2382.93 , 2237.00       103.3
   6.54            2.98                  0.93% , 1.07        1618.94 , 1638.00          719.04 , 667.00            2383.29 , 2237.00        71.1
   6.57           12.46                  0.80% , 0.97        1392.64 , 1638.00          651.84 , 667.00            2090.09 , 2237.00      260.52
   6.58           12.48                  0.85% , 0.84        1479.68 , 1638.00          564.48 , 667.00            2089.73 , 2237.00      260.84
   6.59             7.2                  1.00% , 0.89        1740.80 , 1638.00          598.08 , 667.00            2384.33 , 2237.00      171.72
    6.6            1.43                  0.95% , 1.02        1653.76 , 1638.00          685.44 , 667.00            2384.69 , 2237.00        34.2
   6.62            7.42                  0.90% , 1.15        1566.72 , 1638.00          772.80 , 667.00            2385.05 , 2237.00      177.08
   6.65           12.55                  0.83% , 0.89        1444.86 , 1638.00          598.08 , 667.00            2088.33 , 2237.00      262.06
