Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   3.51            4.28                  0.98% , 1.11          852.99 , 809.00          186.48 , 184.00            1086.45 , 1126.00       46.47
   3.52           13.22                  1.09% , 1.01          948.74 , 809.00          169.68 , 184.00            1165.65 , 1126.00      154.06
   3.54           10.28                  1.02% , 0.90          887.81 , 809.00          151.20 , 184.00            1086.17 , 1126.00      111.61
   3.56            7.13                  1.00% , 1.00          870.40 , 809.00          168.00 , 184.00            1085.97 , 1126.00        77.4
   3.57           14.68                  1.10% , 0.96          957.44 , 809.00          161.28 , 184.00            1166.25 , 1126.00      171.16
   3.59           17.61                  1.12% , 0.86          974.85 , 809.00          144.48 , 184.00            1166.45 , 1126.00      205.37
    3.6           10.82                  1.06% , 1.17          922.62 , 809.00          196.56 , 184.00            1166.53 , 1126.00      126.18
   3.61            5.56                  0.99% , 1.05          861.70 , 809.00          176.40 , 184.00            1085.37 , 1126.00        60.3
   3.62           11.59                  1.08% , 1.07          940.03 , 809.00          179.76 , 184.00            1166.73 , 1126.00      135.27
   3.63             4.1                  0.97% , 1.15          844.29 , 809.00          193.20 , 184.00            1085.17 , 1126.00       44.49
   3.63           12.02                  1.03% , 0.84          896.51 , 809.00          141.12 , 184.00            1085.09 , 1126.00      130.39
   3.63           16.13                  1.11% , 0.91          966.14 , 809.00          152.88 , 184.00            1166.85 , 1126.00      188.26
   3.65            8.87                  1.01% , 0.94          879.10 , 809.00          157.92 , 184.00            1084.89 , 1126.00       96.18
   3.65           10.84                  1.07% , 1.12          931.33 , 809.00          188.16 , 184.00            1167.13 , 1126.00      126.49
   3.65           19.06                  1.13% , 0.81          983.55 , 809.00          136.08 , 184.00            1167.05 , 1126.00      222.47
   3.66            4.13                  0.98% , 1.10          852.99 , 809.00          184.80 , 184.00            1084.77 , 1126.00       44.79
   3.67           13.05                  1.09% , 1.02          948.74 , 809.00          171.36 , 184.00            1167.33 , 1126.00      152.38
   3.69           10.45                  1.02% , 0.89          887.81 , 809.00          149.52 , 184.00            1084.49 , 1126.00      113.29
    3.7            7.29                  1.00% , 0.99          870.40 , 809.00          166.32 , 184.00            1084.29 , 1126.00       79.08
   3.72           14.51                  1.10% , 0.97          957.44 , 809.00          162.96 , 184.00            1167.93 , 1126.00      169.48
   3.74           17.44                  1.12% , 0.87          974.85 , 809.00          146.16 , 184.00            1168.13 , 1126.00      203.69
   3.75           10.95                  1.06% , 1.18          922.62 , 809.00          198.24 , 184.00            1168.21 , 1126.00      127.86
   3.76            5.72                  0.99% , 1.04          861.70 , 809.00          174.72 , 184.00            1083.69 , 1126.00       61.98
   3.77           11.43                  1.08% , 1.08          940.03 , 809.00          181.44 , 184.00            1168.41 , 1126.00      133.59
   3.78            3.95                  0.97% , 1.14          844.29 , 809.00          191.52 , 184.00            1083.49 , 1126.00       42.81
   3.78           12.19                  1.03% , 0.83          896.51 , 809.00          139.44 , 184.00            1083.41 , 1126.00      132.07
   3.78           15.97                  1.11% , 0.92          966.14 , 809.00          154.56 , 184.00            1168.53 , 1126.00      186.58
   3.79           18.89                  1.13% , 0.82          983.55 , 809.00          137.76 , 184.00            1168.73 , 1126.00      220.79
    3.8            9.03                  1.01% , 0.93          879.10 , 809.00          156.24 , 184.00            1083.21 , 1126.00       97.86
    3.8           10.97                  1.07% , 1.13          931.33 , 809.00          189.84 , 184.00            1168.81 , 1126.00      128.17
   3.81            4.14                  0.98% , 1.09          852.99 , 809.00          183.12 , 184.00            1083.09 , 1126.00       44.87
   3.82           12.89                  1.09% , 1.03          948.74 , 809.00          173.04 , 184.00            1169.01 , 1126.00       150.7
   3.83            3.93                  0.96% , 1.19          835.58 , 809.00          199.92 , 184.00            1082.89 , 1126.00        42.5
   3.84           10.62                  1.02% , 0.88          887.81 , 809.00          147.84 , 184.00            1082.81 , 1126.00      114.97
   3.85            7.46                  1.00% , 0.98          870.40 , 809.00          164.64 , 184.00            1082.61 , 1126.00       80.76
   3.87           14.35                  1.10% , 0.98          957.44 , 809.00          164.64 , 184.00            1169.61 , 1126.00       167.8
   3.89           17.27                  1.12% , 0.88          974.85 , 809.00          147.84 , 184.00            1169.81 , 1126.00      202.01
    3.9           11.07                  1.06% , 1.19          922.62 , 809.00          199.92 , 184.00            1169.89 , 1126.00      129.54
   3.91            5.88                  0.99% , 1.03          861.70 , 809.00          173.04 , 184.00            1082.01 , 1126.00       63.66
   3.92             3.8                  0.97% , 1.13          844.29 , 809.00          189.84 , 184.00            1081.81 , 1126.00       41.13
   3.92           11.27                  1.08% , 1.09          940.03 , 809.00          183.12 , 184.00            1170.09 , 1126.00      131.91
   3.93           12.36                  1.03% , 0.82          896.51 , 809.00          137.76 , 184.00            1081.73 , 1126.00      133.75
   3.93            15.8                  1.11% , 0.93          966.14 , 809.00          156.24 , 184.00            1170.21 , 1126.00       184.9
   3.94           18.72                  1.13% , 0.83          983.55 , 809.00          139.44 , 184.00            1170.41 , 1126.00      219.11
   3.95             9.2                  1.01% , 0.92          879.10 , 809.00          154.56 , 184.00            1081.53 , 1126.00       99.54
   3.95           11.09                  1.07% , 1.14          931.33 , 809.00          191.52 , 184.00            1170.49 , 1126.00      129.85
   3.96             4.3                  0.98% , 1.08          852.99 , 809.00          181.44 , 184.00            1081.41 , 1126.00       46.55
   3.97           12.73                  1.09% , 1.04          948.74 , 809.00          174.72 , 184.00            1170.69 , 1126.00      149.02
   3.98            3.78                  0.96% , 1.18          835.58 , 809.00          198.24 , 184.00            1081.21 , 1126.00       40.82
   3.99           10.79                  1.02% , 0.87          887.81 , 809.00          146.16 , 184.00            1081.13 , 1126.00      116.65
    4.0            7.63                  1.00% , 0.97          870.40 , 809.00          162.96 , 184.00            1080.93 , 1126.00       82.44
   4.02           14.18                  1.10% , 0.99          957.44 , 809.00          166.32 , 184.00            1171.29 , 1126.00      166.12
   4.04            17.1                  1.12% , 0.89          974.85 , 809.00          149.52 , 184.00            1171.49 , 1126.00      200.33
   4.06            6.05                  0.99% , 1.02          861.70 , 809.00          171.36 , 184.00            1080.33 , 1126.00       65.34
   4.06           11.25                  1.08% , 1.10          940.03 , 809.00          184.80 , 184.00            1171.77 , 1126.00      131.83
   4.07            3.65                  0.97% , 1.12          844.29 , 809.00          188.16 , 184.00            1080.13 , 1126.00       39.45
   4.08           12.54                  1.03% , 0.81          896.51 , 809.00          136.08 , 184.00            1080.05 , 1126.00      135.43
   4.08           15.63                  1.11% , 0.94          966.14 , 809.00          157.92 , 184.00            1171.89 , 1126.00      183.22
   4.09           18.55                  1.13% , 0.84          983.55 , 809.00          141.12 , 184.00            1172.09 , 1126.00      217.43
    4.1            9.37                  1.01% , 0.91          879.10 , 809.00          152.88 , 184.00            1079.85 , 1126.00      101.22
    4.1           11.22                  1.07% , 1.15          931.33 , 809.00          193.20 , 184.00            1172.17 , 1126.00      131.53
   4.11            4.47                  0.98% , 1.07          852.99 , 809.00          179.76 , 184.00            1079.73 , 1126.00       48.23
   4.12           12.57                  1.09% , 1.05          948.74 , 809.00          176.40 , 184.00            1172.37 , 1126.00      147.34
   4.13            3.63                  0.96% , 1.17          835.58 , 809.00          196.56 , 184.00            1079.53 , 1126.00       39.14
   4.13           10.96                  1.02% , 0.86          887.81 , 809.00          144.48 , 184.00            1079.45 , 1126.00      118.33
   4.15            7.79                  1.00% , 0.96          870.40 , 809.00          161.28 , 184.00            1079.25 , 1126.00       84.12
   4.17           14.02                  1.10% , 1.00          957.44 , 809.00          168.00 , 184.00            1172.97 , 1126.00      164.44
   4.19           16.93                  1.12% , 0.90          974.85 , 809.00          151.20 , 184.00            1173.17 , 1126.00      198.65
   4.21            6.21                  0.99% , 1.01          861.70 , 809.00          169.68 , 184.00            1078.65 , 1126.00       67.02
   4.21           11.38                  1.08% , 1.11          940.03 , 809.00          186.48 , 184.00            1173.45 , 1126.00      133.51
   4.22             3.5                  0.97% , 1.11          844.29 , 809.00          186.48 , 184.00            1078.45 , 1126.00       37.77
   4.22           15.47                  1.11% , 0.95          966.14 , 809.00          159.60 , 184.00            1173.57 , 1126.00      181.54
   4.23           12.71                  1.03% , 0.80          896.51 , 809.00          134.40 , 184.00            1078.37 , 1126.00      137.11
   4.24           18.38                  1.13% , 0.85          983.55 , 809.00          142.80 , 184.00            1173.77 , 1126.00      215.75
   4.25            9.54                  1.01% , 0.90          879.10 , 809.00          151.20 , 184.00            1078.17 , 1126.00       102.9
   4.25           11.35                  1.07% , 1.16          931.33 , 809.00          194.88 , 184.00            1173.85 , 1126.00      133.21
   4.26            4.63                  0.98% , 1.06          852.99 , 809.00          178.08 , 184.00            1078.05 , 1126.00       49.91
   4.27           12.41                  1.09% , 1.06          948.74 , 809.00          178.08 , 184.00            1174.05 , 1126.00      145.66
   4.28            3.48                  0.96% , 1.16          835.58 , 809.00          194.88 , 184.00            1077.85 , 1126.00       37.46
   4.28           11.13                  1.02% , 0.85          887.81 , 809.00          142.80 , 184.00            1077.77 , 1126.00      120.01
    4.3            7.96                  1.00% , 0.95          870.40 , 809.00          159.60 , 184.00            1077.57 , 1126.00        85.8
    4.3           19.83                  1.14% , 0.80          992.26 , 809.00          134.40 , 184.00            1174.37 , 1126.00      232.86
   4.32           13.86                  1.10% , 1.01          957.44 , 809.00          169.68 , 184.00            1174.65 , 1126.00      162.76
   4.34           16.77                  1.12% , 0.91          974.85 , 809.00          152.88 , 184.00            1174.85 , 1126.00      196.97
   4.35            6.38                  0.99% , 1.00          861.70 , 809.00          168.00 , 184.00            1076.97 , 1126.00        68.7
   4.36            11.5                  1.08% , 1.12          940.03 , 809.00          188.16 , 184.00            1175.13 , 1126.00      135.19
   4.37            3.35                  0.97% , 1.10          844.29 , 809.00          184.80 , 184.00            1076.77 , 1126.00       36.09
   4.37            15.3                  1.11% , 0.96          966.14 , 809.00          161.28 , 184.00            1175.25 , 1126.00      179.86
   4.39           18.21                  1.13% , 0.86          983.55 , 809.00          144.48 , 184.00            1175.45 , 1126.00      214.07
    4.4            9.72                  1.01% , 0.89          879.10 , 809.00          149.52 , 184.00            1076.49 , 1126.00      104.58
    4.4           11.47                  1.07% , 1.17          931.33 , 809.00          196.56 , 184.00            1175.53 , 1126.00      134.89
   4.41            4.79                  0.98% , 1.05          852.99 , 809.00          176.40 , 184.00            1076.37 , 1126.00       51.59
   4.42           12.25                  1.09% , 1.07          948.74 , 809.00          179.76 , 184.00            1175.73 , 1126.00      143.98
   4.43            3.33                  0.96% , 1.15          835.58 , 809.00          193.20 , 184.00            1076.17 , 1126.00       35.78
   4.43           11.31                  1.02% , 0.84          887.81 , 809.00          141.12 , 184.00            1076.09 , 1126.00      121.69
   4.44           19.66                  1.14% , 0.81          992.26 , 809.00          136.08 , 184.00            1176.05 , 1126.00      231.18
   4.45            8.13                  1.00% , 0.94          870.40 , 809.00          157.92 , 184.00            1075.89 , 1126.00       87.48
   4.47           13.69                  1.10% , 1.02          957.44 , 809.00          171.36 , 184.00            1176.33 , 1126.00      161.08
   4.49            16.6                  1.12% , 0.92          974.85 , 809.00          154.56 , 184.00            1176.53 , 1126.00      195.29
    4.5            6.54                  0.99% , 0.99          861.70 , 809.00          166.32 , 184.00            1075.29 , 1126.00       70.38
   4.51           11.63                  1.08% , 1.13          940.03 , 809.00          189.84 , 184.00            1176.81 , 1126.00      136.87
   4.52            3.36                  0.97% , 1.09          844.29 , 809.00          183.12 , 184.00            1075.09 , 1126.00       36.17
   4.52           15.14                  1.11% , 0.97          966.14 , 809.00          162.96 , 184.00            1176.93 , 1126.00      178.18
   4.54           18.04                  1.13% , 0.87          983.55 , 809.00          146.16 , 184.00            1177.13 , 1126.00      212.39
   4.55            9.89                  1.01% , 0.88          879.10 , 809.00          147.84 , 184.00            1074.81 , 1126.00      106.26
   4.55            11.6                  1.07% , 1.18          931.33 , 809.00          198.24 , 184.00            1177.21 , 1126.00      136.57
   4.56            4.96                  0.98% , 1.04          852.99 , 809.00          174.72 , 184.00            1074.69 , 1126.00       53.27
   4.57            3.17                  0.96% , 1.14          835.58 , 809.00          191.52 , 184.00            1074.49 , 1126.00        34.1
   4.57           12.09                  1.09% , 1.08          948.74 , 809.00          181.44 , 184.00            1177.41 , 1126.00       142.3
   4.58           11.48                  1.02% , 0.83          887.81 , 809.00          139.44 , 184.00            1074.41 , 1126.00      123.37
   4.59           19.49                  1.14% , 0.82          992.26 , 809.00          137.76 , 184.00            1177.73 , 1126.00       229.5
    4.6             8.3                  1.00% , 0.93          870.40 , 809.00          156.24 , 184.00            1074.21 , 1126.00       89.16
   4.62           13.53                  1.10% , 1.03          957.44 , 809.00          173.04 , 184.00            1178.01 , 1126.00       159.4
   4.63            3.15                  0.95% , 1.19          826.88 , 809.00          199.92 , 184.00            1073.89 , 1126.00        33.8
   4.64           16.43                  1.12% , 0.93          974.85 , 809.00          156.24 , 184.00            1178.21 , 1126.00      193.61
   4.65            6.71                  0.99% , 0.98          861.70 , 809.00          164.64 , 184.00            1073.61 , 1126.00       72.06
   4.66           11.76                  1.08% , 1.14          940.03 , 809.00          191.52 , 184.00            1178.49 , 1126.00      138.55
   4.67            3.53                  0.97% , 1.08          844.29 , 809.00          181.44 , 184.00            1073.41 , 1126.00       37.85
   4.67           14.98                  1.11% , 0.98          966.14 , 809.00          164.64 , 184.00            1178.61 , 1126.00       176.5
   4.69           17.88                  1.13% , 0.88          983.55 , 809.00          147.84 , 184.00            1178.81 , 1126.00      210.71
    4.7           10.06                  1.01% , 0.87          879.10 , 809.00          146.16 , 184.00            1073.13 , 1126.00      107.94
    4.7           11.73                  1.07% , 1.19          931.33 , 809.00          199.92 , 184.00            1178.89 , 1126.00      138.25
   4.71            5.12                  0.98% , 1.03          852.99 , 809.00          173.04 , 184.00            1073.01 , 1126.00       54.95
   4.71           11.93                  1.09% , 1.09          948.74 , 809.00          183.12 , 184.00            1179.09 , 1126.00      140.62
   4.72            3.02                  0.96% , 1.13          835.58 , 809.00          189.84 , 184.00            1072.81 , 1126.00       32.42
   4.73           11.66                  1.02% , 0.82          887.81 , 809.00          137.76 , 184.00            1072.73 , 1126.00      125.05
   4.74           19.32                  1.14% , 0.83          992.26 , 809.00          139.44 , 184.00            1179.41 , 1126.00      227.82
   4.75            8.47                  1.00% , 0.92          870.40 , 809.00          154.56 , 184.00            1072.53 , 1126.00       90.84
   4.77           13.37                  1.10% , 1.04          957.44 , 809.00          174.72 , 184.00            1179.69 , 1126.00      157.72
   4.78             3.0                  0.95% , 1.18          826.88 , 809.00          198.24 , 184.00            1072.21 , 1126.00       32.12
   4.79           16.27                  1.12% , 0.94          974.85 , 809.00          157.92 , 184.00            1179.89 , 1126.00      191.93
    4.8            6.88                  0.99% , 0.97          861.70 , 809.00          162.96 , 184.00            1071.93 , 1126.00       73.74
   4.81           11.88                  1.08% , 1.15          940.03 , 809.00          193.20 , 184.00            1180.17 , 1126.00      140.23
   4.82            3.69                  0.97% , 1.07          844.29 , 809.00          179.76 , 184.00            1071.73 , 1126.00       39.53
   4.82           14.81                  1.11% , 0.99          966.14 , 809.00          166.32 , 184.00            1180.29 , 1126.00      174.82
   4.84           10.23                  1.01% , 0.86          879.10 , 809.00          144.48 , 184.00            1071.45 , 1126.00      109.62
   4.84           17.71                  1.13% , 0.89          983.55 , 809.00          149.52 , 184.00            1180.49 , 1126.00      209.03
   4.86            5.29                  0.98% , 1.02          852.99 , 809.00          171.36 , 184.00            1071.33 , 1126.00       56.63
   4.86            11.9                  1.09% , 1.10          948.74 , 809.00          184.80 , 184.00            1180.77 , 1126.00      140.54
   4.87            2.87                  0.96% , 1.12          835.58 , 809.00          188.16 , 184.00            1071.13 , 1126.00       30.74
   4.88           11.83                  1.02% , 0.81          887.81 , 809.00          136.08 , 184.00            1071.05 , 1126.00      126.73
   4.89           19.15                  1.14% , 0.84          992.26 , 809.00          141.12 , 184.00            1181.09 , 1126.00      226.14
    4.9            8.64                  1.00% , 0.91          870.40 , 809.00          152.88 , 184.00            1070.85 , 1126.00       92.52
   4.92           13.21                  1.10% , 1.05          957.44 , 809.00          176.40 , 184.00            1181.37 , 1126.00      156.04
   4.93            2.84                  0.95% , 1.17          826.88 , 809.00          196.56 , 184.00            1070.53 , 1126.00       30.44
   4.93            16.1                  1.12% , 0.95          974.85 , 809.00          159.60 , 184.00            1181.57 , 1126.00      190.25
   4.95            7.05                  0.99% , 0.96          861.70 , 809.00          161.28 , 184.00            1070.25 , 1126.00       75.42
   4.96           12.01                  1.08% , 1.16          940.03 , 809.00          194.88 , 184.00            1181.85 , 1126.00      141.91
   4.97            3.85                  0.97% , 1.06          844.29 , 809.00          178.08 , 184.00            1070.05 , 1126.00       41.21
   4.97           14.65                  1.11% , 1.00          966.14 , 809.00          168.00 , 184.00            1181.97 , 1126.00      173.14
   4.99            10.4                  1.01% , 0.85          879.10 , 809.00          142.80 , 184.00            1069.77 , 1126.00       111.3
   4.99           17.54                  1.13% , 0.90          983.55 , 809.00          151.20 , 184.00            1182.17 , 1126.00      207.35
    5.0            5.45                  0.98% , 1.01          852.99 , 809.00          169.68 , 184.00            1069.65 , 1126.00       58.31
   5.01           12.03                  1.09% , 1.11          948.74 , 809.00          186.48 , 184.00            1182.45 , 1126.00      142.22
   5.01           20.43                  1.15% , 0.80         1000.96 , 809.00          134.40 , 184.00            1182.37 , 1126.00      241.56
   5.02            2.72                  0.96% , 1.11          835.58 , 809.00          186.48 , 184.00            1069.45 , 1126.00       29.06
   5.03           12.01                  1.02% , 0.80          887.81 , 809.00          134.40 , 184.00            1069.37 , 1126.00      128.41
   5.04           18.98                  1.14% , 0.85          992.26 , 809.00          142.80 , 184.00            1182.77 , 1126.00      224.46
   5.05            8.81                  1.00% , 0.90          870.40 , 809.00          151.20 , 184.00            1069.17 , 1126.00        94.2
   5.07           13.05                  1.10% , 1.06          957.44 , 809.00          178.08 , 184.00            1183.05 , 1126.00      154.36
   5.08            2.69                  0.95% , 1.16          826.88 , 809.00          194.88 , 184.00            1068.85 , 1126.00       28.76
   5.08           15.94                  1.12% , 0.96          974.85 , 809.00          161.28 , 184.00            1183.25 , 1126.00      188.57
    5.1            7.21                  0.99% , 0.95          861.70 , 809.00          159.60 , 184.00            1068.57 , 1126.00        77.1
   5.11           12.13                  1.08% , 1.17          940.03 , 809.00          196.56 , 184.00            1183.53 , 1126.00      143.59
   5.12            4.01                  0.97% , 1.05          844.29 , 809.00          176.40 , 184.00            1068.37 , 1126.00       42.89
   5.12           14.49                  1.11% , 1.01          966.14 , 809.00          169.68 , 184.00            1183.65 , 1126.00      171.46
   5.14           10.58                  1.01% , 0.84          879.10 , 809.00          141.12 , 184.00            1068.09 , 1126.00      112.98
   5.14           17.37                  1.13% , 0.91          983.55 , 809.00          152.88 , 184.00            1183.85 , 1126.00      205.67
   5.15            5.62                  0.98% , 1.00          852.99 , 809.00          168.00 , 184.00            1067.97 , 1126.00       59.99
   5.16           12.15                  1.09% , 1.12          948.74 , 809.00          188.16 , 184.00            1184.13 , 1126.00       143.9
   5.16           20.26                  1.15% , 0.81         1000.96 , 809.00          136.08 , 184.00            1184.05 , 1126.00      239.88
   5.17            2.56                  0.96% , 1.10          835.58 , 809.00          184.80 , 184.00            1067.77 , 1126.00       27.38
   5.19           18.81                  1.14% , 0.86          992.26 , 809.00          144.48 , 184.00            1184.45 , 1126.00      222.78
    5.2            8.98                  1.00% , 0.89          870.40 , 809.00          149.52 , 184.00            1067.49 , 1126.00       95.88
   5.22            2.54                  0.95% , 1.15          826.88 , 809.00          193.20 , 184.00            1067.17 , 1126.00       27.08
   5.22           12.89                  1.10% , 1.07          957.44 , 809.00          179.76 , 184.00            1184.73 , 1126.00      152.68
   5.23           15.77                  1.12% , 0.97          974.85 , 809.00          162.96 , 184.00            1184.93 , 1126.00      186.89
   5.25            7.38                  0.99% , 0.94          861.70 , 809.00          157.92 , 184.00            1066.89 , 1126.00       78.78
   5.26           12.26                  1.08% , 1.18          940.03 , 809.00          198.24 , 184.00            1185.21 , 1126.00      145.27
   5.27            4.18                  0.97% , 1.04          844.29 , 809.00          174.72 , 184.00            1066.69 , 1126.00       44.57
   5.27           14.32                  1.11% , 1.02          966.14 , 809.00          171.36 , 184.00            1185.33 , 1126.00      169.78
   5.29           10.75                  1.01% , 0.83          879.10 , 809.00          139.44 , 184.00            1066.41 , 1126.00      114.66
   5.29           17.21                  1.13% , 0.92          983.55 , 809.00          154.56 , 184.00            1185.53 , 1126.00      203.99
    5.3            5.78                  0.98% , 0.99          852.99 , 809.00          166.32 , 184.00            1066.29 , 1126.00       61.67
    5.3           20.09                  1.15% , 0.82         1000.96 , 809.00          137.76 , 184.00            1185.73 , 1126.00       238.2
   5.31           12.28                  1.09% , 1.13          948.74 , 809.00          189.84 , 184.00            1185.81 , 1126.00      145.58
   5.32            2.58                  0.96% , 1.09          835.58 , 809.00          183.12 , 184.00            1066.09 , 1126.00       27.46
   5.34            2.35                  0.94% , 1.19          818.18 , 809.00          199.92 , 184.00            1065.89 , 1126.00        25.1
   5.34           18.64                  1.14% , 0.87          992.26 , 809.00          146.16 , 184.00            1186.13 , 1126.00       221.1
   5.35            9.15                  1.00% , 0.88          870.40 , 809.00          147.84 , 184.00            1065.81 , 1126.00       97.56
   5.36           12.73                  1.10% , 1.08          957.44 , 809.00          181.44 , 184.00            1186.41 , 1126.00       151.0
   5.37            2.38                  0.95% , 1.14          826.88 , 809.00          191.52 , 184.00            1065.49 , 1126.00        25.4
   5.38           15.61                  1.12% , 0.98          974.85 , 809.00          164.64 , 184.00            1186.61 , 1126.00      185.21
    5.4            7.55                  0.99% , 0.93          861.70 , 809.00          156.24 , 184.00            1065.21 , 1126.00       80.46
   5.41           12.38                  1.08% , 1.19          940.03 , 809.00          199.92 , 184.00            1186.89 , 1126.00      146.95
   5.42            4.34                  0.97% , 1.03          844.29 , 809.00          173.04 , 184.00            1065.01 , 1126.00       46.25
   5.42           14.16                  1.11% , 1.03          966.14 , 809.00          173.04 , 184.00            1187.01 , 1126.00       168.1
   5.44           10.93                  1.01% , 0.82          879.10 , 809.00          137.76 , 184.00            1064.73 , 1126.00      116.34
   5.44           17.04                  1.13% , 0.93          983.55 , 809.00          156.24 , 184.00            1187.21 , 1126.00      202.31
   5.45            5.95                  0.98% , 0.98          852.99 , 809.00          164.64 , 184.00            1064.61 , 1126.00       63.35
   5.45           19.92                  1.15% , 0.83         1000.96 , 809.00          139.44 , 184.00            1187.41 , 1126.00      236.52
   5.46            12.4                  1.09% , 1.14          948.74 , 809.00          191.52 , 184.00            1187.49 , 1126.00      147.26
   5.47            2.74                  0.96% , 1.08          835.58 , 809.00          181.44 , 184.00            1064.41 , 1126.00       29.14
   5.49             2.2                  0.94% , 1.18          818.18 , 809.00          198.24 , 184.00            1064.21 , 1126.00       23.42
   5.49            9.33                  1.00% , 0.87          870.40 , 809.00          146.16 , 184.00            1064.13 , 1126.00       99.24
   5.49           18.47                  1.14% , 0.88          992.26 , 809.00          147.84 , 184.00            1187.81 , 1126.00      219.42
   5.51           12.57                  1.10% , 1.09          957.44 , 809.00          183.12 , 184.00            1188.09 , 1126.00      149.32
   5.52            2.23                  0.95% , 1.13          826.88 , 809.00          189.84 , 184.00            1063.81 , 1126.00       23.72
   5.53           15.44                  1.12% , 0.99          974.85 , 809.00          166.32 , 184.00            1188.29 , 1126.00      183.53
   5.55            7.72                  0.99% , 0.92          861.70 , 809.00          154.56 , 184.00            1063.53 , 1126.00       82.14
   5.57            4.51                  0.97% , 1.02          844.29 , 809.00          171.36 , 184.00            1063.33 , 1126.00       47.93
   5.57            14.0                  1.11% , 1.04          966.14 , 809.00          174.72 , 184.00            1188.69 , 1126.00      166.42
   5.59            11.1                  1.01% , 0.81          879.10 , 809.00          136.08 , 184.00            1063.05 , 1126.00      118.02
   5.59           16.88                  1.13% , 0.94          983.55 , 809.00          157.92 , 184.00            1188.89 , 1126.00      200.63
    5.6            6.12                  0.98% , 0.97          852.99 , 809.00          162.96 , 184.00            1062.93 , 1126.00       65.03
    5.6           19.75                  1.15% , 0.84         1000.96 , 809.00          141.12 , 184.00            1189.09 , 1126.00      234.84
   5.61           12.52                  1.09% , 1.15          948.74 , 809.00          193.20 , 184.00            1189.17 , 1126.00      148.94
   5.62             2.9                  0.96% , 1.07          835.58 , 809.00          179.76 , 184.00            1062.73 , 1126.00       30.82
   5.64            2.05                  0.94% , 1.17          818.18 , 809.00          196.56 , 184.00            1062.53 , 1126.00       21.74
   5.64             9.5                  1.00% , 0.86          870.40 , 809.00          144.48 , 184.00            1062.45 , 1126.00      100.92
   5.64           18.31                  1.14% , 0.89          992.26 , 809.00          149.52 , 184.00            1189.49 , 1126.00      217.74
   5.66           12.54                  1.10% , 1.10          957.44 , 809.00          184.80 , 184.00            1189.77 , 1126.00      149.24
   5.67            2.08                  0.95% , 1.12          826.88 , 809.00          188.16 , 184.00            1062.13 , 1126.00       22.04
   5.68           15.28                  1.12% , 1.00          974.85 , 809.00          168.00 , 184.00            1189.97 , 1126.00      181.85
    5.7            7.89                  0.99% , 0.91          861.70 , 809.00          152.88 , 184.00            1061.85 , 1126.00       83.82
   5.72            4.67                  0.97% , 1.01          844.29 , 809.00          169.68 , 184.00            1061.65 , 1126.00       49.61
   5.72           13.84                  1.11% , 1.05          966.14 , 809.00          176.40 , 184.00            1190.37 , 1126.00      164.74
   5.73           16.71                  1.13% , 0.95          983.55 , 809.00          159.60 , 184.00            1190.57 , 1126.00      198.95
   5.74           11.28                  1.01% , 0.80          879.10 , 809.00          134.40 , 184.00            1061.37 , 1126.00       119.7
   5.75            6.29                  0.98% , 0.96          852.99 , 809.00          161.28 , 184.00            1061.25 , 1126.00       66.71
   5.75           19.58                  1.15% , 0.85         1000.96 , 809.00          142.80 , 184.00            1190.77 , 1126.00      233.16
   5.76           12.65                  1.09% , 1.16          948.74 , 809.00          194.88 , 184.00            1190.85 , 1126.00      150.62
   5.77            3.06                  0.96% , 1.06          835.58 , 809.00          178.08 , 184.00            1061.05 , 1126.00        32.5
   5.79            1.89                  0.94% , 1.16          818.18 , 809.00          194.88 , 184.00            1060.85 , 1126.00       20.06
   5.79            9.67                  1.00% , 0.85          870.40 , 809.00          142.80 , 184.00            1060.77 , 1126.00       102.6
   5.79           18.14                  1.14% , 0.90          992.26 , 809.00          151.20 , 184.00            1191.17 , 1126.00      216.06
   5.81           12.67                  1.10% , 1.11          957.44 , 809.00          186.48 , 184.00            1191.45 , 1126.00      150.92
   5.81           21.01                  1.16% , 0.80         1009.66 , 809.00          134.40 , 184.00            1191.37 , 1126.00      250.26
   5.82            1.92                  0.95% , 1.11          826.88 , 809.00          186.48 , 184.00            1060.45 , 1126.00       20.36
   5.83           15.12                  1.12% , 1.01          974.85 , 809.00          169.68 , 184.00            1191.65 , 1126.00      180.17
   5.85            8.06                  0.99% , 0.90          861.70 , 809.00          151.20 , 184.00            1060.17 , 1126.00        85.5
   5.86            4.84                  0.97% , 1.00          844.29 , 809.00          168.00 , 184.00            1059.97 , 1126.00       51.29
   5.87           13.68                  1.11% , 1.06          966.14 , 809.00          178.08 , 184.00            1192.05 , 1126.00      163.06
   5.88           16.55                  1.13% , 0.96          983.55 , 809.00          161.28 , 184.00            1192.25 , 1126.00      197.27
    5.9            6.45                  0.98% , 0.95          852.99 , 809.00          159.60 , 184.00            1059.57 , 1126.00       68.39
    5.9           19.41                  1.15% , 0.86         1000.96 , 809.00          144.48 , 184.00            1192.45 , 1126.00      231.48
   5.91           12.77                  1.09% , 1.17          948.74 , 809.00          196.56 , 184.00            1192.53 , 1126.00       152.3
