Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    3.5            4.24                  0.95% , 1.16          826.88 , 821.00          389.76 , 342.00            1263.75 , 1221.00       53.64
   3.51            5.14                  0.89% , 1.06          774.66 , 821.00          356.16 , 342.00            1178.15 , 1221.00        60.5
   3.53            8.04                  0.87% , 1.11          757.25 , 821.00          372.96 , 342.00            1177.95 , 1221.00       94.71
   3.53            4.23                  1.00% , 1.03          870.40 , 821.00          346.08 , 342.00            1264.07 , 1221.00       53.48
   3.54            9.67                  0.99% , 0.80          861.70 , 821.00          268.80 , 342.00            1177.79 , 1221.00       113.9
   3.54            6.29                  1.02% , 0.98          887.81 , 821.00          329.28 , 342.00            1264.27 , 1221.00       79.53
   3.56            6.77                  0.97% , 0.85          844.29 , 821.00          285.60 , 342.00            1177.59 , 1221.00       79.69
   3.57           13.18                  1.07% , 0.85          931.33 , 821.00          285.60 , 342.00            1264.59 , 1221.00      166.73
   3.58             2.8                  0.92% , 0.98          800.77 , 821.00          329.28 , 342.00            1177.27 , 1221.00       32.95
   3.59           15.89                  1.09% , 0.80          948.74 , 821.00          268.80 , 342.00            1264.79 , 1221.00      200.94
    3.6            3.54                  0.90% , 1.03          783.36 , 821.00          346.08 , 342.00            1177.07 , 1221.00       41.72
    3.6            4.29                  0.97% , 1.11          844.29 , 821.00          372.96 , 342.00            1264.95 , 1221.00       54.25
   3.62           10.96                  0.85% , 1.16          739.84 , 821.00          389.76 , 342.00            1176.75 , 1221.00      128.92
   3.62            4.34                  0.99% , 1.06          861.70 , 821.00          356.16 , 342.00            1265.15 , 1221.00       54.86
   3.64            8.99                  1.04% , 0.93          905.22 , 821.00          312.48 , 342.00            1265.47 , 1221.00      113.74
   3.65            3.87                  0.95% , 0.90          826.88 , 821.00          302.40 , 342.00            1176.39 , 1221.00       45.48
   3.66           11.69                  1.06% , 0.88          922.62 , 821.00          295.68 , 342.00            1265.67 , 1221.00      147.94
   3.67            2.92                  0.93% , 0.95          809.47 , 821.00          319.20 , 342.00            1176.19 , 1221.00       34.33
   3.67            4.79                  0.94% , 1.19          818.18 , 821.00          399.84 , 342.00            1265.83 , 1221.00       60.66
   3.67           14.39                  1.08% , 0.83          940.03 , 821.00          278.88 , 342.00            1265.87 , 1221.00      182.15
   3.69            2.97                  0.91% , 1.00          792.06 , 821.00          336.00 , 342.00            1175.99 , 1221.00       34.94
   3.69            4.39                  0.96% , 1.14          835.58 , 821.00          383.04 , 342.00            1266.03 , 1221.00       55.62
    3.7            6.46                  0.88% , 1.08          765.95 , 821.00          362.88 , 342.00            1175.87 , 1221.00       75.93
    3.7            4.44                  0.98% , 1.09          852.99 , 821.00          366.24 , 342.00            1266.23 , 1221.00       56.23
   3.71            9.37                  0.86% , 1.13          748.54 , 821.00          379.68 , 342.00            1175.67 , 1221.00      110.14
   3.71             4.8                  1.01% , 1.01          879.10 , 821.00          339.36 , 342.00            1266.35 , 1221.00       60.74
   3.73           12.28                  0.84% , 1.18          731.14 , 821.00          396.48 , 342.00            1175.47 , 1221.00      144.34
   3.73            8.38                  0.98% , 0.82          852.99 , 821.00          275.52 , 342.00            1175.51 , 1221.00       98.47
   3.73             7.5                  1.03% , 0.96          896.51 , 821.00          322.56 , 342.00            1266.55 , 1221.00       94.95
   3.74            5.47                  0.96% , 0.87          835.58 , 821.00          292.32 , 342.00            1175.31 , 1221.00       64.26
   3.75            10.2                  1.05% , 0.91          913.92 , 821.00          305.76 , 342.00            1266.75 , 1221.00      129.16
   3.76            3.04                  0.94% , 0.92          818.18 , 821.00          309.12 , 342.00            1175.11 , 1221.00        35.7
   3.78            4.86                  0.89% , 1.05          774.66 , 821.00          352.80 , 342.00            1174.79 , 1221.00       57.14
   3.78             4.5                  0.95% , 1.17          826.88 , 821.00          393.12 , 342.00            1267.11 , 1221.00        57.0
    3.8            7.78                  0.87% , 1.10          757.25 , 821.00          369.60 , 342.00            1174.59 , 1221.00       91.35
    3.8            4.48                  1.00% , 1.04          870.40 , 821.00          349.44 , 342.00            1267.43 , 1221.00       56.84
   3.82            6.01                  1.02% , 0.99          887.81 , 821.00          332.64 , 342.00            1267.63 , 1221.00       76.17
   3.83            7.07                  0.97% , 0.84          844.29 , 821.00          282.24 , 342.00            1174.23 , 1221.00       83.05
   3.85           12.88                  1.07% , 0.86          931.33 , 821.00          288.96 , 342.00            1267.95 , 1221.00      163.37
   3.86            3.09                  0.92% , 0.97          800.77 , 821.00          325.92 , 342.00            1173.91 , 1221.00       36.31
   3.86           15.58                  1.09% , 0.81          948.74 , 821.00          272.16 , 342.00            1268.15 , 1221.00      197.58
   3.87            3.27                  0.90% , 1.02          783.36 , 821.00          342.72 , 342.00            1173.71 , 1221.00       38.36
   3.87            4.54                  0.97% , 1.12          844.29 , 821.00          376.32 , 342.00            1268.31 , 1221.00       57.61
   3.89            4.59                  0.99% , 1.07          861.70 , 821.00          359.52 , 342.00            1268.51 , 1221.00       58.22
    3.9            10.7                  0.85% , 1.15          739.84 , 821.00          386.40 , 342.00            1173.39 , 1221.00      125.56
   3.92             8.7                  1.04% , 0.94          905.22 , 821.00          315.84 , 342.00            1268.83 , 1221.00      110.38
   3.93            4.16                  0.95% , 0.89          826.88 , 821.00          299.04 , 342.00            1173.03 , 1221.00       48.84
   3.93           11.39                  1.06% , 0.89          922.62 , 821.00          299.04 , 342.00            1269.03 , 1221.00      144.58
   3.95            3.21                  0.93% , 0.94          809.47 , 821.00          315.84 , 342.00            1172.83 , 1221.00       37.69
   3.95           14.09                  1.08% , 0.84          940.03 , 821.00          282.24 , 342.00            1269.23 , 1221.00      178.79
   3.96            3.27                  0.91% , 0.99          792.06 , 821.00          332.64 , 342.00            1172.63 , 1221.00        38.3
   3.96            4.65                  0.96% , 1.15          835.58 , 821.00          386.40 , 342.00            1269.39 , 1221.00       58.98
   3.97            6.19                  0.88% , 1.07          765.95 , 821.00          359.52 , 342.00            1172.51 , 1221.00       72.57
   3.98            4.69                  0.98% , 1.10          852.99 , 821.00          369.60 , 342.00            1269.59 , 1221.00       59.59
   3.99            9.11                  0.86% , 1.12          748.54 , 821.00          376.32 , 342.00            1172.31 , 1221.00      106.78
   3.99            4.63                  1.01% , 1.02          879.10 , 821.00          342.72 , 342.00            1269.71 , 1221.00       58.82
    4.0           12.03                  0.84% , 1.17          731.14 , 821.00          393.12 , 342.00            1172.11 , 1221.00      140.98
    4.0            8.69                  0.98% , 0.81          852.99 , 821.00          272.16 , 342.00            1172.15 , 1221.00      101.83
   4.01            7.21                  1.03% , 0.97          896.51 , 821.00          325.92 , 342.00            1269.91 , 1221.00       91.59
   4.02            5.77                  0.96% , 0.86          835.58 , 821.00          288.96 , 342.00            1171.95 , 1221.00       67.62
   4.02             9.9                  1.05% , 0.92          913.92 , 821.00          309.12 , 342.00            1270.11 , 1221.00       125.8
   4.03            3.33                  0.94% , 0.91          818.18 , 821.00          305.76 , 342.00            1171.75 , 1221.00       39.06
   4.05            4.75                  0.95% , 1.18          826.88 , 821.00          396.48 , 342.00            1270.47 , 1221.00       60.36
   4.06            4.59                  0.89% , 1.04          774.66 , 821.00          349.44 , 342.00            1171.43 , 1221.00       53.78
   4.08            7.51                  0.87% , 1.09          757.25 , 821.00          366.24 , 342.00            1171.23 , 1221.00       87.99
   4.08            4.74                  1.00% , 1.05          870.40 , 821.00          352.80 , 342.00            1270.79 , 1221.00        60.2
   4.09            5.73                  1.02% , 1.00          887.81 , 821.00          336.00 , 342.00            1270.99 , 1221.00       72.81
   4.11            7.38                  0.97% , 0.83          844.29 , 821.00          278.88 , 342.00            1170.87 , 1221.00       86.41
   4.12           12.59                  1.07% , 0.87          931.33 , 821.00          292.32 , 342.00            1271.31 , 1221.00      160.01
   4.13            3.39                  0.92% , 0.96          800.77 , 821.00          322.56 , 342.00            1170.55 , 1221.00       39.67
   4.14           15.27                  1.09% , 0.82          948.74 , 821.00          275.52 , 342.00            1271.51 , 1221.00      194.22
   4.15            3.44                  0.90% , 1.01          783.36 , 821.00          339.36 , 342.00            1170.35 , 1221.00       40.28
   4.15            4.79                  0.97% , 1.13          844.29 , 821.00          379.68 , 342.00            1271.67 , 1221.00       60.97
   4.17           10.44                  0.85% , 1.14          739.84 , 821.00          383.04 , 342.00            1170.03 , 1221.00       122.2
   4.17            4.84                  0.99% , 1.08          861.70 , 821.00          362.88 , 342.00            1271.87 , 1221.00       61.58
   4.19           13.37                  0.83% , 1.19          722.43 , 821.00          399.84 , 342.00            1169.83 , 1221.00      156.41
   4.19            8.41                  1.04% , 0.95          905.22 , 821.00          319.20 , 342.00            1272.19 , 1221.00      107.02
    4.2            4.46                  0.95% , 0.88          826.88 , 821.00          295.68 , 342.00            1169.67 , 1221.00        52.2
   4.21            11.1                  1.06% , 0.90          922.62 , 821.00          302.40 , 342.00            1272.39 , 1221.00      141.22
   4.22            3.51                  0.93% , 0.93          809.47 , 821.00          312.48 , 342.00            1169.47 , 1221.00       41.05
   4.23           13.79                  1.08% , 0.85          940.03 , 821.00          285.60 , 342.00            1272.59 , 1221.00      175.43
   4.24            3.56                  0.91% , 0.98          792.06 , 821.00          329.28 , 342.00            1169.27 , 1221.00       41.66
   4.24             4.9                  0.96% , 1.16          835.58 , 821.00          389.76 , 342.00            1272.75 , 1221.00       62.34
   4.25            5.92                  0.88% , 1.06          765.95 , 821.00          356.16 , 342.00            1169.15 , 1221.00       69.21
   4.25            4.95                  0.98% , 1.11          852.99 , 821.00          372.96 , 342.00            1272.95 , 1221.00       62.95
   4.26            8.85                  0.86% , 1.11          748.54 , 821.00          372.96 , 342.00            1168.95 , 1221.00      103.42
   4.26            4.88                  1.01% , 1.03          879.10 , 821.00          346.08 , 342.00            1273.07 , 1221.00       62.18
   4.28           11.78                  0.84% , 1.16          731.14 , 821.00          389.76 , 342.00            1168.75 , 1221.00      137.62
   4.28             9.0                  0.98% , 0.80          852.99 , 821.00          268.80 , 342.00            1168.79 , 1221.00      105.19
   4.28            6.93                  1.03% , 0.98          896.51 , 821.00          329.28 , 342.00            1273.27 , 1221.00       88.23
   4.29            6.07                  0.96% , 0.85          835.58 , 821.00          285.60 , 342.00            1168.59 , 1221.00       70.98
    4.3            9.61                  1.05% , 0.93          913.92 , 821.00          312.48 , 342.00            1273.47 , 1221.00      122.44
   4.31            3.63                  0.94% , 0.90          818.18 , 821.00          302.40 , 342.00            1168.39 , 1221.00       42.42
   4.32           16.46                  1.10% , 0.80          957.44 , 821.00          268.80 , 342.00            1273.79 , 1221.00      209.64
   4.33            4.32                  0.89% , 1.03          774.66 , 821.00          346.08 , 342.00            1168.07 , 1221.00       50.42
   4.33             5.0                  0.95% , 1.19          826.88 , 821.00          399.84 , 342.00            1273.83 , 1221.00       63.72
   4.35            7.25                  0.87% , 1.08          757.25 , 821.00          362.88 , 342.00            1167.87 , 1221.00       84.63
   4.35            4.99                  1.00% , 1.06          870.40 , 821.00          356.16 , 342.00            1274.15 , 1221.00       63.56
   4.37            5.45                  1.02% , 1.01          887.81 , 821.00          339.36 , 342.00            1274.35 , 1221.00       69.45
   4.38            7.69                  0.97% , 0.82          844.29 , 821.00          275.52 , 342.00            1167.51 , 1221.00       89.77
    4.4           12.29                  1.07% , 0.88          931.33 , 821.00          295.68 , 342.00            1274.67 , 1221.00      156.65
   4.41            3.69                  0.92% , 0.95          800.77 , 821.00          319.20 , 342.00            1167.19 , 1221.00       43.03
   4.41           14.97                  1.09% , 0.83          948.74 , 821.00          278.88 , 342.00            1274.87 , 1221.00      190.86
   4.42            3.74                  0.90% , 1.00          783.36 , 821.00          336.00 , 342.00            1166.99 , 1221.00       43.64
   4.43            5.05                  0.97% , 1.14          844.29 , 821.00          383.04 , 342.00            1275.03 , 1221.00       64.33
   4.44            5.09                  0.99% , 1.09          861.70 , 821.00          366.24 , 342.00            1275.23 , 1221.00       64.94
   4.45           10.19                  0.85% , 1.13          739.84 , 821.00          379.68 , 342.00            1166.67 , 1221.00      118.84
   4.47           13.12                  0.83% , 1.18          722.43 , 821.00          396.48 , 342.00            1166.47 , 1221.00      153.05
   4.47            8.13                  1.04% , 0.96          905.22 , 821.00          322.56 , 342.00            1275.55 , 1221.00      103.66
   4.48            4.76                  0.95% , 0.87          826.88 , 821.00          292.32 , 342.00            1166.31 , 1221.00       55.56
   4.48           10.81                  1.06% , 0.91          922.62 , 821.00          305.76 , 342.00            1275.75 , 1221.00      137.86
    4.5            3.81                  0.93% , 0.92          809.47 , 821.00          309.12 , 342.00            1166.11 , 1221.00       44.41
    4.5           13.49                  1.08% , 0.86          940.03 , 821.00          288.96 , 342.00            1275.95 , 1221.00      172.07
   4.51            3.86                  0.91% , 0.97          792.06 , 821.00          325.92 , 342.00            1165.91 , 1221.00       45.02
   4.51            5.15                  0.96% , 1.17          835.58 , 821.00          393.12 , 342.00            1276.11 , 1221.00        65.7
   4.52            5.65                  0.88% , 1.05          765.95 , 821.00          352.80 , 342.00            1165.79 , 1221.00       65.85
   4.53             5.2                  0.98% , 1.12          852.99 , 821.00          376.32 , 342.00            1276.31 , 1221.00       66.31
   4.54            8.58                  0.86% , 1.10          748.54 , 821.00          369.60 , 342.00            1165.59 , 1221.00      100.06
   4.54            5.13                  1.01% , 1.04          879.10 , 821.00          349.44 , 342.00            1276.43 , 1221.00       65.54
   4.55           11.52                  0.84% , 1.15          731.14 , 821.00          386.40 , 342.00            1165.39 , 1221.00      134.26
   4.56            6.65                  1.03% , 0.99          896.51 , 821.00          332.64 , 342.00            1276.63 , 1221.00       84.87
   4.57            6.38                  0.96% , 0.84          835.58 , 821.00          282.24 , 342.00            1165.23 , 1221.00       74.34
   4.57            9.33                  1.05% , 0.94          913.92 , 821.00          315.84 , 342.00            1276.83 , 1221.00      119.08
   4.58            3.93                  0.94% , 0.89          818.18 , 821.00          299.04 , 342.00            1165.03 , 1221.00       45.78
    4.6           16.15                  1.10% , 0.81          957.44 , 821.00          272.16 , 342.00            1277.15 , 1221.00      206.28
   4.61            4.04                  0.89% , 1.02          774.66 , 821.00          342.72 , 342.00            1164.71 , 1221.00       47.06
   4.63            6.98                  0.87% , 1.07          757.25 , 821.00          359.52 , 342.00            1164.51 , 1221.00       81.27
   4.63            5.24                  1.00% , 1.07          870.40 , 821.00          359.52 , 342.00            1277.51 , 1221.00       66.92
   4.64            5.29                  1.02% , 1.02          887.81 , 821.00          342.72 , 342.00            1277.71 , 1221.00       67.53
   4.66             8.0                  0.97% , 0.81          844.29 , 821.00          272.16 , 342.00            1164.15 , 1221.00       93.13
   4.67           11.99                  1.07% , 0.89          931.33 , 821.00          299.04 , 342.00            1278.03 , 1221.00      153.29
   4.68            3.99                  0.92% , 0.94          800.77 , 821.00          315.84 , 342.00            1163.83 , 1221.00       46.39
   4.69           14.67                  1.09% , 0.84          948.74 , 821.00          282.24 , 342.00            1278.23 , 1221.00       187.5
    4.7            4.04                  0.90% , 0.99          783.36 , 821.00          332.64 , 342.00            1163.63 , 1221.00        47.0
    4.7            5.29                  0.97% , 1.15          844.29 , 821.00          386.40 , 342.00            1278.39 , 1221.00       67.69
   4.72            9.93                  0.85% , 1.12          739.84 , 821.00          376.32 , 342.00            1163.31 , 1221.00      115.48
   4.72            5.34                  0.99% , 1.10          861.70 , 821.00          369.60 , 342.00            1278.59 , 1221.00        68.3
   4.74           12.87                  0.83% , 1.17          722.43 , 821.00          393.12 , 342.00            1163.11 , 1221.00      149.69
   4.74            7.84                  1.04% , 0.97          905.22 , 821.00          325.92 , 342.00            1278.91 , 1221.00       100.3
   4.75            5.07                  0.95% , 0.86          826.88 , 821.00          288.96 , 342.00            1162.95 , 1221.00       58.92
   4.76           10.52                  1.06% , 0.92          922.62 , 821.00          309.12 , 342.00            1279.11 , 1221.00       134.5
   4.77            4.11                  0.93% , 0.91          809.47 , 821.00          305.76 , 342.00            1162.75 , 1221.00       47.77
   4.78           13.19                  1.08% , 0.87          940.03 , 821.00          292.32 , 342.00            1279.31 , 1221.00      168.71
   4.79            4.16                  0.91% , 0.96          792.06 , 821.00          322.56 , 342.00            1162.55 , 1221.00       48.38
   4.79             5.4                  0.96% , 1.18          835.58 , 821.00          396.48 , 342.00            1279.47 , 1221.00       69.06
    4.8            5.38                  0.88% , 1.04          765.95 , 821.00          349.44 , 342.00            1162.43 , 1221.00       62.49
   4.81            8.32                  0.86% , 1.09          748.54 , 821.00          366.24 , 342.00            1162.23 , 1221.00        96.7
   4.81            5.44                  0.98% , 1.13          852.99 , 821.00          379.68 , 342.00            1279.67 , 1221.00       69.67
   4.82            5.38                  1.01% , 1.05          879.10 , 821.00          352.80 , 342.00            1279.79 , 1221.00        68.9
   4.83           11.27                  0.84% , 1.14          731.14 , 821.00          383.04 , 342.00            1162.03 , 1221.00       130.9
   4.83            6.37                  1.03% , 1.00          896.51 , 821.00          336.00 , 342.00            1279.99 , 1221.00       81.51
   4.84            6.69                  0.96% , 0.83          835.58 , 821.00          278.88 , 342.00            1161.87 , 1221.00        77.7
   4.85            9.04                  1.05% , 0.95          913.92 , 821.00          319.20 , 342.00            1280.19 , 1221.00      115.72
   4.86            4.23                  0.94% , 0.88          818.18 , 821.00          295.68 , 342.00            1161.67 , 1221.00       49.14
   4.87           15.85                  1.10% , 0.82          957.44 , 821.00          275.52 , 342.00            1280.51 , 1221.00      202.92
   4.89            4.22                  0.89% , 1.01          774.66 , 821.00          339.36 , 342.00            1161.35 , 1221.00       48.98
    4.9            6.71                  0.87% , 1.06          757.25 , 821.00          356.16 , 342.00            1161.15 , 1221.00       77.91
    4.9            5.49                  1.00% , 1.08          870.40 , 821.00          362.88 , 342.00            1280.87 , 1221.00       70.28
   4.92            5.53                  1.02% , 1.03          887.81 , 821.00          346.08 , 342.00            1281.07 , 1221.00       70.89
   4.93           14.22                  0.82% , 1.19          713.73 , 821.00          399.84 , 342.00            1160.83 , 1221.00      165.11
   4.93            8.31                  0.97% , 0.80          844.29 , 821.00          268.80 , 342.00            1160.79 , 1221.00       96.49
   4.95            11.7                  1.07% , 0.90          931.33 , 821.00          302.40 , 342.00            1281.39 , 1221.00      149.93
   4.96            4.29                  0.92% , 0.93          800.77 , 821.00          312.48 , 342.00            1160.47 , 1221.00       49.75
   4.96           14.37                  1.09% , 0.85          948.74 , 821.00          285.60 , 342.00            1281.59 , 1221.00      184.14
   4.97            4.34                  0.90% , 0.98          783.36 , 821.00          329.28 , 342.00            1160.27 , 1221.00       50.36
   4.98            5.54                  0.97% , 1.16          844.29 , 821.00          389.76 , 342.00            1281.75 , 1221.00       71.05
   4.99            5.59                  0.99% , 1.11          861.70 , 821.00          372.96 , 342.00            1281.95 , 1221.00       71.66
    5.0            9.67                  0.85% , 1.11          739.84 , 821.00          372.96 , 342.00            1159.95 , 1221.00      112.12
   5.02           12.62                  0.83% , 1.16          722.43 , 821.00          389.76 , 342.00            1159.75 , 1221.00      146.33
   5.02            7.56                  1.04% , 0.98          905.22 , 821.00          329.28 , 342.00            1282.27 , 1221.00       96.94
   5.03            5.37                  0.95% , 0.85          826.88 , 821.00          285.60 , 342.00            1159.59 , 1221.00       62.28
   5.03           10.23                  1.06% , 0.93          922.62 , 821.00          312.48 , 342.00            1282.47 , 1221.00      131.14
   5.05            4.41                  0.93% , 0.90          809.47 , 821.00          302.40 , 342.00            1159.39 , 1221.00       51.13
   5.05           12.89                  1.08% , 0.88          940.03 , 821.00          295.68 , 342.00            1282.67 , 1221.00      165.35
   5.06            4.46                  0.91% , 0.95          792.06 , 821.00          319.20 , 342.00            1159.19 , 1221.00       51.74
   5.06            5.65                  0.96% , 1.19          835.58 , 821.00          399.84 , 342.00            1282.83 , 1221.00       72.42
   5.06           17.02                  1.11% , 0.80          966.14 , 821.00          268.80 , 342.00            1282.79 , 1221.00      218.34
   5.07             5.1                  0.88% , 1.03          765.95 , 821.00          346.08 , 342.00            1159.07 , 1221.00       59.13
   5.08            5.69                  0.98% , 1.14          852.99 , 821.00          383.04 , 342.00            1283.03 , 1221.00       73.03
   5.09            8.05                  0.86% , 1.08          748.54 , 821.00          362.88 , 342.00            1158.87 , 1221.00       93.34
   5.09            5.63                  1.01% , 1.06          879.10 , 821.00          356.16 , 342.00            1283.15 , 1221.00       72.26
    5.1           11.01                  0.84% , 1.13          731.14 , 821.00          379.68 , 342.00            1158.67 , 1221.00      127.54
   5.11            6.09                  1.03% , 1.01          896.51 , 821.00          339.36 , 342.00            1283.35 , 1221.00       78.15
   5.12             7.0                  0.96% , 0.82          835.58 , 821.00          275.52 , 342.00            1158.51 , 1221.00       81.06
   5.12            8.75                  1.05% , 0.96          913.92 , 821.00          322.56 , 342.00            1283.55 , 1221.00      112.36
   5.13            4.53                  0.94% , 0.87          818.18 , 821.00          292.32 , 342.00            1158.31 , 1221.00        52.5
   5.15           15.54                  1.10% , 0.83          957.44 , 821.00          278.88 , 342.00            1283.87 , 1221.00      199.56
   5.16            4.52                  0.89% , 1.00          774.66 , 821.00          336.00 , 342.00            1157.99 , 1221.00       52.34
   5.18            6.44                  0.87% , 1.05          757.25 , 821.00          352.80 , 342.00            1157.79 , 1221.00       74.55
   5.18            5.73                  1.00% , 1.09          870.40 , 821.00          366.24 , 342.00            1284.23 , 1221.00       73.64
    5.2           13.97                  0.82% , 1.18          713.73 , 821.00          396.48 , 342.00            1157.47 , 1221.00      161.75
    5.2            5.78                  1.02% , 1.04          887.81 , 821.00          349.44 , 342.00            1284.43 , 1221.00       74.25
   5.22           11.41                  1.07% , 0.91          931.33 , 821.00          305.76 , 342.00            1284.75 , 1221.00      146.57
   5.23            4.59                  0.92% , 0.92          800.77 , 821.00          309.12 , 342.00            1157.11 , 1221.00       53.11
   5.24           14.07                  1.09% , 0.86          948.74 , 821.00          288.96 , 342.00            1284.95 , 1221.00      180.78
   5.25            4.64                  0.90% , 0.97          783.36 , 821.00          325.92 , 342.00            1156.91 , 1221.00       53.72
   5.25            5.79                  0.97% , 1.17          844.29 , 821.00          393.12 , 342.00            1285.11 , 1221.00       74.41
   5.27            5.84                  0.99% , 1.12          861.70 , 821.00          376.32 , 342.00            1285.31 , 1221.00       75.02
   5.28             9.4                  0.85% , 1.10          739.84 , 821.00          369.60 , 342.00            1156.59 , 1221.00      108.76
   5.29           12.36                  0.83% , 1.15          722.43 , 821.00          386.40 , 342.00            1156.39 , 1221.00      142.97
   5.29            7.28                  1.04% , 0.99          905.22 , 821.00          332.64 , 342.00            1285.63 , 1221.00       93.58
    5.3            5.68                  0.95% , 0.84          826.88 , 821.00          282.24 , 342.00            1156.23 , 1221.00       65.64
   5.31            9.94                  1.06% , 0.94          922.62 , 821.00          315.84 , 342.00            1285.83 , 1221.00      127.78
   5.32            4.71                  0.93% , 0.89          809.47 , 821.00          299.04 , 342.00            1156.03 , 1221.00       54.49
   5.33            12.6                  1.08% , 0.89          940.03 , 821.00          299.04 , 342.00            1286.03 , 1221.00      161.99
   5.34            4.77                  0.91% , 0.94          792.06 , 821.00          315.84 , 342.00            1155.83 , 1221.00        55.1
   5.34           16.72                  1.11% , 0.81          966.14 , 821.00          272.16 , 342.00            1286.15 , 1221.00      214.98
   5.35            4.83                  0.88% , 1.02          765.95 , 821.00          342.72 , 342.00            1155.71 , 1221.00       55.77
   5.36            7.79                  0.86% , 1.07          748.54 , 821.00          359.52 , 342.00            1155.51 , 1221.00       89.98
   5.36            5.94                  0.98% , 1.15          852.99 , 821.00          386.40 , 342.00            1286.39 , 1221.00       76.39
   5.37            5.88                  1.01% , 1.07          879.10 , 821.00          359.52 , 342.00            1286.51 , 1221.00       75.62
   5.38           10.75                  0.84% , 1.12          731.14 , 821.00          376.32 , 342.00            1155.31 , 1221.00      124.18
   5.38            5.92                  1.03% , 1.02          896.51 , 821.00          342.72 , 342.00            1286.71 , 1221.00       76.23
   5.39            7.31                  0.96% , 0.81          835.58 , 821.00          272.16 , 342.00            1155.15 , 1221.00       84.42
    5.4            8.47                  1.05% , 0.97          913.92 , 821.00          325.92 , 342.00            1286.91 , 1221.00       109.0
   5.41            4.84                  0.94% , 0.86          818.18 , 821.00          288.96 , 342.00            1154.95 , 1221.00       55.86
   5.42           15.24                  1.10% , 0.84          957.44 , 821.00          282.24 , 342.00            1287.23 , 1221.00       196.2
   5.44            4.82                  0.89% , 0.99          774.66 , 821.00          332.64 , 342.00            1154.63 , 1221.00        55.7
   5.45            6.17                  0.87% , 1.04          757.25 , 821.00          349.44 , 342.00            1154.43 , 1221.00       71.19
   5.45            5.98                  1.00% , 1.10          870.40 , 821.00          369.60 , 342.00            1287.59 , 1221.00        77.0
   5.47            6.03                  1.02% , 1.05          887.81 , 821.00          352.80 , 342.00            1287.79 , 1221.00       77.61
   5.48           13.72                  0.82% , 1.17          713.73 , 821.00          393.12 , 342.00            1154.11 , 1221.00      158.39
    5.5           11.12                  1.07% , 0.92          931.33 , 821.00          309.12 , 342.00            1288.11 , 1221.00      143.21
   5.51            4.89                  0.92% , 0.91          800.77 , 821.00          305.76 , 342.00            1153.75 , 1221.00       56.47
   5.51           13.77                  1.09% , 0.87          948.74 , 821.00          292.32 , 342.00            1288.31 , 1221.00      177.42
   5.52            4.95                  0.90% , 0.96          783.36 , 821.00          322.56 , 342.00            1153.55 , 1221.00       57.08
   5.53            6.04                  0.97% , 1.18          844.29 , 821.00          396.48 , 342.00            1288.47 , 1221.00       77.77
   5.54            6.08                  0.99% , 1.13          861.70 , 821.00          379.68 , 342.00            1288.67 , 1221.00       78.38
   5.55            9.14                  0.85% , 1.09          739.84 , 821.00          366.24 , 342.00            1153.23 , 1221.00       105.4
   5.57           12.11                  0.83% , 1.14          722.43 , 821.00          383.04 , 342.00            1153.03 , 1221.00      139.61
   5.57             7.0                  1.04% , 1.00          905.22 , 821.00          336.00 , 342.00            1288.99 , 1221.00       90.22
   5.58            5.99                  0.95% , 0.83          826.88 , 821.00          278.88 , 342.00            1152.87 , 1221.00        69.0
   5.58            9.65                  1.06% , 0.95          922.62 , 821.00          319.20 , 342.00            1289.19 , 1221.00      124.42
    5.6            5.02                  0.93% , 0.88          809.47 , 821.00          295.68 , 342.00            1152.67 , 1221.00       57.85
    5.6            12.3                  1.08% , 0.90          940.03 , 821.00          302.40 , 342.00            1289.39 , 1221.00      158.63
   5.61            5.07                  0.91% , 0.93          792.06 , 821.00          312.48 , 342.00            1152.47 , 1221.00       58.46
   5.61           16.41                  1.11% , 0.82          966.14 , 821.00          275.52 , 342.00            1289.51 , 1221.00      211.62
   5.62            5.01                  0.88% , 1.01          765.95 , 821.00          339.36 , 342.00            1152.35 , 1221.00       57.69
   5.63            6.18                  0.98% , 1.16          852.99 , 821.00          389.76 , 342.00            1289.75 , 1221.00       79.75
   5.64            7.52                  0.86% , 1.06          748.54 , 821.00          356.16 , 342.00            1152.15 , 1221.00       86.62
   5.64            6.12                  1.01% , 1.08          879.10 , 821.00          362.88 , 342.00            1289.87 , 1221.00       78.98
   5.66           15.09                  0.81% , 1.19          705.02 , 821.00          399.84 , 342.00            1151.83 , 1221.00      173.82
   5.66           10.49                  0.84% , 1.11          731.14 , 821.00          372.96 , 342.00            1151.95 , 1221.00      120.82
   5.66            6.17                  1.03% , 1.03          896.51 , 821.00          346.08 , 342.00            1290.07 , 1221.00       79.59
   5.67            7.62                  0.96% , 0.80          835.58 , 821.00          268.80 , 342.00            1151.79 , 1221.00       87.78
   5.67            8.19                  1.05% , 0.98          913.92 , 821.00          329.28 , 342.00            1290.27 , 1221.00      105.64
   5.68            5.14                  0.94% , 0.85          818.18 , 821.00          285.60 , 342.00            1151.59 , 1221.00       59.22
