Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   2.78           11.23                  1.11% , 0.99          483.07 , 425.00          166.32 , 187.00              700.95 , 682.00       78.75
    2.8            3.44                  0.95% , 1.18          413.44 , 425.00          198.24 , 187.00              662.87 , 682.00        22.8
   2.81           16.11                  1.15% , 0.89          500.48 , 425.00          149.52 , 187.00              701.15 , 682.00      112.96
   2.82            12.3                  1.07% , 0.87          465.66 , 425.00          146.16 , 187.00              662.79 , 682.00        81.5
   2.84            5.72                  1.02% , 1.00          443.90 , 425.00          168.00 , 187.00              662.63 , 682.00        37.9
   2.85            7.14                  1.03% , 0.97          448.26 , 425.00          162.96 , 187.00              662.59 , 682.00        47.3
   2.85            6.11                  1.07% , 1.10          465.66 , 425.00          184.80 , 187.00              701.43 , 682.00       42.86
   2.87            0.56                  0.98% , 1.10          426.50 , 425.00          184.80 , 187.00              662.43 , 682.00         3.7
   2.87           12.32                  1.12% , 0.97          487.42 , 425.00          162.96 , 187.00              701.59 , 682.00       86.46
    2.9            9.73                  1.05% , 0.92          456.96 , 425.00          154.56 , 187.00              662.19 , 682.00        64.4
    2.9           17.19                  1.16% , 0.87          504.83 , 425.00          146.16 , 187.00              701.79 , 682.00      120.67
    2.9           18.53                  1.17% , 0.84          509.18 , 425.00          141.12 , 187.00              701.75 , 682.00      130.06
   2.91            5.53                  1.04% , 1.18          452.61 , 425.00          198.24 , 187.00              701.87 , 682.00       38.85
   2.91           11.14                  1.06% , 0.89          461.31 , 425.00          149.52 , 187.00              662.15 , 682.00       73.79
   2.93            4.56                  1.01% , 1.02          439.55 , 425.00          171.36 , 187.00              661.99 , 682.00       30.19
   2.94             7.2                  1.08% , 1.08          470.02 , 425.00          181.44 , 187.00              702.07 , 682.00       50.58
   2.94            8.54                  1.09% , 1.05          474.37 , 425.00          176.40 , 187.00              702.03 , 682.00       59.97
   2.96            2.03                  0.96% , 1.15          417.79 , 425.00          193.20 , 187.00              661.83 , 682.00       13.41
   2.96            0.61                  0.97% , 1.12          422.14 , 425.00          188.16 , 187.00              661.79 , 682.00        4.02
   2.96           14.75                  1.14% , 0.92          496.13 , 425.00          154.56 , 187.00              702.19 , 682.00      103.57
   2.97           13.74                  1.08% , 0.84          470.02 , 425.00          141.12 , 187.00              661.75 , 682.00        90.9
   2.97           15.16                  1.09% , 0.81          474.37 , 425.00          136.08 , 187.00              661.71 , 682.00      100.29
   2.97           13.41                  1.13% , 0.95          491.78 , 425.00          159.60 , 187.00              702.23 , 682.00       94.18
   2.99           19.62                  1.18% , 0.82          513.54 , 425.00          137.76 , 187.00              702.39 , 682.00      137.78
    3.0            8.57                  1.04% , 0.94          452.61 , 425.00          157.92 , 187.00              661.55 , 682.00       56.69
    3.0            5.57                  1.06% , 1.13          461.31 , 425.00          189.84 , 187.00              702.47 , 682.00       39.15
   3.01            5.67                  1.05% , 1.16          456.96 , 425.00          194.88 , 187.00              702.51 , 682.00       39.84
   3.02            1.98                  0.99% , 1.07          430.85 , 425.00          179.76 , 187.00              661.39 , 682.00       13.09
   3.03             3.4                  1.00% , 1.04          435.20 , 425.00          174.72 , 187.00              661.35 , 682.00       22.48
   3.03            9.63                  1.10% , 1.03          478.72 , 425.00          173.04 , 187.00              702.67 , 682.00       67.68
   3.03           10.97                  1.11% , 1.00          483.07 , 425.00          168.00 , 187.00              702.63 , 682.00       77.07
   3.05            3.19                  0.95% , 1.17          413.44 , 425.00          196.56 , 187.00              661.19 , 682.00       21.12
   3.05           15.83                  1.15% , 0.90          500.48 , 425.00          151.20 , 187.00              702.83 , 682.00      111.28
   3.06           12.58                  1.07% , 0.86          465.66 , 425.00          144.48 , 187.00              661.11 , 682.00       83.18
   3.08           20.69                  1.19% , 0.80          517.89 , 425.00          134.40 , 187.00              703.03 , 682.00      145.49
   3.09            5.99                  1.02% , 0.99          443.90 , 425.00          166.32 , 187.00              660.95 , 682.00       39.58
   3.09            7.41                  1.03% , 0.96          448.26 , 425.00          161.28 , 187.00              660.91 , 682.00       48.98
    3.1            5.86                  1.07% , 1.11          465.66 , 425.00          186.48 , 187.00              703.11 , 682.00       41.18
   3.12            0.81                  0.98% , 1.09          426.50 , 425.00          183.12 , 187.00              660.75 , 682.00        5.38
   3.12           12.06                  1.12% , 0.98          487.42 , 425.00          164.64 , 187.00              703.27 , 682.00       84.78
   3.14            4.36                  0.94% , 1.19          409.09 , 425.00          199.92 , 187.00              660.55 , 682.00       28.83
   3.14           18.25                  1.17% , 0.85          509.18 , 425.00          142.80 , 187.00              703.43 , 682.00      128.38
   3.15            10.0                  1.05% , 0.91          456.96 , 425.00          152.88 , 187.00              660.51 , 682.00       66.08
   3.15           16.91                  1.16% , 0.88          504.83 , 425.00          147.84 , 187.00              703.47 , 682.00      118.99
   3.16            5.76                  1.04% , 1.19          452.61 , 425.00          199.92 , 187.00              703.55 , 682.00       40.53
   3.16           11.43                  1.06% , 0.88          461.31 , 425.00          147.84 , 187.00              660.47 , 682.00       75.47
   3.18            4.83                  1.01% , 1.01          439.55 , 425.00          169.68 , 187.00              660.31 , 682.00       31.87
   3.18            8.28                  1.09% , 1.06          474.37 , 425.00          178.08 , 187.00              703.71 , 682.00       58.29
   3.19            6.95                  1.08% , 1.09          470.02 , 425.00          183.12 , 187.00              703.75 , 682.00        48.9
    3.2            1.78                  0.96% , 1.14          417.79 , 425.00          191.52 , 187.00              660.15 , 682.00       11.73
   3.21            0.51                  0.97% , 1.11          422.14 , 425.00          186.48 , 187.00              660.11 , 682.00        3.38
   3.21           13.14                  1.13% , 0.96          491.78 , 425.00          161.28 , 187.00              703.91 , 682.00        92.5
   3.21           14.48                  1.14% , 0.93          496.13 , 425.00          156.24 , 187.00              703.87 , 682.00      101.89
   3.22           14.03                  1.08% , 0.83          470.02 , 425.00          139.44 , 187.00              660.07 , 682.00       92.58
   3.22           15.45                  1.09% , 0.80          474.37 , 425.00          134.40 , 187.00              660.03 , 682.00      101.97
   3.24            8.85                  1.04% , 0.93          452.61 , 425.00          156.24 , 187.00              659.87 , 682.00       58.37
   3.24           19.33                  1.18% , 0.83          513.54 , 425.00          139.44 , 187.00              704.07 , 682.00       136.1
   3.25             5.9                  1.05% , 1.17          456.96 , 425.00          196.56 , 187.00              704.19 , 682.00       41.52
   3.25             5.8                  1.06% , 1.14          461.31 , 425.00          191.52 , 187.00              704.15 , 682.00       40.83
   3.27            2.24                  0.99% , 1.06          430.85 , 425.00          178.08 , 187.00              659.71 , 682.00       14.77
   3.27            3.66                  1.00% , 1.03          435.20 , 425.00          173.04 , 187.00              659.67 , 682.00       24.16
   3.27            10.7                  1.11% , 1.01          483.07 , 425.00          169.68 , 187.00              704.31 , 682.00       75.39
   3.28            9.37                  1.10% , 1.04          478.72 , 425.00          174.72 , 187.00              704.35 , 682.00        66.0
    3.3            2.95                  0.95% , 1.16          413.44 , 425.00          194.88 , 187.00              659.51 , 682.00       19.44
    3.3           15.56                  1.15% , 0.91          500.48 , 425.00          152.88 , 187.00              704.51 , 682.00       109.6
   3.31           12.87                  1.07% , 0.85          465.66 , 425.00          142.80 , 187.00              659.43 , 682.00       84.86
   3.33            6.26                  1.02% , 0.98          443.90 , 425.00          164.64 , 187.00              659.27 , 682.00       41.26
   3.33           20.41                  1.19% , 0.81          517.89 , 425.00          136.08 , 187.00              704.71 , 682.00      143.81
   3.34            7.68                  1.03% , 0.95          448.26 , 425.00          159.60 , 187.00              659.23 , 682.00       50.66
   3.34            5.93                  1.07% , 1.12          465.66 , 425.00          188.16 , 187.00              704.79 , 682.00       41.82
   3.36            1.07                  0.98% , 1.08          426.50 , 425.00          181.44 , 187.00              659.07 , 682.00        7.06
   3.37           11.79                  1.12% , 0.99          487.42 , 425.00          166.32 , 187.00              704.95 , 682.00        83.1
   3.39            4.12                  0.94% , 1.18          409.09 , 425.00          198.24 , 187.00              658.87 , 682.00       27.15
   3.39           16.64                  1.16% , 0.89          504.83 , 425.00          149.52 , 187.00              705.15 , 682.00      117.31
   3.39           17.97                  1.17% , 0.86          509.18 , 425.00          144.48 , 187.00              705.11 , 682.00       126.7
    3.4           10.28                  1.05% , 0.90          456.96 , 425.00          151.20 , 187.00              658.83 , 682.00       67.76
    3.4           11.71                  1.06% , 0.87          461.31 , 425.00          146.16 , 187.00              658.79 , 682.00       77.15
   3.43            5.09                  1.01% , 1.00          439.55 , 425.00          168.00 , 187.00              658.63 , 682.00       33.55
   3.43            8.03                  1.09% , 1.07          474.37 , 425.00          179.76 , 187.00              705.39 , 682.00       56.61
   3.44            6.69                  1.08% , 1.10          470.02 , 425.00          184.80 , 187.00              705.43 , 682.00       47.22
   3.45            1.53                  0.96% , 1.13          417.79 , 425.00          189.84 , 187.00              658.47 , 682.00       10.05
   3.45            14.2                  1.14% , 0.94          496.13 , 425.00          157.92 , 187.00              705.55 , 682.00      100.21
   3.46            0.77                  0.97% , 1.10          422.14 , 425.00          184.80 , 187.00              658.43 , 682.00        5.06
   3.46           14.32                  1.08% , 0.82          470.02 , 425.00          137.76 , 187.00              658.39 , 682.00       94.26
   3.46           12.87                  1.13% , 0.97          491.78 , 425.00          162.96 , 187.00              705.59 , 682.00       90.82
   3.48           19.05                  1.18% , 0.84          513.54 , 425.00          141.12 , 187.00              705.75 , 682.00      134.42
   3.49            9.12                  1.04% , 0.92          452.61 , 425.00          154.56 , 187.00              658.19 , 682.00       60.05
   3.49            6.02                  1.06% , 1.15          461.31 , 425.00          193.20 , 187.00              705.83 , 682.00       42.51
    3.5            6.12                  1.05% , 1.18          456.96 , 425.00          198.24 , 187.00              705.87 , 682.00        43.2
   3.51             2.5                  0.99% , 1.05          430.85 , 425.00          176.40 , 187.00              658.03 , 682.00       16.45
   3.52            3.93                  1.00% , 1.02          435.20 , 425.00          171.36 , 187.00              657.99 , 682.00       25.84
   3.52            9.11                  1.10% , 1.05          478.72 , 425.00          176.40 , 187.00              706.03 , 682.00       64.32
   3.52           10.44                  1.11% , 1.02          483.07 , 425.00          171.36 , 187.00              705.99 , 682.00       73.71
   3.54             2.7                  0.95% , 1.15          413.44 , 425.00          193.20 , 187.00              657.83 , 682.00       17.76
   3.55           15.28                  1.15% , 0.92          500.48 , 425.00          154.56 , 187.00              706.19 , 682.00      107.92
   3.56           13.16                  1.07% , 0.84          465.66 , 425.00          141.12 , 187.00              657.75 , 682.00       86.54
   3.58            6.53                  1.02% , 0.97          443.90 , 425.00          162.96 , 187.00              657.59 , 682.00       42.94
   3.58            7.96                  1.03% , 0.94          448.26 , 425.00          157.92 , 187.00              657.55 , 682.00       52.34
   3.58           20.12                  1.19% , 0.82          517.89 , 425.00          137.76 , 187.00              706.39 , 682.00      142.13
   3.59            6.16                  1.07% , 1.13          465.66 , 425.00          189.84 , 187.00              706.47 , 682.00        43.5
   3.61            1.33                  0.98% , 1.07          426.50 , 425.00          179.76 , 187.00              657.39 , 682.00        8.74
   3.61           11.52                  1.12% , 1.00          487.42 , 425.00          168.00 , 187.00              706.63 , 682.00       81.42
   3.64            3.88                  0.94% , 1.17          409.09 , 425.00          196.56 , 187.00              657.19 , 682.00       25.47
   3.64           10.57                  1.05% , 0.89          456.96 , 425.00          149.52 , 187.00              657.15 , 682.00       69.44
   3.64           16.36                  1.16% , 0.90          504.83 , 425.00          151.20 , 187.00              706.83 , 682.00      115.63
   3.64           17.69                  1.17% , 0.87          509.18 , 425.00          146.16 , 187.00              706.79 , 682.00      125.02
   3.65            12.0                  1.06% , 0.86          461.31 , 425.00          144.48 , 187.00              657.11 , 682.00       78.83
   3.67            5.36                  1.01% , 0.99          439.55 , 425.00          166.32 , 187.00              656.95 , 682.00       35.23
   3.68            6.44                  1.08% , 1.11          470.02 , 425.00          186.48 , 187.00              707.11 , 682.00       45.54
   3.68            7.77                  1.09% , 1.08          474.37 , 425.00          181.44 , 187.00              707.07 , 682.00       54.93
    3.7            1.27                  0.96% , 1.12          417.79 , 425.00          188.16 , 187.00              656.79 , 682.00        8.37
    3.7            1.03                  0.97% , 1.09          422.14 , 425.00          183.12 , 187.00              656.75 , 682.00        6.74
    3.7           13.93                  1.14% , 0.95          496.13 , 425.00          159.60 , 187.00              707.23 , 682.00       98.53
   3.71           14.61                  1.08% , 0.81          470.02 , 425.00          136.08 , 187.00              656.71 , 682.00       95.94
   3.71            12.6                  1.13% , 0.98          491.78 , 425.00          164.64 , 187.00              707.27 , 682.00       89.14
   3.73           18.76                  1.18% , 0.85          513.54 , 425.00          142.80 , 187.00              707.43 , 682.00      132.74
   3.74             9.4                  1.04% , 0.91          452.61 , 425.00          152.88 , 187.00              656.51 , 682.00       61.73
   3.74            6.25                  1.06% , 1.16          461.31 , 425.00          194.88 , 187.00              707.51 , 682.00       44.19
   3.75            6.34                  1.05% , 1.19          456.96 , 425.00          199.92 , 187.00              707.55 , 682.00       44.88
   3.76            2.76                  0.99% , 1.04          430.85 , 425.00          174.72 , 187.00              656.35 , 682.00       18.13
   3.76           10.18                  1.11% , 1.03          483.07 , 425.00          173.04 , 187.00              707.67 , 682.00       72.03
   3.77            4.19                  1.00% , 1.01          435.20 , 425.00          169.68 , 187.00              656.31 , 682.00       27.52
   3.77            8.85                  1.10% , 1.06          478.72 , 425.00          178.08 , 187.00              707.71 , 682.00       62.64
   3.79            2.45                  0.95% , 1.14          413.44 , 425.00          191.52 , 187.00              656.15 , 682.00       16.08
   3.79           15.01                  1.15% , 0.93          500.48 , 425.00          156.24 , 187.00              707.87 , 682.00      106.24
    3.8           13.45                  1.07% , 0.83          465.66 , 425.00          139.44 , 187.00              656.07 , 682.00       88.22
   3.82             6.8                  1.02% , 0.96          443.90 , 425.00          161.28 , 187.00              655.91 , 682.00       44.62
   3.82           19.84                  1.19% , 0.83          517.89 , 425.00          139.44 , 187.00              708.07 , 682.00      140.45
   3.83            8.24                  1.03% , 0.93          448.26 , 425.00          156.24 , 187.00              655.87 , 682.00       54.02
   3.83            6.38                  1.07% , 1.14          465.66 , 425.00          191.52 , 187.00              708.15 , 682.00       45.18
   3.85            1.59                  0.98% , 1.06          426.50 , 425.00          178.08 , 187.00              655.71 , 682.00       10.42
   3.86           11.26                  1.12% , 1.01          487.42 , 425.00          169.68 , 187.00              708.31 , 682.00       79.74
   3.88            5.06                  0.93% , 1.19          404.74 , 425.00          199.92 , 187.00              655.55 , 682.00       33.18
   3.88            3.63                  0.94% , 1.16          409.09 , 425.00          194.88 , 187.00              655.51 , 682.00       23.79
   3.88           17.41                  1.17% , 0.88          509.18 , 425.00          147.84 , 187.00              708.47 , 682.00      123.34
   3.89           10.85                  1.05% , 0.88          456.96 , 425.00          147.84 , 187.00              655.47 , 682.00       71.12
   3.89           16.08                  1.16% , 0.91          504.83 , 425.00          152.88 , 187.00              708.51 , 682.00      113.95
    3.9           12.28                  1.06% , 0.85          461.31 , 425.00          142.80 , 187.00              655.43 , 682.00       80.51
   3.92            5.63                  1.01% , 0.98          439.55 , 425.00          164.64 , 187.00              655.27 , 682.00       36.91
   3.92            7.51                  1.09% , 1.09          474.37 , 425.00          183.12 , 187.00              708.75 , 682.00       53.25
   3.93            6.51                  1.08% , 1.12          470.02 , 425.00          188.16 , 187.00              708.79 , 682.00       46.18
   3.94            1.18                  0.96% , 1.11          417.79 , 425.00          186.48 , 187.00              655.11 , 682.00        7.73
   3.95            1.28                  0.97% , 1.08          422.14 , 425.00          181.44 , 187.00              655.07 , 682.00        8.42
   3.95            14.9                  1.08% , 0.80          470.02 , 425.00          134.40 , 187.00              655.03 , 682.00       97.62
   3.95           12.34                  1.13% , 0.99          491.78 , 425.00          166.32 , 187.00              708.95 , 682.00       87.46
   3.95           13.66                  1.14% , 0.96          496.13 , 425.00          161.28 , 187.00              708.91 , 682.00       96.85
   3.98            9.68                  1.04% , 0.90          452.61 , 425.00          151.20 , 187.00              654.83 , 682.00       63.41
   3.98           18.48                  1.18% , 0.86          513.54 , 425.00          144.48 , 187.00              709.11 , 682.00      131.06
   3.99            6.47                  1.06% , 1.17          461.31 , 425.00          196.56 , 187.00              709.19 , 682.00       45.87
   4.01            3.03                  0.99% , 1.03          430.85 , 425.00          173.04 , 187.00              654.67 , 682.00       19.81
   4.01            4.46                  1.00% , 1.00          435.20 , 425.00          168.00 , 187.00              654.63 , 682.00        29.2
   4.01            9.92                  1.11% , 1.04          483.07 , 425.00          174.72 , 187.00              709.35 , 682.00       70.35
   4.02            8.59                  1.10% , 1.07          478.72 , 425.00          179.76 , 187.00              709.39 , 682.00       60.96
   4.04             2.2                  0.95% , 1.13          413.44 , 425.00          189.84 , 187.00              654.47 , 682.00        14.4
   4.04           14.74                  1.15% , 0.94          500.48 , 425.00          157.92 , 187.00              709.55 , 682.00      104.56
   4.05           13.74                  1.07% , 0.82          465.66 , 425.00          137.76 , 187.00              654.39 , 682.00        89.9
   4.07            7.08                  1.02% , 0.95          443.90 , 425.00          159.60 , 187.00              654.23 , 682.00        46.3
   4.07           19.55                  1.19% , 0.84          517.89 , 425.00          141.12 , 187.00              709.75 , 682.00      138.77
   4.08            8.51                  1.03% , 0.92          448.26 , 425.00          154.56 , 187.00              654.19 , 682.00        55.7
   4.08             6.6                  1.07% , 1.15          465.66 , 425.00          193.20 , 187.00              709.83 , 682.00       46.86
    4.1            1.85                  0.98% , 1.05          426.50 , 425.00          176.40 , 187.00              654.03 , 682.00        12.1
    4.1            11.0                  1.12% , 1.02          487.42 , 425.00          171.36 , 187.00              709.99 , 682.00       78.06
   4.12            4.82                  0.93% , 1.18          404.74 , 425.00          198.24 , 187.00              653.87 , 682.00        31.5
   4.13            3.38                  0.94% , 1.15          409.09 , 425.00          193.20 , 187.00              653.83 , 682.00       22.11
   4.13           15.81                  1.16% , 0.92          504.83 , 425.00          154.56 , 187.00              710.19 , 682.00      112.27
   4.13           17.13                  1.17% , 0.89          509.18 , 425.00          149.52 , 187.00              710.15 , 682.00      121.66
   4.14           11.14                  1.05% , 0.87          456.96 , 425.00          146.16 , 187.00              653.79 , 682.00        72.8
   4.14           12.57                  1.06% , 0.84          461.31 , 425.00          141.12 , 187.00              653.75 , 682.00       82.19
   4.17             5.9                  1.01% , 0.97          439.55 , 425.00          162.96 , 187.00              653.59 , 682.00       38.59
   4.17            7.26                  1.09% , 1.10          474.37 , 425.00          184.80 , 187.00              710.43 , 682.00       51.57
   4.18            6.74                  1.08% , 1.13          470.02 , 425.00          189.84 , 187.00              710.47 , 682.00       47.86
   4.19            1.44                  0.96% , 1.10          417.79 , 425.00          184.80 , 187.00              653.43 , 682.00        9.41
   4.19            1.55                  0.97% , 1.07          422.14 , 425.00          179.76 , 187.00              653.39 , 682.00        10.1
   4.19           13.39                  1.14% , 0.97          496.13 , 425.00          162.96 , 187.00              710.59 , 682.00       95.17
    4.2           12.07                  1.13% , 1.00          491.78 , 425.00          168.00 , 187.00              710.63 , 682.00       85.78
   4.22            18.2                  1.18% , 0.87          513.54 , 425.00          146.16 , 187.00              710.79 , 682.00      129.38
   4.23            9.97                  1.04% , 0.89          452.61 , 425.00          149.52 , 187.00              653.15 , 682.00       65.09
   4.23            6.69                  1.06% , 1.18          461.31 , 425.00          198.24 , 187.00              710.87 , 682.00       47.55
   4.25            3.29                  0.99% , 1.02          430.85 , 425.00          171.36 , 187.00              652.99 , 682.00       21.49
   4.26            4.73                  1.00% , 0.99          435.20 , 425.00          166.32 , 187.00              652.95 , 682.00       30.88
   4.26            8.34                  1.10% , 1.08          478.72 , 425.00          181.44 , 187.00              711.07 , 682.00       59.28
   4.26            9.66                  1.11% , 1.05          483.07 , 425.00          176.40 , 187.00              711.03 , 682.00       68.67
   4.28            1.95                  0.95% , 1.12          413.44 , 425.00          188.16 , 187.00              652.79 , 682.00       12.72
   4.29           14.03                  1.07% , 0.81          465.66 , 425.00          136.08 , 187.00              652.71 , 682.00       91.58
   4.29           14.47                  1.15% , 0.95          500.48 , 425.00          159.60 , 187.00              711.23 , 682.00      102.88
   4.32            7.35                  1.02% , 0.94          443.90 , 425.00          157.92 , 187.00              652.55 , 682.00       47.98
   4.32            8.79                  1.03% , 0.91          448.26 , 425.00          152.88 , 187.00              652.51 , 682.00       57.38
   4.32           19.27                  1.19% , 0.85          517.89 , 425.00          142.80 , 187.00              711.43 , 682.00      137.09
   4.33            6.82                  1.07% , 1.16          465.66 , 425.00          194.88 , 187.00              711.51 , 682.00       48.54
   4.35            2.11                  0.98% , 1.04          426.50 , 425.00          174.72 , 187.00              652.35 , 682.00       13.78
   4.35           10.73                  1.12% , 1.03          487.42 , 425.00          173.04 , 187.00              711.67 , 682.00       76.38
   4.37            4.57                  0.93% , 1.17          404.74 , 425.00          196.56 , 187.00              652.19 , 682.00       29.82
   4.37           16.86                  1.17% , 0.90          509.18 , 425.00          151.20 , 187.00              711.83 , 682.00      119.98
   4.38            3.13                  0.94% , 1.14          409.09 , 425.00          191.52 , 187.00              652.15 , 682.00       20.43
   4.38           11.42                  1.05% , 0.86          456.96 , 425.00          144.48 , 187.00              652.11 , 682.00       74.48
   4.38           15.54                  1.16% , 0.93          504.83 , 425.00          156.24 , 187.00              711.87 , 682.00      110.59
   4.39           12.86                  1.06% , 0.83          461.31 , 425.00          139.44 , 187.00              652.07 , 682.00       83.87
   4.41            6.18                  1.01% , 0.96          439.55 , 425.00          161.28 , 187.00              651.91 , 682.00       40.27
   4.42            6.96                  1.08% , 1.14          470.02 , 425.00          191.52 , 187.00              712.15 , 682.00       49.54
   4.42            7.01                  1.09% , 1.11          474.37 , 425.00          186.48 , 187.00              712.11 , 682.00       49.89
   4.43             1.7                  0.96% , 1.09          417.79 , 425.00          183.12 , 187.00              651.75 , 682.00       11.09
   4.44            1.81                  0.97% , 1.06          422.14 , 425.00          178.08 , 187.00              651.71 , 682.00       11.78
   4.44           11.81                  1.13% , 1.01          491.78 , 425.00          169.68 , 187.00              712.31 , 682.00        84.1
   4.44           13.13                  1.14% , 0.98          496.13 , 425.00          164.64 , 187.00              712.27 , 682.00       93.49
   4.46            5.76                  0.92% , 1.19          400.38 , 425.00          199.92 , 187.00              651.55 , 682.00       37.54
   4.47           17.92                  1.18% , 0.88          513.54 , 425.00          147.84 , 187.00              712.47 , 682.00       127.7
   4.48           10.25                  1.04% , 0.88          452.61 , 425.00          147.84 , 187.00              651.47 , 682.00       66.77
   4.48            6.91                  1.06% , 1.19          461.31 , 425.00          199.92 , 187.00              712.55 , 682.00       49.23
    4.5            3.56                  0.99% , 1.01          430.85 , 425.00          169.68 , 187.00              651.31 , 682.00       23.17
    4.5             9.4                  1.11% , 1.06          483.07 , 425.00          178.08 , 187.00              712.71 , 682.00       66.99
   4.51             5.0                  1.00% , 0.98          435.20 , 425.00          164.64 , 187.00              651.27 , 682.00       32.56
   4.51            8.08                  1.10% , 1.09          478.72 , 425.00          183.12 , 187.00              712.75 , 682.00        57.6
   4.53            1.86                  0.95% , 1.11          413.44 , 425.00          186.48 , 187.00              651.11 , 682.00       12.08
   4.53            14.2                  1.15% , 0.96          500.48 , 425.00          161.28 , 187.00              712.91 , 682.00       101.2
   4.54           14.33                  1.07% , 0.80          465.66 , 425.00          134.40 , 187.00              651.03 , 682.00       93.26
   4.56            7.63                  1.02% , 0.93          443.90 , 425.00          156.24 , 187.00              650.87 , 682.00       49.66
   4.56           18.99                  1.19% , 0.86          517.89 , 425.00          144.48 , 187.00              713.11 , 682.00      135.41
   4.57            9.07                  1.03% , 0.90          448.26 , 425.00          151.20 , 187.00              650.83 , 682.00       59.06
   4.57            7.04                  1.07% , 1.17          465.66 , 425.00          196.56 , 187.00              713.19 , 682.00       50.22
   4.59            2.38                  0.98% , 1.03          426.50 , 425.00          173.04 , 187.00              650.67 , 682.00       15.46
    4.6           10.47                  1.12% , 1.04          487.42 , 425.00          174.72 , 187.00              713.35 , 682.00        74.7
   4.62            4.33                  0.93% , 1.16          404.74 , 425.00          194.88 , 187.00              650.51 , 682.00       28.14
   4.62            2.88                  0.94% , 1.13          409.09 , 425.00          189.84 , 187.00              650.47 , 682.00       18.75
   4.62           16.58                  1.17% , 0.91          509.18 , 425.00          152.88 , 187.00              713.51 , 682.00       118.3
   4.63           11.71                  1.05% , 0.85          456.96 , 425.00          142.80 , 187.00              650.43 , 682.00       76.16
   4.63           13.15                  1.06% , 0.82          461.31 , 425.00          137.76 , 187.00              650.39 , 682.00       85.55
   4.63           15.26                  1.16% , 0.94          504.83 , 425.00          157.92 , 187.00              713.55 , 682.00      108.91
   4.66            6.45                  1.01% , 0.95          439.55 , 425.00          159.60 , 187.00              650.23 , 682.00       41.95
   4.66            7.08                  1.09% , 1.12          474.37 , 425.00          188.16 , 187.00              713.79 , 682.00       50.53
   4.67            7.17                  1.08% , 1.15          470.02 , 425.00          193.20 , 187.00              713.83 , 682.00       51.22
   4.68            1.96                  0.96% , 1.08          417.79 , 425.00          181.44 , 187.00              650.07 , 682.00       12.77
   4.69            2.07                  0.97% , 1.05          422.14 , 425.00          176.40 , 187.00              650.03 , 682.00       13.46
   4.69           11.54                  1.13% , 1.02          491.78 , 425.00          171.36 , 187.00              713.99 , 682.00       82.42
   4.69           12.86                  1.14% , 0.99          496.13 , 425.00          166.32 , 187.00              713.95 , 682.00       91.81
   4.71            5.52                  0.92% , 1.18          400.38 , 425.00          198.24 , 187.00              649.87 , 682.00       35.86
   4.71           17.65                  1.18% , 0.89          513.54 , 425.00          149.52 , 187.00              714.15 , 682.00      126.02
   4.72           10.53                  1.04% , 0.87          452.61 , 425.00          146.16 , 187.00              649.79 , 682.00       68.45
   4.75            3.82                  0.99% , 1.00          430.85 , 425.00          168.00 , 187.00              649.63 , 682.00       24.85
   4.75            5.27                  1.00% , 0.97          435.20 , 425.00          162.96 , 187.00              649.59 , 682.00       34.24
   4.75            9.14                  1.11% , 1.07          483.07 , 425.00          179.76 , 187.00              714.39 , 682.00       65.31
   4.76            7.83                  1.10% , 1.10          478.72 , 425.00          184.80 , 187.00              714.43 , 682.00       55.92
   4.78            2.12                  0.95% , 1.10          413.44 , 425.00          184.80 , 187.00              649.43 , 682.00       13.76
   4.78           13.93                  1.15% , 0.97          500.48 , 425.00          162.96 , 187.00              714.59 , 682.00       99.52
   4.81            7.91                  1.02% , 0.92          443.90 , 425.00          154.56 , 187.00              649.19 , 682.00       51.34
   4.81           18.71                  1.19% , 0.87          517.89 , 425.00          146.16 , 187.00              714.79 , 682.00      133.73
   4.82            9.36                  1.03% , 0.89          448.26 , 425.00          149.52 , 187.00              649.15 , 682.00       60.74
   4.82            7.26                  1.07% , 1.18          465.66 , 425.00          198.24 , 187.00              714.87 , 682.00        51.9
   4.84            2.64                  0.98% , 1.02          426.50 , 425.00          171.36 , 187.00              648.99 , 682.00       17.14
   4.84           10.21                  1.12% , 1.05          487.42 , 425.00          176.40 , 187.00              715.03 , 682.00       73.02
   4.86            4.08                  0.93% , 1.15          404.74 , 425.00          193.20 , 187.00              648.83 , 682.00       26.46
   4.87            2.63                  0.94% , 1.12          409.09 , 425.00          188.16 , 187.00              648.79 , 682.00       17.07
   4.87            12.0                  1.05% , 0.84          456.96 , 425.00          141.12 , 187.00              648.75 , 682.00       77.84
   4.87           14.99                  1.16% , 0.95          504.83 , 425.00          159.60 , 187.00              715.23 , 682.00      107.23
   4.87           16.31                  1.17% , 0.92          509.18 , 425.00          154.56 , 187.00              715.19 , 682.00      116.62
   4.88           13.45                  1.06% , 0.81          461.31 , 425.00          136.08 , 187.00              648.71 , 682.00       87.23
    4.9            6.73                  1.01% , 0.94          439.55 , 425.00          157.92 , 187.00              648.55 , 682.00       43.63
   4.91            7.39                  1.08% , 1.16          470.02 , 425.00          194.88 , 187.00              715.51 , 682.00        52.9
