Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   2.38           13.29                  1.11% , 0.87          966.14 , 833.00          584.64 , 664.00            1599.23 , 1562.00       212.5
   2.39            8.58                  0.87% , 1.07          757.25 , 833.00          719.04 , 664.00            1524.63 , 1562.00      130.79
    2.4            3.43                  0.98% , 1.04          852.99 , 833.00          698.88 , 664.00            1599.47 , 1562.00       54.87
   2.41            3.38                  1.01% , 1.00          879.10 , 833.00          672.00 , 664.00            1599.59 , 1562.00        54.1
   2.41           17.56                  1.15% , 0.82         1000.96 , 833.00          551.04 , 664.00            1599.63 , 1562.00      280.92
   2.42           11.83                  0.88% , 1.17          765.95 , 833.00          786.24 , 664.00            1599.83 , 1562.00      189.29
   2.42            2.86                  0.97% , 0.94          844.29 , 833.00          631.68 , 664.00            1524.27 , 1562.00       43.61
   2.43           16.55                  0.80% , 1.16          696.32 , 833.00          779.52 , 664.00            1524.11 , 1562.00       252.2
   2.43            8.52                  0.91% , 1.13          792.06 , 833.00          759.36 , 664.00            1599.95 , 1562.00       136.3
   2.43            6.66                  1.05% , 0.95          913.92 , 833.00          638.40 , 664.00            1599.99 , 1562.00      106.52
   2.44           14.31                  1.07% , 0.81          931.33 , 833.00          544.32 , 664.00            1523.91 , 1562.00      218.01
   2.45            5.11                  0.90% , 1.03          783.36 , 833.00          692.16 , 664.00            1523.75 , 1562.00        77.8
   2.46            4.24                  0.95% , 1.08          826.88 , 833.00          725.76 , 664.00            1600.35 , 1562.00       67.88
   2.47            6.34                  1.00% , 0.90          870.40 , 833.00          604.80 , 664.00            1523.39 , 1562.00        96.6
   2.47           14.24                  1.12% , 0.86          974.85 , 833.00          577.92 , 664.00            1600.51 , 1562.00      227.93
   2.48           13.08                  0.83% , 1.12          722.43 , 833.00          752.64 , 664.00            1523.23 , 1562.00      199.21
   2.49             3.5                  1.02% , 0.99          887.81 , 833.00          665.28 , 664.00            1600.87 , 1562.00       56.09
   2.51            7.55                  0.92% , 1.12          800.77 , 833.00          752.64 , 664.00            1601.23 , 1562.00      120.87
   2.51            1.63                  0.93% , 0.99          809.47 , 833.00          665.28 , 664.00            1522.87 , 1562.00       24.81
   2.52           10.92                  1.09% , 0.90          948.74 , 833.00          604.80 , 664.00            1601.39 , 1562.00      174.94
   2.53            9.83                  1.03% , 0.86          896.51 , 833.00          577.92 , 664.00            1522.51 , 1562.00      149.59
   2.54             9.6                  0.86% , 1.08          748.54 , 833.00          725.76 , 664.00            1522.35 , 1562.00      146.22
   2.54            3.55                  0.99% , 1.03          861.70 , 833.00          692.16 , 664.00            1601.75 , 1562.00       56.86
   2.56            1.85                  0.96% , 0.95          835.58 , 833.00          638.40 , 664.00            1521.99 , 1562.00       28.18
   2.56            18.5                  1.16% , 0.81         1009.66 , 833.00          544.32 , 664.00            1601.91 , 1562.00      296.34
   2.57           10.85                  0.89% , 1.16          774.66 , 833.00          779.52 , 664.00            1602.11 , 1562.00      173.86
   2.58           13.31                  1.06% , 0.82          922.62 , 833.00          551.04 , 664.00            1521.63 , 1562.00      202.58
   2.58            7.61                  1.06% , 0.94          922.62 , 833.00          631.68 , 664.00            1602.27 , 1562.00      121.94
   2.59            6.13                  0.89% , 1.04          774.66 , 833.00          698.88 , 664.00            1521.47 , 1562.00       93.22
    2.6             3.6                  0.96% , 1.07          835.58 , 833.00          719.04 , 664.00            1602.63 , 1562.00       57.62
   2.61           15.18                  1.13% , 0.85          983.55 , 833.00          571.20 , 664.00            1602.79 , 1562.00      243.35
   2.62            5.34                  0.99% , 0.91          861.70 , 833.00          611.52 , 664.00            1521.11 , 1562.00       81.18
   2.63           14.11                  0.82% , 1.13          713.73 , 833.00          759.36 , 664.00            1520.95 , 1562.00      214.63
   2.63             4.3                  1.03% , 0.98          896.51 , 833.00          658.56 , 664.00            1603.15 , 1562.00       68.95
   2.65            2.65                  0.92% , 1.00          800.77 , 833.00          672.00 , 664.00            1520.59 , 1562.00       40.23
   2.66            6.58                  0.93% , 1.11          809.47 , 833.00          745.92 , 664.00            1603.51 , 1562.00      105.45
   2.67            8.83                  1.02% , 0.87          887.81 , 833.00          584.64 , 664.00            1520.23 , 1562.00      134.17
   2.67           11.87                  1.10% , 0.89          957.44 , 833.00          598.08 , 664.00            1603.67 , 1562.00      190.36
   2.68           10.63                  0.85% , 1.09          739.84 , 833.00          732.48 , 664.00            1520.07 , 1562.00      161.64
   2.69            3.67                  1.00% , 1.02          870.40 , 833.00          685.44 , 664.00            1604.03 , 1562.00       58.84
    2.7           19.43                  1.17% , 0.80         1018.37 , 833.00          537.60 , 664.00            1604.19 , 1562.00      311.77
   2.71            9.88                  0.90% , 1.15          783.36 , 833.00          772.80 , 664.00            1604.39 , 1562.00      158.44
   2.71            1.65                  0.95% , 0.96          826.88 , 833.00          645.12 , 664.00            1519.71 , 1562.00        25.0
   2.72            8.56                  1.07% , 0.93          931.33 , 833.00          624.96 , 664.00            1604.55 , 1562.00      137.37
   2.73            3.66                  0.91% , 1.01          792.06 , 833.00          678.72 , 664.00            1519.31 , 1562.00       55.66
   2.73           12.32                  1.05% , 0.83          913.92 , 833.00          557.76 , 664.00            1519.35 , 1562.00      187.16
   2.74            7.15                  0.88% , 1.05          765.95 , 833.00          705.60 , 664.00            1519.19 , 1562.00      108.65
   2.75            3.71                  0.97% , 1.06          844.29 , 833.00          712.32 , 664.00            1604.91 , 1562.00       59.61
   2.76            4.33                  0.98% , 0.92          852.99 , 833.00          618.24 , 664.00            1518.83 , 1562.00       65.75
   2.76            7.82                  1.01% , 0.88          879.10 , 833.00          591.36 , 664.00            1518.95 , 1562.00      118.74
   2.76           16.12                  1.14% , 0.84          992.26 , 833.00          564.48 , 664.00            1605.07 , 1562.00      258.78
   2.77           15.15                  0.81% , 1.14          705.02 , 833.00          766.08 , 664.00            1518.67 , 1562.00      230.06
   2.77           11.66                  0.84% , 1.10          731.14 , 833.00          739.20 , 664.00            1518.79 , 1562.00      177.06
   2.77           13.17                  0.87% , 1.19          757.25 , 833.00          799.68 , 664.00            1605.27 , 1562.00      211.43
   2.78            5.26                  1.04% , 0.97          905.22 , 833.00          651.84 , 664.00            1605.43 , 1562.00       84.38
   2.79            1.78                  0.94% , 0.97          818.18 , 833.00          651.84 , 664.00            1518.43 , 1562.00       26.98
    2.8            5.61                  0.94% , 1.10          818.18 , 833.00          739.20 , 664.00            1605.79 , 1562.00       90.02
   2.81           11.31                  1.04% , 0.84          905.22 , 833.00          564.48 , 664.00            1518.07 , 1562.00      171.74
   2.81            9.51                  1.08% , 0.92          940.03 , 833.00          618.24 , 664.00            1605.83 , 1562.00      152.79
   2.81           12.81                  1.11% , 0.88          966.14 , 833.00          591.36 , 664.00            1605.95 , 1562.00      205.78
   2.82            8.17                  0.87% , 1.06          757.25 , 833.00          712.32 , 664.00            1517.91 , 1562.00      124.07
   2.83            3.83                  0.98% , 1.05          852.99 , 833.00          705.60 , 664.00            1606.19 , 1562.00       61.59
   2.84            3.79                  1.01% , 1.01          879.10 , 833.00          678.72 , 664.00            1606.31 , 1562.00       60.82
   2.84           17.07                  1.15% , 0.83         1000.96 , 833.00          557.76 , 664.00            1606.35 , 1562.00       274.2
   2.85            12.2                  0.88% , 1.18          765.95 , 833.00          792.96 , 664.00            1606.55 , 1562.00      196.01
   2.85            3.32                  0.97% , 0.93          844.29 , 833.00          624.96 , 664.00            1517.55 , 1562.00       50.33
   2.86           16.18                  0.80% , 1.15          696.32 , 833.00          772.80 , 664.00            1517.39 , 1562.00      245.48
   2.86             8.9                  0.91% , 1.14          792.06 , 833.00          766.08 , 664.00            1606.67 , 1562.00      143.02
   2.86            6.21                  1.05% , 0.96          913.92 , 833.00          645.12 , 664.00            1606.71 , 1562.00        99.8
   2.87           14.81                  1.07% , 0.80          931.33 , 833.00          537.60 , 664.00            1517.19 , 1562.00      224.73
   2.88            4.69                  0.90% , 1.02          783.36 , 833.00          685.44 , 664.00            1517.03 , 1562.00       71.08
   2.89            4.64                  0.95% , 1.09          826.88 , 833.00          732.48 , 664.00            1607.07 , 1562.00        74.6
    2.9            6.81                  1.00% , 0.89          870.40 , 833.00          598.08 , 664.00            1516.67 , 1562.00      103.32
    2.9           13.76                  1.12% , 0.87          974.85 , 833.00          584.64 , 664.00            1607.23 , 1562.00      221.21
   2.91           12.69                  0.83% , 1.11          722.43 , 833.00          745.92 , 664.00            1516.51 , 1562.00      192.49
   2.92            3.91                  1.02% , 1.00          887.81 , 833.00          672.00 , 664.00            1607.59 , 1562.00       62.81
   2.94            7.94                  0.92% , 1.13          800.77 , 833.00          759.36 , 664.00            1607.95 , 1562.00      127.59
   2.94            1.91                  0.93% , 0.98          809.47 , 833.00          658.56 , 664.00            1516.15 , 1562.00       28.97
   2.95           10.46                  1.09% , 0.91          948.74 , 833.00          611.52 , 664.00            1608.11 , 1562.00      168.22
   2.96           10.31                  1.03% , 0.85          896.51 , 833.00          571.20 , 664.00            1515.79 , 1562.00      156.31
   2.97             9.2                  0.86% , 1.07          748.54 , 833.00          719.04 , 664.00            1515.63 , 1562.00       139.5
   2.98            3.95                  0.99% , 1.04          861.70 , 833.00          698.88 , 664.00            1608.47 , 1562.00       63.58
   2.99             2.3                  0.96% , 0.94          835.58 , 833.00          631.68 , 664.00            1515.27 , 1562.00        34.9
   2.99            18.0                  1.16% , 0.82         1009.66 , 833.00          551.04 , 664.00            1608.63 , 1562.00      289.62
    3.0           11.22                  0.89% , 1.17          774.66 , 833.00          786.24 , 664.00            1608.83 , 1562.00      180.58
   3.01           13.82                  1.06% , 0.81          922.62 , 833.00          544.32 , 664.00            1514.91 , 1562.00       209.3
   3.01            7.16                  1.06% , 0.95          922.62 , 833.00          638.40 , 664.00            1608.99 , 1562.00      115.22
   3.02            5.71                  0.89% , 1.03          774.66 , 833.00          692.16 , 664.00            1514.75 , 1562.00        86.5
   3.03             4.0                  0.96% , 1.08          835.58 , 833.00          725.76 , 664.00            1609.35 , 1562.00       64.34
   3.04            14.7                  1.13% , 0.86          983.55 , 833.00          577.92 , 664.00            1609.51 , 1562.00      236.63
   3.05             5.8                  0.99% , 0.90          861.70 , 833.00          604.80 , 664.00            1514.39 , 1562.00        87.9
   3.06           13.73                  0.82% , 1.12          713.73 , 833.00          752.64 , 664.00            1514.23 , 1562.00      207.91
   3.06            4.02                  1.03% , 0.99          896.51 , 833.00          665.28 , 664.00            1609.87 , 1562.00       64.79
   3.08            2.21                  0.92% , 0.99          800.77 , 833.00          665.28 , 664.00            1513.87 , 1562.00       33.51
   3.09            6.97                  0.93% , 1.12          809.47 , 833.00          752.64 , 664.00            1610.23 , 1562.00      112.17
    3.1            9.31                  1.02% , 0.86          887.81 , 833.00          577.92 , 664.00            1513.51 , 1562.00      140.89
    3.1            11.4                  1.10% , 0.90          957.44 , 833.00          604.80 , 664.00            1610.39 , 1562.00      183.64
   3.11           10.24                  0.85% , 1.08          739.84 , 833.00          725.76 , 664.00            1513.35 , 1562.00      154.92
   3.12            4.07                  1.00% , 1.03          870.40 , 833.00          692.16 , 664.00            1610.75 , 1562.00       65.56
   3.13           18.94                  1.17% , 0.81         1018.37 , 833.00          544.32 , 664.00            1610.91 , 1562.00      305.05
   3.14           10.25                  0.90% , 1.16          783.36 , 833.00          779.52 , 664.00            1611.11 , 1562.00      165.16
   3.14             2.1                  0.95% , 0.95          826.88 , 833.00          638.40 , 664.00            1512.99 , 1562.00       31.72
   3.15            8.11                  1.07% , 0.94          931.33 , 833.00          631.68 , 664.00            1611.27 , 1562.00      130.65
   3.16            3.24                  0.91% , 1.00          792.06 , 833.00          672.00 , 664.00            1512.59 , 1562.00       48.94
   3.16           12.82                  1.05% , 0.82          913.92 , 833.00          551.04 , 664.00            1512.63 , 1562.00      193.88
   3.17            6.74                  0.88% , 1.04          765.95 , 833.00          698.88 , 664.00            1512.47 , 1562.00      101.93
   3.18            4.12                  0.97% , 1.07          844.29 , 833.00          719.04 , 664.00            1611.63 , 1562.00       66.33
   3.19            4.79                  0.98% , 0.91          852.99 , 833.00          611.52 , 664.00            1512.11 , 1562.00       72.47
   3.19             8.3                  1.01% , 0.87          879.10 , 833.00          584.64 , 664.00            1512.23 , 1562.00      125.46
   3.19           15.64                  1.14% , 0.85          992.26 , 833.00          571.20 , 664.00            1611.79 , 1562.00      252.06
    3.2           14.77                  0.81% , 1.13          705.02 , 833.00          759.36 , 664.00            1511.95 , 1562.00      223.34
    3.2           11.27                  0.84% , 1.09          731.14 , 833.00          732.48 , 664.00            1512.07 , 1562.00      170.34
   3.21            4.82                  1.04% , 0.98          905.22 , 833.00          658.56 , 664.00            1612.15 , 1562.00       77.66
   3.22            2.23                  0.94% , 0.96          818.18 , 833.00          645.12 , 664.00            1511.71 , 1562.00        33.7
   3.23             6.0                  0.94% , 1.11          818.18 , 833.00          745.92 , 664.00            1612.51 , 1562.00       96.74
   3.24           11.81                  1.04% , 0.83          905.22 , 833.00          557.76 , 664.00            1511.35 , 1562.00      178.46
   3.24            9.06                  1.08% , 0.93          940.03 , 833.00          624.96 , 664.00            1612.55 , 1562.00      146.07
   3.24           12.34                  1.11% , 0.89          966.14 , 833.00          598.08 , 664.00            1612.67 , 1562.00      199.06
   3.25            7.77                  0.87% , 1.05          757.25 , 833.00          705.60 , 664.00            1511.19 , 1562.00      117.35
   3.26            4.24                  0.98% , 1.06          852.99 , 833.00          712.32 , 664.00            1612.91 , 1562.00       68.31
   3.27            4.19                  1.01% , 1.02          879.10 , 833.00          685.44 , 664.00            1613.03 , 1562.00       67.54
   3.27           16.58                  1.15% , 0.84         1000.96 , 833.00          564.48 , 664.00            1613.07 , 1562.00      267.48
   3.28           12.57                  0.88% , 1.19          765.95 , 833.00          799.68 , 664.00            1613.27 , 1562.00      202.73
   3.28            3.78                  0.97% , 0.92          844.29 , 833.00          618.24 , 664.00            1510.83 , 1562.00       57.05
   3.28           19.87                  1.18% , 0.80         1027.07 , 833.00          537.60 , 664.00            1613.19 , 1562.00      320.47
   3.29            15.8                  0.80% , 1.14          696.32 , 833.00          766.08 , 664.00            1510.67 , 1562.00      238.76
   3.29            9.28                  0.91% , 1.15          792.06 , 833.00          772.80 , 664.00            1613.39 , 1562.00      149.74
   3.29            5.77                  1.05% , 0.97          913.92 , 833.00          651.84 , 664.00            1613.43 , 1562.00       93.08
   3.31            4.26                  0.90% , 1.01          783.36 , 833.00          678.72 , 664.00            1510.31 , 1562.00       64.36
   3.32            5.04                  0.95% , 1.10          826.88 , 833.00          739.20 , 664.00            1613.79 , 1562.00       81.32
   3.33            7.29                  1.00% , 0.88          870.40 , 833.00          591.36 , 664.00            1509.95 , 1562.00      110.04
   3.33           13.29                  1.12% , 0.88          974.85 , 833.00          591.36 , 664.00            1613.95 , 1562.00      214.49
   3.34            12.3                  0.83% , 1.10          722.43 , 833.00          739.20 , 664.00            1509.79 , 1562.00      185.77
   3.35            4.31                  1.02% , 1.01          887.81 , 833.00          678.72 , 664.00            1614.31 , 1562.00       69.53
   3.37            8.32                  0.92% , 1.14          800.77 , 833.00          766.08 , 664.00            1614.67 , 1562.00      134.31
   3.37            2.36                  0.93% , 0.97          809.47 , 833.00          651.84 , 664.00            1509.43 , 1562.00       35.69
   3.38            10.0                  1.09% , 0.92          948.74 , 833.00          618.24 , 664.00            1614.83 , 1562.00       161.5
   3.39            10.8                  1.03% , 0.84          896.51 , 833.00          564.48 , 664.00            1509.07 , 1562.00      163.03
    3.4             8.8                  0.86% , 1.06          748.54 , 833.00          712.32 , 664.00            1508.91 , 1562.00      132.78
   3.41            4.35                  0.99% , 1.05          861.70 , 833.00          705.60 , 664.00            1615.19 , 1562.00        70.3
   3.42            2.76                  0.96% , 0.93          835.58 , 833.00          624.96 , 664.00            1508.55 , 1562.00       41.62
   3.42           17.51                  1.16% , 0.83         1009.66 , 833.00          557.76 , 664.00            1615.35 , 1562.00       282.9
   3.43           11.59                  0.89% , 1.18          774.66 , 833.00          792.96 , 664.00            1615.55 , 1562.00       187.3
   3.44           14.32                  1.06% , 0.80          922.62 , 833.00          537.60 , 664.00            1508.19 , 1562.00      216.02
   3.44            6.72                  1.06% , 0.96          922.62 , 833.00          645.12 , 664.00            1615.71 , 1562.00       108.5
   3.46            5.29                  0.89% , 1.02          774.66 , 833.00          685.44 , 664.00            1508.03 , 1562.00       79.78
   3.46             4.4                  0.96% , 1.09          835.58 , 833.00          732.48 , 664.00            1616.07 , 1562.00       71.06
   3.47           14.23                  1.13% , 0.87          983.55 , 833.00          584.64 , 664.00            1616.23 , 1562.00      229.91
   3.48            6.28                  0.99% , 0.89          861.70 , 833.00          598.08 , 664.00            1507.67 , 1562.00       94.62
   3.49           13.35                  0.82% , 1.11          713.73 , 833.00          745.92 , 664.00            1507.51 , 1562.00      201.19
   3.49            4.42                  1.03% , 1.00          896.51 , 833.00          672.00 , 664.00            1616.59 , 1562.00       71.51
   3.51             2.5                  0.92% , 0.98          800.77 , 833.00          658.56 , 664.00            1507.15 , 1562.00       37.67
   3.52            7.35                  0.93% , 1.13          809.47 , 833.00          759.36 , 664.00            1616.95 , 1562.00      118.89
   3.53             9.8                  1.02% , 0.85          887.81 , 833.00          571.20 , 664.00            1506.79 , 1562.00      147.61
   3.53           10.94                  1.10% , 0.91          957.44 , 833.00          611.52 , 664.00            1617.11 , 1562.00      176.92
   3.54            9.84                  0.85% , 1.07          739.84 , 833.00          719.04 , 664.00            1506.63 , 1562.00       148.2
   3.55            4.47                  1.00% , 1.04          870.40 , 833.00          698.88 , 664.00            1617.47 , 1562.00       72.28
   3.56           18.44                  1.17% , 0.82         1018.37 , 833.00          551.04 , 664.00            1617.63 , 1562.00      298.33
   3.57           10.62                  0.90% , 1.17          783.36 , 833.00          786.24 , 664.00            1617.83 , 1562.00      171.88
   3.57            2.55                  0.95% , 0.94          826.88 , 833.00          631.68 , 664.00            1506.27 , 1562.00       38.44
   3.58            7.66                  1.07% , 0.95          931.33 , 833.00          638.40 , 664.00            1617.99 , 1562.00      123.93
   3.59             2.8                  0.91% , 0.99          792.06 , 833.00          665.28 , 664.00            1505.87 , 1562.00       42.22
   3.59           13.32                  1.05% , 0.81          913.92 , 833.00          544.32 , 664.00            1505.91 , 1562.00       200.6
    3.6            6.32                  0.88% , 1.03          765.95 , 833.00          692.16 , 664.00            1505.75 , 1562.00       95.21
   3.61            4.51                  0.97% , 1.08          844.29 , 833.00          725.76 , 664.00            1618.35 , 1562.00       73.05
   3.62            5.26                  0.98% , 0.90          852.99 , 833.00          604.80 , 664.00            1505.39 , 1562.00       79.19
   3.62            8.78                  1.01% , 0.86          879.10 , 833.00          577.92 , 664.00            1505.51 , 1562.00      132.18
   3.62           15.16                  1.14% , 0.86          992.26 , 833.00          577.92 , 664.00            1618.51 , 1562.00      245.34
   3.63           14.39                  0.81% , 1.12          705.02 , 833.00          752.64 , 664.00            1505.23 , 1562.00      216.62
   3.63           10.87                  0.84% , 1.08          731.14 , 833.00          725.76 , 664.00            1505.35 , 1562.00      163.62
   3.64            4.54                  1.04% , 0.99          905.22 , 833.00          665.28 , 664.00            1618.87 , 1562.00        73.5
   3.65            2.69                  0.94% , 0.95          818.18 , 833.00          638.40 , 664.00            1504.99 , 1562.00       40.42
   3.66            6.39                  0.94% , 1.12          818.18 , 833.00          752.64 , 664.00            1619.23 , 1562.00      103.46
   3.67           12.31                  1.04% , 0.82          905.22 , 833.00          551.04 , 664.00            1504.63 , 1562.00      185.18
   3.67            8.61                  1.08% , 0.94          940.03 , 833.00          631.68 , 664.00            1619.27 , 1562.00      139.35
   3.67           11.88                  1.11% , 0.90          966.14 , 833.00          604.80 , 664.00            1619.39 , 1562.00      192.34
   3.68            7.35                  0.87% , 1.04          757.25 , 833.00          698.88 , 664.00            1504.47 , 1562.00      110.63
   3.69            4.63                  0.98% , 1.07          852.99 , 833.00          719.04 , 664.00            1619.63 , 1562.00       75.03
    3.7            4.58                  1.01% , 1.03          879.10 , 833.00          692.16 , 664.00            1619.75 , 1562.00       74.26
    3.7            16.1                  1.15% , 0.85         1000.96 , 833.00          571.20 , 664.00            1619.79 , 1562.00      260.76
   3.71            4.24                  0.97% , 0.91          844.29 , 833.00          611.52 , 664.00            1504.11 , 1562.00       63.77
   3.71           19.37                  1.18% , 0.81         1027.07 , 833.00          544.32 , 664.00            1619.91 , 1562.00      313.75
   3.72           15.43                  0.80% , 1.13          696.32 , 833.00          759.36 , 664.00            1503.95 , 1562.00      232.04
   3.72            9.66                  0.91% , 1.16          792.06 , 833.00          779.52 , 664.00            1620.11 , 1562.00      156.46
   3.72            5.33                  1.05% , 0.98          913.92 , 833.00          658.56 , 664.00            1620.15 , 1562.00       86.36
   3.74            3.83                  0.90% , 1.00          783.36 , 833.00          672.00 , 664.00            1503.59 , 1562.00       57.64
   3.75            5.43                  0.95% , 1.11          826.88 , 833.00          745.92 , 664.00            1620.51 , 1562.00       88.04
   3.76            7.77                  1.00% , 0.87          870.40 , 833.00          584.64 , 664.00            1503.23 , 1562.00      116.76
   3.76           12.82                  1.12% , 0.89          974.85 , 833.00          598.08 , 664.00            1620.67 , 1562.00      207.77
   3.77           11.91                  0.83% , 1.09          722.43 , 833.00          732.48 , 664.00            1503.07 , 1562.00      179.05
   3.78             4.7                  1.02% , 1.02          887.81 , 833.00          685.44 , 664.00            1621.03 , 1562.00       76.25
   3.79            20.3                  1.19% , 0.80         1035.78 , 833.00          537.60 , 664.00            1621.19 , 1562.00      329.18
    3.8             8.7                  0.92% , 1.15          800.77 , 833.00          772.80 , 664.00            1621.39 , 1562.00      141.03
    3.8            2.82                  0.93% , 0.96          809.47 , 833.00          645.12 , 664.00            1502.71 , 1562.00       42.41
   3.81            9.54                  1.09% , 0.93          948.74 , 833.00          624.96 , 664.00            1621.55 , 1562.00      154.78
   3.82            11.3                  1.03% , 0.83          896.51 , 833.00          557.76 , 664.00            1502.35 , 1562.00      169.75
   3.83            8.39                  0.86% , 1.05          748.54 , 833.00          705.60 , 664.00            1502.19 , 1562.00      126.06
   3.84            4.75                  0.99% , 1.06          861.70 , 833.00          712.32 , 664.00            1621.91 , 1562.00       77.02
   3.85            3.22                  0.96% , 0.92          835.58 , 833.00          618.24 , 664.00            1501.83 , 1562.00       48.34
   3.85           17.03                  1.16% , 0.84         1009.66 , 833.00          564.48 , 664.00            1622.07 , 1562.00      276.18
   3.86           11.96                  0.89% , 1.19          774.66 , 833.00          799.68 , 664.00            1622.27 , 1562.00      194.02
   3.87            6.27                  1.06% , 0.97          922.62 , 833.00          651.84 , 664.00            1622.43 , 1562.00      101.78
   3.89            4.87                  0.89% , 1.01          774.66 , 833.00          678.72 , 664.00            1501.31 , 1562.00       73.06
   3.89            4.79                  0.96% , 1.10          835.58 , 833.00          739.20 , 664.00            1622.79 , 1562.00       77.78
    3.9           13.75                  1.13% , 0.88          983.55 , 833.00          591.36 , 664.00            1622.95 , 1562.00      223.19
   3.91            6.75                  0.99% , 0.88          861.70 , 833.00          591.36 , 664.00            1500.95 , 1562.00      101.34
   3.92           12.96                  0.82% , 1.10          713.73 , 833.00          739.20 , 664.00            1500.79 , 1562.00      194.47
   3.93            4.82                  1.03% , 1.01          896.51 , 833.00          678.72 , 664.00            1623.31 , 1562.00       78.23
   3.94            2.96                  0.92% , 0.97          800.77 , 833.00          651.84 , 664.00            1500.43 , 1562.00       44.39
   3.95            7.74                  0.93% , 1.14          809.47 , 833.00          766.08 , 664.00            1623.67 , 1562.00      125.61
   3.96           10.29                  1.02% , 0.84          887.81 , 833.00          564.48 , 664.00            1500.07 , 1562.00      154.33
   3.96           10.48                  1.10% , 0.92          957.44 , 833.00          618.24 , 664.00            1623.83 , 1562.00       170.2
   3.97            9.43                  0.85% , 1.06          739.84 , 833.00          712.32 , 664.00            1499.91 , 1562.00      141.48
   3.98            4.86                  1.00% , 1.05          870.40 , 833.00          705.60 , 664.00            1624.19 , 1562.00        79.0
   3.99           17.95                  1.17% , 0.83         1018.37 , 833.00          557.76 , 664.00            1624.35 , 1562.00      291.61
    4.0           10.99                  0.90% , 1.18          783.36 , 833.00          792.96 , 664.00            1624.55 , 1562.00       178.6
    4.0            3.01                  0.95% , 0.93          826.88 , 833.00          624.96 , 664.00            1499.55 , 1562.00       45.16
   4.01            7.21                  1.07% , 0.96          931.33 , 833.00          645.12 , 664.00            1624.71 , 1562.00      117.21
   4.02            3.09                  0.91% , 0.98          792.06 , 833.00          658.56 , 664.00            1499.15 , 1562.00       46.38
   4.02           13.83                  1.05% , 0.80          913.92 , 833.00          537.60 , 664.00            1499.19 , 1562.00      207.32
   4.03             5.9                  0.88% , 1.02          765.95 , 833.00          685.44 , 664.00            1499.03 , 1562.00       88.49
   4.04            4.91                  0.97% , 1.09          844.29 , 833.00          732.48 , 664.00            1625.07 , 1562.00       79.77
   4.05            5.73                  0.98% , 0.89          852.99 , 833.00          598.08 , 664.00            1498.67 , 1562.00       85.91
   4.05            9.27                  1.01% , 0.85          879.10 , 833.00          571.20 , 664.00            1498.79 , 1562.00       138.9
   4.05           14.68                  1.14% , 0.87          992.26 , 833.00          584.64 , 664.00            1625.23 , 1562.00      238.62
   4.06           14.01                  0.81% , 1.11          705.02 , 833.00          745.92 , 664.00            1498.51 , 1562.00       209.9
   4.06           10.47                  0.84% , 1.07          731.14 , 833.00          719.04 , 664.00            1498.63 , 1562.00       156.9
   4.07            4.93                  1.04% , 1.00          905.22 , 833.00          672.00 , 664.00            1625.59 , 1562.00       80.22
   4.08            3.15                  0.94% , 0.94          818.18 , 833.00          631.68 , 664.00            1498.27 , 1562.00       47.14
   4.09            6.78                  0.94% , 1.13          818.18 , 833.00          759.36 , 664.00            1625.95 , 1562.00      110.18
    4.1           12.81                  1.04% , 0.81          905.22 , 833.00          544.32 , 664.00            1497.91 , 1562.00       191.9
    4.1            8.16                  1.08% , 0.95          940.03 , 833.00          638.40 , 664.00            1625.99 , 1562.00      132.63
    4.1           11.42                  1.11% , 0.91          966.14 , 833.00          611.52 , 664.00            1626.11 , 1562.00      185.62
   4.11            6.94                  0.87% , 1.03          757.25 , 833.00          692.16 , 664.00            1497.75 , 1562.00      103.91
   4.12            5.03                  0.98% , 1.08          852.99 , 833.00          725.76 , 664.00            1626.35 , 1562.00       81.75
   4.13            4.98                  1.01% , 1.04          879.10 , 833.00          698.88 , 664.00            1626.47 , 1562.00       80.98
   4.13           15.62                  1.15% , 0.86         1000.96 , 833.00          577.92 , 664.00            1626.51 , 1562.00      254.04
   4.14            4.71                  0.97% , 0.90          844.29 , 833.00          604.80 , 664.00            1497.39 , 1562.00       70.49
   4.14           18.88                  1.18% , 0.82         1027.07 , 833.00          551.04 , 664.00            1626.63 , 1562.00      307.03
   4.15           15.05                  0.80% , 1.12          696.32 , 833.00          752.64 , 664.00            1497.23 , 1562.00      225.32
   4.15           10.03                  0.91% , 1.17          792.06 , 833.00          786.24 , 664.00            1626.83 , 1562.00      163.18
   4.15            5.05                  1.05% , 0.99          913.92 , 833.00          665.28 , 664.00            1626.87 , 1562.00        82.2
   4.17             3.4                  0.90% , 0.99          783.36 , 833.00          665.28 , 664.00            1496.87 , 1562.00       50.92
   4.18            5.82                  0.95% , 1.12          826.88 , 833.00          752.64 , 664.00            1627.23 , 1562.00       94.76
   4.19            8.25                  1.00% , 0.86          870.40 , 833.00          577.92 , 664.00            1496.51 , 1562.00      123.48
   4.19           12.35                  1.12% , 0.90          974.85 , 833.00          604.80 , 664.00            1627.39 , 1562.00      201.05
    4.2           11.52                  0.83% , 1.08          722.43 , 833.00          725.76 , 664.00            1496.35 , 1562.00      172.33
