Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   4.04            2.57                  0.92% , 0.90        1601.54 , 1616.00          302.40 , 338.00            1948.87 , 2031.00       50.06
   4.04            5.41                  0.97% , 1.13        1688.58 , 1616.00          379.68 , 338.00            2113.15 , 2031.00      114.26
   4.04           11.33                  1.03% , 0.82        1793.02 , 1616.00          275.52 , 338.00            2112.99 , 2031.00       239.5
   4.05             2.6                  0.91% , 0.95        1584.13 , 1616.00          319.20 , 338.00            1948.67 , 2031.00       50.67
   4.05            5.44                  0.98% , 1.08        1705.98 , 1616.00          362.88 , 338.00            2113.35 , 2031.00      114.86
   4.11            2.63                  0.90% , 1.00        1566.72 , 1616.00          336.00 , 338.00            1947.47 , 2031.00       51.28
   4.11            5.46                  0.99% , 1.03        1723.39 , 1616.00          346.08 , 338.00            2114.55 , 2031.00      115.47
   4.12            4.18                  0.89% , 1.05        1549.31 , 1616.00          352.80 , 338.00            1947.27 , 2031.00       81.49
   4.12            6.31                  1.00% , 0.98        1740.80 , 1616.00          329.28 , 338.00            2114.75 , 2031.00      133.52
   4.18            5.95                  0.88% , 1.10        1531.90 , 1616.00          369.60 , 338.00            1946.07 , 2031.00       115.7
   4.18            7.93                  1.01% , 0.93        1758.21 , 1616.00          312.48 , 338.00            2115.95 , 2031.00      167.73
   4.19             7.7                  0.87% , 1.15        1514.50 , 1616.00          386.40 , 338.00            1945.87 , 2031.00       149.9
   4.19            9.54                  1.02% , 0.88        1775.62 , 1616.00          295.68 , 338.00            2116.15 , 2031.00      201.94
    4.2            3.02                  0.93% , 0.84        1618.94 , 1616.00          282.24 , 338.00            1945.71 , 2031.00        58.7
    4.2            5.53                  0.96% , 1.19        1671.17 , 1616.00          399.84 , 338.00            2116.31 , 2031.00      117.01
    4.2           11.16                  1.03% , 0.83        1793.02 , 1616.00          278.88 , 338.00            2116.35 , 2031.00      236.14
   4.21            2.75                  0.92% , 0.89        1601.54 , 1616.00          299.04 , 338.00            1945.51 , 2031.00       53.42
   4.21            5.56                  0.97% , 1.14        1688.58 , 1616.00          383.04 , 338.00            2116.51 , 2031.00      117.62
   4.22            2.78                  0.91% , 0.94        1584.13 , 1616.00          315.84 , 338.00            1945.31 , 2031.00       54.03
   4.22            5.59                  0.98% , 1.09        1705.98 , 1616.00          366.24 , 338.00            2116.71 , 2031.00      118.22
   4.28            2.81                  0.90% , 0.99        1566.72 , 1616.00          332.64 , 338.00            1944.11 , 2031.00       54.64
   4.28            5.61                  0.99% , 1.04        1723.39 , 1616.00          349.44 , 338.00            2117.91 , 2031.00      118.83
   4.29            4.02                  0.89% , 1.04        1549.31 , 1616.00          349.44 , 338.00            1943.91 , 2031.00       78.13
   4.29            6.15                  1.00% , 0.99        1740.80 , 1616.00          332.64 , 338.00            2118.11 , 2031.00      130.16
   4.35            5.78                  0.88% , 1.09        1531.90 , 1616.00          366.24 , 338.00            1942.71 , 2031.00      112.34
   4.35            7.76                  1.01% , 0.94        1758.21 , 1616.00          315.84 , 338.00            2119.31 , 2031.00      164.37
   4.36            7.54                  0.87% , 1.14        1514.50 , 1616.00          383.04 , 338.00            1942.51 , 2031.00      146.54
   4.36             3.2                  0.93% , 0.83        1618.94 , 1616.00          278.88 , 338.00            1942.35 , 2031.00       62.06
   4.36            9.37                  1.02% , 0.89        1775.62 , 1616.00          299.04 , 338.00            2119.51 , 2031.00      198.58
   4.37            9.31                  0.86% , 1.19        1497.09 , 1616.00          399.84 , 338.00            1942.31 , 2031.00      180.75
   4.37            2.92                  0.92% , 0.88        1601.54 , 1616.00          295.68 , 338.00            1942.15 , 2031.00       56.78
   4.37           10.98                  1.03% , 0.84        1793.02 , 1616.00          282.24 , 338.00            2119.71 , 2031.00      232.78
   4.38            2.96                  0.91% , 0.93        1584.13 , 1616.00          312.48 , 338.00            1941.95 , 2031.00       57.39
   4.38            5.71                  0.97% , 1.15        1688.58 , 1616.00          386.40 , 338.00            2119.87 , 2031.00      120.98
   4.39            5.73                  0.98% , 1.10        1705.98 , 1616.00          369.60 , 338.00            2120.07 , 2031.00      121.58
   4.44            2.99                  0.90% , 0.98        1566.72 , 1616.00          329.28 , 338.00            1940.75 , 2031.00        58.0
   4.44            5.76                  0.99% , 1.05        1723.39 , 1616.00          352.80 , 338.00            2121.27 , 2031.00      122.19
   4.45            3.85                  0.89% , 1.03        1549.31 , 1616.00          346.08 , 338.00            1940.55 , 2031.00       74.77
   4.45            5.98                  1.00% , 1.00        1740.80 , 1616.00          336.00 , 338.00            2121.47 , 2031.00       126.8
   4.51            5.62                  0.88% , 1.08        1531.90 , 1616.00          362.88 , 338.00            1939.35 , 2031.00      108.98
   4.51            7.59                  1.01% , 0.95        1758.21 , 1616.00          319.20 , 338.00            2122.67 , 2031.00      161.01
   4.52            7.38                  0.87% , 1.13        1514.50 , 1616.00          379.68 , 338.00            1939.15 , 2031.00      143.18
   4.52             9.2                  1.02% , 0.90        1775.62 , 1616.00          302.40 , 338.00            2122.87 , 2031.00      195.22
   4.53            9.15                  0.86% , 1.18        1497.09 , 1616.00          396.48 , 338.00            1938.95 , 2031.00      177.39
   4.53            3.37                  0.93% , 0.82        1618.94 , 1616.00          275.52 , 338.00            1938.99 , 2031.00       65.42
   4.53           10.81                  1.03% , 0.85        1793.02 , 1616.00          285.60 , 338.00            2123.07 , 2031.00      229.42
   4.54             3.1                  0.92% , 0.87        1601.54 , 1616.00          292.32 , 338.00            1938.79 , 2031.00       60.14
   4.54            5.86                  0.97% , 1.16        1688.58 , 1616.00          389.76 , 338.00            2123.23 , 2031.00      124.34
   4.55            3.13                  0.91% , 0.92        1584.13 , 1616.00          309.12 , 338.00            1938.59 , 2031.00       60.75
   4.55            5.88                  0.98% , 1.11        1705.98 , 1616.00          372.96 , 338.00            2123.43 , 2031.00      124.94
   4.59           12.41                  1.04% , 0.80        1810.43 , 1616.00          268.80 , 338.00            2124.27 , 2031.00      263.63
   4.61            3.17                  0.90% , 0.97        1566.72 , 1616.00          325.92 , 338.00            1937.39 , 2031.00       61.36
   4.61            5.91                  0.99% , 1.06        1723.39 , 1616.00          356.16 , 338.00            2124.63 , 2031.00      125.55
   4.62            3.69                  0.89% , 1.02        1549.31 , 1616.00          342.72 , 338.00            1937.19 , 2031.00       71.41
   4.62            5.94                  1.00% , 1.01        1740.80 , 1616.00          339.36 , 338.00            2124.83 , 2031.00      126.16
   4.68            5.46                  0.88% , 1.07        1531.90 , 1616.00          359.52 , 338.00            1935.99 , 2031.00      105.62
   4.68            7.42                  1.01% , 0.96        1758.21 , 1616.00          322.56 , 338.00            2126.03 , 2031.00      157.65
   4.69            7.22                  0.87% , 1.12        1514.50 , 1616.00          376.32 , 338.00            1935.79 , 2031.00      139.82
   4.69            9.02                  1.02% , 0.91        1775.62 , 1616.00          305.76 , 338.00            2126.23 , 2031.00      191.86
    4.7            8.99                  0.86% , 1.17        1497.09 , 1616.00          393.12 , 338.00            1935.59 , 2031.00      174.03
    4.7            3.55                  0.93% , 0.81        1618.94 , 1616.00          272.16 , 338.00            1935.63 , 2031.00       68.78
    4.7           10.63                  1.03% , 0.86        1793.02 , 1616.00          288.96 , 338.00            2126.43 , 2031.00      226.06
   4.71            3.28                  0.92% , 0.86        1601.54 , 1616.00          288.96 , 338.00            1935.43 , 2031.00        63.5
   4.71             6.0                  0.97% , 1.17        1688.58 , 1616.00          393.12 , 338.00            2126.59 , 2031.00       127.7
   4.72            3.31                  0.91% , 0.91        1584.13 , 1616.00          305.76 , 338.00            1935.23 , 2031.00       64.11
   4.72            6.03                  0.98% , 1.12        1705.98 , 1616.00          376.32 , 338.00            2126.79 , 2031.00       128.3
   4.76           12.23                  1.04% , 0.81        1810.43 , 1616.00          272.16 , 338.00            2127.63 , 2031.00      260.27
   4.77            3.35                  0.90% , 0.96        1566.72 , 1616.00          322.56 , 338.00            1934.03 , 2031.00       64.72
   4.78            3.52                  0.89% , 1.01        1549.31 , 1616.00          339.36 , 338.00            1933.83 , 2031.00       68.05
   4.78            6.06                  0.99% , 1.07        1723.39 , 1616.00          359.52 , 338.00            2127.99 , 2031.00      128.91
   4.79            6.09                  1.00% , 1.02        1740.80 , 1616.00          342.72 , 338.00            2128.19 , 2031.00      129.52
   4.84            5.29                  0.88% , 1.06        1531.90 , 1616.00          356.16 , 338.00            1932.63 , 2031.00      102.26
   4.84            7.25                  1.01% , 0.97        1758.21 , 1616.00          325.92 , 338.00            2129.39 , 2031.00      154.29
   4.85            7.06                  0.87% , 1.11        1514.50 , 1616.00          372.96 , 338.00            1932.43 , 2031.00      136.46
   4.85            8.85                  1.02% , 0.92        1775.62 , 1616.00          309.12 , 338.00            2129.59 , 2031.00       188.5
   4.86            8.83                  0.86% , 1.16        1497.09 , 1616.00          389.76 , 338.00            1932.23 , 2031.00      170.67
   4.86            3.73                  0.93% , 0.80        1618.94 , 1616.00          268.80 , 338.00            1932.27 , 2031.00       72.14
   4.86           10.46                  1.03% , 0.87        1793.02 , 1616.00          292.32 , 338.00            2129.79 , 2031.00       222.7
   4.87            3.46                  0.92% , 0.85        1601.54 , 1616.00          285.60 , 338.00            1932.07 , 2031.00       66.86
   4.87            6.15                  0.97% , 1.18        1688.58 , 1616.00          396.48 , 338.00            2129.95 , 2031.00      131.06
   4.88            3.49                  0.91% , 0.90        1584.13 , 1616.00          302.40 , 338.00            1931.87 , 2031.00       67.47
   4.88            6.18                  0.98% , 1.13        1705.98 , 1616.00          379.68 , 338.00            2130.15 , 2031.00      131.66
   4.92           12.06                  1.04% , 0.82        1810.43 , 1616.00          275.52 , 338.00            2130.99 , 2031.00      256.91
   4.94            3.53                  0.90% , 0.95        1566.72 , 1616.00          319.20 , 338.00            1930.67 , 2031.00       68.08
   4.94            6.21                  0.99% , 1.08        1723.39 , 1616.00          362.88 , 338.00            2131.35 , 2031.00      132.27
   4.95            3.56                  0.89% , 1.00        1549.31 , 1616.00          336.00 , 338.00            1930.47 , 2031.00       68.69
   4.95            6.23                  1.00% , 1.03        1740.80 , 1616.00          346.08 , 338.00            2131.55 , 2031.00      132.88
   5.01            5.13                  0.88% , 1.05        1531.90 , 1616.00          352.80 , 338.00            1929.27 , 2031.00        98.9
   5.01            7.08                  1.01% , 0.98        1758.21 , 1616.00          329.28 , 338.00            2132.75 , 2031.00      150.93
   5.02             6.9                  0.87% , 1.10        1514.50 , 1616.00          369.60 , 338.00            1929.07 , 2031.00       133.1
   5.02            8.68                  1.02% , 0.93        1775.62 , 1616.00          312.48 , 338.00            2132.95 , 2031.00      185.14
   5.03            8.67                  0.86% , 1.15        1497.09 , 1616.00          386.40 , 338.00            1928.87 , 2031.00      167.31
   5.03           10.28                  1.03% , 0.88        1793.02 , 1616.00          295.68 , 338.00            2133.15 , 2031.00      219.34
   5.04            3.64                  0.92% , 0.84        1601.54 , 1616.00          282.24 , 338.00            1928.71 , 2031.00       70.22
   5.04             6.3                  0.97% , 1.19        1688.58 , 1616.00          399.84 , 338.00            2133.31 , 2031.00      134.42
   5.05            3.67                  0.91% , 0.89        1584.13 , 1616.00          299.04 , 338.00            1928.51 , 2031.00       70.83
   5.05            6.33                  0.98% , 1.14        1705.98 , 1616.00          383.04 , 338.00            2133.51 , 2031.00      135.02
   5.09           11.88                  1.04% , 0.83        1810.43 , 1616.00          278.88 , 338.00            2134.35 , 2031.00      253.55
   5.11            3.71                  0.90% , 0.94        1566.72 , 1616.00          315.84 , 338.00            1927.31 , 2031.00       71.44
   5.11            6.35                  0.99% , 1.09        1723.39 , 1616.00          366.24 , 338.00            2134.71 , 2031.00      135.63
   5.12            3.74                  0.89% , 0.99        1549.31 , 1616.00          332.64 , 338.00            1927.11 , 2031.00       72.05
   5.12            6.38                  1.00% , 1.04        1740.80 , 1616.00          349.44 , 338.00            2134.91 , 2031.00      136.24
   5.17            4.96                  0.88% , 1.04        1531.90 , 1616.00          349.44 , 338.00            1925.91 , 2031.00       95.54
   5.18            6.74                  0.87% , 1.09        1514.50 , 1616.00          366.24 , 338.00            1925.71 , 2031.00      129.74
   5.18            6.91                  1.01% , 0.99        1758.21 , 1616.00          332.64 , 338.00            2136.11 , 2031.00      147.57
   5.19            8.51                  0.86% , 1.14        1497.09 , 1616.00          383.04 , 338.00            1925.51 , 2031.00      163.95
   5.19            8.51                  1.02% , 0.94        1775.62 , 1616.00          315.84 , 338.00            2136.31 , 2031.00      181.78
   5.19           10.11                  1.03% , 0.89        1793.02 , 1616.00          299.04 , 338.00            2136.51 , 2031.00      215.98
    5.2            3.82                  0.92% , 0.83        1601.54 , 1616.00          278.88 , 338.00            1925.35 , 2031.00       73.58
   5.21            3.85                  0.91% , 0.88        1584.13 , 1616.00          295.68 , 338.00            1925.15 , 2031.00       74.19
   5.21            6.48                  0.98% , 1.15        1705.98 , 1616.00          386.40 , 338.00            2136.87 , 2031.00      138.38
   5.25            10.3                  0.85% , 1.19        1479.68 , 1616.00          399.84 , 338.00            1924.31 , 2031.00      198.16
   5.25            11.7                  1.04% , 0.84        1810.43 , 1616.00          282.24 , 338.00            2137.71 , 2031.00      250.19
   5.27            3.89                  0.90% , 0.93        1566.72 , 1616.00          312.48 , 338.00            1923.95 , 2031.00        74.8
   5.27             6.5                  0.99% , 1.10        1723.39 , 1616.00          369.60 , 338.00            2138.07 , 2031.00      138.99
   5.28            3.92                  0.89% , 0.98        1549.31 , 1616.00          329.28 , 338.00            1923.75 , 2031.00       75.41
   5.28            6.53                  1.00% , 1.05        1740.80 , 1616.00          352.80 , 338.00            2138.27 , 2031.00       139.6
   5.34            4.79                  0.88% , 1.03        1531.90 , 1616.00          346.08 , 338.00            1922.55 , 2031.00       92.18
   5.34            6.74                  1.01% , 1.00        1758.21 , 1616.00          336.00 , 338.00            2139.47 , 2031.00      144.21
   5.35            6.57                  0.87% , 1.08        1514.50 , 1616.00          362.88 , 338.00            1922.35 , 2031.00      126.38
   5.35            8.34                  1.02% , 0.95        1775.62 , 1616.00          319.20 , 338.00            2139.67 , 2031.00      178.42
   5.36            8.35                  0.86% , 1.13        1497.09 , 1616.00          379.68 , 338.00            1922.15 , 2031.00      160.59
   5.36            9.94                  1.03% , 0.90        1793.02 , 1616.00          302.40 , 338.00            2139.87 , 2031.00      212.62
   5.37             4.0                  0.92% , 0.82        1601.54 , 1616.00          275.52 , 338.00            1921.99 , 2031.00       76.94
   5.38            4.04                  0.91% , 0.87        1584.13 , 1616.00          292.32 , 338.00            1921.79 , 2031.00       77.55
   5.38            6.62                  0.98% , 1.16        1705.98 , 1616.00          389.76 , 338.00            2140.23 , 2031.00      141.74
   5.42           10.14                  0.85% , 1.18        1479.68 , 1616.00          396.48 , 338.00            1920.95 , 2031.00       194.8
   5.42           11.53                  1.04% , 0.85        1810.43 , 1616.00          285.60 , 338.00            2141.07 , 2031.00      246.83
   5.43           13.12                  1.05% , 0.80        1827.84 , 1616.00          268.80 , 338.00            2141.27 , 2031.00      281.04
   5.44            4.07                  0.90% , 0.92        1566.72 , 1616.00          309.12 , 338.00            1920.59 , 2031.00       78.16
   5.44            6.65                  0.99% , 1.11        1723.39 , 1616.00          372.96 , 338.00            2141.43 , 2031.00      142.35
   5.45             4.1                  0.89% , 0.97        1549.31 , 1616.00          325.92 , 338.00            1920.39 , 2031.00       78.77
   5.45            6.68                  1.00% , 1.06        1740.80 , 1616.00          356.16 , 338.00            2141.63 , 2031.00      142.96
   5.51            4.63                  0.88% , 1.02        1531.90 , 1616.00          342.72 , 338.00            1919.19 , 2031.00       88.82
   5.51             6.7                  1.01% , 1.01        1758.21 , 1616.00          339.36 , 338.00            2142.83 , 2031.00      143.57
   5.52            8.19                  0.86% , 1.12        1497.09 , 1616.00          376.32 , 338.00            1918.79 , 2031.00      157.23
   5.52            6.41                  0.87% , 1.07        1514.50 , 1616.00          359.52 , 338.00            1918.99 , 2031.00      123.02
   5.52            8.17                  1.02% , 0.96        1775.62 , 1616.00          322.56 , 338.00            2143.03 , 2031.00      175.06
   5.53            4.19                  0.92% , 0.81        1601.54 , 1616.00          272.16 , 338.00            1918.63 , 2031.00        80.3
   5.53            9.76                  1.03% , 0.91        1793.02 , 1616.00          305.76 , 338.00            2143.23 , 2031.00      209.26
   5.54            4.22                  0.91% , 0.86        1584.13 , 1616.00          288.96 , 338.00            1918.43 , 2031.00       80.91
   5.54            6.77                  0.98% , 1.17        1705.98 , 1616.00          393.12 , 338.00            2143.59 , 2031.00       145.1
   5.58            9.98                  0.85% , 1.17        1479.68 , 1616.00          393.12 , 338.00            1917.59 , 2031.00      191.44
   5.58           11.35                  1.04% , 0.86        1810.43 , 1616.00          288.96 , 338.00            2144.43 , 2031.00      243.47
   5.59           12.95                  1.05% , 0.81        1827.84 , 1616.00          272.16 , 338.00            2144.63 , 2031.00      277.68
    5.6            4.25                  0.90% , 0.91        1566.72 , 1616.00          305.76 , 338.00            1917.23 , 2031.00       81.52
    5.6            6.79                  0.99% , 1.12        1723.39 , 1616.00          376.32 , 338.00            2144.79 , 2031.00      145.71
   5.61            4.28                  0.89% , 0.96        1549.31 , 1616.00          322.56 , 338.00            1917.03 , 2031.00       82.13
   5.61            6.82                  1.00% , 1.07        1740.80 , 1616.00          359.52 , 338.00            2144.99 , 2031.00      146.32
   5.67            4.46                  0.88% , 1.01        1531.90 , 1616.00          339.36 , 338.00            1915.83 , 2031.00       85.46
   5.67            6.85                  1.01% , 1.02        1758.21 , 1616.00          342.72 , 338.00            2146.19 , 2031.00      146.93
   5.68            6.25                  0.87% , 1.06        1514.50 , 1616.00          356.16 , 338.00            1915.63 , 2031.00      119.66
   5.68             8.0                  1.02% , 0.97        1775.62 , 1616.00          325.92 , 338.00            2146.39 , 2031.00       171.7
   5.69            8.03                  0.86% , 1.11        1497.09 , 1616.00          372.96 , 338.00            1915.43 , 2031.00      153.87
   5.69            9.59                  1.03% , 0.92        1793.02 , 1616.00          309.12 , 338.00            2146.59 , 2031.00       205.9
    5.7            4.37                  0.92% , 0.80        1601.54 , 1616.00          268.80 , 338.00            1915.27 , 2031.00       83.66
   5.71             4.4                  0.91% , 0.85        1584.13 , 1616.00          285.60 , 338.00            1915.07 , 2031.00       84.27
   5.71            6.92                  0.98% , 1.18        1705.98 , 1616.00          396.48 , 338.00            2146.95 , 2031.00      148.46
   5.75            9.83                  0.85% , 1.16        1479.68 , 1616.00          389.76 , 338.00            1914.23 , 2031.00      188.08
   5.75           11.18                  1.04% , 0.87        1810.43 , 1616.00          292.32 , 338.00            2147.79 , 2031.00      240.11
   5.76           12.77                  1.05% , 0.82        1827.84 , 1616.00          275.52 , 338.00            2147.99 , 2031.00      274.32
   5.77            4.43                  0.90% , 0.90        1566.72 , 1616.00          302.40 , 338.00            1913.87 , 2031.00       84.88
   5.77            6.94                  0.99% , 1.13        1723.39 , 1616.00          379.68 , 338.00            2148.15 , 2031.00      149.07
   5.78            4.47                  0.89% , 0.95        1549.31 , 1616.00          319.20 , 338.00            1913.67 , 2031.00       85.49
   5.78            6.97                  1.00% , 1.08        1740.80 , 1616.00          362.88 , 338.00            2148.35 , 2031.00      149.68
   5.84             4.5                  0.88% , 1.00        1531.90 , 1616.00          336.00 , 338.00            1912.47 , 2031.00        86.1
   5.84            6.99                  1.01% , 1.03        1758.21 , 1616.00          346.08 , 338.00            2149.55 , 2031.00      150.29
   5.85            6.08                  0.87% , 1.05        1514.50 , 1616.00          352.80 , 338.00            1912.27 , 2031.00       116.3
   5.85            7.83                  1.02% , 0.98        1775.62 , 1616.00          329.28 , 338.00            2149.75 , 2031.00      168.34
   5.86            7.87                  0.86% , 1.10        1497.09 , 1616.00          369.60 , 338.00            1912.07 , 2031.00      150.51
   5.86            9.42                  1.03% , 0.93        1793.02 , 1616.00          312.48 , 338.00            2149.95 , 2031.00      202.54
   5.87            4.58                  0.91% , 0.84        1584.13 , 1616.00          282.24 , 338.00            1911.71 , 2031.00       87.63
   5.87            7.06                  0.98% , 1.19        1705.98 , 1616.00          399.84 , 338.00            2150.31 , 2031.00      151.82
   5.91            9.67                  0.85% , 1.15        1479.68 , 1616.00          386.40 , 338.00            1910.87 , 2031.00      184.72
   5.92           11.01                  1.04% , 0.88        1810.43 , 1616.00          295.68 , 338.00            2151.15 , 2031.00      236.75
   5.93            4.62                  0.90% , 0.89        1566.72 , 1616.00          299.04 , 338.00            1910.51 , 2031.00       88.24
   5.93            7.08                  0.99% , 1.14        1723.39 , 1616.00          383.04 , 338.00            2151.51 , 2031.00      152.43
   5.93           12.59                  1.05% , 0.83        1827.84 , 1616.00          278.88 , 338.00            2151.35 , 2031.00      270.96
   5.94            4.65                  0.89% , 0.94        1549.31 , 1616.00          315.84 , 338.00            1910.31 , 2031.00       88.85
   5.94            7.11                  1.00% , 1.09        1740.80 , 1616.00          366.24 , 338.00            2151.71 , 2031.00      153.04
    6.0            4.69                  0.88% , 0.99        1531.90 , 1616.00          332.64 , 338.00            1909.11 , 2031.00       89.46
    6.0            7.14                  1.01% , 1.04        1758.21 , 1616.00          349.44 , 338.00            2152.91 , 2031.00      153.65
   6.01            5.92                  0.87% , 1.04        1514.50 , 1616.00          349.44 , 338.00            1908.91 , 2031.00      112.94
   6.01            7.66                  1.02% , 0.99        1775.62 , 1616.00          332.64 , 338.00            2153.11 , 2031.00      164.98
   6.02            7.71                  0.86% , 1.09        1497.09 , 1616.00          366.24 , 338.00            1908.71 , 2031.00      147.15
   6.02            9.25                  1.03% , 0.94        1793.02 , 1616.00          315.84 , 338.00            2153.31 , 2031.00      199.18
   6.04            4.77                  0.91% , 0.83        1584.13 , 1616.00          278.88 , 338.00            1908.35 , 2031.00       90.99
   6.08            9.51                  0.85% , 1.14        1479.68 , 1616.00          383.04 , 338.00            1907.51 , 2031.00      181.36
   6.08           10.83                  1.04% , 0.89        1810.43 , 1616.00          299.04 , 338.00            2154.51 , 2031.00      233.39
   6.09            11.3                  0.84% , 1.19        1462.27 , 1616.00          399.84 , 338.00            1907.31 , 2031.00      215.57
   6.09           12.42                  1.05% , 0.84        1827.84 , 1616.00          282.24 , 338.00            2154.71 , 2031.00       267.6
    6.1             4.8                  0.90% , 0.88        1566.72 , 1616.00          295.68 , 338.00            1907.15 , 2031.00        91.6
    6.1            7.23                  0.99% , 1.15        1723.39 , 1616.00          386.40 , 338.00            2154.87 , 2031.00      155.79
   6.11            4.84                  0.89% , 0.93        1549.31 , 1616.00          312.48 , 338.00            1906.95 , 2031.00       92.21
   6.11            7.26                  1.00% , 1.10        1740.80 , 1616.00          369.60 , 338.00            2155.07 , 2031.00       156.4
   6.17            4.87                  0.88% , 0.98        1531.90 , 1616.00          329.28 , 338.00            1905.75 , 2031.00       92.82
   6.17            7.28                  1.01% , 1.05        1758.21 , 1616.00          352.80 , 338.00            2156.27 , 2031.00      157.01
   6.18            5.75                  0.87% , 1.03        1514.50 , 1616.00          346.08 , 338.00            1905.55 , 2031.00      109.58
   6.18            7.49                  1.02% , 1.00        1775.62 , 1616.00          336.00 , 338.00            2156.47 , 2031.00      161.62
   6.19            7.55                  0.86% , 1.08        1497.09 , 1616.00          362.88 , 338.00            1905.35 , 2031.00      143.79
   6.19            9.08                  1.03% , 0.95        1793.02 , 1616.00          319.20 , 338.00            2156.67 , 2031.00      195.82
    6.2            4.95                  0.91% , 0.82        1584.13 , 1616.00          275.52 , 338.00            1904.99 , 2031.00       94.35
   6.25            9.35                  0.85% , 1.13        1479.68 , 1616.00          379.68 , 338.00            1904.15 , 2031.00       178.0
   6.25           10.66                  1.04% , 0.90        1810.43 , 1616.00          302.40 , 338.00            2157.87 , 2031.00      230.03
   6.26           11.15                  0.84% , 1.18        1462.27 , 1616.00          396.48 , 338.00            1903.95 , 2031.00      212.21
   6.26            4.99                  0.90% , 0.87        1566.72 , 1616.00          292.32 , 338.00            1903.79 , 2031.00       94.96
   6.26            7.37                  0.99% , 1.16        1723.39 , 1616.00          389.76 , 338.00            2158.23 , 2031.00      159.15
   6.26           12.24                  1.05% , 0.85        1827.84 , 1616.00          285.60 , 338.00            2158.07 , 2031.00      264.24
   6.27            5.02                  0.89% , 0.92        1549.31 , 1616.00          309.12 , 338.00            1903.59 , 2031.00       95.57
   6.27             7.4                  1.00% , 1.11        1740.80 , 1616.00          372.96 , 338.00            2158.43 , 2031.00      159.76
   6.32           13.82                  1.06% , 0.80        1845.25 , 1616.00          268.80 , 338.00            2159.27 , 2031.00      298.45
   6.33            5.06                  0.88% , 0.97        1531.90 , 1616.00          325.92 , 338.00            1902.39 , 2031.00       96.18
   6.33            7.43                  1.01% , 1.06        1758.21 , 1616.00          356.16 , 338.00            2159.63 , 2031.00      160.37
   6.34            5.58                  0.87% , 1.02        1514.50 , 1616.00          342.72 , 338.00            1902.19 , 2031.00      106.22
   6.34            7.45                  1.02% , 1.01        1775.62 , 1616.00          339.36 , 338.00            2159.83 , 2031.00      160.98
   6.35            7.38                  0.86% , 1.07        1497.09 , 1616.00          359.52 , 338.00            1901.99 , 2031.00      140.43
   6.35            8.91                  1.03% , 0.96        1793.02 , 1616.00          322.56 , 338.00            2160.03 , 2031.00      192.46
   6.37            5.14                  0.91% , 0.81        1584.13 , 1616.00          272.16 , 338.00            1901.63 , 2031.00       97.71
   6.41            9.19                  0.85% , 1.12        1479.68 , 1616.00          376.32 , 338.00            1900.79 , 2031.00      174.64
   6.41           10.49                  1.04% , 0.91        1810.43 , 1616.00          305.76 , 338.00            2161.23 , 2031.00      226.67
   6.42           10.99                  0.84% , 1.17        1462.27 , 1616.00          393.12 , 338.00            1900.59 , 2031.00      208.85
   6.42           12.07                  1.05% , 0.86        1827.84 , 1616.00          288.96 , 338.00            2161.43 , 2031.00      260.88
   6.43            5.17                  0.90% , 0.86        1566.72 , 1616.00          288.96 , 338.00            1900.43 , 2031.00       98.32
   6.43            7.52                  0.99% , 1.17        1723.39 , 1616.00          393.12 , 338.00            2161.59 , 2031.00      162.51
   6.44            5.21                  0.89% , 0.91        1549.31 , 1616.00          305.76 , 338.00            1900.23 , 2031.00       98.93
   6.44            7.55                  1.00% , 1.12        1740.80 , 1616.00          376.32 , 338.00            2161.79 , 2031.00      163.12
   6.48           13.64                  1.06% , 0.81        1845.25 , 1616.00          272.16 , 338.00            2162.63 , 2031.00      295.09
    6.5            5.24                  0.88% , 0.96        1531.90 , 1616.00          322.56 , 338.00            1899.03 , 2031.00       99.54
    6.5            7.57                  1.01% , 1.07        1758.21 , 1616.00          359.52 , 338.00            2162.99 , 2031.00      163.73
   6.51            5.42                  0.87% , 1.01        1514.50 , 1616.00          339.36 , 338.00            1898.83 , 2031.00      102.86
   6.51             7.6                  1.02% , 1.02        1775.62 , 1616.00          342.72 , 338.00            2163.19 , 2031.00      164.34
   6.52            7.22                  0.86% , 1.06        1497.09 , 1616.00          356.16 , 338.00            1898.63 , 2031.00      137.07
   6.52            8.74                  1.03% , 0.97        1793.02 , 1616.00          325.92 , 338.00            2163.39 , 2031.00       189.1
   6.54            5.32                  0.91% , 0.80        1584.13 , 1616.00          268.80 , 338.00            1898.27 , 2031.00      101.07
   6.58            9.03                  0.85% , 1.11        1479.68 , 1616.00          372.96 , 338.00            1897.43 , 2031.00      171.28
   6.58           10.32                  1.04% , 0.92        1810.43 , 1616.00          309.12 , 338.00            2164.59 , 2031.00      223.31
   6.59           10.83                  0.84% , 1.16        1462.27 , 1616.00          389.76 , 338.00            1897.23 , 2031.00      205.49
   6.59            5.36                  0.90% , 0.85        1566.72 , 1616.00          285.60 , 338.00            1897.07 , 2031.00      101.68
   6.59            11.9                  1.05% , 0.87        1827.84 , 1616.00          292.32 , 338.00            2164.79 , 2031.00      257.52
