Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    5.86              4.54          0.97% , 1.16        1688.58 , 1616.00           389.76 , 338.00            2123.23 , 2031.00     124.34
    5.87              2.96          0.99% , 0.96        1723.39 , 1616.00           322.56 , 338.00            2091.03 , 2031.00     122.83
    5.88              4.55          0.98% , 1.11        1705.98 , 1616.00           372.96 , 338.00            2123.43 , 2031.00     124.94
    5.91              1.92          0.96% , 0.82        1671.17 , 1616.00           275.52 , 338.00            1991.99 , 2031.00     117.65
    5.91              4.61          0.99% , 1.06        1723.39 , 1616.00           356.16 , 338.00            2124.63 , 2031.00     125.55
    5.92              6.01          0.87% , 1.04        1514.50 , 1616.00           349.44 , 338.00            1908.91 , 2031.00     112.94
    5.92              7.09          0.90% , 0.82        1566.72 , 1616.00           275.52 , 338.00            1886.99 , 2031.00     111.76
    5.94              1.24          0.98% , 0.91        1705.98 , 1616.00           305.76 , 338.00            2056.23 , 2031.00     122.22
    5.94              4.62          1.00% , 1.01        1740.80 , 1616.00           339.36 , 338.00            2124.83 , 2031.00     126.16
    5.95              4.18          0.88% , 1.10        1531.90 , 1616.00           369.60 , 338.00            1946.07 , 2031.00      115.7
    5.96               7.1          0.89% , 0.87        1549.31 , 1616.00           292.32 , 338.00            1886.79 , 2031.00     112.37
    5.97               2.3          0.89% , 1.16        1549.31 , 1616.00           389.76 , 338.00            1984.23 , 2031.00     118.45
    5.98              4.45          1.00% , 1.00        1740.80 , 1616.00           336.00 , 338.00            2121.47 , 2031.00      126.8
    5.99              7.16          0.88% , 0.92        1531.90 , 1616.00           309.12 , 338.00            1885.59 , 2031.00     112.98
     6.0              4.71          0.97% , 1.17        1688.58 , 1616.00           393.12 , 338.00            2126.59 , 2031.00      127.7
    6.01              0.42          0.97% , 0.86        1688.58 , 1616.00           288.96 , 338.00            2022.43 , 2031.00     121.62
    6.02              7.17          0.87% , 0.97        1514.50 , 1616.00           325.92 , 338.00            1885.39 , 2031.00     113.58
    6.03              4.72          0.98% , 1.12        1705.98 , 1616.00           376.32 , 338.00            2126.79 , 2031.00      128.3
    6.04              2.79          0.99% , 0.95        1723.39 , 1616.00           319.20 , 338.00            2087.67 , 2031.00     126.19
    6.06              4.78          0.99% , 1.07        1723.39 , 1616.00           359.52 , 338.00            2127.99 , 2031.00     128.91
    6.08              5.85          0.87% , 1.05        1514.50 , 1616.00           352.80 , 338.00            1912.27 , 2031.00      116.3
    6.08              2.09          0.96% , 0.81        1671.17 , 1616.00           272.16 , 338.00            1988.63 , 2031.00     121.01
    6.09              4.79          1.00% , 1.02        1740.80 , 1616.00           342.72 , 338.00            2128.19 , 2031.00     129.52
    6.11              4.02          0.88% , 1.11        1531.90 , 1616.00           372.96 , 338.00            1949.43 , 2031.00     119.06
    6.11              7.26          0.90% , 0.81        1566.72 , 1616.00           272.16 , 338.00            1883.63 , 2031.00     115.12
    6.12              1.08          0.98% , 0.90        1705.98 , 1616.00           302.40 , 338.00            2052.87 , 2031.00     125.58
    6.13              2.14          0.89% , 1.17        1549.31 , 1616.00           393.12 , 338.00            1987.59 , 2031.00     121.81
    6.14              7.27          0.89% , 0.86        1549.31 , 1616.00           288.96 , 338.00            1883.43 , 2031.00     115.73
    6.15              4.87          0.97% , 1.18        1688.58 , 1616.00           396.48 , 338.00            2129.95 , 2031.00     131.06
    6.15              4.29          1.00% , 0.99        1740.80 , 1616.00           332.64 , 338.00            2118.11 , 2031.00     130.16
    6.18              7.33          0.88% , 0.91        1531.90 , 1616.00           305.76 , 338.00            1882.23 , 2031.00     116.34
    6.18              4.88          0.98% , 1.13        1705.98 , 1616.00           379.68 , 338.00            2130.15 , 2031.00     131.66
    6.19              0.59          0.97% , 0.85        1688.58 , 1616.00           285.60 , 338.00            2019.07 , 2031.00     124.98
    6.21              7.33          0.87% , 0.96        1514.50 , 1616.00           322.56 , 338.00            1882.03 , 2031.00     116.94
    6.21              4.94          0.99% , 1.08        1723.39 , 1616.00           362.88 , 338.00            2131.35 , 2031.00     132.27
    6.22              2.62          0.99% , 0.94        1723.39 , 1616.00           315.84 , 338.00            2084.31 , 2031.00     129.55
    6.23              4.95          1.00% , 1.03        1740.80 , 1616.00           346.08 , 338.00            2131.55 , 2031.00     132.88
    6.25              5.68          0.87% , 1.06        1514.50 , 1616.00           356.16 , 338.00            1915.63 , 2031.00     119.66
    6.26              2.25          0.96% , 0.80        1671.17 , 1616.00           268.80 , 338.00            1985.27 , 2031.00     124.37
    6.27              3.85          0.88% , 1.12        1531.90 , 1616.00           376.32 , 338.00            1952.79 , 2031.00     122.42
    6.29              1.97          0.89% , 1.18        1549.31 , 1616.00           396.48 , 338.00            1990.95 , 2031.00     125.17
    6.29              0.91          0.98% , 0.89        1705.98 , 1616.00           299.04 , 338.00            2049.51 , 2031.00     128.94
     6.3              7.42          0.90% , 0.80        1566.72 , 1616.00           268.80 , 338.00            1880.27 , 2031.00     118.48
     6.3              5.04          0.97% , 1.19        1688.58 , 1616.00           399.84 , 338.00            2133.31 , 2031.00     134.42
    6.31              4.12          1.00% , 0.98        1740.80 , 1616.00           329.28 , 338.00            2114.75 , 2031.00     133.52
    6.33              7.43          0.89% , 0.85        1549.31 , 1616.00           285.60 , 338.00            1880.07 , 2031.00     119.09
    6.33              5.05          0.98% , 1.14        1705.98 , 1616.00           383.04 , 338.00            2133.51 , 2031.00     135.02
    6.35              5.11          0.99% , 1.09        1723.39 , 1616.00           366.24 , 338.00            2134.71 , 2031.00     135.63
    6.37              7.49          0.88% , 0.90        1531.90 , 1616.00           302.40 , 338.00            1878.87 , 2031.00      119.7
    6.37              0.75          0.97% , 0.84        1688.58 , 1616.00           282.24 , 338.00            2015.71 , 2031.00     128.34
    6.38              5.12          1.00% , 1.04        1740.80 , 1616.00           349.44 , 338.00            2134.91 , 2031.00     136.24
    6.39              7.34          0.86% , 1.01        1497.09 , 1616.00           339.36 , 338.00            1881.83 , 2031.00     120.27
    6.39              2.46          0.99% , 0.93        1723.39 , 1616.00           312.48 , 338.00            2080.95 , 2031.00     132.91
     6.4               7.5          0.87% , 0.95        1514.50 , 1616.00           319.20 , 338.00            1878.67 , 2031.00      120.3
    6.41              5.52          0.87% , 1.07        1514.50 , 1616.00           359.52 , 338.00            1918.99 , 2031.00     123.02
    6.43              3.69          0.88% , 1.13        1531.90 , 1616.00           379.68 , 338.00            1956.15 , 2031.00     125.78
    6.44              7.51          0.86% , 1.00        1497.09 , 1616.00           336.00 , 338.00            1878.47 , 2031.00     120.91
    6.44              1.81          0.89% , 1.19        1549.31 , 1616.00           399.84 , 338.00            1994.31 , 2031.00     128.53
    6.47              0.75          0.98% , 0.88        1705.98 , 1616.00           295.68 , 338.00            2046.15 , 2031.00      132.3
    6.48              5.21          0.98% , 1.15        1705.98 , 1616.00           386.40 , 338.00            2136.87 , 2031.00     138.38
    6.48              3.96          1.00% , 0.97        1740.80 , 1616.00           325.92 , 338.00            2111.39 , 2031.00     136.88
     6.5              5.27          0.99% , 1.10        1723.39 , 1616.00           369.60 , 338.00            2138.07 , 2031.00     138.99
    6.52               7.6          0.89% , 0.84        1549.31 , 1616.00           282.24 , 338.00            1876.71 , 2031.00     122.45
    6.53              5.28          1.00% , 1.05        1740.80 , 1616.00           352.80 , 338.00            2138.27 , 2031.00      139.6
    6.54              0.92          0.97% , 0.83        1688.58 , 1616.00           278.88 , 338.00            2012.35 , 2031.00      131.7
    6.56              7.18          0.86% , 1.02        1497.09 , 1616.00           342.72 , 338.00            1885.19 , 2031.00     123.63
    6.56              7.66          0.88% , 0.89        1531.90 , 1616.00           299.04 , 338.00            1875.51 , 2031.00     123.06
    6.56              2.29          0.99% , 0.92        1723.39 , 1616.00           309.12 , 338.00            2077.59 , 2031.00     136.27
    6.57              5.35          0.87% , 1.08        1514.50 , 1616.00           362.88 , 338.00            1922.35 , 2031.00     126.38
    6.59              7.67          0.87% , 0.94        1514.50 , 1616.00           315.84 , 338.00            1875.31 , 2031.00     123.66
    6.59              3.52          0.88% , 1.14        1531.90 , 1616.00           383.04 , 338.00            1959.51 , 2031.00     129.14
    6.62              5.38          0.98% , 1.16        1705.98 , 1616.00           389.76 , 338.00            2140.23 , 2031.00     141.74
    6.63              7.68          0.86% , 0.99        1497.09 , 1616.00           332.64 , 338.00            1875.11 , 2031.00     124.27
    6.64              0.58          0.98% , 0.87        1705.98 , 1616.00           292.32 , 338.00            2042.79 , 2031.00     135.66
    6.65              5.44          0.99% , 1.11        1723.39 , 1616.00           372.96 , 338.00            2141.43 , 2031.00     142.35
    6.65              3.79          1.00% , 0.96        1740.80 , 1616.00           322.56 , 338.00            2108.03 , 2031.00     140.24
    6.68              5.45          1.00% , 1.06        1740.80 , 1616.00           356.16 , 338.00            2141.63 , 2031.00     142.96
     6.7              5.51          1.01% , 1.01        1758.21 , 1616.00           339.36 , 338.00            2142.83 , 2031.00     143.57
    6.72              7.01          0.86% , 1.03        1497.09 , 1616.00           346.08 , 338.00            1888.55 , 2031.00     126.99
    6.72              7.76          0.89% , 0.83        1549.31 , 1616.00           278.88 , 338.00            1873.35 , 2031.00     125.81
    6.72              1.08          0.97% , 0.82        1688.58 , 1616.00           275.52 , 338.00            2008.99 , 2031.00     135.06
    6.73              2.13          0.99% , 0.91        1723.39 , 1616.00           305.76 , 338.00            2074.23 , 2031.00     139.63
    6.74              5.18          0.87% , 1.09        1514.50 , 1616.00           366.24 , 338.00            1925.71 , 2031.00     129.74
    6.74              5.34          1.01% , 1.00        1758.21 , 1616.00           336.00 , 338.00            2139.47 , 2031.00     144.21
    6.75              7.82          0.88% , 0.88        1531.90 , 1616.00           295.68 , 338.00            1872.15 , 2031.00     126.42
    6.75              3.35          0.88% , 1.15        1531.90 , 1616.00           386.40 , 338.00            1962.87 , 2031.00      132.5
    6.77              5.54          0.98% , 1.17        1705.98 , 1616.00           393.12 , 338.00            2143.59 , 2031.00      145.1
    6.79              7.83          0.87% , 0.93        1514.50 , 1616.00           312.48 , 338.00            1871.95 , 2031.00     127.02
    6.79               5.6          0.99% , 1.12        1723.39 , 1616.00           376.32 , 338.00            2144.79 , 2031.00     145.71
    6.82              7.84          0.86% , 0.98        1497.09 , 1616.00           329.28 , 338.00            1871.75 , 2031.00     127.63
    6.82              0.42          0.98% , 0.86        1705.98 , 1616.00           288.96 , 338.00            2039.43 , 2031.00     139.02
    6.82              3.63          1.00% , 0.95        1740.80 , 1616.00           319.20 , 338.00            2104.67 , 2031.00      143.6
    6.82              5.61          1.00% , 1.07        1740.80 , 1616.00           359.52 , 338.00            2144.99 , 2031.00     146.32
    6.85              5.67          1.01% , 1.02        1758.21 , 1616.00           342.72 , 338.00            2146.19 , 2031.00     146.93
    6.89              6.85          0.86% , 1.04        1497.09 , 1616.00           349.44 , 338.00            1891.91 , 2031.00     130.35
     6.9              5.02          0.87% , 1.10        1514.50 , 1616.00           369.60 , 338.00            1929.07 , 2031.00      133.1
     6.9              1.25          0.97% , 0.81        1688.58 , 1616.00           272.16 , 338.00            2005.63 , 2031.00     138.42
     6.9              1.96          0.99% , 0.90        1723.39 , 1616.00           302.40 , 338.00            2070.87 , 2031.00     142.99
    6.91              3.19          0.88% , 1.16        1531.90 , 1616.00           389.76 , 338.00            1966.23 , 2031.00     135.86
    6.91              7.93          0.89% , 0.82        1549.31 , 1616.00           275.52 , 338.00            1869.99 , 2031.00     129.17
    6.91              5.18          1.01% , 0.99        1758.21 , 1616.00           332.64 , 338.00            2136.11 , 2031.00     147.57
    6.92              5.71          0.98% , 1.18        1705.98 , 1616.00           396.48 , 338.00            2146.95 , 2031.00     148.46
    6.94              7.99          0.88% , 0.87        1531.90 , 1616.00           292.32 , 338.00            1868.79 , 2031.00     129.78
    6.94              5.77          0.99% , 1.13        1723.39 , 1616.00           379.68 , 338.00            2148.15 , 2031.00     149.07
    6.97              5.78          1.00% , 1.08        1740.80 , 1616.00           362.88 , 338.00            2148.35 , 2031.00     149.68
    6.98               8.0          0.87% , 0.92        1514.50 , 1616.00           309.12 , 338.00            1868.59 , 2031.00     130.38
    6.99              0.25          0.98% , 0.85        1705.98 , 1616.00           285.60 , 338.00            2036.07 , 2031.00     142.38
    6.99              3.46          1.00% , 0.94        1740.80 , 1616.00           315.84 , 338.00            2101.31 , 2031.00     146.96
    6.99              5.84          1.01% , 1.03        1758.21 , 1616.00           346.08 , 338.00            2149.55 , 2031.00     150.29
    7.01              8.01          0.86% , 0.97        1497.09 , 1616.00           325.92 , 338.00            1868.39 , 2031.00     130.99
    7.06              6.68          0.86% , 1.05        1497.09 , 1616.00           352.80 , 338.00            1895.27 , 2031.00     133.71
    7.06              4.85          0.87% , 1.11        1514.50 , 1616.00           372.96 , 338.00            1932.43 , 2031.00     136.46
    7.06              5.87          0.98% , 1.19        1705.98 , 1616.00           399.84 , 338.00            2150.31 , 2031.00     151.82
    7.07              3.02          0.88% , 1.17        1531.90 , 1616.00           393.12 , 338.00            1969.59 , 2031.00     139.22
    7.08              1.41          0.97% , 0.80        1688.58 , 1616.00           268.80 , 338.00            2002.27 , 2031.00     141.78
    7.08               1.8          0.99% , 0.89        1723.39 , 1616.00           299.04 , 338.00            2067.51 , 2031.00     146.35
    7.08              5.93          0.99% , 1.14        1723.39 , 1616.00           383.04 , 338.00            2151.51 , 2031.00     152.43
    7.08              5.01          1.01% , 0.98        1758.21 , 1616.00           329.28 , 338.00            2132.75 , 2031.00     150.93
     7.1              8.09          0.89% , 0.81        1549.31 , 1616.00           272.16 , 338.00            1866.63 , 2031.00     132.53
    7.11              5.94          1.00% , 1.09        1740.80 , 1616.00           366.24 , 338.00            2151.71 , 2031.00     153.04
    7.14              8.15          0.88% , 0.86        1531.90 , 1616.00           288.96 , 338.00            1865.43 , 2031.00     133.14
    7.14               6.0          1.01% , 1.04        1758.21 , 1616.00           349.44 , 338.00            2152.91 , 2031.00     153.65
    7.17              8.16          0.87% , 0.91        1514.50 , 1616.00           305.76 , 338.00            1865.23 , 2031.00     133.74
    7.17              0.08          0.98% , 0.84        1705.98 , 1616.00           282.24 , 338.00            2032.71 , 2031.00     145.74
    7.17               3.3          1.00% , 0.93        1740.80 , 1616.00           312.48 , 338.00            2097.95 , 2031.00     150.32
     7.2              8.17          0.86% , 0.96        1497.09 , 1616.00           322.56 , 338.00            1865.03 , 2031.00     134.35
    7.22              6.52          0.86% , 1.06        1497.09 , 1616.00           356.16 , 338.00            1898.63 , 2031.00     137.07
    7.22              4.69          0.87% , 1.12        1514.50 , 1616.00           376.32 , 338.00            1935.79 , 2031.00     139.82
    7.23              2.86          0.88% , 1.18        1531.90 , 1616.00           396.48 , 338.00            1972.95 , 2031.00     142.58
    7.23               6.1          0.99% , 1.15        1723.39 , 1616.00           386.40 , 338.00            2154.87 , 2031.00     155.79
    7.25              1.63          0.99% , 0.88        1723.39 , 1616.00           295.68 , 338.00            2064.15 , 2031.00     149.71
    7.25              4.84          1.01% , 0.97        1758.21 , 1616.00           325.92 , 338.00            2129.39 , 2031.00     154.29
    7.26              6.11          1.00% , 1.10        1740.80 , 1616.00           369.60 , 338.00            2155.07 , 2031.00      156.4
    7.28              6.17          1.01% , 1.05        1758.21 , 1616.00           352.80 , 338.00            2156.27 , 2031.00     157.01
    7.29              8.26          0.89% , 0.80        1549.31 , 1616.00           268.80 , 338.00            1863.27 , 2031.00     135.89
    7.33              8.32          0.88% , 0.85        1531.90 , 1616.00           285.60 , 338.00            1862.07 , 2031.00      136.5
    7.34              3.13          1.00% , 0.92        1740.80 , 1616.00           309.12 , 338.00            2094.59 , 2031.00     153.68
    7.35              0.08          0.98% , 0.83        1705.98 , 1616.00           278.88 , 338.00            2029.35 , 2031.00      149.1
    7.36              8.33          0.87% , 0.90        1514.50 , 1616.00           302.40 , 338.00            1861.87 , 2031.00      137.1
    7.37              6.26          0.99% , 1.16        1723.39 , 1616.00           389.76 , 338.00            2158.23 , 2031.00     159.15
    7.38              6.35          0.86% , 1.07        1497.09 , 1616.00           359.52 , 338.00            1901.99 , 2031.00     140.43
    7.38              4.52          0.87% , 1.13        1514.50 , 1616.00           379.68 , 338.00            1939.15 , 2031.00     143.18
    7.38              2.69          0.88% , 1.19        1531.90 , 1616.00           399.84 , 338.00            1976.31 , 2031.00     145.94
    7.39              8.23          0.85% , 1.01        1479.68 , 1616.00           339.36 , 338.00            1863.83 , 2031.00     137.68
     7.4              8.34          0.86% , 0.95        1497.09 , 1616.00           319.20 , 338.00            1861.67 , 2031.00     137.71
     7.4              6.27          1.00% , 1.11        1740.80 , 1616.00           372.96 , 338.00            2158.43 , 2031.00     159.76
    7.42              4.68          1.01% , 0.96        1758.21 , 1616.00           322.56 , 338.00            2126.03 , 2031.00     157.65
    7.43               8.4          0.85% , 1.00        1479.68 , 1616.00           336.00 , 338.00            1860.47 , 2031.00     138.32
    7.43              1.47          0.99% , 0.87        1723.39 , 1616.00           292.32 , 338.00            2060.79 , 2031.00     153.07
    7.43              6.33          1.01% , 1.06        1758.21 , 1616.00           356.16 , 338.00            2159.63 , 2031.00     160.37
    7.45              6.34          1.02% , 1.01        1775.62 , 1616.00           339.36 , 338.00            2159.83 , 2031.00     160.98
    7.49              6.18          1.02% , 1.00        1775.62 , 1616.00           336.00 , 338.00            2156.47 , 2031.00     161.62
    7.51              2.97          1.00% , 0.91        1740.80 , 1616.00           305.76 , 338.00            2091.23 , 2031.00     157.04
    7.52              8.48          0.88% , 0.84        1531.90 , 1616.00           282.24 , 338.00            1858.71 , 2031.00     139.86
    7.52              6.43          0.99% , 1.17        1723.39 , 1616.00           393.12 , 338.00            2161.59 , 2031.00     162.51
    7.53              0.25          0.98% , 0.82        1705.98 , 1616.00           275.52 , 338.00            2025.99 , 2031.00     152.46
    7.54              4.36          0.87% , 1.14        1514.50 , 1616.00           383.04 , 338.00            1942.51 , 2031.00     146.54
    7.55              8.07          0.85% , 1.02        1479.68 , 1616.00           342.72 , 338.00            1867.19 , 2031.00     141.04
    7.55              6.19          0.86% , 1.08        1497.09 , 1616.00           362.88 , 338.00            1905.35 , 2031.00     143.79
    7.55              6.44          1.00% , 1.12        1740.80 , 1616.00           376.32 , 338.00            2161.79 , 2031.00     163.12
    7.56              8.49          0.87% , 0.89        1514.50 , 1616.00           299.04 , 338.00            1858.51 , 2031.00     140.46
    7.57               6.5          1.01% , 1.07        1758.21 , 1616.00           359.52 , 338.00            2162.99 , 2031.00     163.73
    7.59               8.5          0.86% , 0.94        1497.09 , 1616.00           315.84 , 338.00            1858.31 , 2031.00     141.07
    7.59              4.51          1.01% , 0.95        1758.21 , 1616.00           319.20 , 338.00            2122.67 , 2031.00     161.01
     7.6               1.3          0.99% , 0.86        1723.39 , 1616.00           288.96 , 338.00            2057.43 , 2031.00     156.43
     7.6              6.51          1.02% , 1.02        1775.62 , 1616.00           342.72 , 338.00            2163.19 , 2031.00     164.34
    7.63              8.56          0.85% , 0.99        1479.68 , 1616.00           332.64 , 338.00            1857.11 , 2031.00     141.68
    7.66               6.6          0.99% , 1.18        1723.39 , 1616.00           396.48 , 338.00            2164.95 , 2031.00     165.87
    7.66              6.01          1.02% , 0.99        1775.62 , 1616.00           332.64 , 338.00            2153.11 , 2031.00     164.98
    7.68               2.8          1.00% , 0.90        1740.80 , 1616.00           302.40 , 338.00            2087.87 , 2031.00      160.4
    7.69              6.61          1.00% , 1.13        1740.80 , 1616.00           379.68 , 338.00            2165.15 , 2031.00     166.48
     7.7              4.19          0.87% , 1.15        1514.50 , 1616.00           386.40 , 338.00            1945.87 , 2031.00      149.9
     7.7              0.41          0.98% , 0.81        1705.98 , 1616.00           272.16 , 338.00            2022.63 , 2031.00     155.82
    7.71              6.02          0.86% , 1.09        1497.09 , 1616.00           366.24 , 338.00            1908.71 , 2031.00     147.15
    7.71              6.66          1.01% , 1.08        1758.21 , 1616.00           362.88 , 338.00            2166.35 , 2031.00     167.09
    7.72               7.9          0.85% , 1.03        1479.68 , 1616.00           346.08 , 338.00            1870.55 , 2031.00      144.4
    7.72              8.65          0.88% , 0.83        1531.90 , 1616.00           278.88 , 338.00            1855.35 , 2031.00     143.22
    7.74              6.67          1.02% , 1.03        1775.62 , 1616.00           346.08 , 338.00            2166.55 , 2031.00      167.7
    7.75              8.66          0.87% , 0.88        1514.50 , 1616.00           295.68 , 338.00            1855.15 , 2031.00     143.82
    7.76              4.35          1.01% , 0.94        1758.21 , 1616.00           315.84 , 338.00            2119.31 , 2031.00     164.37
    7.78              1.14          0.99% , 0.85        1723.39 , 1616.00           285.60 , 338.00            2054.07 , 2031.00     159.79
    7.79              8.67          0.86% , 0.93        1497.09 , 1616.00           312.48 , 338.00            1854.95 , 2031.00     144.43
     7.8              6.76          0.99% , 1.19        1723.39 , 1616.00           399.84 , 338.00            2168.31 , 2031.00     169.23
    7.82              8.73          0.85% , 0.98        1479.68 , 1616.00           329.28 , 338.00            1853.75 , 2031.00     145.04
    7.83              6.77          1.00% , 1.14        1740.80 , 1616.00           383.04 , 338.00            2168.51 , 2031.00     169.84
    7.83              5.85          1.02% , 0.98        1775.62 , 1616.00           329.28 , 338.00            2149.75 , 2031.00     168.34
    7.86              4.03          0.87% , 1.16        1514.50 , 1616.00           389.76 , 338.00            1949.23 , 2031.00     153.26
    7.86              2.63          1.00% , 0.89        1740.80 , 1616.00           299.04 , 338.00            2084.51 , 2031.00     163.76
    7.86              6.83          1.01% , 1.09        1758.21 , 1616.00           366.24 , 338.00            2169.71 , 2031.00     170.45
    7.87              5.86          0.86% , 1.10        1497.09 , 1616.00           369.60 , 338.00            1912.07 , 2031.00     150.51
    7.88              0.58          0.98% , 0.80        1705.98 , 1616.00           268.80 , 338.00            2019.27 , 2031.00     159.18
    7.88              6.84          1.02% , 1.04        1775.62 , 1616.00           349.44 , 338.00            2169.91 , 2031.00     171.06
    7.89              7.73          0.85% , 1.04        1479.68 , 1616.00           349.44 , 338.00            1873.91 , 2031.00     147.76
    7.91              8.81          0.88% , 0.82        1531.90 , 1616.00           275.52 , 338.00            1851.99 , 2031.00     146.58
    7.93              4.18          1.01% , 0.93        1758.21 , 1616.00           312.48 , 338.00            2115.95 , 2031.00     167.73
    7.95              8.82          0.87% , 0.87        1514.50 , 1616.00           292.32 , 338.00            1851.79 , 2031.00     147.18
    7.96              0.97          0.99% , 0.84        1723.39 , 1616.00           282.24 , 338.00            2050.71 , 2031.00     163.15
    7.97              6.94          1.00% , 1.15        1740.80 , 1616.00           386.40 , 338.00            2171.87 , 2031.00      173.2
    7.98              8.83          0.86% , 0.92        1497.09 , 1616.00           309.12 , 338.00            1851.59 , 2031.00     147.79
     8.0               7.0          1.01% , 1.10        1758.21 , 1616.00           369.60 , 338.00            2173.07 , 2031.00     173.81
     8.0              5.68          1.02% , 0.97        1775.62 , 1616.00           325.92 , 338.00            2146.39 , 2031.00      171.7
    8.02              8.89          0.85% , 0.97        1479.68 , 1616.00           325.92 , 338.00            1850.39 , 2031.00      148.4
    8.02              3.86          0.87% , 1.17        1514.50 , 1616.00           393.12 , 338.00            1952.59 , 2031.00     156.62
    8.03              5.69          0.86% , 1.11        1497.09 , 1616.00           372.96 , 338.00            1915.43 , 2031.00     153.87
    8.03              2.47          1.00% , 0.88        1740.80 , 1616.00           295.68 , 338.00            2081.15 , 2031.00     167.12
    8.03               7.0          1.02% , 1.05        1775.62 , 1616.00           352.80 , 338.00            2173.27 , 2031.00     174.42
    8.05              7.57          0.85% , 1.05        1479.68 , 1616.00           352.80 , 338.00            1877.27 , 2031.00     151.12
     8.1              4.02          1.01% , 0.92        1758.21 , 1616.00           309.12 , 338.00            2112.59 , 2031.00     171.09
    8.11              8.98          0.88% , 0.81        1531.90 , 1616.00           272.16 , 338.00            1848.63 , 2031.00     149.94
    8.12               7.1          1.00% , 1.16        1740.80 , 1616.00           389.76 , 338.00            2175.23 , 2031.00     176.56
    8.13               0.8          0.99% , 0.83        1723.39 , 1616.00           278.88 , 338.00            2047.35 , 2031.00     166.51
    8.14              8.99          0.87% , 0.86        1514.50 , 1616.00           288.96 , 338.00            1848.43 , 2031.00     150.54
    8.14              7.16          1.01% , 1.11        1758.21 , 1616.00           372.96 , 338.00            2176.43 , 2031.00     177.17
    8.17              5.52          1.02% , 0.96        1775.62 , 1616.00           322.56 , 338.00            2143.03 , 2031.00     175.06
    8.17              7.17          1.02% , 1.06        1775.62 , 1616.00           356.16 , 338.00            2176.63 , 2031.00     177.78
    8.18               9.0          0.86% , 0.91        1497.09 , 1616.00           305.76 , 338.00            1848.23 , 2031.00     151.15
    8.18               3.7          0.87% , 1.18        1514.50 , 1616.00           396.48 , 338.00            1955.95 , 2031.00     159.98
    8.19              5.52          0.86% , 1.12        1497.09 , 1616.00           376.32 , 338.00            1918.79 , 2031.00     157.23
    8.19              7.18          1.03% , 1.01        1793.02 , 1616.00           339.36 , 338.00            2176.83 , 2031.00     178.38
     8.2               2.3          1.00% , 0.87        1740.80 , 1616.00           292.32 , 338.00            2077.79 , 2031.00     170.48
    8.21               7.4          0.85% , 1.06        1479.68 , 1616.00           356.16 , 338.00            1880.63 , 2031.00     154.48
    8.22              9.06          0.85% , 0.96        1479.68 , 1616.00           322.56 , 338.00            1847.03 , 2031.00     151.76
    8.24              7.01          1.03% , 1.00        1793.02 , 1616.00           336.00 , 338.00            2173.47 , 2031.00     179.02
    8.26              7.27          1.00% , 1.17        1740.80 , 1616.00           393.12 , 338.00            2178.59 , 2031.00     179.92
    8.27              3.85          1.01% , 0.91        1758.21 , 1616.00           305.76 , 338.00            2109.23 , 2031.00     174.45
    8.28              7.33          1.01% , 1.12        1758.21 , 1616.00           376.32 , 338.00            2179.79 , 2031.00     180.53
    8.31              9.14          0.88% , 0.80        1531.90 , 1616.00           268.80 , 338.00            1845.27 , 2031.00      153.3
    8.31              0.64          0.99% , 0.82        1723.39 , 1616.00           275.52 , 338.00            2043.99 , 2031.00     169.87
    8.31              7.34          1.02% , 1.07        1775.62 , 1616.00           359.52 , 338.00            2179.99 , 2031.00     181.14
    8.34              9.15          0.87% , 0.85        1514.50 , 1616.00           285.60 , 338.00            1845.07 , 2031.00      153.9
    8.34              3.53          0.87% , 1.19        1514.50 , 1616.00           399.84 , 338.00            1959.31 , 2031.00     163.34
    8.34              5.35          1.02% , 0.95        1775.62 , 1616.00           319.20 , 338.00            2139.67 , 2031.00     178.42
    8.34              7.35          1.03% , 1.02        1793.02 , 1616.00           342.72 , 338.00            2180.19 , 2031.00     181.74
    8.35              5.36          0.86% , 1.13        1497.09 , 1616.00           379.68 , 338.00            1922.15 , 2031.00     160.59
    8.38              7.24          0.85% , 1.07        1479.68 , 1616.00           359.52 , 338.00            1883.99 , 2031.00     157.84
    8.38              9.16          0.86% , 0.90        1497.09 , 1616.00           302.40 , 338.00            1844.87 , 2031.00     154.51
    8.38              2.14          1.00% , 0.86        1740.80 , 1616.00           288.96 , 338.00            2074.43 , 2031.00     173.84
     8.4              9.07          0.84% , 1.01        1462.27 , 1616.00           339.36 , 338.00            1846.83 , 2031.00     155.09
     8.4              7.43          1.00% , 1.18        1740.80 , 1616.00           396.48 , 338.00            2181.95 , 2031.00     183.28
     8.4              6.85          1.03% , 0.99        1793.02 , 1616.00           332.64 , 338.00            2170.11 , 2031.00     182.38
    8.41              9.22          0.85% , 0.95        1479.68 , 1616.00           319.20 , 338.00            1843.67 , 2031.00     155.12
    8.42              7.49          1.01% , 1.13        1758.21 , 1616.00           379.68 , 338.00            2183.15 , 2031.00     183.89
    8.44              3.69          1.01% , 0.90        1758.21 , 1616.00           302.40 , 338.00            2105.87 , 2031.00     177.81
