Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    6.43              6.74          0.86% , 1.02          748.54 , 821.00           342.72 , 342.00            1138.71 , 1221.00      73.18
    6.43              6.83          0.87% , 0.99          757.25 , 821.00           332.64 , 342.00            1137.63 , 1221.00      73.11
    6.43              5.91          0.98% , 1.17          852.99 , 821.00           393.12 , 342.00            1293.11 , 1221.00      83.11
    6.44              5.18          0.87% , 1.05          757.25 , 821.00           352.80 , 342.00            1157.79 , 1221.00      74.55
    6.44              6.88          0.92% , 0.86          800.77 , 821.00           288.96 , 342.00            1136.95 , 1221.00      73.27
    6.46               3.7          0.88% , 1.08          765.95 , 821.00           362.88 , 342.00            1175.87 , 1221.00      75.93
    6.46              3.28          0.97% , 0.86          844.29 , 821.00           288.96 , 342.00            1180.95 , 1221.00      76.33
    6.47              2.13          0.89% , 1.11          774.66 , 821.00           372.96 , 342.00            1194.95 , 1221.00       77.3
    6.47               6.0          1.00% , 1.12          870.40 , 821.00           376.32 , 342.00            1294.31 , 1221.00      83.72
    6.48              0.57          0.90% , 1.14          783.36 , 821.00           383.04 , 342.00            1214.03 , 1221.00      78.68
    6.49              0.99          0.91% , 1.17          792.06 , 821.00           393.12 , 342.00            1233.11 , 1221.00      80.06
    6.49              2.06          1.01% , 0.95          879.10 , 821.00           319.20 , 342.00            1246.19 , 1221.00       80.9
     6.5               6.9          0.90% , 0.91          783.36 , 821.00           305.76 , 342.00            1136.75 , 1221.00      73.88
    6.51              6.02          1.02% , 1.07          887.81 , 821.00           359.52 , 342.00            1294.51 , 1221.00      84.33
    6.55              2.07          0.98% , 0.88          852.99 , 821.00           295.68 , 342.00            1195.67 , 1221.00      78.31
    6.56               7.0          0.88% , 0.96          765.95 , 821.00           322.56 , 342.00            1135.55 , 1221.00      74.49
    6.56              6.12          1.04% , 1.02          905.22 , 821.00           342.72 , 342.00            1295.71 , 1221.00      84.94
    6.57              6.97          0.93% , 0.83          809.47 , 821.00           278.88 , 342.00            1135.87 , 1221.00      74.65
    6.57              6.09          0.99% , 1.15          861.70 , 821.00           386.40 , 342.00            1295.39 , 1221.00       85.1
    6.57              3.27          1.02% , 0.97          887.81 , 821.00           325.92 , 342.00            1260.91 , 1221.00      82.89
    6.61              7.01          0.86% , 1.01          748.54 , 821.00           339.36 , 342.00            1135.35 , 1221.00       75.1
    6.61              6.13          0.95% , 0.81          826.88 , 821.00           272.16 , 342.00            1146.15 , 1221.00      75.72
    6.61              6.19          1.01% , 1.10          879.10 , 821.00           369.60 , 342.00            1296.59 , 1221.00       85.7
    6.63              6.99          0.91% , 0.88          792.06 , 821.00           295.68 , 342.00            1135.67 , 1221.00      75.26
    6.63              0.79          0.99% , 0.90          861.70 , 821.00           302.40 , 342.00            1211.39 , 1221.00       80.3
    6.65              4.56          1.03% , 0.99          896.51 , 821.00           332.64 , 342.00            1276.63 , 1221.00      84.87
    6.66              6.21          1.03% , 1.05          896.51 , 821.00           352.80 , 342.00            1296.79 , 1221.00      86.31
    6.67              6.18          0.98% , 1.18          852.99 , 821.00           396.48 , 342.00            1296.47 , 1221.00      86.47
    6.69              7.09          0.89% , 0.93          774.66 , 821.00           312.48 , 342.00            1134.47 , 1221.00      75.86
    6.69              4.84          0.96% , 0.83          835.58 , 821.00           278.88 , 342.00            1161.87 , 1221.00       77.7
     6.7              6.46          0.86% , 1.03          748.54 , 821.00           346.08 , 342.00            1142.07 , 1221.00      76.54
     6.7              7.06          0.94% , 0.80          818.18 , 821.00           268.80 , 342.00            1134.79 , 1221.00      76.02
    6.71               4.9          0.87% , 1.06          757.25 , 821.00           356.16 , 342.00            1161.15 , 1221.00      77.91
    6.71               0.5          1.00% , 0.92          870.40 , 821.00           309.12 , 342.00            1227.11 , 1221.00      82.28
    6.71              6.28          1.00% , 1.13          870.40 , 821.00           379.68 , 342.00            1297.67 , 1221.00      87.08
    6.72              3.42          0.88% , 1.09          765.95 , 821.00           366.24 , 342.00            1179.23 , 1221.00      79.29
    6.72              5.84          1.04% , 1.01          905.22 , 821.00           339.36 , 342.00            1292.35 , 1221.00      86.86
    6.73              1.86          0.89% , 1.12          774.66 , 821.00           376.32 , 342.00            1198.31 , 1221.00      80.66
    6.74               7.1          0.87% , 0.98          757.25 , 821.00           329.28 , 342.00            1134.27 , 1221.00      76.47
    6.74               0.3          0.90% , 1.15          783.36 , 821.00           386.40 , 342.00            1217.39 , 1221.00      82.04
    6.75              1.27          0.91% , 1.18          792.06 , 821.00           396.48 , 342.00            1236.47 , 1221.00      83.42
    6.76              7.16          0.92% , 0.85          800.77 , 821.00           285.60 , 342.00            1133.59 , 1221.00      76.63
    6.76               6.3          1.02% , 1.08          887.81 , 821.00           362.88 , 342.00            1297.87 , 1221.00      87.69
    6.77              3.56          0.97% , 0.85          844.29 , 821.00           285.60 , 342.00            1177.59 , 1221.00      79.69
    6.78              1.79          1.01% , 0.94          879.10 , 821.00           315.84 , 342.00            1242.83 , 1221.00      84.26
     6.8              6.39          1.04% , 1.03          905.22 , 821.00           346.08 , 342.00            1299.07 , 1221.00       88.3
    6.81              7.18          0.90% , 0.90          783.36 , 821.00           302.40 , 342.00            1133.39 , 1221.00      77.24
    6.81              6.37          0.99% , 1.16          861.70 , 821.00           389.76 , 342.00            1298.75 , 1221.00      88.46
    6.85              2.35          0.98% , 0.87          852.99 , 821.00           292.32 , 342.00            1192.31 , 1221.00      81.67
    6.85              6.47          1.01% , 1.11          879.10 , 821.00           372.96 , 342.00            1299.95 , 1221.00      89.06
    6.86              2.99          1.02% , 0.96          887.81 , 821.00           322.56 , 342.00            1257.55 , 1221.00      86.25
    6.88              7.27          0.88% , 0.95          765.95 , 821.00           319.20 , 342.00            1132.19 , 1221.00      77.85
    6.89              7.25          0.93% , 0.82          809.47 , 821.00           275.52 , 342.00            1132.51 , 1221.00      78.01
     6.9              6.48          1.03% , 1.06          896.51 , 821.00           356.16 , 342.00            1300.15 , 1221.00      89.67
    6.91              6.46          0.98% , 1.19          852.99 , 821.00           399.84 , 342.00            1299.83 , 1221.00      89.83
    6.92              6.41          0.95% , 0.80          826.88 , 821.00           268.80 , 342.00            1142.79 , 1221.00      79.08
    6.92              1.06          0.99% , 0.89          861.70 , 821.00           299.04 , 342.00            1208.03 , 1221.00      83.66
    6.93              7.29          0.86% , 1.00          748.54 , 821.00           336.00 , 342.00            1131.99 , 1221.00      78.46
    6.93              4.28          1.03% , 0.98          896.51 , 821.00           329.28 , 342.00            1273.27 , 1221.00      88.23
    6.94              7.26          0.91% , 0.87          792.06 , 821.00           292.32 , 342.00            1132.31 , 1221.00      78.62
    6.95              6.55          1.00% , 1.14          870.40 , 821.00           383.04 , 342.00            1301.03 , 1221.00      90.44
    6.98              6.19          0.86% , 1.04          748.54 , 821.00           349.44 , 342.00            1145.43 , 1221.00       79.9
    6.98              4.63          0.87% , 1.07          757.25 , 821.00           359.52 , 342.00            1164.51 , 1221.00      81.27
    6.99              3.15          0.88% , 1.10          765.95 , 821.00           369.60 , 342.00            1182.59 , 1221.00      82.65
    6.99              1.58          0.89% , 1.13          774.66 , 821.00           379.68 , 342.00            1201.67 , 1221.00      84.02
     7.0              7.36          0.89% , 0.92          774.66 , 821.00           309.12 , 342.00            1131.11 , 1221.00      79.22
     7.0              0.02          0.90% , 1.16          783.36 , 821.00           389.76 , 342.00            1220.75 , 1221.00       85.4
     7.0              1.54          0.91% , 1.19          792.06 , 821.00           399.84 , 342.00            1239.83 , 1221.00      86.78
     7.0              5.12          0.96% , 0.82          835.58 , 821.00           275.52 , 342.00            1158.51 , 1221.00      81.06
     7.0              0.23          1.00% , 0.91          870.40 , 821.00           305.76 , 342.00            1223.75 , 1221.00      85.64
     7.0              6.57          1.02% , 1.09          887.81 , 821.00           366.24 , 342.00            1301.23 , 1221.00      91.05
     7.0              5.57          1.04% , 1.00          905.22 , 821.00           336.00 , 342.00            1288.99 , 1221.00      90.22
    7.04              6.67          1.04% , 1.04          905.22 , 821.00           349.44 , 342.00            1302.43 , 1221.00      91.66
    7.05              6.64          0.99% , 1.17          861.70 , 821.00           393.12 , 342.00            1302.11 , 1221.00      91.82
    7.06              7.38          0.87% , 0.97          757.25 , 821.00           325.92 , 342.00            1130.91 , 1221.00      79.83
    7.07              3.83          0.97% , 0.84          844.29 , 821.00           282.24 , 342.00            1174.23 , 1221.00      83.05
    7.07              1.51          1.01% , 0.93          879.10 , 821.00           312.48 , 342.00            1239.47 , 1221.00      87.62
    7.08              7.43          0.92% , 0.84          800.77 , 821.00           282.24 , 342.00            1130.23 , 1221.00      79.99
    7.09              6.74          1.01% , 1.12          879.10 , 821.00           376.32 , 342.00            1303.31 , 1221.00      92.42
    7.13              7.45          0.90% , 0.89          783.36 , 821.00           299.04 , 342.00            1130.03 , 1221.00       80.6
    7.14              2.72          1.02% , 0.95          887.81 , 821.00           319.20 , 342.00            1254.19 , 1221.00      89.61
    7.14              6.76          1.03% , 1.07          896.51 , 821.00           359.52 , 342.00            1303.51 , 1221.00      93.03
    7.15              2.62          0.98% , 0.86          852.99 , 821.00           288.96 , 342.00            1188.95 , 1221.00      85.03
    7.18              6.77          1.05% , 1.02          913.92 , 821.00           342.72 , 342.00            1303.71 , 1221.00      93.64
    7.19              7.55          0.88% , 0.94          765.95 , 821.00           315.84 , 342.00            1128.83 , 1221.00      81.21
    7.19              6.83          1.00% , 1.15          870.40 , 821.00           386.40 , 342.00            1304.39 , 1221.00       93.8
    7.21              7.52          0.93% , 0.81          809.47 , 821.00           272.16 , 342.00            1129.15 , 1221.00      81.37
    7.21              4.01          1.03% , 0.97          896.51 , 821.00           325.92 , 342.00            1269.91 , 1221.00      91.59
    7.22              1.34          0.99% , 0.88          861.70 , 821.00           295.68 , 342.00            1204.67 , 1221.00      87.02
    7.24              6.85          1.02% , 1.10          887.81 , 821.00           369.60 , 342.00            1304.59 , 1221.00      94.41
    7.25              7.48          0.85% , 1.02          739.84 , 821.00           342.72 , 342.00            1129.71 , 1221.00      81.88
    7.25              7.56          0.86% , 0.99          748.54 , 821.00           332.64 , 342.00            1128.63 , 1221.00      81.82
    7.25              5.91          0.86% , 1.05          748.54 , 821.00           352.80 , 342.00            1148.79 , 1221.00      83.26
    7.25              4.35          0.87% , 1.08          757.25 , 821.00           362.88 , 342.00            1167.87 , 1221.00      84.63
    7.25              2.87          0.88% , 1.11          765.95 , 821.00           372.96 , 342.00            1185.95 , 1221.00      86.01
    7.25              1.31          0.89% , 1.14          774.66 , 821.00           383.04 , 342.00            1205.03 , 1221.00      87.38
    7.25              0.25          0.90% , 1.17          783.36 , 821.00           393.12 , 342.00            1224.11 , 1221.00      88.76
    7.26              7.54          0.91% , 0.86          792.06 , 821.00           288.96 , 342.00            1128.95 , 1221.00      81.98
    7.28              5.29          1.04% , 0.99          905.22 , 821.00           332.64 , 342.00            1285.63 , 1221.00      93.58
    7.28              6.94          1.04% , 1.05          905.22 , 821.00           352.80 , 342.00            1305.79 , 1221.00      95.02
    7.29              6.92          0.99% , 1.18          861.70 , 821.00           396.48 , 342.00            1305.47 , 1221.00      95.18
    7.29              0.05          1.00% , 0.90          870.40 , 821.00           302.40 , 342.00            1220.39 , 1221.00       89.0
    7.31              5.39          0.96% , 0.81          835.58 , 821.00           272.16 , 342.00            1155.15 , 1221.00      84.42
    7.32              7.64          0.89% , 0.91          774.66 , 821.00           305.76 , 342.00            1127.75 , 1221.00      82.58
    7.33              7.02          1.01% , 1.13          879.10 , 821.00           379.68 , 342.00            1306.67 , 1221.00      95.78
    7.35               6.5          1.05% , 1.01          913.92 , 821.00           339.36 , 342.00            1300.35 , 1221.00      95.56
    7.36              1.24          1.01% , 0.92          879.10 , 821.00           309.12 , 342.00            1236.11 , 1221.00      90.98
    7.38              7.65          0.87% , 0.96          757.25 , 821.00           322.56 , 342.00            1127.55 , 1221.00      83.19
    7.38              4.11          0.97% , 0.83          844.29 , 821.00           278.88 , 342.00            1170.87 , 1221.00      86.41
    7.38              7.03          1.03% , 1.08          896.51 , 821.00           362.88 , 342.00            1306.87 , 1221.00      96.39
     7.4              7.71          0.92% , 0.83          800.77 , 821.00           278.88 , 342.00            1126.87 , 1221.00      83.35
    7.42              7.05          1.05% , 1.03          913.92 , 821.00           346.08 , 342.00            1307.07 , 1221.00       97.0
    7.43               7.1          1.00% , 1.16          870.40 , 821.00           389.76 , 342.00            1307.75 , 1221.00      97.16
    7.43              2.44          1.02% , 0.94          887.81 , 821.00           315.84 , 342.00            1250.83 , 1221.00      92.97
    7.44              7.75          0.85% , 1.01          739.84 , 821.00           339.36 , 342.00            1126.35 , 1221.00       83.8
    7.45              7.73          0.90% , 0.88          783.36 , 821.00           295.68 , 342.00            1126.67 , 1221.00      83.96
    7.46               2.9          0.98% , 0.85          852.99 , 821.00           285.60 , 342.00            1185.59 , 1221.00      88.39
    7.47              7.12          1.02% , 1.11          887.81 , 821.00           372.96 , 342.00            1307.95 , 1221.00      97.77
     7.5              0.53          0.90% , 1.18          783.36 , 821.00           396.48 , 342.00            1227.47 , 1221.00      92.12
     7.5              3.73          1.03% , 0.96          896.51 , 821.00           322.56 , 342.00            1266.55 , 1221.00      94.95
    7.51              4.08          0.87% , 1.09          757.25 , 821.00           366.24 , 342.00            1171.23 , 1221.00      87.99
    7.51              7.82          0.88% , 0.93          765.95 , 821.00           312.48 , 342.00            1125.47 , 1221.00      84.57
    7.51               2.6          0.88% , 1.12          765.95 , 821.00           376.32 , 342.00            1189.31 , 1221.00      89.37
    7.51              1.03          0.89% , 1.15          774.66 , 821.00           386.40 , 342.00            1208.39 , 1221.00      90.74
    7.51              7.22          1.04% , 1.06          905.22 , 821.00           356.16 , 342.00            1309.15 , 1221.00      98.38
    7.52               7.2          0.85% , 1.03          739.84 , 821.00           346.08 , 342.00            1133.07 , 1221.00      85.24
    7.52              5.64          0.86% , 1.06          748.54 , 821.00           356.16 , 342.00            1152.15 , 1221.00      86.62
    7.52              1.61          0.99% , 0.87          861.70 , 821.00           292.32 , 342.00            1201.31 , 1221.00      90.38
    7.53               7.8          0.93% , 0.80          809.47 , 821.00           268.80 , 342.00            1125.79 , 1221.00      84.73
    7.53              7.19          0.99% , 1.19          861.70 , 821.00           399.84 , 342.00            1308.83 , 1221.00      98.54
    7.56              5.02          1.04% , 0.98          905.22 , 821.00           329.28 , 342.00            1282.27 , 1221.00      96.94
    7.57              7.84          0.86% , 0.98          748.54 , 821.00           329.28 , 342.00            1125.27 , 1221.00      85.18
    7.57              7.29          1.01% , 1.14          879.10 , 821.00           383.04 , 342.00            1310.03 , 1221.00      99.14
    7.58              7.81          0.91% , 0.85          792.06 , 821.00           285.60 , 342.00            1125.59 , 1221.00      85.34
    7.59              0.33          1.00% , 0.89          870.40 , 821.00           299.04 , 342.00            1217.03 , 1221.00      92.36
    7.61              7.31          1.03% , 1.09          896.51 , 821.00           366.24 , 342.00            1310.23 , 1221.00      99.75
    7.62              5.67          0.96% , 0.80          835.58 , 821.00           268.80 , 342.00            1151.79 , 1221.00      87.78
    7.63              6.22          1.05% , 1.00          913.92 , 821.00           336.00 , 342.00            1296.99 , 1221.00      98.92
    7.64              7.91          0.89% , 0.90          774.66 , 821.00           302.40 , 342.00            1124.39 , 1221.00      85.94
    7.65              0.96          1.01% , 0.91          879.10 , 821.00           305.76 , 342.00            1232.75 , 1221.00      94.34
    7.66              7.32          1.05% , 1.04          913.92 , 821.00           349.44 , 342.00            1310.43 , 1221.00     100.36
    7.67              7.38          1.00% , 1.17          870.40 , 821.00           393.12 , 342.00            1311.11 , 1221.00     100.52
    7.69              4.38          0.97% , 0.82          844.29 , 821.00           275.52 , 342.00            1167.51 , 1221.00      89.77
     7.7              7.93          0.87% , 0.95          757.25 , 821.00           319.20 , 342.00            1124.19 , 1221.00      86.55
    7.71               7.4          1.02% , 1.12          887.81 , 821.00           376.32 , 342.00            1311.31 , 1221.00     101.13
    7.72              7.98          0.92% , 0.82          800.77 , 821.00           275.52 , 342.00            1123.51 , 1221.00      86.71
    7.72              2.17          1.02% , 0.93          887.81 , 821.00           312.48 , 342.00            1247.47 , 1221.00      96.33
    7.75              7.49          1.04% , 1.07          905.22 , 821.00           359.52 , 342.00            1312.51 , 1221.00     101.74
    7.76              8.03          0.85% , 1.00          739.84 , 821.00           336.00 , 342.00            1122.99 , 1221.00      87.16
    7.76              0.81          0.90% , 1.19          783.36 , 821.00           399.84 , 342.00            1230.83 , 1221.00      95.48
    7.76              3.18          0.98% , 0.84          852.99 , 821.00           282.24 , 342.00            1182.23 , 1221.00      91.75
    7.77              2.32          0.88% , 1.13          765.95 , 821.00           379.68 , 342.00            1192.67 , 1221.00      92.73
    7.77              0.76          0.89% , 1.16          774.66 , 821.00           389.76 , 342.00            1211.75 , 1221.00       94.1
    7.77               8.0          0.90% , 0.87          783.36 , 821.00           292.32 , 342.00            1123.31 , 1221.00      87.32
    7.78               3.8          0.87% , 1.10          757.25 , 821.00           369.60 , 342.00            1174.59 , 1221.00      91.35
    7.78              3.46          1.03% , 0.95          896.51 , 821.00           319.20 , 342.00            1263.19 , 1221.00      98.31
    7.79              5.36          0.86% , 1.07          748.54 , 821.00           359.52 , 342.00            1155.51 , 1221.00      89.98
     7.8              6.93          0.85% , 1.04          739.84 , 821.00           349.44 , 342.00            1136.43 , 1221.00       88.6
     7.8              7.57          1.01% , 1.15          879.10 , 821.00           386.40 , 342.00            1313.39 , 1221.00      102.5
     7.8              7.51          1.06% , 1.02          922.62 , 821.00           342.72 , 342.00            1312.71 , 1221.00     102.34
    7.82              1.89          0.99% , 0.86          861.70 , 821.00           288.96 , 342.00            1197.95 , 1221.00      93.74
    7.84               8.1          0.88% , 0.92          765.95 , 821.00           309.12 , 342.00            1122.11 , 1221.00      87.93
    7.84              4.74          1.04% , 0.97          905.22 , 821.00           325.92 , 342.00            1278.91 , 1221.00      100.3
    7.85              7.58          1.03% , 1.10          896.51 , 821.00           369.60 , 342.00            1313.59 , 1221.00     103.11
    7.89              8.12          0.86% , 0.97          748.54 , 821.00           325.92 , 342.00            1121.91 , 1221.00      88.54
    7.89               0.6          1.00% , 0.88          870.40 , 821.00           295.68 , 342.00            1213.67 , 1221.00      95.72
    7.89               7.6          1.05% , 1.05          913.92 , 821.00           352.80 , 342.00            1313.79 , 1221.00     103.72
     7.9              8.09          0.91% , 0.84          792.06 , 821.00           282.24 , 342.00            1122.23 , 1221.00       88.7
     7.9              7.66          1.00% , 1.18          870.40 , 821.00           396.48 , 342.00            1314.47 , 1221.00     103.88
    7.91              5.95          1.05% , 0.99          913.92 , 821.00           332.64 , 342.00            1293.63 , 1221.00     102.28
    7.95              0.69          1.01% , 0.90          879.10 , 821.00           302.40 , 342.00            1229.39 , 1221.00       97.7
    7.95              7.67          1.02% , 1.13          887.81 , 821.00           379.68 , 342.00            1314.67 , 1221.00     104.49
    7.96              7.24          1.06% , 1.01          922.62 , 821.00           339.36 , 342.00            1309.35 , 1221.00     104.26
    7.97              8.19          0.89% , 0.89          774.66 , 821.00           299.04 , 342.00            1121.03 , 1221.00       89.3
    7.99              7.77          1.04% , 1.08          905.22 , 821.00           362.88 , 342.00            1315.87 , 1221.00      105.1
     8.0              4.66          0.97% , 0.81          844.29 , 821.00           272.16 , 342.00            1164.15 , 1221.00      93.13
    8.01              1.89          1.02% , 0.92          887.81 , 821.00           309.12 , 342.00            1244.11 , 1221.00      99.69
    8.02               8.2          0.87% , 0.94          757.25 , 821.00           315.84 , 342.00            1120.83 , 1221.00      89.91
    8.02              0.48          0.89% , 1.17          774.66 , 821.00           393.12 , 342.00            1215.11 , 1221.00      97.46
    8.03              2.04          0.88% , 1.14          765.95 , 821.00           383.04 , 342.00            1196.03 , 1221.00      96.09
    8.03              7.79          1.06% , 1.03          922.62 , 821.00           346.08 , 342.00            1316.07 , 1221.00      105.7
    8.04              3.53          0.87% , 1.11          757.25 , 821.00           372.96 , 342.00            1177.95 , 1221.00      94.71
    8.04              8.26          0.92% , 0.81          800.77 , 821.00           272.16 , 342.00            1120.15 , 1221.00      90.07
    8.04              7.84          1.01% , 1.16          879.10 , 821.00           389.76 , 342.00            1316.75 , 1221.00     105.86
    8.05              5.09          0.86% , 1.08          748.54 , 821.00           362.88 , 342.00            1158.87 , 1221.00      93.34
    8.07              6.65          0.85% , 1.05          739.84 , 821.00           352.80 , 342.00            1139.79 , 1221.00      91.96
    8.07              3.45          0.98% , 0.83          852.99 , 821.00           278.88 , 342.00            1178.87 , 1221.00      95.11
    8.07              3.18          1.03% , 0.94          896.51 , 821.00           315.84 , 342.00            1259.83 , 1221.00     101.67
    8.08              8.13          0.84% , 1.02          731.14 , 821.00           342.72 , 342.00            1121.71 , 1221.00      90.58
    8.08               8.3          0.85% , 0.99          739.84 , 821.00           332.64 , 342.00            1119.63 , 1221.00      90.52
    8.08              7.86          1.03% , 1.11          896.51 , 821.00           372.96 , 342.00            1316.95 , 1221.00     106.47
     8.1              8.28          0.90% , 0.86          783.36 , 821.00           288.96 , 342.00            1119.95 , 1221.00      90.68
    8.13              2.16          0.99% , 0.85          861.70 , 821.00           285.60 , 342.00            1194.59 , 1221.00       97.1
    8.13              4.47          1.04% , 0.96          905.22 , 821.00           322.56 , 342.00            1275.55 , 1221.00     103.66
    8.13              7.87          1.05% , 1.06          913.92 , 821.00           356.16 , 342.00            1317.15 , 1221.00     107.08
    8.14              7.93          1.00% , 1.19          870.40 , 821.00           399.84 , 342.00            1317.83 , 1221.00     107.24
    8.16              8.37          0.88% , 0.91          765.95 , 821.00           305.76 , 342.00            1118.75 , 1221.00      91.29
    8.18              7.95          1.02% , 1.14          887.81 , 821.00           383.04 , 342.00            1318.03 , 1221.00     107.85
    8.19              0.88          1.00% , 0.87          870.40 , 821.00           292.32 , 342.00            1210.31 , 1221.00      99.08
    8.19              5.67          1.05% , 0.98          913.92 , 821.00           329.28 , 342.00            1290.27 , 1221.00     105.64
    8.22              8.39          0.86% , 0.96          748.54 , 821.00           322.56 , 342.00            1118.55 , 1221.00       91.9
    8.22              8.05          1.04% , 1.09          905.22 , 821.00           366.24 , 342.00            1319.23 , 1221.00     108.46
    8.23              8.36          0.91% , 0.83          792.06 , 821.00           278.88 , 342.00            1118.87 , 1221.00      92.06
    8.24              0.41          1.01% , 0.89          879.10 , 821.00           299.04 , 342.00            1226.03 , 1221.00     101.06
    8.24              6.96          1.06% , 1.00          922.62 , 821.00           336.00 , 342.00            1305.99 , 1221.00     107.62
    8.27              8.41          0.84% , 1.01          731.14 , 821.00           339.36 , 342.00            1118.35 , 1221.00       92.5
    8.27              0.21          0.89% , 1.18          774.66 , 821.00           396.48 , 342.00            1218.47 , 1221.00     100.82
    8.27              8.12          1.01% , 1.17          879.10 , 821.00           393.12 , 342.00            1320.11 , 1221.00     109.22
    8.27              8.06          1.06% , 1.04          922.62 , 821.00           349.44 , 342.00            1319.43 , 1221.00     109.06
    8.29              1.77          0.88% , 1.15          765.95 , 821.00           386.40 , 342.00            1199.39 , 1221.00      99.45
    8.29              8.46          0.89% , 0.88          774.66 , 821.00           295.68 , 342.00            1117.67 , 1221.00      92.66
     8.3              3.25          0.87% , 1.12          757.25 , 821.00           376.32 , 342.00            1181.31 , 1221.00      98.07
    8.31              4.93          0.97% , 0.80          844.29 , 821.00           268.80 , 342.00            1160.79 , 1221.00      96.49
    8.31              1.62          1.02% , 0.91          887.81 , 821.00           305.76 , 342.00            1240.75 , 1221.00     103.05
    8.32              4.81          0.86% , 1.09          748.54 , 821.00           366.24 , 342.00            1162.23 , 1221.00       96.7
    8.32              8.13          1.03% , 1.12          896.51 , 821.00           376.32 , 342.00            1320.31 , 1221.00     109.83
    8.34              6.38          0.85% , 1.06          739.84 , 821.00           356.16 , 342.00            1143.15 , 1221.00      95.32
    8.35              7.86          0.84% , 1.03          731.14 , 821.00           346.08 , 342.00            1125.07 , 1221.00      93.94
    8.35              8.48          0.87% , 0.93          757.25 , 821.00           312.48 , 342.00            1117.47 , 1221.00      93.27
    8.36              2.91          1.03% , 0.93          896.51 , 821.00           312.48 , 342.00            1256.47 , 1221.00     105.03
    8.36              8.15          1.05% , 1.07          913.92 , 821.00           359.52 , 342.00            1320.51 , 1221.00     110.44
    8.37              8.53          0.92% , 0.80          800.77 , 821.00           268.80 , 342.00            1116.79 , 1221.00      93.43
    8.38              3.73          0.98% , 0.82          852.99 , 821.00           275.52 , 342.00            1175.51 , 1221.00      98.47
     8.4              8.25          1.07% , 1.02          931.33 , 821.00           342.72 , 342.00            1321.71 , 1221.00     111.05
    8.41              8.58          0.85% , 0.98          739.84 , 821.00           329.28 , 342.00            1116.27 , 1221.00      93.88
    8.41              4.19          1.04% , 0.95          905.22 , 821.00           319.20 , 342.00            1272.19 , 1221.00     107.02
    8.42              8.55          0.90% , 0.85          783.36 , 821.00           285.60 , 342.00            1116.59 , 1221.00      94.04
    8.42              8.22          1.02% , 1.15          887.81 , 821.00           386.40 , 342.00            1321.39 , 1221.00     111.21
    8.43              2.44          0.99% , 0.84          861.70 , 821.00           282.24 , 342.00            1191.23 , 1221.00     100.46
    8.45              8.32          1.04% , 1.10          905.22 , 821.00           369.60 , 342.00            1322.59 , 1221.00     111.82
    8.47               5.4          1.05% , 0.97          913.92 , 821.00           325.92 , 342.00            1286.91 , 1221.00      109.0
    8.49              8.65          0.88% , 0.90          765.95 , 821.00           302.40 , 342.00            1115.39 , 1221.00      94.65
    8.49              1.15          1.00% , 0.86          870.40 , 821.00           288.96 , 342.00            1206.95 , 1221.00     102.44
     8.5              8.34          1.06% , 1.05          922.62 , 821.00           352.80 , 342.00            1322.79 , 1221.00     112.42
    8.51              8.39          1.01% , 1.18          879.10 , 821.00           396.48 , 342.00            1323.47 , 1221.00     112.58
    8.52              6.69          1.06% , 0.99          922.62 , 821.00           332.64 , 342.00            1302.63 , 1221.00     110.98
    8.53              0.07          0.89% , 1.19          774.66 , 821.00           399.84 , 342.00            1221.83 , 1221.00     104.18
    8.54              8.67          0.86% , 0.95          748.54 , 821.00           319.20 , 342.00            1115.19 , 1221.00      95.26
    8.54              0.14          1.01% , 0.88          879.10 , 821.00           295.68 , 342.00            1222.67 , 1221.00     104.42
    8.55              1.49          0.88% , 1.16          765.95 , 821.00           389.76 , 342.00            1202.75 , 1221.00     102.81
    8.55              8.64          0.91% , 0.82          792.06 , 821.00           275.52 , 342.00            1115.51 , 1221.00      95.42
    8.55              8.41          1.03% , 1.13          896.51 , 821.00           379.68 , 342.00            1323.67 , 1221.00     113.19
    8.56              2.98          0.87% , 1.13          757.25 , 821.00           379.68 , 342.00            1184.67 , 1221.00     101.43
    8.57              7.97          1.07% , 1.01          931.33 , 821.00           339.36 , 342.00            1318.35 , 1221.00     112.97
    8.58              4.54          0.86% , 1.10          748.54 , 821.00           369.60 , 342.00            1165.59 , 1221.00     100.06
     8.6              8.68          0.84% , 1.00          731.14 , 821.00           336.00 , 342.00            1114.99 , 1221.00      95.86
     8.6              1.34          1.02% , 0.90          887.81 , 821.00           302.40 , 342.00            1237.39 , 1221.00     106.41
     8.6              8.43          1.05% , 1.08          913.92 , 821.00           362.88 , 342.00            1323.87 , 1221.00      113.8
    8.61               6.1          0.85% , 1.07          739.84 , 821.00           359.52 , 342.00            1146.51 , 1221.00      98.68
    8.62              7.58          0.84% , 1.04          731.14 , 821.00           349.44 , 342.00            1128.43 , 1221.00       97.3
    8.62              8.74          0.89% , 0.87          774.66 , 821.00           292.32 , 342.00            1114.31 , 1221.00      96.02
