Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   32.01              4.69          0.89% , 1.01         1549.31 , 998.00           169.68 , 183.00            1764.15 , 1851.00     564.63
   32.02              2.59          0.90% , 1.14         1566.72 , 998.00           191.52 , 183.00            1802.99 , 1851.00     577.24
   32.05              7.58          0.87% , 0.90         1514.50 , 998.00           151.20 , 183.00            1710.67 , 1851.00      548.3
   32.06              3.32          0.90% , 1.06         1566.72 , 998.00           178.08 , 183.00            1789.55 , 1851.00     573.64
   32.08               2.5          0.90% , 1.15         1566.72 , 998.00           193.20 , 183.00            1804.67 , 1851.00     578.92
    32.1              6.21          0.88% , 0.95         1531.90 , 998.00           159.60 , 183.00            1736.07 , 1851.00      557.3
   32.13              9.04          0.86% , 0.84         1497.09 , 998.00           141.12 , 183.00            1683.59 , 1851.00     540.97
   32.13              4.78          0.89% , 1.00         1549.31 , 998.00           168.00 , 183.00            1762.47 , 1851.00     566.31
   32.14              2.41          0.90% , 1.16         1566.72 , 998.00           194.88 , 183.00            1806.35 , 1851.00      580.6
   32.18              7.67          0.87% , 0.89         1514.50 , 998.00           149.52 , 183.00            1708.99 , 1851.00     549.98
   32.18              3.41          0.90% , 1.05         1566.72 , 998.00           176.40 , 183.00            1787.87 , 1851.00     575.32
   32.21              2.32          0.90% , 1.17         1566.72 , 998.00           196.56 , 183.00            1808.03 , 1851.00     582.28
   32.23               6.3          0.88% , 0.94         1531.90 , 998.00           157.92 , 183.00            1734.39 , 1851.00     558.98
   32.26              9.14          0.86% , 0.83         1497.09 , 998.00           139.44 , 183.00            1681.91 , 1851.00     542.65
   32.26              4.87          0.89% , 0.99         1549.31 , 998.00           166.32 , 183.00            1760.79 , 1851.00     567.99
   32.27              2.23          0.90% , 1.18         1566.72 , 998.00           198.24 , 183.00            1809.71 , 1851.00     583.96
    32.3               3.5          0.90% , 1.04         1566.72 , 998.00           174.72 , 183.00            1786.19 , 1851.00      577.0
   32.31              7.76          0.87% , 0.88         1514.50 , 998.00           147.84 , 183.00            1707.31 , 1851.00     551.66
   32.33              2.14          0.90% , 1.19         1566.72 , 998.00           199.92 , 183.00            1811.39 , 1851.00     585.64
   32.34              2.08          0.91% , 1.09         1584.13 , 998.00           183.12 , 183.00            1812.59 , 1851.00     586.25
   32.36              6.39          0.88% , 0.93         1531.90 , 998.00           156.24 , 183.00            1732.71 , 1851.00     560.66
   32.38              4.96          0.89% , 0.98         1549.31 , 998.00           164.64 , 183.00            1759.11 , 1851.00     569.67
    32.4              9.23          0.86% , 0.82         1497.09 , 998.00           137.76 , 183.00            1680.23 , 1851.00     544.33
   32.41              1.98          0.91% , 1.10         1584.13 , 998.00           184.80 , 183.00            1814.27 , 1851.00     587.93
   32.43              3.59          0.90% , 1.03         1566.72 , 998.00           173.04 , 183.00            1784.51 , 1851.00     578.68
   32.44              7.85          0.87% , 0.87         1514.50 , 998.00           146.16 , 183.00            1705.63 , 1851.00     553.34
   32.45              2.17          0.91% , 1.08         1584.13 , 998.00           181.44 , 183.00            1810.91 , 1851.00     587.69
   32.47              1.89          0.91% , 1.11         1584.13 , 998.00           186.48 , 183.00            1815.95 , 1851.00     589.61
   32.49              6.48          0.88% , 0.92         1531.90 , 998.00           154.56 , 183.00            1731.03 , 1851.00     562.34
   32.51              5.06          0.89% , 0.97         1549.31 , 998.00           162.96 , 183.00            1757.43 , 1851.00     571.35
   32.53              9.32          0.86% , 0.81         1497.09 , 998.00           136.08 , 183.00            1678.55 , 1851.00     546.01
   32.53               1.8          0.91% , 1.12         1584.13 , 998.00           188.16 , 183.00            1817.63 , 1851.00     591.29
   32.55              3.68          0.90% , 1.02         1566.72 , 998.00           171.36 , 183.00            1782.83 , 1851.00     580.36
   32.57              7.94          0.87% , 0.86         1514.50 , 998.00           144.48 , 183.00            1703.95 , 1851.00     555.02
   32.58              2.26          0.91% , 1.07         1584.13 , 998.00           179.76 , 183.00            1809.23 , 1851.00     589.37
   32.59              1.71          0.91% , 1.13         1584.13 , 998.00           189.84 , 183.00            1819.31 , 1851.00     592.97
   32.61              6.57          0.88% , 0.91         1531.90 , 998.00           152.88 , 183.00            1729.35 , 1851.00     564.02
   32.64              5.15          0.89% , 0.96         1549.31 , 998.00           161.28 , 183.00            1755.75 , 1851.00     573.03
   32.66              9.41          0.86% , 0.80         1497.09 , 998.00           134.40 , 183.00            1676.87 , 1851.00     547.69
   32.66              1.62          0.91% , 1.14         1584.13 , 998.00           191.52 , 183.00            1820.99 , 1851.00     594.65
   32.68              3.77          0.90% , 1.01         1566.72 , 998.00           169.68 , 183.00            1781.15 , 1851.00     582.04
    32.7              8.04          0.87% , 0.85         1514.50 , 998.00           142.80 , 183.00            1702.27 , 1851.00      556.7
    32.7              2.35          0.91% , 1.06         1584.13 , 998.00           178.08 , 183.00            1807.55 , 1851.00     591.05
   32.72              1.53          0.91% , 1.15         1584.13 , 998.00           193.20 , 183.00            1822.67 , 1851.00     596.33
   32.74              6.66          0.88% , 0.90         1531.90 , 998.00           151.20 , 183.00            1727.67 , 1851.00      565.7
   32.76              5.24          0.89% , 0.95         1549.31 , 998.00           159.60 , 183.00            1754.07 , 1851.00     574.71
   32.78              1.44          0.91% , 1.16         1584.13 , 998.00           194.88 , 183.00            1824.35 , 1851.00     598.01
    32.8              3.86          0.90% , 1.00         1566.72 , 998.00           168.00 , 183.00            1779.47 , 1851.00     583.72
   32.82              2.44          0.91% , 1.05         1584.13 , 998.00           176.40 , 183.00            1805.87 , 1851.00     592.73
   32.83              8.13          0.87% , 0.84         1514.50 , 998.00           141.12 , 183.00            1700.59 , 1851.00     558.38
   32.84              1.35          0.91% , 1.17         1584.13 , 998.00           196.56 , 183.00            1826.03 , 1851.00     599.69
   32.87              6.75          0.88% , 0.89         1531.90 , 998.00           149.52 , 183.00            1725.99 , 1851.00     567.38
   32.89              5.33          0.89% , 0.94         1549.31 , 998.00           157.92 , 183.00            1752.39 , 1851.00     576.39
    32.9              1.26          0.91% , 1.18         1584.13 , 998.00           198.24 , 183.00            1827.71 , 1851.00     601.37
   32.93              3.96          0.90% , 0.99         1566.72 , 998.00           166.32 , 183.00            1777.79 , 1851.00      585.4
   32.95              2.53          0.91% , 1.04         1584.13 , 998.00           174.72 , 183.00            1804.19 , 1851.00     594.41
   32.96              1.17          0.91% , 1.19         1584.13 , 998.00           199.92 , 183.00            1829.39 , 1851.00     603.05
   32.97              8.22          0.87% , 0.83         1514.50 , 998.00           139.44 , 183.00            1698.91 , 1851.00     560.06
   32.99              1.16          0.92% , 1.09         1601.54 , 998.00           183.12 , 183.00            1829.59 , 1851.00     603.66
    33.0              6.84          0.88% , 0.88         1531.90 , 998.00           147.84 , 183.00            1724.31 , 1851.00     569.06
   33.02              5.42          0.89% , 0.93         1549.31 , 998.00           156.24 , 183.00            1750.71 , 1851.00     578.07
   33.05              4.05          0.90% , 0.98         1566.72 , 998.00           164.64 , 183.00            1776.11 , 1851.00     587.08
   33.06              1.07          0.92% , 1.10         1601.54 , 998.00           184.80 , 183.00            1831.27 , 1851.00     605.34
   33.07              2.62          0.91% , 1.03         1584.13 , 998.00           173.04 , 183.00            1802.51 , 1851.00     596.09
    33.1              8.31          0.87% , 0.82         1514.50 , 998.00           137.76 , 183.00            1697.23 , 1851.00     561.74
    33.1              1.25          0.92% , 1.08         1601.54 , 998.00           181.44 , 183.00            1827.91 , 1851.00      605.1
   33.12              0.98          0.92% , 1.11         1601.54 , 998.00           186.48 , 183.00            1832.95 , 1851.00     607.02
   33.13              6.94          0.88% , 0.87         1531.90 , 998.00           146.16 , 183.00            1722.63 , 1851.00     570.74
   33.15              5.51          0.89% , 0.92         1549.31 , 998.00           154.56 , 183.00            1749.03 , 1851.00     579.75
   33.18              4.14          0.90% , 0.97         1566.72 , 998.00           162.96 , 183.00            1774.43 , 1851.00     588.76
   33.18              0.88          0.92% , 1.12         1601.54 , 998.00           188.16 , 183.00            1834.63 , 1851.00      608.7
   33.19              2.71          0.91% , 1.02         1584.13 , 998.00           171.36 , 183.00            1800.83 , 1851.00     597.77
   33.23               8.4          0.87% , 0.81         1514.50 , 998.00           136.08 , 183.00            1695.55 , 1851.00     563.42
   33.23              1.34          0.92% , 1.07         1601.54 , 998.00           179.76 , 183.00            1826.23 , 1851.00     606.78
   33.24              0.79          0.92% , 1.13         1601.54 , 998.00           189.84 , 183.00            1836.31 , 1851.00     610.38
   33.26              7.03          0.88% , 0.86         1531.90 , 998.00           144.48 , 183.00            1720.95 , 1851.00     572.42
   33.28               5.6          0.89% , 0.91         1549.31 , 998.00           152.88 , 183.00            1747.35 , 1851.00     581.43
    33.3               0.7          0.92% , 1.14         1601.54 , 998.00           191.52 , 183.00            1837.99 , 1851.00     612.06
   33.31              4.23          0.90% , 0.96         1566.72 , 998.00           161.28 , 183.00            1772.75 , 1851.00     590.44
   33.32               2.8          0.91% , 1.01         1584.13 , 998.00           169.68 , 183.00            1799.15 , 1851.00     599.45
   33.35              1.43          0.92% , 1.06         1601.54 , 998.00           178.08 , 183.00            1824.55 , 1851.00     608.46
   33.36              8.49          0.87% , 0.80         1514.50 , 998.00           134.40 , 183.00            1693.87 , 1851.00      565.1
   33.36              0.61          0.92% , 1.15         1601.54 , 998.00           193.20 , 183.00            1839.67 , 1851.00     613.74
   33.39              7.12          0.88% , 0.85         1531.90 , 998.00           142.80 , 183.00            1719.27 , 1851.00      574.1
    33.4              5.69          0.89% , 0.90         1549.31 , 998.00           151.20 , 183.00            1745.67 , 1851.00     583.11
   33.42              0.52          0.92% , 1.16         1601.54 , 998.00           194.88 , 183.00            1841.35 , 1851.00     615.42
   33.43              4.32          0.90% , 0.95         1566.72 , 998.00           159.60 , 183.00            1771.07 , 1851.00     592.12
   33.44              2.89          0.91% , 1.00         1584.13 , 998.00           168.00 , 183.00            1797.47 , 1851.00     601.13
   33.47              1.52          0.92% , 1.05         1601.54 , 998.00           176.40 , 183.00            1822.87 , 1851.00     610.14
   33.48              0.43          0.92% , 1.17         1601.54 , 998.00           196.56 , 183.00            1843.03 , 1851.00      617.1
   33.52              7.21          0.88% , 0.84         1531.90 , 998.00           141.12 , 183.00            1717.59 , 1851.00     575.78
   33.53              5.78          0.89% , 0.89         1549.31 , 998.00           149.52 , 183.00            1743.99 , 1851.00     584.79
   33.54              0.34          0.92% , 1.18         1601.54 , 998.00           198.24 , 183.00            1844.71 , 1851.00     618.78
   33.56              4.41          0.90% , 0.94         1566.72 , 998.00           157.92 , 183.00            1769.39 , 1851.00      593.8
   33.57              2.98          0.91% , 0.99         1584.13 , 998.00           166.32 , 183.00            1795.79 , 1851.00     602.81
   33.59              1.61          0.92% , 1.04         1601.54 , 998.00           174.72 , 183.00            1821.19 , 1851.00     611.82
    33.6              0.25          0.92% , 1.19         1601.54 , 998.00           199.92 , 183.00            1846.39 , 1851.00     620.46
   33.63              0.24          0.93% , 1.09         1618.94 , 998.00           183.12 , 183.00            1846.59 , 1851.00     621.06
   33.65               7.3          0.88% , 0.83         1531.90 , 998.00           139.44 , 183.00            1715.91 , 1851.00     577.46
   33.66              5.87          0.89% , 0.88         1549.31 , 998.00           147.84 , 183.00            1742.31 , 1851.00     586.47
   33.69               4.5          0.90% , 0.93         1566.72 , 998.00           156.24 , 183.00            1767.71 , 1851.00     595.48
   33.69              3.07          0.91% , 0.98         1584.13 , 998.00           164.64 , 183.00            1794.11 , 1851.00     604.49
   33.69              0.15          0.93% , 1.10         1618.94 , 998.00           184.80 , 183.00            1848.27 , 1851.00     622.74
   33.72               1.7          0.92% , 1.03         1601.54 , 998.00           173.04 , 183.00            1819.51 , 1851.00      613.5
   33.74              0.33          0.93% , 1.08         1618.94 , 998.00           181.44 , 183.00            1844.91 , 1851.00      622.5
   33.75              0.06          0.93% , 1.11         1618.94 , 998.00           186.48 , 183.00            1849.95 , 1851.00     624.42
   33.78              7.39          0.88% , 0.82         1531.90 , 998.00           137.76 , 183.00            1714.23 , 1851.00     579.14
   33.79              5.96          0.89% , 0.87         1549.31 , 998.00           146.16 , 183.00            1740.63 , 1851.00     588.15
   33.81              4.59          0.90% , 0.92         1566.72 , 998.00           154.56 , 183.00            1766.03 , 1851.00     597.16
   33.81              0.03          0.93% , 1.12         1618.94 , 998.00           188.16 , 183.00            1851.63 , 1851.00      626.1
   33.82              3.16          0.91% , 0.97         1584.13 , 998.00           162.96 , 183.00            1792.43 , 1851.00     606.17
   33.84              1.79          0.92% , 1.02         1601.54 , 998.00           171.36 , 183.00            1817.83 , 1851.00     615.18
   33.86              0.42          0.93% , 1.07         1618.94 , 998.00           179.76 , 183.00            1843.23 , 1851.00     624.18
   33.87              0.12          0.93% , 1.13         1618.94 , 998.00           189.84 , 183.00            1853.31 , 1851.00     627.78
   33.92              7.48          0.88% , 0.81         1531.90 , 998.00           136.08 , 183.00            1712.55 , 1851.00     580.82
   33.92              6.05          0.89% , 0.86         1549.31 , 998.00           144.48 , 183.00            1738.95 , 1851.00     589.83
   33.93              0.22          0.93% , 1.14         1618.94 , 998.00           191.52 , 183.00            1854.99 , 1851.00     629.46
   33.94              4.68          0.90% , 0.91         1566.72 , 998.00           152.88 , 183.00            1764.35 , 1851.00     598.84
   33.94              3.26          0.91% , 0.96         1584.13 , 998.00           161.28 , 183.00            1790.75 , 1851.00     607.85
   33.97              1.88          0.92% , 1.01         1601.54 , 998.00           169.68 , 183.00            1816.15 , 1851.00     616.86
   33.99              0.51          0.93% , 1.06         1618.94 , 998.00           178.08 , 183.00            1841.55 , 1851.00     625.86
   33.99              0.31          0.93% , 1.15         1618.94 , 998.00           193.20 , 183.00            1856.67 , 1851.00     631.14
   34.05              7.57          0.88% , 0.80         1531.90 , 998.00           134.40 , 183.00            1710.87 , 1851.00      582.5
   34.05              6.14          0.89% , 0.85         1549.31 , 998.00           142.80 , 183.00            1737.27 , 1851.00     591.51
   34.05               0.4          0.93% , 1.16         1618.94 , 998.00           194.88 , 183.00            1858.35 , 1851.00     632.82
   34.07              4.77          0.90% , 0.90         1566.72 , 998.00           151.20 , 183.00            1762.67 , 1851.00     600.52
   34.07              3.35          0.91% , 0.95         1584.13 , 998.00           159.60 , 183.00            1789.07 , 1851.00     609.53
   34.09              1.97          0.92% , 1.00         1601.54 , 998.00           168.00 , 183.00            1814.47 , 1851.00     618.54
   34.11               0.6          0.93% , 1.05         1618.94 , 998.00           176.40 , 183.00            1839.87 , 1851.00     627.54
   34.11              0.49          0.93% , 1.17         1618.94 , 998.00           196.56 , 183.00            1860.03 , 1851.00      634.5
   34.17              0.58          0.93% , 1.18         1618.94 , 998.00           198.24 , 183.00            1861.71 , 1851.00     636.18
   34.18              6.24          0.89% , 0.84         1549.31 , 998.00           141.12 , 183.00            1735.59 , 1851.00     593.19
    34.2              4.86          0.90% , 0.89         1566.72 , 998.00           149.52 , 183.00            1760.99 , 1851.00      602.2
    34.2              3.44          0.91% , 0.94         1584.13 , 998.00           157.92 , 183.00            1787.39 , 1851.00     611.21
   34.21              2.06          0.92% , 0.99         1601.54 , 998.00           166.32 , 183.00            1812.79 , 1851.00     620.22
   34.23              0.69          0.93% , 1.04         1618.94 , 998.00           174.72 , 183.00            1838.19 , 1851.00     629.22
   34.23              0.67          0.93% , 1.19         1618.94 , 998.00           199.92 , 183.00            1863.39 , 1851.00     637.86
   34.24              0.73          0.94% , 1.09         1636.35 , 998.00           183.12 , 183.00            1864.59 , 1851.00     638.47
    34.3              0.82          0.94% , 1.10         1636.35 , 998.00           184.80 , 183.00            1866.27 , 1851.00     640.15
   34.31              6.33          0.89% , 0.83         1549.31 , 998.00           139.44 , 183.00            1733.91 , 1851.00     594.87
   34.32              4.95          0.90% , 0.88         1566.72 , 998.00           147.84 , 183.00            1759.31 , 1851.00     603.88
   34.32              3.53          0.91% , 0.93         1584.13 , 998.00           156.24 , 183.00            1785.71 , 1851.00     612.89
   34.34              2.16          0.92% , 0.98         1601.54 , 998.00           164.64 , 183.00            1811.11 , 1851.00      621.9
   34.35              0.78          0.93% , 1.03         1618.94 , 998.00           173.04 , 183.00            1836.51 , 1851.00      630.9
   34.35              0.64          0.94% , 1.08         1636.35 , 998.00           181.44 , 183.00            1862.91 , 1851.00     639.91
   34.36              0.92          0.94% , 1.11         1636.35 , 998.00           186.48 , 183.00            1867.95 , 1851.00     641.83
   34.42              1.01          0.94% , 1.12         1636.35 , 998.00           188.16 , 183.00            1869.63 , 1851.00     643.51
   34.44              6.42          0.89% , 0.82         1549.31 , 998.00           137.76 , 183.00            1732.23 , 1851.00     596.55
   34.45              5.04          0.90% , 0.87         1566.72 , 998.00           146.16 , 183.00            1757.63 , 1851.00     605.56
   34.45              3.62          0.91% , 0.92         1584.13 , 998.00           154.56 , 183.00            1784.03 , 1851.00     614.57
   34.46              2.25          0.92% , 0.97         1601.54 , 998.00           162.96 , 183.00            1809.43 , 1851.00     623.58
   34.47              0.55          0.94% , 1.07         1636.35 , 998.00           179.76 , 183.00            1861.23 , 1851.00     641.59
   34.48              0.87          0.93% , 1.02         1618.94 , 998.00           171.36 , 183.00            1834.83 , 1851.00     632.58
   34.48               1.1          0.94% , 1.13         1636.35 , 998.00           189.84 , 183.00            1871.31 , 1851.00     645.19
   34.54              1.19          0.94% , 1.14         1636.35 , 998.00           191.52 , 183.00            1872.99 , 1851.00     646.87
   34.57              6.51          0.89% , 0.81         1549.31 , 998.00           136.08 , 183.00            1730.55 , 1851.00     598.23
   34.58              5.14          0.90% , 0.86         1566.72 , 998.00           144.48 , 183.00            1755.95 , 1851.00     607.24
   34.58              3.71          0.91% , 0.91         1584.13 , 998.00           152.88 , 183.00            1782.35 , 1851.00     616.25
   34.59              2.34          0.92% , 0.96         1601.54 , 998.00           161.28 , 183.00            1807.75 , 1851.00     625.26
   34.59              0.46          0.94% , 1.06         1636.35 , 998.00           178.08 , 183.00            1859.55 , 1851.00     643.27
    34.6              0.96          0.93% , 1.01         1618.94 , 998.00           169.68 , 183.00            1833.15 , 1851.00     634.26
    34.6              1.28          0.94% , 1.15         1636.35 , 998.00           193.20 , 183.00            1874.67 , 1851.00     648.55
   34.65              1.37          0.94% , 1.16         1636.35 , 998.00           194.88 , 183.00            1876.35 , 1851.00     650.23
    34.7               6.6          0.89% , 0.80         1549.31 , 998.00           134.40 , 183.00            1728.87 , 1851.00     599.91
    34.7               3.8          0.91% , 0.90         1584.13 , 998.00           151.20 , 183.00            1780.67 , 1851.00     617.93
   34.71              5.23          0.90% , 0.85         1566.72 , 998.00           142.80 , 183.00            1754.27 , 1851.00     608.92
   34.71              2.43          0.92% , 0.95         1601.54 , 998.00           159.60 , 183.00            1806.07 , 1851.00     626.94
   34.71              0.37          0.94% , 1.05         1636.35 , 998.00           176.40 , 183.00            1857.87 , 1851.00     644.95
   34.71              1.46          0.94% , 1.17         1636.35 , 998.00           196.56 , 183.00            1878.03 , 1851.00     651.91
   34.72              1.06          0.93% , 1.00         1618.94 , 998.00           168.00 , 183.00            1831.47 , 1851.00     635.94
   34.77              1.55          0.94% , 1.18         1636.35 , 998.00           198.24 , 183.00            1879.71 , 1851.00     653.59
   34.83              3.89          0.91% , 0.89         1584.13 , 998.00           149.52 , 183.00            1778.99 , 1851.00     619.61
   34.83              1.64          0.94% , 1.19         1636.35 , 998.00           199.92 , 183.00            1881.39 , 1851.00     655.27
   34.84              5.32          0.90% , 0.84         1566.72 , 998.00           141.12 , 183.00            1752.59 , 1851.00      610.6
   34.84              2.52          0.92% , 0.94         1601.54 , 998.00           157.92 , 183.00            1804.39 , 1851.00     628.62
   34.84              0.28          0.94% , 1.04         1636.35 , 998.00           174.72 , 183.00            1856.19 , 1851.00     646.63
   34.85              1.15          0.93% , 0.99         1618.94 , 998.00           166.32 , 183.00            1829.79 , 1851.00     637.62
   34.86              1.65          0.95% , 1.09         1653.76 , 998.00           183.12 , 183.00            1881.59 , 1851.00     655.88
   34.92              1.74          0.95% , 1.10         1653.76 , 998.00           184.80 , 183.00            1883.27 , 1851.00     657.56
   34.96              3.98          0.91% , 0.88         1584.13 , 998.00           147.84 , 183.00            1777.31 , 1851.00     621.29
   34.96              2.61          0.92% , 0.93         1601.54 , 998.00           156.24 , 183.00            1802.71 , 1851.00      630.3
   34.96              0.19          0.94% , 1.03         1636.35 , 998.00           173.04 , 183.00            1854.51 , 1851.00     648.31
   34.97              5.41          0.90% , 0.83         1566.72 , 998.00           139.44 , 183.00            1750.91 , 1851.00     612.28
   34.97              1.24          0.93% , 0.98         1618.94 , 998.00           164.64 , 183.00            1828.11 , 1851.00      639.3
   34.97              1.56          0.95% , 1.08         1653.76 , 998.00           181.44 , 183.00            1879.91 , 1851.00     657.32
   34.97              1.83          0.95% , 1.11         1653.76 , 998.00           186.48 , 183.00            1884.95 , 1851.00     659.24
   35.03              1.92          0.95% , 1.12         1653.76 , 998.00           188.16 , 183.00            1886.63 , 1851.00     660.92
   35.08              4.07          0.91% , 0.87         1584.13 , 998.00           146.16 , 183.00            1775.63 , 1851.00     622.97
   35.08               0.1          0.94% , 1.02         1636.35 , 998.00           171.36 , 183.00            1852.83 , 1851.00     649.99
   35.09               2.7          0.92% , 0.92         1601.54 , 998.00           154.56 , 183.00            1801.03 , 1851.00     631.98
   35.09              1.33          0.93% , 0.97         1618.94 , 998.00           162.96 , 183.00            1826.43 , 1851.00     640.98
   35.09              1.47          0.95% , 1.07         1653.76 , 998.00           179.76 , 183.00            1878.23 , 1851.00      659.0
   35.09              2.02          0.95% , 1.13         1653.76 , 998.00           189.84 , 183.00            1888.31 , 1851.00      662.6
    35.1               5.5          0.90% , 0.82         1566.72 , 998.00           137.76 , 183.00            1749.23 , 1851.00     613.96
   35.15              2.11          0.95% , 1.14         1653.76 , 998.00           191.52 , 183.00            1889.99 , 1851.00     664.28
    35.2              0.01          0.94% , 1.01         1636.35 , 998.00           169.68 , 183.00            1851.15 , 1851.00     651.67
    35.2               2.2          0.95% , 1.15         1653.76 , 998.00           193.20 , 183.00            1891.67 , 1851.00     665.96
   35.21              4.16          0.91% , 0.86         1584.13 , 998.00           144.48 , 183.00            1773.95 , 1851.00     624.65
   35.21              1.38          0.95% , 1.06         1653.76 , 998.00           178.08 , 183.00            1876.55 , 1851.00     660.68
   35.22              2.79          0.92% , 0.91         1601.54 , 998.00           152.88 , 183.00            1799.35 , 1851.00     633.66
   35.22              1.42          0.93% , 0.96         1618.94 , 998.00           161.28 , 183.00            1824.75 , 1851.00     642.66
   35.23              5.59          0.90% , 0.81         1566.72 , 998.00           136.08 , 183.00            1747.55 , 1851.00     615.64
   35.26              2.29          0.95% , 1.16         1653.76 , 998.00           194.88 , 183.00            1893.35 , 1851.00     667.64
   35.32              2.38          0.95% , 1.17         1653.76 , 998.00           196.56 , 183.00            1895.03 , 1851.00     669.32
   35.33              0.08          0.94% , 1.00         1636.35 , 998.00           168.00 , 183.00            1849.47 , 1851.00     653.35
   35.33              1.29          0.95% , 1.05         1653.76 , 998.00           176.40 , 183.00            1874.87 , 1851.00     662.36
   35.34              4.25          0.91% , 0.85         1584.13 , 998.00           142.80 , 183.00            1772.27 , 1851.00     626.33
   35.34              2.88          0.92% , 0.90         1601.54 , 998.00           151.20 , 183.00            1797.67 , 1851.00     635.34
   35.34              1.51          0.93% , 0.95         1618.94 , 998.00           159.60 , 183.00            1823.07 , 1851.00     644.34
   35.36              5.68          0.90% , 0.80         1566.72 , 998.00           134.40 , 183.00            1745.87 , 1851.00     617.32
   35.38              2.47          0.95% , 1.18         1653.76 , 998.00           198.24 , 183.00            1896.71 , 1851.00      671.0
   35.43              2.56          0.95% , 1.19         1653.76 , 998.00           199.92 , 183.00            1898.39 , 1851.00     672.68
   35.44              2.63          0.96% , 1.09         1671.17 , 998.00           183.12 , 183.00            1899.59 , 1851.00     673.29
   35.45              0.17          0.94% , 0.99         1636.35 , 998.00           166.32 , 183.00            1847.79 , 1851.00     655.03
   35.45               1.2          0.95% , 1.04         1653.76 , 998.00           174.72 , 183.00            1873.19 , 1851.00     664.04
   35.47              4.34          0.91% , 0.84         1584.13 , 998.00           141.12 , 183.00            1770.59 , 1851.00     628.01
   35.47              2.97          0.92% , 0.89         1601.54 , 998.00           149.52 , 183.00            1795.99 , 1851.00     637.02
   35.47               1.6          0.93% , 0.94         1618.94 , 998.00           157.92 , 183.00            1821.39 , 1851.00     646.02
    35.5              2.72          0.96% , 1.10         1671.17 , 998.00           184.80 , 183.00            1901.27 , 1851.00     674.97
   35.55              2.53          0.96% , 1.08         1671.17 , 998.00           181.44 , 183.00            1897.91 , 1851.00     674.73
   35.56              2.81          0.96% , 1.11         1671.17 , 998.00           186.48 , 183.00            1902.95 , 1851.00     676.65
   35.57              0.26          0.94% , 0.98         1636.35 , 998.00           164.64 , 183.00            1846.11 , 1851.00     656.71
   35.57              1.11          0.95% , 1.03         1653.76 , 998.00           173.04 , 183.00            1871.51 , 1851.00     665.72
   35.59              1.69          0.93% , 0.93         1618.94 , 998.00           156.24 , 183.00            1819.71 , 1851.00      647.7
    35.6              4.43          0.91% , 0.83         1584.13 , 998.00           139.44 , 183.00            1768.91 , 1851.00     629.69
    35.6              3.06          0.92% , 0.88         1601.54 , 998.00           147.84 , 183.00            1794.31 , 1851.00      638.7
   35.61               2.9          0.96% , 1.12         1671.17 , 998.00           188.16 , 183.00            1904.63 , 1851.00     678.33
   35.67              2.44          0.96% , 1.07         1671.17 , 998.00           179.76 , 183.00            1896.23 , 1851.00     676.41
   35.67              2.99          0.96% , 1.13         1671.17 , 998.00           189.84 , 183.00            1906.31 , 1851.00     680.01
   35.69              1.02          0.95% , 1.02         1653.76 , 998.00           171.36 , 183.00            1869.83 , 1851.00      667.4
    35.7              0.36          0.94% , 0.97         1636.35 , 998.00           162.96 , 183.00            1844.43 , 1851.00     658.39
   35.72              3.15          0.92% , 0.87         1601.54 , 998.00           146.16 , 183.00            1792.63 , 1851.00     640.38
   35.72              1.78          0.93% , 0.92         1618.94 , 998.00           154.56 , 183.00            1818.03 , 1851.00     649.38
   35.73              4.53          0.91% , 0.82         1584.13 , 998.00           137.76 , 183.00            1767.23 , 1851.00     631.37
   35.73              3.08          0.96% , 1.14         1671.17 , 998.00           191.52 , 183.00            1907.99 , 1851.00     681.69
   35.78              3.17          0.96% , 1.15         1671.17 , 998.00           193.20 , 183.00            1909.67 , 1851.00     683.37
   35.79              2.35          0.96% , 1.06         1671.17 , 998.00           178.08 , 183.00            1894.55 , 1851.00     678.09
   35.82              0.45          0.94% , 0.96         1636.35 , 998.00           161.28 , 183.00            1842.75 , 1851.00     660.07
   35.82              0.93          0.95% , 1.01         1653.76 , 998.00           169.68 , 183.00            1868.15 , 1851.00     669.08
   35.84              1.87          0.93% , 0.91         1618.94 , 998.00           152.88 , 183.00            1816.35 , 1851.00     651.06
   35.84              3.26          0.96% , 1.16         1671.17 , 998.00           194.88 , 183.00            1911.35 , 1851.00     685.05
   35.85              3.24          0.92% , 0.86         1601.54 , 998.00           144.48 , 183.00            1790.95 , 1851.00     642.06
   35.86              4.62          0.91% , 0.81         1584.13 , 998.00           136.08 , 183.00            1765.55 , 1851.00     633.05
    35.9              3.35          0.96% , 1.17         1671.17 , 998.00           196.56 , 183.00            1913.03 , 1851.00     686.73
   35.91              2.26          0.96% , 1.05         1671.17 , 998.00           176.40 , 183.00            1892.87 , 1851.00     679.77
   35.94              0.54          0.94% , 0.95         1636.35 , 998.00           159.60 , 183.00            1841.07 , 1851.00     661.75
   35.94              0.84          0.95% , 1.00         1653.76 , 998.00           168.00 , 183.00            1866.47 , 1851.00     670.76
