Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    5.63              11.8          0.87% , 1.12          757.25 , 809.00           188.16 , 184.00             993.13 , 1126.00      55.91
    5.64              9.55          0.95% , 0.86          826.88 , 809.00           144.48 , 184.00            1018.45 , 1126.00       57.4
    5.64              2.06          1.00% , 1.10          870.40 , 809.00           184.80 , 184.00            1102.77 , 1126.00       62.2
    5.66             12.58          0.88% , 1.02          765.95 , 809.00           171.36 , 184.00             984.33 , 1126.00      55.69
    5.66              2.21          1.00% , 1.09          870.40 , 809.00           183.12 , 184.00            1101.09 , 1126.00      62.28
    5.67             10.19          0.88% , 1.18          765.95 , 809.00           198.24 , 184.00            1011.21 , 1126.00      57.29
    5.68              6.61          0.97% , 0.95          844.29 , 809.00           159.60 , 184.00            1051.57 , 1126.00      59.69
    5.69             12.55          0.87% , 1.07          757.25 , 809.00           179.76 , 184.00             984.73 , 1126.00      55.99
     5.7             11.01          0.94% , 0.81          818.18 , 809.00           136.08 , 184.00            1002.05 , 1126.00       57.1
    5.71             12.61          0.92% , 0.81          800.77 , 809.00           136.08 , 184.00             984.05 , 1126.00      56.15
    5.72              3.76          0.99% , 1.04          861.70 , 809.00           174.72 , 184.00            1083.69 , 1126.00      61.98
    5.73             12.57          0.91% , 0.86          792.06 , 809.00           144.48 , 184.00             984.45 , 1126.00      56.46
    5.74              8.16          0.96% , 0.90          835.58 , 809.00           151.20 , 184.00            1034.17 , 1126.00      59.38
    5.76              1.97          0.99% , 1.16          861.70 , 809.00           194.88 , 184.00            1103.85 , 1126.00      63.58
    5.77             12.62          0.90% , 0.91          783.36 , 809.00           152.88 , 184.00             983.85 , 1126.00      56.76
    5.78               5.3          0.98% , 0.99          852.99 , 809.00           166.32 , 184.00            1066.29 , 1126.00      61.67
    5.78              1.91          1.00% , 1.11          870.40 , 809.00           186.48 , 184.00            1104.45 , 1126.00      63.88
    5.79             11.65          0.87% , 1.13          757.25 , 809.00           189.84 , 184.00             994.81 , 1126.00      57.59
     5.8             12.68          0.89% , 0.96          774.66 , 809.00           161.28 , 184.00             983.25 , 1126.00      57.06
    5.81               9.7          0.95% , 0.85          826.88 , 809.00           142.80 , 184.00            1016.77 , 1126.00      59.08
    5.82             10.05          0.88% , 1.19          765.95 , 809.00           199.92 , 184.00            1012.89 , 1126.00      58.97
    5.82              2.36          1.00% , 1.08          870.40 , 809.00           181.44 , 184.00            1099.41 , 1126.00      63.96
    5.84             12.73          0.88% , 1.01          765.95 , 809.00           169.68 , 184.00             982.65 , 1126.00      57.37
    5.85              6.76          0.97% , 0.94          844.29 , 809.00           157.92 , 184.00            1049.89 , 1126.00      61.37
    5.87              12.7          0.87% , 1.06          757.25 , 809.00           178.08 , 184.00             983.05 , 1126.00      57.67
    5.88             11.16          0.94% , 0.80          818.18 , 809.00           134.40 , 184.00            1000.37 , 1126.00      58.78
    5.88              3.91          0.99% , 1.03          861.70 , 809.00           173.04 , 184.00            1082.01 , 1126.00      63.66
    5.89             12.76          0.92% , 0.80          800.77 , 809.00           134.40 , 184.00             982.37 , 1126.00      57.83
     5.9              1.82          0.99% , 1.17          861.70 , 809.00           196.56 , 184.00            1105.53 , 1126.00      65.26
    5.91               8.3          0.96% , 0.89          835.58 , 809.00           149.52 , 184.00            1032.49 , 1126.00      61.06
    5.92             12.72          0.91% , 0.85          792.06 , 809.00           142.80 , 184.00             982.77 , 1126.00      58.14
    5.93              1.76          1.00% , 1.12          870.40 , 809.00           188.16 , 184.00            1106.13 , 1126.00      65.56
    5.95              11.5          0.87% , 1.14          757.25 , 809.00           191.52 , 184.00             996.49 , 1126.00      59.27
    5.95             12.77          0.90% , 0.90          783.36 , 809.00           151.20 , 184.00             982.17 , 1126.00      58.44
    5.95              5.45          0.98% , 0.98          852.99 , 809.00           164.64 , 184.00            1064.61 , 1126.00      63.35
    5.98             12.83          0.89% , 0.95          774.66 , 809.00           159.60 , 184.00             981.57 , 1126.00      58.74
    5.98              2.51          1.00% , 1.07          870.40 , 809.00           179.76 , 184.00            1097.73 , 1126.00      65.64
    5.99              9.85          0.95% , 0.84          826.88 , 809.00           141.12 , 184.00            1015.09 , 1126.00      60.76
    6.01              6.91          0.97% , 0.93          844.29 , 809.00           156.24 , 184.00            1048.21 , 1126.00      63.05
    6.02             12.88          0.88% , 1.00          765.95 , 809.00           168.00 , 184.00             980.97 , 1126.00      59.05
    6.05             12.84          0.87% , 1.05          757.25 , 809.00           176.40 , 184.00             981.37 , 1126.00      59.35
    6.05              4.06          0.99% , 1.02          861.70 , 809.00           171.36 , 184.00            1080.33 , 1126.00      65.34
    6.05              1.67          0.99% , 1.18          861.70 , 809.00           198.24 , 184.00            1107.21 , 1126.00      66.94
    6.07              1.62          1.00% , 1.13          870.40 , 809.00           189.84 , 184.00            1107.81 , 1126.00      67.24
    6.09              8.45          0.96% , 0.88          835.58 , 809.00           147.84 , 184.00            1030.81 , 1126.00      62.74
     6.1             12.87          0.91% , 0.84          792.06 , 809.00           141.12 , 184.00             981.09 , 1126.00      59.82
    6.11             11.35          0.87% , 1.15          757.25 , 809.00           193.20 , 184.00             998.17 , 1126.00      60.95
    6.12               5.6          0.98% , 0.97          852.99 , 809.00           162.96 , 184.00            1062.93 , 1126.00      65.03
    6.13             12.92          0.90% , 0.89          783.36 , 809.00           149.52 , 184.00             980.49 , 1126.00      60.12
    6.14              2.66          1.00% , 1.06          870.40 , 809.00           178.08 , 184.00            1096.05 , 1126.00      67.32
    6.16              10.0          0.95% , 0.83          826.88 , 809.00           139.44 , 184.00            1013.41 , 1126.00      62.44
    6.17             12.98          0.89% , 0.94          774.66 , 809.00           157.92 , 184.00             979.89 , 1126.00      60.42
    6.19              7.06          0.97% , 0.92          844.29 , 809.00           154.56 , 184.00            1046.53 , 1126.00      64.73
    6.19              1.52          0.99% , 1.19          861.70 , 809.00           199.92 , 184.00            1108.89 , 1126.00      68.62
     6.2             13.03          0.88% , 0.99          765.95 , 809.00           166.32 , 184.00             979.29 , 1126.00      60.73
    6.21              4.21          0.99% , 1.01          861.70 , 809.00           169.68 , 184.00            1078.65 , 1126.00      67.02
    6.21              1.47          1.00% , 1.14          870.40 , 809.00           191.52 , 184.00            1109.49 , 1126.00      68.92
    6.23             12.99          0.87% , 1.04          757.25 , 809.00           174.72 , 184.00             979.69 , 1126.00      61.03
    6.25              12.9          0.86% , 1.10          748.54 , 809.00           184.80 , 184.00             980.77 , 1126.00      61.26
    6.26             13.05          0.86% , 1.09          748.54 , 809.00           183.12 , 184.00             979.09 , 1126.00      61.34
    6.26              11.2          0.87% , 1.16          757.25 , 809.00           194.88 , 184.00             999.85 , 1126.00      62.63
    6.26               8.6          0.96% , 0.87          835.58 , 809.00           146.16 , 184.00            1029.13 , 1126.00      64.42
    6.28             13.02          0.91% , 0.83          792.06 , 809.00           139.44 , 184.00             979.41 , 1126.00       61.5
    6.29              5.75          0.98% , 0.96          852.99 , 809.00           161.28 , 184.00            1061.25 , 1126.00      66.71
    6.31             13.07          0.90% , 0.88          783.36 , 809.00           147.84 , 184.00             978.81 , 1126.00       61.8
    6.31              2.81          1.00% , 1.05          870.40 , 809.00           176.40 , 184.00            1094.37 , 1126.00       69.0
    6.34             10.15          0.95% , 0.82          826.88 , 809.00           137.76 , 184.00            1011.73 , 1126.00      64.12
    6.35             13.13          0.89% , 0.93          774.66 , 809.00           156.24 , 184.00             978.21 , 1126.00       62.1
    6.35              1.32          1.00% , 1.15          870.40 , 809.00           193.20 , 184.00            1111.17 , 1126.00       70.6
    6.36              7.21          0.97% , 0.91          844.29 , 809.00           152.88 , 184.00            1044.85 , 1126.00      66.41
    6.38             13.18          0.88% , 0.98          765.95 , 809.00           164.64 , 184.00             977.61 , 1126.00      62.41
    6.38              4.35          0.99% , 1.00          861.70 , 809.00           168.00 , 184.00            1076.97 , 1126.00       68.7
    6.38              1.26          1.01% , 1.10          879.10 , 809.00           184.80 , 184.00            1111.77 , 1126.00       70.9
    6.39              1.41          1.01% , 1.09          879.10 , 809.00           183.12 , 184.00            1110.09 , 1126.00      70.98
    6.41             12.75          0.86% , 1.11          748.54 , 809.00           186.48 , 184.00             982.45 , 1126.00      62.94
    6.41             13.14          0.87% , 1.03          757.25 , 809.00           173.04 , 184.00             978.01 , 1126.00      62.71
    6.42             11.05          0.87% , 1.17          757.25 , 809.00           196.56 , 184.00            1001.53 , 1126.00      64.31
    6.43              8.75          0.96% , 0.86          835.58 , 809.00           144.48 , 184.00            1027.45 , 1126.00       66.1
    6.45              13.2          0.86% , 1.08          748.54 , 809.00           181.44 , 184.00             977.41 , 1126.00      63.02
    6.45               5.9          0.98% , 0.95          852.99 , 809.00           159.60 , 184.00            1059.57 , 1126.00      68.39
    6.46             13.17          0.91% , 0.82          792.06 , 809.00           137.76 , 184.00             977.73 , 1126.00      63.18
    6.47              2.96          1.00% , 1.04          870.40 , 809.00           174.72 , 184.00            1092.69 , 1126.00      70.68
     6.5             13.22          0.90% , 0.87          783.36 , 809.00           146.16 , 184.00             977.13 , 1126.00      63.48
     6.5              1.17          1.00% , 1.16          870.40 , 809.00           194.88 , 184.00            1112.85 , 1126.00      72.28
    6.51              10.3          0.95% , 0.81          826.88 , 809.00           136.08 , 184.00            1010.05 , 1126.00       65.8
    6.52              1.11          1.01% , 1.11          879.10 , 809.00           186.48 , 184.00            1113.45 , 1126.00      72.58
    6.53             13.27          0.89% , 0.92          774.66 , 809.00           154.56 , 184.00             976.53 , 1126.00      63.78
    6.53              7.36          0.97% , 0.90          844.29 , 809.00           151.20 , 184.00            1043.17 , 1126.00      68.09
    6.54               4.5          0.99% , 0.99          861.70 , 809.00           166.32 , 184.00            1075.29 , 1126.00      70.38
    6.56              1.56          1.01% , 1.08          879.10 , 809.00           181.44 , 184.00            1108.41 , 1126.00      72.66
    6.57              12.6          0.86% , 1.12          748.54 , 809.00           188.16 , 184.00             984.13 , 1126.00      64.62
    6.57             13.33          0.88% , 0.97          765.95 , 809.00           162.96 , 184.00             975.93 , 1126.00      64.09
    6.58             10.91          0.87% , 1.18          757.25 , 809.00           198.24 , 184.00            1003.21 , 1126.00      65.99
     6.6             13.29          0.87% , 1.02          757.25 , 809.00           171.36 , 184.00             976.33 , 1126.00      64.39
    6.61               8.9          0.96% , 0.85          835.58 , 809.00           142.80 , 184.00            1025.77 , 1126.00      67.78
    6.62              6.05          0.98% , 0.94          852.99 , 809.00           157.92 , 184.00            1057.89 , 1126.00      70.07
    6.63             13.35          0.86% , 1.07          748.54 , 809.00           179.76 , 184.00             975.73 , 1126.00       64.7
    6.63              3.11          1.00% , 1.03          870.40 , 809.00           173.04 , 184.00            1091.01 , 1126.00      72.36
    6.64             13.32          0.91% , 0.81          792.06 , 809.00           136.08 , 184.00             976.05 , 1126.00      64.86
    6.64              1.02          1.00% , 1.17          870.40 , 809.00           196.56 , 184.00            1114.53 , 1126.00      73.96
    6.66              0.97          1.01% , 1.12          879.10 , 809.00           188.16 , 184.00            1115.13 , 1126.00      74.26
    6.68             13.37          0.90% , 0.86          783.36 , 809.00           144.48 , 184.00             975.45 , 1126.00      65.16
    6.69             10.45          0.95% , 0.80          826.88 , 809.00           134.40 , 184.00            1008.37 , 1126.00      67.48
     6.7              7.51          0.97% , 0.89          844.29 , 809.00           149.52 , 184.00            1041.49 , 1126.00      69.77
    6.71              4.65          0.99% , 0.98          861.70 , 809.00           164.64 , 184.00            1073.61 , 1126.00      72.06
    6.72             13.42          0.89% , 0.91          774.66 , 809.00           152.88 , 184.00             974.85 , 1126.00      65.46
    6.72              1.71          1.01% , 1.07          879.10 , 809.00           179.76 , 184.00            1106.73 , 1126.00      74.34
    6.73             12.45          0.86% , 1.13          748.54 , 809.00           189.84 , 184.00             985.81 , 1126.00       66.3
    6.73             10.76          0.87% , 1.19          757.25 , 809.00           199.92 , 184.00            1004.89 , 1126.00      67.67
    6.75             13.48          0.88% , 0.96          765.95 , 809.00           161.28 , 184.00             974.25 , 1126.00      65.77
    6.78             13.44          0.87% , 1.01          757.25 , 809.00           169.68 , 184.00             974.65 , 1126.00      66.07
    6.78              9.05          0.96% , 0.84          835.58 , 809.00           141.12 , 184.00            1024.09 , 1126.00      69.46
    6.78              0.87          1.00% , 1.18          870.40 , 809.00           198.24 , 184.00            1116.21 , 1126.00      75.64
    6.79               6.2          0.98% , 0.93          852.99 , 809.00           156.24 , 184.00            1056.21 , 1126.00      71.75
     6.8              3.26          1.00% , 1.02          870.40 , 809.00           171.36 , 184.00            1089.33 , 1126.00      74.04
     6.8              0.82          1.01% , 1.13          879.10 , 809.00           189.84 , 184.00            1116.81 , 1126.00      75.94
    6.81             13.49          0.86% , 1.06          748.54 , 809.00           178.08 , 184.00             974.05 , 1126.00      66.38
    6.83             13.47          0.91% , 0.80          792.06 , 809.00           134.40 , 184.00             974.37 , 1126.00      66.54
    6.86             13.52          0.90% , 0.85          783.36 , 809.00           142.80 , 184.00             973.77 , 1126.00      66.84
    6.87              7.65          0.97% , 0.88          844.29 , 809.00           147.84 , 184.00            1039.81 , 1126.00      71.45
    6.88              12.3          0.86% , 1.14          748.54 , 809.00           191.52 , 184.00             987.49 , 1126.00      67.98
    6.88               4.8          0.99% , 0.97          861.70 , 809.00           162.96 , 184.00            1071.93 , 1126.00      73.74
    6.88              1.86          1.01% , 1.06          879.10 , 809.00           178.08 , 184.00            1105.05 , 1126.00      76.02
     6.9             13.57          0.89% , 0.90          774.66 , 809.00           151.20 , 184.00             973.17 , 1126.00      67.14
    6.92              0.72          1.00% , 1.19          870.40 , 809.00           199.92 , 184.00            1117.89 , 1126.00      77.32
    6.94             13.63          0.88% , 0.95          765.95 , 809.00           159.60 , 184.00             972.57 , 1126.00      67.45
    6.94              0.67          1.01% , 1.14          879.10 , 809.00           191.52 , 184.00            1118.49 , 1126.00      77.62
    6.96             13.59          0.87% , 1.00          757.25 , 809.00           168.00 , 184.00             972.97 , 1126.00      67.75
    6.96               9.2          0.96% , 0.83          835.58 , 809.00           139.44 , 184.00            1022.41 , 1126.00      71.14
    6.96              6.35          0.98% , 0.92          852.99 , 809.00           154.56 , 184.00            1054.53 , 1126.00      73.43
    6.96              3.41          1.00% , 1.01          870.40 , 809.00           169.68 , 184.00            1087.65 , 1126.00      75.72
     7.0             13.64          0.86% , 1.05          748.54 , 809.00           176.40 , 184.00             972.37 , 1126.00      68.06
    7.04             12.15          0.86% , 1.15          748.54 , 809.00           193.20 , 184.00             989.17 , 1126.00      69.66
    7.04               7.8          0.97% , 0.87          844.29 , 809.00           146.16 , 184.00            1038.13 , 1126.00      73.13
    7.04              2.01          1.01% , 1.05          879.10 , 809.00           176.40 , 184.00            1103.37 , 1126.00       77.7
    7.05             13.67          0.90% , 0.84          783.36 , 809.00           141.12 , 184.00             972.09 , 1126.00      68.52
    7.05              4.95          0.99% , 0.96          861.70 , 809.00           161.28 , 184.00            1070.25 , 1126.00      75.42
    7.08             13.72          0.89% , 0.89          774.66 , 809.00           149.52 , 184.00             971.49 , 1126.00      68.82
    7.08              0.52          1.01% , 1.15          879.10 , 809.00           193.20 , 184.00            1120.17 , 1126.00       79.3
    7.11              0.55          1.02% , 1.10          887.81 , 809.00           184.80 , 184.00            1119.77 , 1126.00      79.61
    7.12             13.78          0.88% , 0.94          765.95 , 809.00           157.92 , 184.00             970.89 , 1126.00      69.13
    7.13              9.35          0.96% , 0.82          835.58 , 809.00           137.76 , 184.00            1020.73 , 1126.00      72.82
    7.13               6.5          0.98% , 0.91          852.99 , 809.00           152.88 , 184.00            1052.85 , 1126.00      75.11
    7.13              3.56          1.00% , 1.00          870.40 , 809.00           168.00 , 184.00            1085.97 , 1126.00       77.4
    7.13               0.7          1.02% , 1.09          887.81 , 809.00           183.12 , 184.00            1118.09 , 1126.00      79.69
    7.15             13.74          0.87% , 0.99          757.25 , 809.00           166.32 , 184.00             971.29 , 1126.00      69.43
    7.18             13.79          0.86% , 1.04          748.54 , 809.00           174.72 , 184.00             970.69 , 1126.00      69.74
     7.2              13.7          0.85% , 1.10          739.84 , 809.00           184.80 , 184.00             971.77 , 1126.00      69.96
     7.2              12.0          0.86% , 1.16          748.54 , 809.00           194.88 , 184.00             990.85 , 1126.00      71.34
    7.21               5.1          0.99% , 0.95          861.70 , 809.00           159.60 , 184.00            1068.57 , 1126.00       77.1
    7.21              2.16          1.01% , 1.04          879.10 , 809.00           174.72 , 184.00            1101.69 , 1126.00      79.38
    7.22             13.85          0.85% , 1.09          739.84 , 809.00           183.12 , 184.00             970.09 , 1126.00      70.04
    7.22              7.95          0.97% , 0.86          844.29 , 809.00           144.48 , 184.00            1036.45 , 1126.00      74.81
    7.22              0.37          1.01% , 1.16          879.10 , 809.00           194.88 , 184.00            1121.85 , 1126.00      80.98
    7.23             13.82          0.90% , 0.83          783.36 , 809.00           139.44 , 184.00             970.41 , 1126.00       70.2
    7.25               0.4          1.02% , 1.11          887.81 , 809.00           186.48 , 184.00            1121.45 , 1126.00      81.29
    7.27             13.87          0.89% , 0.88          774.66 , 809.00           147.84 , 184.00             969.81 , 1126.00       70.5
    7.29               3.7          1.00% , 0.99          870.40 , 809.00           166.32 , 184.00            1084.29 , 1126.00      79.08
    7.29              0.85          1.02% , 1.08          887.81 , 809.00           181.44 , 184.00            1116.41 , 1126.00      81.37
    7.31             13.92          0.88% , 0.93          765.95 , 809.00           156.24 , 184.00             969.21 , 1126.00      70.81
    7.31               9.5          0.96% , 0.81          835.58 , 809.00           136.08 , 184.00            1019.05 , 1126.00       74.5
    7.31              6.65          0.98% , 0.90          852.99 , 809.00           151.20 , 184.00            1051.17 , 1126.00      76.79
    7.33             13.89          0.87% , 0.98          757.25 , 809.00           164.64 , 184.00             969.61 , 1126.00      71.11
    7.36             13.55          0.85% , 1.11          739.84 , 809.00           186.48 , 184.00             973.45 , 1126.00      71.64
    7.36             11.85          0.86% , 1.17          748.54 , 809.00           196.56 , 184.00             992.53 , 1126.00      73.02
    7.36              0.22          1.01% , 1.17          879.10 , 809.00           196.56 , 184.00            1123.53 , 1126.00      82.66
    7.37             13.94          0.86% , 1.03          748.54 , 809.00           173.04 , 184.00             969.01 , 1126.00      71.42
    7.37              2.31          1.01% , 1.03          879.10 , 809.00           173.04 , 184.00            1100.01 , 1126.00      81.06
    7.38              5.25          0.99% , 0.94          861.70 , 809.00           157.92 , 184.00            1066.89 , 1126.00      78.78
    7.39               8.1          0.97% , 0.85          844.29 , 809.00           142.80 , 184.00            1034.77 , 1126.00      76.49
    7.39              0.26          1.02% , 1.12          887.81 , 809.00           188.16 , 184.00            1123.13 , 1126.00      82.97
    7.41              14.0          0.85% , 1.08          739.84 , 809.00           181.44 , 184.00             968.41 , 1126.00      71.72
    7.42             13.97          0.90% , 0.82          783.36 , 809.00           137.76 , 184.00             968.73 , 1126.00      71.88
    7.45               1.0          1.02% , 1.07          887.81 , 809.00           179.76 , 184.00            1114.73 , 1126.00      83.05
    7.46             14.02          0.89% , 0.87          774.66 , 809.00           146.16 , 184.00             968.13 , 1126.00      72.18
    7.46              3.85          1.00% , 0.98          870.40 , 809.00           164.64 , 184.00            1082.61 , 1126.00      80.76
    7.48               6.8          0.98% , 0.89          852.99 , 809.00           149.52 , 184.00            1049.49 , 1126.00      78.47
    7.49             14.07          0.88% , 0.92          765.95 , 809.00           154.56 , 184.00             967.53 , 1126.00      72.49
    7.49              9.65          0.96% , 0.80          835.58 , 809.00           134.40 , 184.00            1017.37 , 1126.00      76.18
     7.5              0.07          1.01% , 1.18          879.10 , 809.00           198.24 , 184.00            1125.21 , 1126.00      84.34
    7.51              11.7          0.86% , 1.18          748.54 , 809.00           198.24 , 184.00             994.21 , 1126.00       74.7
    7.52              13.4          0.85% , 1.12          739.84 , 809.00           188.16 , 184.00             975.13 , 1126.00      73.32
    7.52             14.04          0.87% , 0.97          757.25 , 809.00           162.96 , 184.00             967.93 , 1126.00      72.79
    7.53              2.46          1.01% , 1.02          879.10 , 809.00           171.36 , 184.00            1098.33 , 1126.00      82.74
    7.53              0.11          1.02% , 1.13          887.81 , 809.00           189.84 , 184.00            1124.81 , 1126.00      84.65
    7.55               5.4          0.99% , 0.93          861.70 , 809.00           156.24 , 184.00            1065.21 , 1126.00      80.46
    7.56             14.09          0.86% , 1.02          748.54 , 809.00           171.36 , 184.00             967.33 , 1126.00       73.1
    7.57              8.25          0.97% , 0.84          844.29 , 809.00           141.12 , 184.00            1033.09 , 1126.00      78.17
    7.59             14.14          0.85% , 1.07          739.84 , 809.00           179.76 , 184.00             966.73 , 1126.00       73.4
    7.61             14.12          0.90% , 0.81          783.36 , 809.00           136.08 , 184.00             967.05 , 1126.00      73.56
    7.61              1.15          1.02% , 1.06          887.81 , 809.00           178.08 , 184.00            1113.05 , 1126.00      84.73
    7.63               4.0          1.00% , 0.97          870.40 , 809.00           162.96 , 184.00            1080.93 , 1126.00      82.44
    7.63              0.08          1.01% , 1.19          879.10 , 809.00           199.92 , 184.00            1126.89 , 1126.00      86.02
    7.64             14.17          0.89% , 0.86          774.66 , 809.00           144.48 , 184.00             966.45 , 1126.00      73.86
    7.65              6.94          0.98% , 0.88          852.99 , 809.00           147.84 , 184.00            1047.81 , 1126.00      80.15
    7.66              0.04          1.02% , 1.14          887.81 , 809.00           191.52 , 184.00            1126.49 , 1126.00      86.33
    7.67             11.56          0.86% , 1.19          748.54 , 809.00           199.92 , 184.00             995.89 , 1126.00      76.38
    7.68             13.25          0.85% , 1.13          739.84 , 809.00           189.84 , 184.00             976.81 , 1126.00       75.0
    7.68             14.22          0.88% , 0.91          765.95 , 809.00           152.88 , 184.00             965.85 , 1126.00      74.17
     7.7              2.61          1.01% , 1.01          879.10 , 809.00           169.68 , 184.00            1096.65 , 1126.00      84.42
    7.71             14.19          0.87% , 0.96          757.25 , 809.00           161.28 , 184.00             966.25 , 1126.00      74.47
    7.72              5.55          0.99% , 0.92          861.70 , 809.00           154.56 , 184.00            1063.53 , 1126.00      82.14
    7.74             14.24          0.86% , 1.01          748.54 , 809.00           169.68 , 184.00             965.65 , 1126.00      74.78
    7.74               8.4          0.97% , 0.83          844.29 , 809.00           139.44 , 184.00            1031.41 , 1126.00      79.85
    7.77               1.3          1.02% , 1.05          887.81 , 809.00           176.40 , 184.00            1111.37 , 1126.00      86.41
    7.78             14.29          0.85% , 1.06          739.84 , 809.00           178.08 , 184.00             965.05 , 1126.00      75.08
    7.79             14.27          0.90% , 0.80          783.36 , 809.00           134.40 , 184.00             965.37 , 1126.00      75.24
    7.79              4.15          1.00% , 0.96          870.40 , 809.00           161.28 , 184.00            1079.25 , 1126.00      84.12
     7.8              0.19          1.02% , 1.15          887.81 , 809.00           193.20 , 184.00            1128.17 , 1126.00      88.01
    7.82              7.09          0.98% , 0.87          852.99 , 809.00           146.16 , 184.00            1046.13 , 1126.00      81.83
    7.82              0.25          1.03% , 1.10          896.51 , 809.00           184.80 , 184.00            1128.77 , 1126.00      88.31
    7.83             14.32          0.89% , 0.85          774.66 , 809.00           142.80 , 184.00             964.77 , 1126.00      75.54
    7.84              13.1          0.85% , 1.14          739.84 , 809.00           191.52 , 184.00             978.49 , 1126.00      76.68
    7.84               0.1          1.03% , 1.09          896.51 , 809.00           183.12 , 184.00            1127.09 , 1126.00      88.39
    7.86              2.76          1.01% , 1.00          879.10 , 809.00           168.00 , 184.00            1094.97 , 1126.00       86.1
    7.87             14.37          0.88% , 0.90          765.95 , 809.00           151.20 , 184.00             964.17 , 1126.00      75.85
    7.89             14.34          0.87% , 0.95          757.25 , 809.00           159.60 , 184.00             964.57 , 1126.00      76.15
    7.89               5.7          0.99% , 0.91          861.70 , 809.00           152.88 , 184.00            1061.85 , 1126.00      83.82
    7.92              8.55          0.97% , 0.82          844.29 , 809.00           137.76 , 184.00            1029.73 , 1126.00      81.53
    7.93             14.39          0.86% , 1.00          748.54 , 809.00           168.00 , 184.00             963.97 , 1126.00      76.46
    7.94              1.45          1.02% , 1.04          887.81 , 809.00           174.72 , 184.00            1109.69 , 1126.00      88.09
    7.94              0.34          1.02% , 1.16          887.81 , 809.00           194.88 , 184.00            1129.85 , 1126.00      89.69
    7.96               4.3          1.00% , 0.95          870.40 , 809.00           159.60 , 184.00            1077.57 , 1126.00       85.8
    7.96               0.4          1.03% , 1.11          896.51 , 809.00           186.48 , 184.00            1130.45 , 1126.00      89.99
    7.97             14.44          0.85% , 1.05          739.84 , 809.00           176.40 , 184.00             963.37 , 1126.00      76.76
    7.99             12.95          0.85% , 1.15          739.84 , 809.00           193.20 , 184.00             980.17 , 1126.00      78.36
     8.0              7.24          0.98% , 0.86          852.99 , 809.00           144.48 , 184.00            1044.45 , 1126.00      83.51
     8.0              0.05          1.03% , 1.08          896.51 , 809.00           181.44 , 184.00            1125.41 , 1126.00      90.07
    8.02             14.47          0.89% , 0.84          774.66 , 809.00           141.12 , 184.00             963.09 , 1126.00      77.22
    8.03              2.91          1.01% , 0.99          879.10 , 809.00           166.32 , 184.00            1093.29 , 1126.00      87.78
    8.05             14.52          0.88% , 0.89          765.95 , 809.00           149.52 , 184.00             962.49 , 1126.00      77.53
    8.06              5.85          0.99% , 0.90          861.70 , 809.00           151.20 , 184.00            1060.17 , 1126.00       85.5
    8.07              0.49          1.02% , 1.17          887.81 , 809.00           196.56 , 184.00            1131.53 , 1126.00      91.37
    8.08             14.49          0.87% , 0.94          757.25 , 809.00           157.92 , 184.00             962.89 , 1126.00      77.83
    8.09               8.7          0.97% , 0.81          844.29 , 809.00           136.08 , 184.00            1028.05 , 1126.00      83.21
     8.1               1.6          1.02% , 1.03          887.81 , 809.00           173.04 , 184.00            1108.01 , 1126.00      89.77
     8.1              0.54          1.03% , 1.12          896.51 , 809.00           188.16 , 184.00            1132.13 , 1126.00      91.67
    8.12             14.54          0.86% , 0.99          748.54 , 809.00           166.32 , 184.00             962.29 , 1126.00      78.14
    8.13              4.45          1.00% , 0.94          870.40 , 809.00           157.92 , 184.00            1075.89 , 1126.00      87.48
    8.15              12.8          0.85% , 1.16          739.84 , 809.00           194.88 , 184.00             981.85 , 1126.00      80.04
    8.16             14.41          0.84% , 1.10          731.14 , 809.00           184.80 , 184.00             963.77 , 1126.00      78.66
    8.16             14.59          0.85% , 1.04          739.84 , 809.00           174.72 , 184.00             961.69 , 1126.00      78.44
    8.16               0.2          1.03% , 1.07          896.51 , 809.00           179.76 , 184.00            1123.73 , 1126.00      91.75
    8.17              7.39          0.98% , 0.85          852.99 , 809.00           142.80 , 184.00            1042.77 , 1126.00      85.19
    8.18             14.56          0.84% , 1.09          731.14 , 809.00           183.12 , 184.00             962.09 , 1126.00      78.74
     8.2              3.05          1.01% , 0.98          879.10 , 809.00           164.64 , 184.00            1091.61 , 1126.00      89.46
    8.21             14.62          0.89% , 0.83          774.66 , 809.00           139.44 , 184.00             961.41 , 1126.00       78.9
    8.21              0.64          1.02% , 1.18          887.81 , 809.00           198.24 , 184.00            1133.21 , 1126.00      93.05
    8.23              0.69          1.03% , 1.13          896.51 , 809.00           189.84 , 184.00            1133.81 , 1126.00      93.35
    8.24             14.67          0.88% , 0.88          765.95 , 809.00           147.84 , 184.00             960.81 , 1126.00      79.21
    8.24               6.0          0.99% , 0.89          861.70 , 809.00           149.52 , 184.00            1058.49 , 1126.00      87.18
    8.27             14.64          0.87% , 0.93          757.25 , 809.00           156.24 , 184.00             961.21 , 1126.00      79.51
    8.27              8.85          0.97% , 0.80          844.29 , 809.00           134.40 , 184.00            1026.37 , 1126.00      84.89
