Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    6.95              3.19          1.08% , 1.09          470.02 , 425.00           183.12 , 187.00              703.75 , 682.00       48.9
    6.96              4.42          1.08% , 1.14          470.02 , 425.00           191.52 , 187.00              712.15 , 682.00      49.54
    6.97              9.08          0.89% , 1.08          387.33 , 425.00           181.44 , 187.00              620.07 , 682.00      43.23
    6.98              9.06          0.94% , 0.95          409.09 , 425.00           159.60 , 187.00              620.23 , 682.00      43.31
     7.0              5.15          1.01% , 0.93          439.55 , 425.00           156.24 , 187.00              646.87 , 682.00      45.31
    7.01              0.44          1.05% , 1.02          456.96 , 425.00           171.36 , 187.00              678.99 , 682.00       47.6
    7.01              4.42          1.09% , 1.11          474.37 , 425.00           186.48 , 187.00              712.11 , 682.00      49.89
    7.04              9.14          0.92% , 1.00          400.38 , 425.00           168.00 , 187.00              619.63 , 682.00      43.62
    7.04              4.57          1.07% , 1.17          465.66 , 425.00           196.56 , 187.00              713.19 , 682.00      50.22
    7.05              9.12          0.97% , 0.87          422.14 , 425.00           146.16 , 187.00              619.79 , 682.00       43.7
    7.07              0.78          1.06% , 1.04          461.31 , 425.00           174.72 , 187.00              687.35 , 682.00      48.59
    7.08              8.78          0.98% , 0.86          426.50 , 425.00           144.48 , 187.00              622.11 , 682.00      44.02
    7.08              4.07          1.02% , 0.95          443.90 , 425.00           159.60 , 187.00              654.23 , 682.00       46.3
    7.08              4.66          1.09% , 1.12          474.37 , 425.00           188.16 , 187.00              713.79 , 682.00      50.53
    7.09              9.23          0.90% , 1.05          391.68 , 425.00           176.40 , 187.00              619.03 , 682.00      43.92
    7.11              9.21          0.95% , 0.92          413.44 , 425.00           154.56 , 187.00              619.19 , 682.00       44.0
    7.14              2.85          1.03% , 0.97          448.26 , 425.00           162.96 , 187.00              662.59 , 682.00       47.3
    7.14              1.86          1.07% , 1.06          465.66 , 425.00           178.08 , 187.00              694.71 , 682.00      49.58
    7.15              9.32          0.88% , 1.10          382.98 , 425.00           184.80 , 187.00              618.43 , 682.00      44.22
    7.15               7.7          0.99% , 0.88          430.85 , 425.00           147.84 , 187.00              629.47 , 682.00      45.01
    7.16               9.3          0.93% , 0.97          404.74 , 425.00           162.96 , 187.00              618.59 , 682.00       44.3
    7.17              4.67          1.08% , 1.15          470.02 , 425.00           193.20 , 187.00              713.83 , 682.00      51.22
    7.19              7.11          0.89% , 1.16          387.33 , 425.00           194.88 , 187.00              633.51 , 682.00      45.55
     7.2              8.58          0.88% , 1.13          382.98 , 425.00           189.84 , 187.00              623.47 , 682.00      44.86
     7.2              5.78          0.90% , 1.19          391.68 , 425.00           199.92 , 187.00              642.55 , 682.00      46.24
     7.2              2.94          1.08% , 1.08          470.02 , 425.00           181.44 , 187.00              702.07 , 682.00      50.58
    7.21              6.48          1.00% , 0.90          435.20 , 425.00           151.20 , 187.00              637.83 , 682.00       46.0
    7.21              1.77          1.04% , 0.99          452.61 , 425.00           166.32 , 187.00              669.95 , 682.00      48.29
    7.22              9.39          0.91% , 1.02          396.03 , 425.00           171.36 , 187.00              617.99 , 682.00      44.61
    7.23              9.36          0.96% , 0.89          417.79 , 425.00           149.52 , 187.00              618.15 , 682.00      44.69
    7.26              9.33          0.89% , 1.07          387.33 , 425.00           179.76 , 187.00              618.39 , 682.00      44.91
    7.26              4.82          1.07% , 1.18          465.66 , 425.00           198.24 , 187.00              714.87 , 682.00       51.9
    7.26              4.17          1.09% , 1.10          474.37 , 425.00           184.80 , 187.00              710.43 , 682.00      51.57
    7.27               9.3          0.94% , 0.94          409.09 , 425.00           157.92 , 187.00              618.55 , 682.00      44.99
    7.28               5.4          1.01% , 0.92          439.55 , 425.00           154.56 , 187.00              645.19 , 682.00      46.99
    7.28              0.69          1.05% , 1.01          456.96 , 425.00           169.68 , 187.00              677.31 , 682.00      49.28
     7.3              4.91          1.09% , 1.13          474.37 , 425.00           189.84 , 187.00              715.47 , 682.00      52.21
    7.33              9.39          0.92% , 0.99          400.38 , 425.00           166.32 , 187.00              617.95 , 682.00       45.3
    7.33              0.54          1.06% , 1.03          461.31 , 425.00           173.04 , 187.00              685.67 , 682.00      50.27
    7.34              9.37          0.97% , 0.86          422.14 , 425.00           144.48 , 187.00              618.11 , 682.00      45.38
    7.35              4.32          1.02% , 0.94          443.90 , 425.00           157.92 , 187.00              652.55 , 682.00      47.98
    7.37              9.03          0.98% , 0.85          426.50 , 425.00           142.80 , 187.00              620.43 , 682.00       45.7
    7.39              9.48          0.90% , 1.04          391.68 , 425.00           174.72 , 187.00              617.35 , 682.00       45.6
    7.39              4.91          1.08% , 1.16          470.02 , 425.00           194.88 , 187.00              715.51 , 682.00       52.9
     7.4              9.46          0.95% , 0.91          413.44 , 425.00           152.88 , 187.00              617.51 , 682.00      45.68
     7.4              1.62          1.07% , 1.05          465.66 , 425.00           176.40 , 187.00              693.03 , 682.00      51.26
    7.41              3.09          1.03% , 0.96          448.26 , 425.00           161.28 , 187.00              660.91 , 682.00      48.98
    7.44              9.57          0.88% , 1.09          382.98 , 425.00           183.12 , 187.00              616.75 , 682.00       45.9
    7.44              6.86          0.89% , 1.17          387.33 , 425.00           196.56 , 187.00              635.19 , 682.00      47.23
    7.44              7.95          0.99% , 0.87          430.85 , 425.00           146.16 , 187.00              627.79 , 682.00      46.69
    7.45              8.34          0.88% , 1.14          382.98 , 425.00           191.52 , 187.00              625.15 , 682.00      46.54
    7.45              9.54          0.93% , 0.96          404.74 , 425.00           161.28 , 187.00              616.91 , 682.00      45.98
    7.46               2.7          1.08% , 1.07          470.02 , 425.00           179.76 , 187.00              700.39 , 682.00      52.26
    7.48              2.01          1.04% , 0.98          452.61 , 425.00           164.64 , 187.00              668.27 , 682.00      49.97
    7.48              5.07          1.07% , 1.19          465.66 , 425.00           199.92 , 187.00              716.55 , 682.00      53.58
     7.5              6.72          1.00% , 0.89          435.20 , 425.00           149.52 , 187.00              636.15 , 682.00      47.68
    7.51              9.63          0.91% , 1.01          396.03 , 425.00           169.68 , 187.00              616.31 , 682.00      46.29
    7.51              3.92          1.09% , 1.09          474.37 , 425.00           183.12 , 187.00              708.75 , 682.00      53.25
    7.51              5.15          1.09% , 1.14          474.37 , 425.00           191.52 , 187.00              717.15 , 682.00      53.89
    7.52              9.61          0.96% , 0.88          417.79 , 425.00           147.84 , 187.00              616.47 , 682.00      46.37
    7.54              0.93          1.05% , 1.00          456.96 , 425.00           168.00 , 187.00              675.63 , 682.00      50.96
    7.55              9.57          0.89% , 1.06          387.33 , 425.00           178.08 , 187.00              616.71 , 682.00      46.59
    7.56              5.64          1.01% , 0.91          439.55 , 425.00           152.88 , 187.00              643.51 , 682.00      48.67
    7.57              9.55          0.94% , 0.93          409.09 , 425.00           156.24 , 187.00              616.87 , 682.00      46.67
    7.57               5.0          1.10% , 1.11          478.72 , 425.00           186.48 , 187.00              716.11 , 682.00      54.24
     7.6              0.29          1.06% , 1.02          461.31 , 425.00           171.36 , 187.00              683.99 , 682.00      51.95
    7.61              9.66          0.87% , 1.11          378.62 , 425.00           186.48 , 187.00              616.11 , 682.00       46.9
    7.61              5.16          1.08% , 1.17          470.02 , 425.00           196.56 , 187.00              717.19 , 682.00      54.58
    7.62              9.64          0.92% , 0.98          400.38 , 425.00           164.64 , 187.00              616.27 , 682.00      46.98
    7.63              9.61          0.97% , 0.85          422.14 , 425.00           142.80 , 187.00              616.43 , 682.00      47.06
    7.63              4.56          1.02% , 0.93          443.90 , 425.00           156.24 , 187.00              650.87 , 682.00      49.66
    7.65              5.25          1.10% , 1.12          478.72 , 425.00           188.16 , 187.00              717.79 , 682.00      54.88
    7.66              9.27          0.98% , 0.84          426.50 , 425.00           141.12 , 187.00              618.75 , 682.00      47.38
    7.66              1.37          1.07% , 1.04          465.66 , 425.00           174.72 , 187.00              691.35 , 682.00      52.94
    7.68              6.62          0.89% , 1.18          387.33 , 425.00           198.24 , 187.00              636.87 , 682.00      48.91
    7.68              9.73          0.90% , 1.03          391.68 , 425.00           173.04 , 187.00              615.67 , 682.00      47.28
    7.68              3.34          1.03% , 0.95          448.26 , 425.00           159.60 , 187.00              659.23 , 682.00      50.66
    7.69              9.41          0.87% , 1.12          378.62 , 425.00           188.16 , 187.00              617.79 , 682.00      47.54
    7.69              8.09          0.88% , 1.15          382.98 , 425.00           193.20 , 187.00              626.83 , 682.00      48.22
    7.69               9.7          0.95% , 0.90          413.44 , 425.00           151.20 , 187.00              615.83 , 682.00      47.36
    7.72              2.45          1.08% , 1.06          470.02 , 425.00           178.08 , 187.00              698.71 , 682.00      53.94
    7.73              8.19          0.99% , 0.86          430.85 , 425.00           144.48 , 187.00              626.11 , 682.00      48.37
    7.73               5.4          1.09% , 1.15          474.37 , 425.00           193.20 , 187.00              718.83 , 682.00      55.57
    7.74              9.81          0.88% , 1.08          382.98 , 425.00           181.44 , 187.00              615.07 , 682.00      47.58
    7.75              9.79          0.93% , 0.95          404.74 , 425.00           159.60 , 187.00              615.23 , 682.00      47.66
    7.75              2.26          1.04% , 0.97          452.61 , 425.00           162.96 , 187.00              666.59 , 682.00      51.65
    7.77              3.68          1.09% , 1.08          474.37 , 425.00           181.44 , 187.00              707.07 , 682.00      54.93
    7.78              6.97          1.00% , 0.88          435.20 , 425.00           147.84 , 187.00              634.47 , 682.00      49.36
     7.8              9.88          0.91% , 1.00          396.03 , 425.00           168.00 , 187.00              614.63 , 682.00      47.97
    7.81              1.18          1.05% , 0.99          456.96 , 425.00           166.32 , 187.00              673.95 , 682.00      52.64
    7.82              9.85          0.96% , 0.87          417.79 , 425.00           146.16 , 187.00              614.79 , 682.00      48.05
    7.83              5.41          1.08% , 1.18          470.02 , 425.00           198.24 , 187.00              718.87 , 682.00      56.26
    7.83              4.76          1.10% , 1.10          478.72 , 425.00           184.80 , 187.00              714.43 , 682.00      55.92
    7.85              9.82          0.89% , 1.05          387.33 , 425.00           176.40 , 187.00              615.03 , 682.00      48.27
    7.85              5.89          1.01% , 0.90          439.55 , 425.00           151.20 , 187.00              641.83 , 682.00      50.35
    7.86               9.8          0.94% , 0.92          409.09 , 425.00           154.56 , 187.00              615.19 , 682.00      48.35
    7.86              0.05          1.06% , 1.01          461.31 , 425.00           169.68 , 187.00              682.31 , 682.00      53.63
    7.86              5.49          1.10% , 1.13          478.72 , 425.00           189.84 , 187.00              719.47 , 682.00      56.56
    7.91              9.91          0.87% , 1.10          378.62 , 425.00           184.80 , 187.00              614.43 , 682.00      48.58
    7.91              4.81          1.02% , 0.92          443.90 , 425.00           154.56 , 187.00              649.19 , 682.00      51.34
    7.92              6.37          0.89% , 1.19          387.33 , 425.00           199.92 , 187.00              638.55 , 682.00      50.59
    7.92              9.88          0.92% , 0.97          400.38 , 425.00           162.96 , 187.00              614.59 , 682.00      48.66
    7.92              1.13          1.07% , 1.03          465.66 , 425.00           173.04 , 187.00              689.67 , 682.00      54.62
    7.93              9.86          0.97% , 0.84          422.14 , 425.00           141.12 , 187.00              614.75 , 682.00      48.74
    7.94              9.17          0.87% , 1.13          378.62 , 425.00           189.84 , 187.00              619.47 , 682.00      49.22
    7.94              7.84          0.88% , 1.16          382.98 , 425.00           194.88 , 187.00              628.51 , 682.00       49.9
    7.95              9.52          0.98% , 0.83          426.50 , 425.00           139.44 , 187.00              617.07 , 682.00      49.06
    7.95              5.65          1.09% , 1.16          474.37 , 425.00           194.88 , 187.00              720.51 , 682.00      57.25
    7.96              3.58          1.03% , 0.94          448.26 , 425.00           157.92 , 187.00              657.55 , 682.00      52.34
    7.97              9.97          0.90% , 1.02          391.68 , 425.00           171.36 , 187.00              613.99 , 682.00      48.96
    7.98              9.95          0.95% , 0.89          413.44 , 425.00           149.52 , 187.00              614.15 , 682.00      49.04
    7.98               2.2          1.08% , 1.05          470.02 , 425.00           176.40 , 187.00              697.03 , 682.00      55.62
    8.01              8.44          0.99% , 0.85          430.85 , 425.00           142.80 , 187.00              624.43 , 682.00      50.05
    8.02              2.51          1.04% , 0.96          452.61 , 425.00           161.28 , 187.00              664.91 , 682.00      53.33
    8.03             10.06          0.88% , 1.07          382.98 , 425.00           179.76 , 187.00              613.39 , 682.00      49.26
    8.03              3.43          1.09% , 1.07          474.37 , 425.00           179.76 , 187.00              705.39 , 682.00      56.61
    8.04             10.04          0.93% , 0.94          404.74 , 425.00           157.92 , 187.00              613.55 , 682.00      49.34
    8.04              5.65          1.08% , 1.19          470.02 , 425.00           199.92 , 187.00              720.55 , 682.00      57.94
    8.07              7.22          1.00% , 0.87          435.20 , 425.00           146.16 , 187.00              632.79 , 682.00      51.04
    8.08              1.43          1.05% , 0.98          456.96 , 425.00           164.64 , 187.00              672.27 , 682.00      54.32
    8.08              4.51          1.10% , 1.09          478.72 , 425.00           183.12 , 187.00              712.75 , 682.00       57.6
    8.08              5.74          1.10% , 1.14          478.72 , 425.00           191.52 , 187.00              721.15 , 682.00      58.24
     8.1             10.12          0.91% , 0.99          396.03 , 425.00           166.32 , 187.00              612.95 , 682.00      49.65
    8.11              10.1          0.96% , 0.86          417.79 , 425.00           144.48 , 187.00              613.11 , 682.00      49.73
    8.13              6.14          1.01% , 0.89          439.55 , 425.00           149.52 , 187.00              640.15 , 682.00      52.03
    8.13               0.2          1.06% , 1.00          461.31 , 425.00           168.00 , 187.00              680.63 , 682.00      55.31
    8.13              5.74          1.11% , 1.11          483.07 , 425.00           186.48 , 187.00              721.11 , 682.00      58.59
    8.14             10.07          0.89% , 1.04          387.33 , 425.00           174.72 , 187.00              613.35 , 682.00      49.95
    8.15             10.04          0.94% , 0.91          409.09 , 425.00           152.88 , 187.00              613.51 , 682.00      50.03
    8.16              5.89          1.09% , 1.17          474.37 , 425.00           196.56 , 187.00              722.19 , 682.00      58.93
    8.18              0.88          1.07% , 1.02          465.66 , 425.00           171.36 , 187.00              687.99 , 682.00       56.3
    8.19              8.92          0.87% , 1.14          378.62 , 425.00           191.52 , 187.00              621.15 , 682.00       50.9
    8.19               7.6          0.88% , 1.17          382.98 , 425.00           196.56 , 187.00              630.19 , 682.00      51.58
    8.19              5.06          1.02% , 0.91          443.90 , 425.00           152.88 , 187.00              647.51 , 682.00      53.02
    8.19              5.98          1.11% , 1.12          483.07 , 425.00           188.16 , 187.00              722.79 , 682.00      59.23
     8.2             10.15          0.87% , 1.09          378.62 , 425.00           183.12 , 187.00              612.75 , 682.00      50.26
    8.21             10.13          0.92% , 0.96          400.38 , 425.00           161.28 , 187.00              612.91 , 682.00      50.34
    8.22             10.11          0.97% , 0.83          422.14 , 425.00           139.44 , 187.00              613.07 , 682.00      50.42
    8.24              9.77          0.98% , 0.82          426.50 , 425.00           137.76 , 187.00              615.39 , 682.00      50.74
    8.24              3.83          1.03% , 0.93          448.26 , 425.00           156.24 , 187.00              655.87 , 682.00      54.02
    8.24              1.96          1.08% , 1.04          470.02 , 425.00           174.72 , 187.00              695.35 , 682.00       57.3
    8.27             10.22          0.90% , 1.01          391.68 , 425.00           169.68 , 187.00              612.31 , 682.00      50.64
    8.28             10.19          0.95% , 0.88          413.44 , 425.00           147.84 , 187.00              612.47 , 682.00      50.72
    8.28              3.18          1.09% , 1.06          474.37 , 425.00           178.08 , 187.00              703.71 , 682.00      58.29
    8.29              2.75          1.04% , 0.95          452.61 , 425.00           159.60 , 187.00              663.23 , 682.00      55.01
    8.29              5.99          1.10% , 1.15          478.72 , 425.00           193.20 , 187.00              722.83 , 682.00      59.92
    8.31              8.69          0.99% , 0.84          430.85 , 425.00           141.12 , 187.00              622.75 , 682.00      51.73
    8.33             10.31          0.88% , 1.06          382.98 , 425.00           178.08 , 187.00              611.71 , 682.00      50.94
    8.34             10.28          0.93% , 0.93          404.74 , 425.00           156.24 , 187.00              611.87 , 682.00      51.02
    8.34              4.26          1.10% , 1.08          478.72 , 425.00           181.44 , 187.00              711.07 , 682.00      59.28
    8.35              7.46          1.00% , 0.86          435.20 , 425.00           144.48 , 187.00              631.11 , 682.00      52.72
    8.35              1.67          1.05% , 0.97          456.96 , 425.00           162.96 , 187.00              670.59 , 682.00       56.0
    8.37             10.25          0.86% , 1.11          374.27 , 425.00           186.48 , 187.00              612.11 , 682.00      51.25
    8.37              6.14          1.09% , 1.18          474.37 , 425.00           198.24 , 187.00              723.87 , 682.00      60.61
    8.38              5.49          1.11% , 1.10          483.07 , 425.00           184.80 , 187.00              719.43 , 682.00      60.27
    8.39              0.45          1.06% , 0.99          461.31 , 425.00           166.32 , 187.00              678.95 , 682.00      56.99
     8.4             10.37          0.91% , 0.98          396.03 , 425.00           164.64 , 187.00              611.27 , 682.00      51.33
    8.41             10.35          0.96% , 0.85          417.79 , 425.00           142.80 , 187.00              611.43 , 682.00      51.41
    8.41              6.38          1.01% , 0.88          439.55 , 425.00           147.84 , 187.00              638.47 , 682.00      53.71
    8.41              6.23          1.11% , 1.13          483.07 , 425.00           189.84 , 187.00              724.47 , 682.00      60.91
    8.43              7.35          0.88% , 1.18          382.98 , 425.00           198.24 , 187.00              631.87 , 682.00      53.26
    8.44              8.68          0.87% , 1.15          378.62 , 425.00           193.20 , 187.00              622.83 , 682.00      52.58
    8.44             10.31          0.89% , 1.03          387.33 , 425.00           173.04 , 187.00              611.67 , 682.00      51.63
    8.45              10.0          0.86% , 1.12          374.27 , 425.00           188.16 , 187.00              613.79 , 682.00      51.89
    8.45             10.29          0.94% , 0.90          409.09 , 425.00           151.20 , 187.00              611.83 , 682.00      51.71
    8.45              0.63          1.07% , 1.01          465.66 , 425.00           169.68 , 187.00              686.31 , 682.00      57.98
    8.47               5.3          1.02% , 0.90          443.90 , 425.00           151.20 , 187.00              645.83 , 682.00       54.7
     8.5              10.4          0.87% , 1.08          378.62 , 425.00           181.44 , 187.00              611.07 , 682.00      51.94
     8.5              1.71          1.08% , 1.03          470.02 , 425.00           173.04 , 187.00              693.67 , 682.00      58.98
     8.5              6.23          1.10% , 1.16          478.72 , 425.00           194.88 , 187.00              724.51 , 682.00       61.6
    8.51             10.38          0.92% , 0.95          400.38 , 425.00           159.60 , 187.00              611.23 , 682.00      52.02
    8.51              4.08          1.03% , 0.92          448.26 , 425.00           154.56 , 187.00              654.19 , 682.00       55.7
    8.52             10.35          0.97% , 0.82          422.14 , 425.00           137.76 , 187.00              611.39 , 682.00       52.1
    8.54             10.01          0.98% , 0.81          426.50 , 425.00           136.08 , 187.00              613.71 , 682.00      52.42
    8.54              2.94          1.09% , 1.05          474.37 , 425.00           176.40 , 187.00              702.03 , 682.00      59.97
    8.57             10.46          0.90% , 1.00          391.68 , 425.00           168.00 , 187.00              610.63 , 682.00      52.32
    8.57               3.0          1.04% , 0.94          452.61 , 425.00           157.92 , 187.00              661.55 , 682.00      56.69
    8.58             10.44          0.95% , 0.87          413.44 , 425.00           146.16 , 187.00              610.79 , 682.00       52.4
    8.58              6.39          1.09% , 1.19          474.37 , 425.00           199.92 , 187.00              725.55 , 682.00      62.29
    8.59              4.02          1.10% , 1.07          478.72 , 425.00           179.76 , 187.00              709.39 , 682.00      60.96
     8.6              8.93          0.99% , 0.83          430.85 , 425.00           139.44 , 187.00              621.07 , 682.00      53.41
    8.62              1.92          1.05% , 0.96          456.96 , 425.00           161.28 , 187.00              668.91 , 682.00      57.68
    8.62              6.47          1.11% , 1.14          483.07 , 425.00           191.52 , 187.00              726.15 , 682.00      62.59
    8.63             10.55          0.88% , 1.05          382.98 , 425.00           176.40 , 187.00              610.03 , 682.00      52.62
    8.63              5.24          1.11% , 1.09          483.07 , 425.00           183.12 , 187.00              717.75 , 682.00      61.95
    8.64             10.53          0.93% , 0.92          404.74 , 425.00           154.56 , 187.00              610.19 , 682.00       52.7
    8.64              7.71          1.00% , 0.85          435.20 , 425.00           142.80 , 187.00              629.43 , 682.00       54.4
    8.66              0.69          1.06% , 0.98          461.31 , 425.00           164.64 , 187.00              677.27 , 682.00      58.67
    8.67             10.49          0.86% , 1.10          374.27 , 425.00           184.80 , 187.00              610.43 , 682.00      52.93
    8.67               7.1          0.88% , 1.19          382.98 , 425.00           199.92 , 187.00              633.55 , 682.00      54.94
    8.68              6.32          1.12% , 1.11          487.42 , 425.00           186.48 , 187.00              725.11 , 682.00      62.94
    8.69              8.43          0.87% , 1.16          378.62 , 425.00           194.88 , 187.00              624.51 , 682.00      54.26
     8.7              9.75          0.86% , 1.13          374.27 , 425.00           189.84 , 187.00              615.47 , 682.00      53.57
     8.7             10.62          0.91% , 0.97          396.03 , 425.00           162.96 , 187.00              609.59 , 682.00      53.01
     8.7              6.63          1.01% , 0.87          439.55 , 425.00           146.16 , 187.00              636.79 , 682.00      55.39
    8.71             10.59          0.96% , 0.84          417.79 , 425.00           141.12 , 187.00              609.75 , 682.00      53.09
    8.71              0.39          1.07% , 1.00          465.66 , 425.00           168.00 , 187.00              684.63 , 682.00      59.66
    8.71              6.48          1.10% , 1.17          478.72 , 425.00           196.56 , 187.00              726.19 , 682.00      63.28
    8.74             10.56          0.89% , 1.02          387.33 , 425.00           171.36 , 187.00              609.99 , 682.00      53.31
    8.75             10.53          0.94% , 0.89          409.09 , 425.00           149.52 , 187.00              610.15 , 682.00      53.39
    8.75              5.55          1.02% , 0.89          443.90 , 425.00           149.52 , 187.00              644.15 , 682.00      56.38
    8.75              6.57          1.12% , 1.12          487.42 , 425.00           188.16 , 187.00              726.79 , 682.00      63.58
    8.77              1.47          1.08% , 1.02          470.02 , 425.00           171.36 , 187.00              691.99 , 682.00      60.66
    8.79              4.32          1.03% , 0.91          448.26 , 425.00           152.88 , 187.00              652.51 , 682.00      57.38
     8.8             10.65          0.87% , 1.07          378.62 , 425.00           179.76 , 187.00              609.39 , 682.00      53.62
     8.8              2.69          1.09% , 1.04          474.37 , 425.00           174.72 , 187.00              700.35 , 682.00      61.65
    8.81             10.62          0.92% , 0.94          400.38 , 425.00           157.92 , 187.00              609.55 , 682.00       53.7
    8.82              10.6          0.97% , 0.81          422.14 , 425.00           136.08 , 187.00              609.71 , 682.00      53.78
    8.83              6.72          1.11% , 1.15          483.07 , 425.00           193.20 , 187.00              727.83 , 682.00      64.27
    8.84             10.26          0.98% , 0.80          426.50 , 425.00           134.40 , 187.00              612.03 , 682.00       54.1
    8.85              3.24          1.04% , 0.93          452.61 , 425.00           156.24 , 187.00              659.87 , 682.00      58.37
    8.85              3.77          1.10% , 1.06          478.72 , 425.00           178.08 , 187.00              707.71 , 682.00      62.64
    8.87             10.71          0.90% , 0.99          391.68 , 425.00           166.32 , 187.00              608.95 , 682.00       54.0
    8.88             10.69          0.95% , 0.86          413.44 , 425.00           144.48 , 187.00              609.11 , 682.00      54.08
    8.89              9.18          0.99% , 0.82          430.85 , 425.00           137.76 , 187.00              619.39 , 682.00      55.09
    8.89               5.0          1.11% , 1.08          483.07 , 425.00           181.44 , 187.00              716.07 , 682.00      63.63
     8.9              2.17          1.05% , 0.95          456.96 , 425.00           159.60 , 187.00              667.23 , 682.00      59.36
    8.92              6.73          1.10% , 1.18          478.72 , 425.00           198.24 , 187.00              727.87 , 682.00      64.96
    8.93              8.18          0.87% , 1.17          378.62 , 425.00           196.56 , 187.00              626.19 , 682.00      55.94
    8.93              10.8          0.88% , 1.04          382.98 , 425.00           174.72 , 187.00              608.35 , 682.00       54.3
    8.93              7.95          1.00% , 0.84          435.20 , 425.00           141.12 , 187.00              627.75 , 682.00      56.08
    8.93              0.94          1.06% , 0.97          461.31 , 425.00           162.96 , 187.00              675.59 , 682.00      60.35
    8.93              6.08          1.12% , 1.10          487.42 , 425.00           184.80 , 187.00              723.43 , 682.00      64.62
    8.94             10.78          0.93% , 0.91          404.74 , 425.00           152.88 , 187.00              608.51 , 682.00      54.38
    8.95              9.51          0.86% , 1.14          374.27 , 425.00           191.52 , 187.00              617.15 , 682.00      55.25
    8.96              6.81          1.12% , 1.13          487.42 , 425.00           189.84 , 187.00              728.47 , 682.00      65.26
    8.97             10.74          0.86% , 1.09          374.27 , 425.00           183.12 , 187.00              608.75 , 682.00      54.61
    8.98              0.14          1.07% , 0.99          465.66 , 425.00           166.32 , 187.00              682.95 , 682.00      61.34
    8.99              6.87          1.01% , 0.86          439.55 , 425.00           144.48 , 187.00              635.11 , 682.00      57.07
     9.0             10.86          0.91% , 0.96          396.03 , 425.00           161.28 , 187.00              607.91 , 682.00      54.69
    9.01             10.84          0.96% , 0.83          417.79 , 425.00           139.44 , 187.00              608.07 , 682.00      54.77
    9.03              1.22          1.08% , 1.01          470.02 , 425.00           169.68 , 187.00              690.31 , 682.00      62.34
    9.04              10.8          0.89% , 1.01          387.33 , 425.00           169.68 , 187.00              608.31 , 682.00      54.99
    9.04               5.8          1.02% , 0.88          443.90 , 425.00           147.84 , 187.00              642.47 , 682.00      58.06
    9.04              6.97          1.11% , 1.16          483.07 , 425.00           194.88 , 187.00              729.51 , 682.00      65.95
    9.05             10.78          0.94% , 0.88          409.09 , 425.00           147.84 , 187.00              608.47 , 682.00      55.07
    9.06              2.44          1.09% , 1.03          474.37 , 425.00           173.04 , 187.00              698.67 , 682.00      63.33
    9.07              4.57          1.03% , 0.90          448.26 , 425.00           151.20 , 187.00              650.83 , 682.00      59.06
     9.1             10.89          0.87% , 1.06          378.62 , 425.00           178.08 , 187.00              607.71 , 682.00       55.3
    9.11             10.87          0.92% , 0.93          400.38 , 425.00           156.24 , 187.00              607.87 , 682.00      55.38
    9.11              3.52          1.10% , 1.05          478.72 , 425.00           176.40 , 187.00              706.03 , 682.00      64.32
    9.12             10.85          0.97% , 0.80          422.14 , 425.00           134.40 , 187.00              608.03 , 682.00      55.46
    9.12              3.49          1.04% , 0.92          452.61 , 425.00           154.56 , 187.00              658.19 , 682.00      60.05
    9.13              6.97          1.10% , 1.19          478.72 , 425.00           199.92 , 187.00              729.55 , 682.00      66.64
    9.14              4.75          1.11% , 1.07          483.07 , 425.00           179.76 , 187.00              714.39 , 682.00      65.31
    9.16             10.98          0.85% , 1.11          369.92 , 425.00           186.48 , 187.00              607.11 , 682.00       55.6
    9.17             10.96          0.90% , 0.98          391.68 , 425.00           164.64 , 187.00              607.27 , 682.00      55.68
    9.17              2.41          1.05% , 0.94          456.96 , 425.00           157.92 , 187.00              665.55 , 682.00      61.04
    9.17              7.06          1.12% , 1.14          487.42 , 425.00           191.52 , 187.00              730.15 , 682.00      66.94
    9.18              7.94          0.87% , 1.18          378.62 , 425.00           198.24 , 187.00              627.87 , 682.00      57.62
    9.18             10.93          0.95% , 0.85          413.44 , 425.00           142.80 , 187.00              607.43 , 682.00      55.76
    9.19              9.43          0.99% , 0.81          430.85 , 425.00           136.08 , 187.00              617.71 , 682.00      56.77
    9.19              5.83          1.12% , 1.09          487.42 , 425.00           183.12 , 187.00              721.75 , 682.00       66.3
     9.2              9.26          0.86% , 1.15          374.27 , 425.00           193.20 , 187.00              618.83 , 682.00      56.93
     9.2              1.19          1.06% , 0.96          461.31 , 425.00           161.28 , 187.00              673.91 , 682.00      62.03
    9.23             11.04          0.88% , 1.03          382.98 , 425.00           173.04 , 187.00              606.67 , 682.00      55.98
    9.23               8.2          1.00% , 0.83          435.20 , 425.00           139.44 , 187.00              626.07 , 682.00      57.76
    9.23              6.91          1.13% , 1.11          491.78 , 425.00           186.48 , 187.00              729.11 , 682.00       67.3
    9.24             10.73          0.85% , 1.12          369.92 , 425.00           188.16 , 187.00              608.79 , 682.00      56.24
    9.24             11.02          0.93% , 0.90          404.74 , 425.00           151.20 , 187.00              606.83 , 682.00      56.06
    9.25              0.11          1.07% , 0.98          465.66 , 425.00           164.64 , 187.00              681.27 , 682.00      63.02
