Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    5.92              6.59          0.89% , 1.01          387.33 , 432.00           339.36 , 338.00              778.14 , 833.00      46.03
    5.92              1.65          1.08% , 0.97          470.02 , 432.00           325.92 , 338.00              846.70 , 833.00       50.1
    5.94              6.96          0.93% , 0.95          404.74 , 432.00           319.20 , 338.00              774.98 , 833.00      46.06
    5.94               4.8          1.07% , 1.06          465.66 , 432.00           356.16 , 338.00              872.94 , 833.00      51.82
    5.95              4.41          0.91% , 1.04          396.03 , 432.00           349.44 , 338.00              796.22 , 833.00      47.41
    5.96               4.3          1.02% , 0.90          443.90 , 432.00           302.40 , 338.00              797.18 , 833.00       47.5
    5.97              2.65          1.09% , 0.98          474.37 , 432.00           329.28 , 338.00              855.06 , 833.00      51.09
    5.98              2.12          0.93% , 1.07          404.74 , 432.00           359.52 , 338.00              815.30 , 833.00      48.78
    5.98              4.85          1.04% , 1.10          452.61 , 432.00           369.60 , 338.00              873.38 , 833.00      52.21
     6.0              7.02          0.96% , 0.91          417.79 , 432.00           305.76 , 338.00              774.54 , 833.00      46.45
     6.0              4.94          1.11% , 1.01          483.07 , 432.00           339.36 , 338.00              874.14 , 833.00      52.43
    6.01              0.17          0.95% , 1.10          413.44 , 432.00           369.60 , 338.00              834.38 , 833.00      50.16
    6.02              6.99          0.89% , 1.00          387.33 , 432.00           336.00 , 338.00              774.78 , 833.00      46.67
    6.02               4.9          1.01% , 1.14          439.55 , 432.00           383.04 , 338.00              873.82 , 833.00      52.59
    6.02               3.3          1.03% , 0.91          448.26 , 432.00           305.76 , 338.00              805.54 , 833.00       48.5
    6.04              2.46          0.97% , 1.13          422.14 , 432.00           379.68 , 338.00              853.46 , 833.00      51.54
    6.04              3.53          1.10% , 0.99          478.72 , 432.00           332.64 , 338.00              862.42 , 833.00      52.08
    6.05              7.07          0.99% , 0.87          430.85 , 432.00           292.32 , 338.00              774.10 , 833.00      46.83
    6.05              4.87          1.08% , 1.05          470.02 , 432.00           352.80 , 338.00              873.58 , 833.00      52.82
    6.07              4.63          0.99% , 1.16          430.85 , 432.00           389.76 , 338.00              871.54 , 833.00      52.91
    6.08              7.04          0.92% , 0.96          400.38 , 432.00           322.56 , 338.00              774.34 , 833.00      47.06
    6.09              2.41          1.04% , 0.92          452.61 , 432.00           309.12 , 338.00              812.90 , 833.00      49.49
    6.09              4.92          1.05% , 1.09          456.96 , 432.00           366.24 , 338.00              874.02 , 833.00       53.2
    6.09              4.54          1.11% , 1.00          483.07 , 432.00           336.00 , 338.00              870.78 , 833.00      53.07
    6.13              7.09          0.95% , 0.92          413.44 , 432.00           309.12 , 338.00              773.90 , 833.00      47.44
    6.13              4.98          1.02% , 1.13          443.90 , 432.00           379.68 , 338.00              874.46 , 833.00      53.58
    6.14               5.3          0.90% , 1.03          391.68 , 432.00           346.08 , 338.00              788.86 , 833.00       48.4
    6.15              1.53          1.05% , 0.93          456.96 , 432.00           312.48 , 338.00              820.26 , 833.00      50.48
    6.15              5.07          1.09% , 1.04          474.37 , 432.00           349.44 , 338.00              875.22 , 833.00      53.81
    6.16              3.01          0.92% , 1.06          400.38 , 432.00           356.16 , 338.00              807.94 , 833.00      49.78
    6.18              7.15          0.98% , 0.88          426.50 , 432.00           295.68 , 338.00              773.46 , 833.00      47.82
    6.19              0.72          0.94% , 1.09          409.09 , 432.00           366.24 , 338.00              827.02 , 833.00      51.15
    6.19              5.12          1.06% , 1.08          461.31 , 432.00           362.88 , 338.00              875.66 , 833.00      54.19
    6.21              0.53          1.06% , 0.94          461.31 , 432.00           315.84 , 338.00              828.62 , 833.00      51.47
    6.22              7.24          0.91% , 0.97          396.03 , 432.00           325.92 , 338.00              772.70 , 833.00      48.05
    6.22              1.45          0.96% , 1.12          417.79 , 432.00           376.32 , 338.00              845.10 , 833.00      52.53
    6.23              5.17          1.03% , 1.12          448.26 , 432.00           376.32 , 338.00              876.10 , 833.00      54.58
    6.24              3.74          0.98% , 1.15          426.50 , 432.00           386.40 , 338.00              864.18 , 833.00       53.9
    6.26              7.17          0.94% , 0.93          409.09 , 432.00           312.48 , 338.00              773.26 , 833.00      48.43
    6.26              5.15          1.10% , 1.03          478.72 , 432.00           346.08 , 338.00              875.86 , 833.00       54.8
    6.27              6.47          1.00% , 0.87          435.20 , 432.00           292.32 , 338.00              779.10 , 833.00      48.88
    6.27              5.23          1.00% , 1.16          435.20 , 432.00           389.76 , 338.00              876.54 , 833.00      54.96
    6.28              0.36          1.07% , 0.95          465.66 , 432.00           319.20 , 338.00              835.98 , 833.00      52.46
     6.3               5.2          1.07% , 1.07          465.66 , 432.00           359.52 , 338.00              876.30 , 833.00      55.18
    6.32              6.18          0.89% , 1.02          387.33 , 432.00           342.72 , 338.00              781.50 , 833.00      49.39
    6.32              7.22          0.97% , 0.89          422.14 , 432.00           299.04 , 338.00              772.82 , 833.00      48.82
    6.34              5.59          1.01% , 0.88          439.55 , 432.00           295.68 , 338.00              786.46 , 833.00      49.87
    6.34              5.25          1.04% , 1.11          452.61 , 432.00           372.96 , 338.00              876.74 , 833.00      55.57
    6.34              1.24          1.08% , 0.96          470.02 , 432.00           322.56 , 338.00              843.34 , 833.00      53.46
    6.35              7.32          0.90% , 0.98          391.68 , 432.00           329.28 , 338.00              772.06 , 833.00      49.04
    6.35              4.01          0.91% , 1.05          396.03 , 432.00           352.80 , 338.00              799.58 , 833.00      50.77
    6.36              5.34          1.11% , 1.02          483.07 , 432.00           342.72 , 338.00              877.50 , 833.00      55.79
    6.37              1.72          0.93% , 1.08          404.74 , 432.00           362.88 , 338.00              818.66 , 833.00      52.14
    6.38               5.3          1.01% , 1.15          439.55 , 432.00           386.40 , 338.00              877.18 , 833.00      55.95
    6.39              0.57          0.95% , 1.11          413.44 , 432.00           372.96 , 338.00              837.74 , 833.00      53.52
    6.39              2.25          1.09% , 0.97          474.37 , 432.00           325.92 , 338.00              851.70 , 833.00      54.45
    6.41              7.37          0.93% , 0.94          404.74 , 432.00           315.84 , 338.00              771.62 , 833.00      49.42
    6.41              2.86          0.97% , 1.14          422.14 , 432.00           383.04 , 338.00              856.82 , 833.00       54.9
    6.41               4.7          1.02% , 0.89          443.90 , 432.00           299.04 , 338.00              793.82 , 833.00      50.86
    6.41              5.28          1.08% , 1.06          470.02 , 432.00           356.16 , 338.00              876.94 , 833.00      56.18
    6.43              5.03          0.99% , 1.17          430.85 , 432.00           393.12 , 338.00              874.90 , 833.00      56.27
    6.45              5.33          1.05% , 1.10          456.96 , 432.00           369.60 , 338.00              877.38 , 833.00      56.56
    6.45              3.13          1.10% , 0.98          478.72 , 432.00           329.28 , 338.00              859.06 , 833.00      55.44
    6.46              7.42          0.96% , 0.90          417.79 , 432.00           302.40 , 338.00              771.18 , 833.00      49.81
    6.46               3.7          1.03% , 0.90          448.26 , 432.00           302.40 , 338.00              802.18 , 833.00      51.86
    6.47              5.42          1.12% , 1.01          487.42 , 432.00           339.36 , 338.00              878.14 , 833.00      56.78
    6.49              7.39          0.89% , 0.99          387.33 , 432.00           332.64 , 338.00              771.42 , 833.00      50.03
    6.49              5.38          1.02% , 1.14          443.90 , 432.00           383.04 , 338.00              877.82 , 833.00      56.94
    6.51              7.47          0.99% , 0.86          430.85 , 432.00           288.96 , 338.00              770.74 , 833.00      50.19
    6.51              5.47          1.09% , 1.05          474.37 , 432.00           352.80 , 338.00              878.58 , 833.00      57.17
    6.51              4.13          1.11% , 0.99          483.07 , 432.00           332.64 , 338.00              867.42 , 833.00      56.43
    6.52              7.19          0.88% , 1.01          382.98 , 432.00           339.36 , 338.00              773.14 , 833.00      50.38
    6.53               4.9          0.90% , 1.04          391.68 , 432.00           349.44 , 338.00              792.22 , 833.00      51.76
    6.53              2.82          1.04% , 0.91          452.61 , 432.00           305.76 , 338.00              809.54 , 833.00      52.85
    6.54              7.44          0.92% , 0.95          400.38 , 432.00           319.20 , 338.00              770.98 , 833.00      50.42
    6.55               2.6          0.92% , 1.07          400.38 , 432.00           359.52 , 338.00              811.30 , 833.00      53.14
    6.55              5.53          1.06% , 1.09          461.31 , 432.00           366.24 , 338.00              879.02 , 833.00      57.55
    6.56              0.31          0.94% , 1.10          409.09 , 432.00           369.60 , 338.00              830.38 , 833.00      54.51
    6.56              5.02          1.12% , 1.00          487.42 , 432.00           336.00 , 338.00              874.78 , 833.00      57.42
    6.59               7.5          0.95% , 0.91          413.44 , 432.00           305.76 , 338.00              770.54 , 833.00       50.8
    6.59              1.86          0.96% , 1.13          417.79 , 432.00           379.68 , 338.00              848.46 , 833.00      55.89
    6.59              5.58          1.03% , 1.13          448.26 , 432.00           379.68 , 338.00              879.46 , 833.00      57.94
    6.59              1.93          1.05% , 0.92          456.96 , 432.00           309.12 , 338.00              816.90 , 833.00      53.84
     6.6              4.15          0.98% , 1.16          426.50 , 432.00           389.76 , 338.00              867.54 , 833.00      57.26
    6.61              5.55          1.10% , 1.04          478.72 , 432.00           349.44 , 338.00              879.22 , 833.00      58.16
    6.63              7.59          0.88% , 1.00          382.98 , 432.00           336.00 , 338.00              769.78 , 833.00      51.02
    6.63              5.63          1.00% , 1.17          435.20 , 432.00           393.12 , 338.00              879.90 , 833.00      58.32
    6.64              0.93          1.06% , 0.93          461.31 , 432.00           312.48 , 338.00              825.26 , 833.00      54.83
    6.65              7.55          0.98% , 0.87          426.50 , 432.00           292.32 , 338.00              770.10 , 833.00      51.18
    6.66               5.6          1.07% , 1.08          465.66 , 432.00           362.88 , 338.00              879.66 , 833.00      58.54
    6.68              7.64          0.91% , 0.96          396.03 , 432.00           322.56 , 338.00              769.34 , 833.00      51.41
     6.7              5.65          1.04% , 1.12          452.61 , 432.00           376.32 , 338.00              880.10 , 833.00      58.93
     6.7              0.05          1.07% , 0.94          465.66 , 432.00           315.84 , 338.00              832.62 , 833.00      55.82
    6.72              5.78          0.89% , 1.03          387.33 , 432.00           346.08 , 338.00              784.86 , 833.00      52.75
    6.72              5.75          1.11% , 1.03          483.07 , 432.00           346.08 , 338.00              880.86 , 833.00      59.15
    6.73              7.57          0.94% , 0.92          409.09 , 432.00           309.12 , 338.00              769.90 , 833.00      51.79
    6.73              6.87          1.00% , 0.86          435.20 , 432.00           288.96 , 338.00              775.74 , 833.00      52.24
    6.74              3.61          0.91% , 1.06          396.03 , 432.00           356.16 , 338.00              802.94 , 833.00      54.13
    6.74              5.71          1.01% , 1.16          439.55 , 432.00           389.76 , 338.00              880.54 , 833.00      59.31
    6.75              1.32          0.93% , 1.09          404.74 , 432.00           366.24 , 338.00              822.02 , 833.00       55.5
    6.76              0.97          0.95% , 1.12          413.44 , 432.00           376.32 , 338.00              841.10 , 833.00      56.88
    6.76              0.84          1.08% , 0.95          470.02 , 432.00           319.20 , 338.00              839.98 , 833.00      56.82
    6.76              5.68          1.08% , 1.07          470.02 , 432.00           359.52 , 338.00              880.30 , 833.00      59.54
    6.77              3.26          0.97% , 1.15          422.14 , 432.00           386.40 , 338.00              860.18 , 833.00      58.26
    6.78              7.63          0.97% , 0.88          422.14 , 432.00           295.68 , 338.00              769.46 , 833.00      52.18
    6.79              5.43          0.99% , 1.18          430.85 , 432.00           396.48 , 338.00              878.26 , 833.00      59.63
     6.8              5.99          1.01% , 0.87          439.55 , 432.00           292.32 , 338.00              783.10 , 833.00      53.23
     6.8              5.73          1.05% , 1.11          456.96 , 432.00           372.96 , 338.00              880.74 , 833.00      59.92
    6.81              1.84          1.09% , 0.96          474.37 , 432.00           322.56 , 338.00              848.34 , 833.00      57.81
    6.82              7.72          0.90% , 0.97          391.68 , 432.00           325.92 , 338.00              768.70 , 833.00       52.4
    6.82              5.82          1.12% , 1.02          487.42 , 432.00           342.72 , 338.00              881.50 , 833.00      60.14
    6.84              5.78          1.02% , 1.15          443.90 , 432.00           386.40 , 338.00              881.18 , 833.00       60.3
    6.86              5.11          1.02% , 0.88          443.90 , 432.00           295.68 , 338.00              790.46 , 833.00      54.22
    6.86              5.88          1.09% , 1.06          474.37 , 432.00           356.16 , 338.00              881.94 , 833.00      60.53
    6.87              7.77          0.93% , 0.93          404.74 , 432.00           312.48 , 338.00              768.26 , 833.00      52.78
    6.87              2.73          1.10% , 0.97          478.72 , 432.00           325.92 , 338.00              855.70 , 833.00       58.8
     6.9              5.93          1.06% , 1.10          461.31 , 432.00           369.60 , 338.00              882.38 , 833.00      60.91
    6.91               4.1          1.03% , 0.89          448.26 , 432.00           299.04 , 338.00              798.82 , 833.00      55.22
    6.92              6.78          0.88% , 1.02          382.98 , 432.00           342.72 , 338.00              776.50 , 833.00      53.74
    6.92              7.82          0.96% , 0.89          417.79 , 432.00           299.04 , 338.00              767.82 , 833.00      53.17
    6.92              3.73          1.11% , 0.98          483.07 , 432.00           329.28 , 338.00              864.06 , 833.00      59.79
    6.93              4.49          0.90% , 1.05          391.68 , 432.00           352.80 , 338.00              795.58 , 833.00      55.12
    6.93               2.2          0.92% , 1.08          400.38 , 432.00           362.88 , 338.00              814.66 , 833.00       56.5
    6.93               5.9          1.13% , 1.01          491.78 , 432.00           339.36 , 338.00              882.14 , 833.00      61.14
    6.94              0.09          0.94% , 1.11          409.09 , 432.00           372.96 , 338.00              833.74 , 833.00      57.87
    6.94              5.98          1.03% , 1.14          448.26 , 432.00           383.04 , 338.00              882.82 , 833.00       61.3
    6.95               7.8          0.89% , 0.98          387.33 , 432.00           329.28 , 338.00              768.06 , 833.00      53.39
    6.96              2.26          0.96% , 1.14          417.79 , 432.00           383.04 , 338.00              851.82 , 833.00      59.25
    6.96              4.55          0.98% , 1.17          426.50 , 432.00           393.12 , 338.00              870.90 , 833.00      60.62
    6.97              3.22          1.04% , 0.90          452.61 , 432.00           302.40 , 338.00              806.18 , 833.00      56.21
    6.97              5.95          1.10% , 1.05          478.72 , 432.00           352.80 , 338.00              882.58 , 833.00      61.52
    6.98              7.88          0.99% , 0.85          430.85 , 432.00           285.60 , 338.00              767.38 , 833.00      53.55
    6.98              6.03          1.00% , 1.18          435.20 , 432.00           396.48 , 338.00              883.26 , 833.00      61.68
    6.98              4.61          1.12% , 0.99          487.42 , 432.00           332.64 , 338.00              871.42 , 833.00      60.78
    7.01              7.85          0.92% , 0.94          400.38 , 432.00           315.84 , 338.00              767.62 , 833.00      53.78
    7.01              6.01          1.07% , 1.09          465.66 , 432.00           366.24 , 338.00              883.02 , 833.00       61.9
    7.03              2.34          1.05% , 0.91          456.96 , 432.00           305.76 , 338.00              813.54 , 833.00       57.2
    7.03               5.5          1.13% , 1.00          491.78 , 432.00           336.00 , 338.00              878.78 , 833.00      61.78
    7.05              6.06          1.04% , 1.13          452.61 , 432.00           379.68 , 338.00              883.46 , 833.00      62.29
    7.06               7.9          0.95% , 0.90          413.44 , 432.00           302.40 , 338.00              767.18 , 833.00      54.16
    7.07              6.15          1.11% , 1.04          483.07 , 432.00           349.44 , 338.00              884.22 , 833.00      62.51
    7.08              1.33          1.06% , 0.92          461.31 , 432.00           309.12 , 338.00              821.90 , 833.00      58.19
    7.09              6.11          1.01% , 1.17          439.55 , 432.00           393.12 , 338.00              883.90 , 833.00      62.67
     7.1              7.99          0.88% , 0.99          382.98 , 432.00           332.64 , 338.00              766.42 , 833.00      54.38
    7.11              7.95          0.98% , 0.86          426.50 , 432.00           288.96 , 338.00              766.74 , 833.00      54.54
    7.12              7.67          0.87% , 1.01          378.62 , 432.00           339.36 , 338.00              769.14 , 833.00      54.74
    7.12              5.38          0.89% , 1.04          387.33 , 432.00           349.44 , 338.00              788.22 , 833.00      56.11
    7.12              6.08          1.08% , 1.08          470.02 , 432.00           362.88 , 338.00              883.66 , 833.00       62.9
    7.13               3.2          0.91% , 1.07          396.03 , 432.00           359.52 , 338.00              806.30 , 833.00      57.49
    7.13              0.91          0.93% , 1.10          404.74 , 432.00           369.60 , 338.00              825.38 , 833.00      58.86
    7.13              1.38          0.95% , 1.13          413.44 , 432.00           379.68 , 338.00              844.46 , 833.00      60.24
    7.14              3.67          0.97% , 1.16          422.14 , 432.00           389.76 , 338.00              863.54 , 833.00      61.62
    7.14              5.84          0.99% , 1.19          430.85 , 432.00           399.84 , 338.00              881.62 , 833.00      62.99
    7.14              0.45          1.07% , 0.93          465.66 , 432.00           312.48 , 338.00              829.26 , 833.00      59.18
    7.15              8.05          0.91% , 0.95          396.03 , 432.00           319.20 , 338.00              765.98 , 833.00      54.77
    7.16              6.13          1.05% , 1.12          456.96 , 432.00           376.32 , 338.00              884.10 , 833.00      63.28
    7.18              6.23          1.12% , 1.03          487.42 , 432.00           346.08 , 338.00              884.86 , 833.00       63.5
    7.19              7.98          0.94% , 0.91          409.09 , 432.00           305.76 , 338.00              766.54 , 833.00      55.15
    7.19              0.44          1.08% , 0.94          470.02 , 432.00           315.84 , 338.00              836.62 , 833.00      60.18
     7.2              7.28          1.00% , 0.85          435.20 , 432.00           285.60 , 338.00              772.38 , 833.00       55.6
     7.2              6.19          1.02% , 1.16          443.90 , 432.00           389.76 , 338.00              884.54 , 833.00      63.66
    7.22              6.28          1.09% , 1.07          474.37 , 432.00           359.52 , 338.00              885.30 , 833.00      63.89
    7.23              8.07          0.87% , 1.00          378.62 , 432.00           336.00 , 338.00              765.78 , 833.00      55.38
    7.24              1.44          1.09% , 0.95          474.37 , 432.00           319.20 , 338.00              844.98 , 833.00      61.17
    7.25              8.03          0.97% , 0.87          422.14 , 432.00           292.32 , 338.00              766.10 , 833.00      55.54
    7.26              6.39          1.01% , 0.86          439.55 , 432.00           288.96 , 338.00              779.74 , 833.00      56.59
    7.26              6.33          1.06% , 1.11          461.31 , 432.00           372.96 , 338.00              885.74 , 833.00      64.27
    7.28               6.3          1.13% , 1.02          491.78 , 432.00           342.72 , 338.00              885.50 , 833.00       64.5
    7.29              8.12          0.90% , 0.96          391.68 , 432.00           322.56 , 338.00              765.34 , 833.00      55.76
    7.29              2.32          1.10% , 0.96          478.72 , 432.00           322.56 , 338.00              852.34 , 833.00      62.16
     7.3              6.38          1.03% , 1.15          448.26 , 432.00           386.40 , 338.00              886.18 , 833.00      64.66
    7.31              0.49          0.94% , 1.12          409.09 , 432.00           376.32 , 338.00              837.10 , 833.00      61.23
    7.32              6.38          0.88% , 1.03          382.98 , 432.00           346.08 , 338.00              779.86 , 833.00       57.1
    7.32              4.09          0.90% , 1.06          391.68 , 432.00           356.16 , 338.00              798.94 , 833.00      58.48
    7.32               1.8          0.92% , 1.09          400.38 , 432.00           366.24 , 338.00              818.02 , 833.00      59.86
    7.32              2.66          0.96% , 1.15          417.79 , 432.00           386.40 , 338.00              855.18 , 833.00      62.61
    7.32              4.95          0.98% , 1.18          426.50 , 432.00           396.48 , 338.00              874.26 , 833.00      63.98
    7.32              5.51          1.02% , 0.87          443.90 , 432.00           292.32 , 338.00              787.10 , 833.00      57.58
    7.32              6.36          1.10% , 1.06          478.72 , 432.00           356.16 , 338.00              885.94 , 833.00      64.88
    7.34              8.17          0.93% , 0.92          404.74 , 432.00           309.12 , 338.00              764.90 , 833.00      56.14
    7.34              6.44          1.00% , 1.19          435.20 , 432.00           399.84 , 338.00              886.62 , 833.00      65.04
    7.34              3.33          1.11% , 0.97          483.07 , 432.00           325.92 , 338.00              860.70 , 833.00      63.15
    7.36              4.51          1.03% , 0.88          448.26 , 432.00           295.68 , 338.00              795.46 , 833.00      58.58
    7.36              6.41          1.07% , 1.10          465.66 , 432.00           369.60 , 338.00              886.38 , 833.00      65.26
    7.38               6.5          1.14% , 1.01          496.13 , 432.00           339.36 , 338.00              887.14 , 833.00      65.49
    7.39              8.23          0.96% , 0.88          417.79 , 432.00           295.68 , 338.00              764.46 , 833.00      56.53
    7.39              4.21          1.12% , 0.98          487.42 , 432.00           329.28 , 338.00              868.06 , 833.00      64.14
     7.4              6.46          1.04% , 1.14          452.61 , 432.00           383.04 , 338.00              886.82 , 833.00      65.65
    7.42               8.2          0.89% , 0.97          387.33 , 432.00           325.92 , 338.00              764.70 , 833.00      56.75
    7.42              3.62          1.04% , 0.89          452.61 , 432.00           299.04 , 338.00              802.82 , 833.00      59.57
    7.42              6.55          1.11% , 1.05          483.07 , 432.00           352.80 , 338.00              887.58 , 833.00      65.87
    7.44              6.51          1.01% , 1.18          439.55 , 432.00           396.48 , 338.00              887.26 , 833.00      66.03
    7.44              5.09          1.13% , 0.99          491.78 , 432.00           332.64 , 338.00              875.42 , 833.00      65.14
    7.45              8.28          0.99% , 0.84          430.85 , 432.00           282.24 , 338.00              764.02 , 833.00      56.91
    7.47              2.74          1.05% , 0.90          456.96 , 432.00           302.40 , 338.00              810.18 , 833.00      60.56
    7.47              6.49          1.08% , 1.09          470.02 , 432.00           366.24 , 338.00              887.02 , 833.00      66.26
    7.48              8.25          0.92% , 0.93          400.38 , 432.00           312.48 , 338.00              764.26 , 833.00      57.14
    7.48               6.1          1.14% , 1.00          496.13 , 432.00           336.00 , 338.00              883.78 , 833.00      66.13
     7.5              1.78          0.95% , 1.14          413.44 , 432.00           383.04 , 338.00              847.82 , 833.00       63.6
     7.5              4.07          0.97% , 1.17          422.14 , 432.00           393.12 , 338.00              866.90 , 833.00      64.98
    7.51              4.97          0.89% , 1.05          387.33 , 432.00           352.80 , 338.00              791.58 , 833.00      59.47
    7.51              0.51          0.93% , 1.11          404.74 , 432.00           372.96 , 338.00              828.74 , 833.00      62.22
    7.51              6.54          1.05% , 1.13          456.96 , 432.00           379.68 , 338.00              887.46 , 833.00      66.64
    7.52              7.26          0.87% , 1.02          378.62 , 432.00           342.72 , 338.00              772.50 , 833.00       58.1
    7.52               2.8          0.91% , 1.08          396.03 , 432.00           362.88 , 338.00              809.66 , 833.00      60.85
    7.52              1.74          1.06% , 0.91          461.31 , 432.00           305.76 , 338.00              818.54 , 833.00      61.55
    7.53               8.3          0.95% , 0.89          413.44 , 432.00           299.04 , 338.00              763.82 , 833.00      57.52
    7.53              6.63          1.12% , 1.04          487.42 , 432.00           349.44 , 338.00              888.22 , 833.00      66.86
    7.55              6.59          1.02% , 1.17          443.90 , 432.00           393.12 , 338.00              887.90 , 833.00      67.02
    7.57               8.4          0.88% , 0.98          382.98 , 432.00           329.28 , 338.00              763.06 , 833.00      57.74
    7.57              0.85          1.07% , 0.92          465.66 , 432.00           309.12 , 338.00              825.90 , 833.00      62.54
    7.57              6.68          1.09% , 1.08          474.37 , 432.00           362.88 , 338.00              888.66 , 833.00      67.25
    7.59              8.36          0.98% , 0.85          426.50 , 432.00           285.60 , 338.00              763.38 , 833.00       57.9
    7.61              6.74          1.06% , 1.12          461.31 , 432.00           376.32 , 338.00              889.10 , 833.00      67.63
    7.62              8.45          0.91% , 0.94          396.03 , 432.00           315.84 , 338.00              762.62 , 833.00      58.13
    7.62              0.03          1.08% , 0.93          470.02 , 432.00           312.48 , 338.00              833.26 , 833.00      63.54
    7.63              6.71          1.13% , 1.03          491.78 , 432.00           346.08 , 338.00              888.86 , 833.00      67.86
    7.65              6.79          1.03% , 1.16          448.26 , 432.00           389.76 , 338.00              889.54 , 833.00      68.02
    7.67              8.38          0.94% , 0.90          409.09 , 432.00           302.40 , 338.00              763.18 , 833.00      58.51
    7.67              5.36          0.98% , 1.19          426.50 , 432.00           399.84 , 338.00              877.62 , 833.00      67.34
    7.67              7.68          1.00% , 0.84          435.20 , 432.00           282.24 , 338.00              769.02 , 833.00      58.96
    7.67              1.04          1.09% , 0.94          474.37 , 432.00           315.84 , 338.00              841.62 , 833.00      64.53
    7.67              6.76          1.10% , 1.07          478.72 , 432.00           359.52 , 338.00              889.30 , 833.00      68.24
    7.68              3.07          0.96% , 1.16          417.79 , 432.00           389.76 , 338.00              858.54 , 833.00      65.97
    7.69               0.9          0.94% , 1.13          409.09 , 432.00           379.68 , 338.00              840.46 , 833.00      64.59
     7.7              8.47          0.87% , 0.99          378.62 , 432.00           332.64 , 338.00              762.42 , 833.00      58.74
     7.7              1.39          0.92% , 1.10          400.38 , 432.00           369.60 , 338.00              821.38 , 833.00      63.22
    7.71              3.69          0.90% , 1.07          391.68 , 432.00           359.52 , 338.00              802.30 , 833.00      61.84
    7.71              6.81          1.07% , 1.11          465.66 , 432.00           372.96 , 338.00              889.74 , 833.00      68.62
    7.72              8.15          0.86% , 1.01          374.27 , 432.00           339.36 , 338.00              765.14 , 833.00      59.09
    7.72              5.98          0.88% , 1.04          382.98 , 432.00           349.44 , 338.00              783.22 , 833.00      60.46
    7.72              8.43          0.97% , 0.86          422.14 , 432.00           288.96 , 338.00              762.74 , 833.00       58.9
    7.72               6.8          1.01% , 0.85          439.55 , 432.00           285.60 , 338.00              776.38 , 833.00      59.95
    7.72              1.92          1.10% , 0.95          478.72 , 432.00           319.20 , 338.00              848.98 , 833.00      65.52
    7.73               6.9          1.14% , 1.02          496.13 , 432.00           342.72 , 338.00              890.50 , 833.00      68.85
    7.75              6.86          1.04% , 1.15          452.61 , 432.00           386.40 , 338.00              890.18 , 833.00      69.01
    7.76              8.53          0.90% , 0.95          391.68 , 432.00           319.20 , 338.00              761.98 , 833.00      59.12
    7.76              2.92          1.11% , 0.96          483.07 , 432.00           322.56 , 338.00              857.34 , 833.00      66.51
    7.77              6.96          1.11% , 1.06          483.07 , 432.00           356.16 , 338.00              890.94 , 833.00      69.23
    7.78              5.91          1.02% , 0.86          443.90 , 432.00           288.96 , 338.00              783.74 , 833.00      60.94
    7.79              6.92          1.01% , 1.19          439.55 , 432.00           399.84 , 338.00              890.62 , 833.00      69.39
    7.81              8.58          0.93% , 0.91          404.74 , 432.00           305.76 , 338.00              761.54 , 833.00       59.5
    7.81              3.81          1.12% , 0.97          487.42 , 432.00           325.92 , 338.00              864.70 , 833.00       67.5
    7.82              4.91          1.03% , 0.87          448.26 , 432.00           292.32 , 338.00              792.10 , 833.00      61.94
    7.82              6.89          1.08% , 1.10          470.02 , 432.00           369.60 , 338.00              890.38 , 833.00      69.62
    7.84              8.55          0.86% , 1.00          374.27 , 432.00           336.00 , 338.00              761.78 , 833.00      59.73
    7.84              6.98          1.15% , 1.01          500.48 , 432.00           339.36 , 338.00              891.14 , 833.00      69.84
    7.85              4.47          0.97% , 1.18          422.14 , 432.00           396.48 , 338.00              870.26 , 833.00      68.34
    7.85              4.69          1.13% , 0.98          491.78 , 432.00           329.28 , 338.00              872.06 , 833.00       68.5
    7.86              6.94          1.05% , 1.14          456.96 , 432.00           383.04 , 338.00              890.82 , 833.00       70.0
    7.87              2.18          0.95% , 1.15          413.44 , 432.00           386.40 , 338.00              851.18 , 833.00      66.96
    7.87              8.63          0.96% , 0.87          417.79 , 432.00           292.32 , 338.00              761.10 , 833.00      59.89
    7.87              4.03          1.04% , 0.88          452.61 , 432.00           295.68 , 338.00              799.46 , 833.00      62.93
    7.88              0.11          0.93% , 1.12          404.74 , 432.00           376.32 , 338.00              832.10 , 833.00      65.58
    7.88              7.03          1.12% , 1.05          487.42 , 432.00           352.80 , 338.00              891.58 , 833.00      70.22
    7.89              5.69          1.14% , 0.99          496.13 , 432.00           332.64 , 338.00              880.42 , 833.00      69.49
     7.9               8.6          0.89% , 0.96          387.33 , 432.00           322.56 , 338.00              761.34 , 833.00      60.11
     7.9              4.57          0.89% , 1.06          387.33 , 432.00           356.16 , 338.00              794.94 , 833.00      62.83
     7.9               2.4          0.91% , 1.09          396.03 , 432.00           366.24 , 338.00              813.02 , 833.00      64.21
     7.9              6.99          1.02% , 1.18          443.90 , 432.00           396.48 , 338.00              891.26 , 833.00      70.38
    7.92              6.86          0.87% , 1.03          378.62 , 432.00           346.08 , 338.00              775.86 , 833.00      61.46
