Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    6.15              6.63          0.96% , 0.93          417.79 , 438.00           624.96 , 672.00            1094.26 , 1172.00      67.25
    6.16              5.65          1.12% , 1.04          487.42 , 438.00           698.88 , 672.00            1238.18 , 1172.00       76.3
    6.18              6.67          0.99% , 0.91          430.85 , 438.00           611.52 , 672.00            1093.82 , 1172.00      67.63
    6.18              2.88          1.06% , 0.93          461.31 , 438.00           624.96 , 672.00            1138.26 , 1172.00      70.35
    6.19              1.97          0.96% , 1.08          417.79 , 438.00           725.76 , 672.00            1195.06 , 1172.00      73.97
    6.19              5.68          1.09% , 1.06          474.37 , 438.00           712.32 , 672.00            1238.62 , 1172.00      76.69
    6.19              1.97          1.13% , 0.97          491.78 , 438.00           651.84 , 672.00            1195.14 , 1172.00      73.94
    6.22              5.22          1.00% , 1.11          435.20 , 438.00           745.92 , 672.00            1233.22 , 1172.00      76.72
    6.22              5.72          1.06% , 1.08          461.31 , 438.00           725.76 , 672.00            1239.06 , 1172.00      77.07
    6.23              6.71          0.85% , 1.00          369.92 , 438.00           672.00 , 672.00            1093.30 , 1172.00      68.08
    6.25              5.76          1.03% , 1.10          448.26 , 438.00           739.20 , 672.00            1239.50 , 1172.00      77.46
    6.26              6.75          0.88% , 0.98          382.98 , 438.00           658.56 , 672.00            1092.86 , 1172.00      68.46
    6.26              3.46          0.89% , 1.03          387.33 , 438.00           692.16 , 672.00            1131.46 , 1172.00      70.83
    6.27              6.48          1.01% , 0.90          439.55 , 438.00           604.80 , 672.00            1096.10 , 1172.00      68.75
    6.27              1.62          1.08% , 0.94          470.02 , 438.00           631.68 , 672.00            1152.98 , 1172.00      72.34
    6.27              3.32          1.15% , 0.98          500.48 , 438.00           658.56 , 672.00            1210.86 , 1172.00      75.92
    6.28               5.8          1.17% , 1.01          509.18 , 438.00           678.72 , 672.00            1240.02 , 1172.00       77.9
     6.3              6.79          0.91% , 0.96          396.03 , 438.00           645.12 , 672.00            1092.42 , 1172.00      68.85
     6.3              0.29          0.93% , 1.06          404.74 , 438.00           712.32 , 672.00            1168.62 , 1172.00      73.58
    6.31              5.84          1.14% , 1.03          496.13 , 438.00           692.16 , 672.00            1240.46 , 1172.00      78.29
    6.33              6.74          0.94% , 0.94          409.09 , 438.00           631.68 , 672.00            1092.98 , 1172.00      69.23
    6.33              2.97          0.97% , 1.09          422.14 , 438.00           732.48 , 672.00            1206.78 , 1172.00      76.34
    6.34              5.88          1.11% , 1.05          483.07 , 438.00           705.60 , 672.00            1240.90 , 1172.00      78.67
    6.35              4.66          1.17% , 0.99          509.18 , 438.00           665.28 , 672.00            1226.58 , 1172.00       77.9
    6.36              5.13          1.03% , 0.91          448.26 , 438.00           611.52 , 672.00            1111.82 , 1172.00      70.74
    6.36              0.28          1.10% , 0.95          478.72 , 438.00           638.40 , 672.00            1168.70 , 1172.00      74.32
    6.37              6.78          0.97% , 0.92          422.14 , 438.00           618.24 , 672.00            1092.54 , 1172.00      69.62
    6.37              5.83          1.08% , 1.07          470.02 , 438.00           719.04 , 672.00            1240.34 , 1172.00      79.06
    6.38              5.71          0.86% , 1.01          374.27 , 438.00           678.72 , 672.00            1105.02 , 1172.00      70.45
     6.4              5.87          1.05% , 1.09          456.96 , 438.00           732.48 , 672.00            1240.78 , 1172.00      79.44
    6.41              2.54          0.90% , 1.04          391.68 , 438.00           698.88 , 672.00            1142.18 , 1172.00       73.2
    6.41              6.82          1.00% , 0.90          435.20 , 438.00           604.80 , 672.00            1092.10 , 1172.00       70.0
    6.43              0.71          0.94% , 1.07          409.09 , 438.00           719.04 , 672.00            1180.34 , 1172.00      75.95
    6.43              5.91          1.02% , 1.11          443.90 , 438.00           745.92 , 672.00            1241.22 , 1172.00      79.82
    6.44              1.06          1.12% , 0.96          487.42 , 438.00           645.12 , 672.00            1184.42 , 1172.00       76.3
    6.44              5.91          1.19% , 1.00          517.89 , 438.00           672.00 , 672.00            1241.30 , 1172.00      79.89
    6.45              6.86          0.86% , 0.99          374.27 , 438.00           665.28 , 672.00            1091.58 , 1172.00      70.45
    6.46              3.88          0.98% , 1.10          426.50 , 438.00           739.20 , 672.00            1217.50 , 1172.00       78.7
    6.46              3.88          1.05% , 0.92          456.96 , 438.00           618.24 , 672.00            1126.54 , 1172.00      72.72
    6.46              5.95          1.16% , 1.02          504.83 , 438.00           685.44 , 672.00            1241.74 , 1172.00      80.27
    6.49               6.9          0.89% , 0.97          387.33 , 438.00           651.84 , 672.00            1091.14 , 1172.00      70.83
    6.49              5.99          1.13% , 1.04          491.78 , 438.00           698.88 , 672.00            1242.18 , 1172.00      80.66
    6.52              6.03          1.10% , 1.06          478.72 , 438.00           712.32 , 672.00            1242.62 , 1172.00      81.04
    6.52               2.4          1.14% , 0.97          496.13 , 438.00           651.84 , 672.00            1200.14 , 1172.00      78.29
    6.53               4.8          0.87% , 1.02          378.62 , 438.00           685.44 , 672.00            1115.74 , 1172.00      72.82
    6.53              6.94          0.92% , 0.95          400.38 , 438.00           638.40 , 672.00            1090.70 , 1172.00      71.22
    6.54              2.54          1.07% , 0.93          465.66 , 438.00           624.96 , 672.00            1142.26 , 1172.00       74.7
    6.55              1.63          0.91% , 1.05          396.03 , 438.00           705.60 , 672.00            1152.90 , 1172.00      75.57
    6.55              6.06          1.07% , 1.08          465.66 , 438.00           725.76 , 672.00            1243.06 , 1172.00      81.42
    6.57              6.97          0.95% , 0.93          413.44 , 438.00           624.96 , 672.00            1090.26 , 1172.00       71.6
    6.58              1.63          0.95% , 1.08          413.44 , 438.00           725.76 , 672.00            1191.06 , 1172.00      78.32
    6.58               6.1          1.04% , 1.10          452.61 , 438.00           739.20 , 672.00            1243.50 , 1172.00      81.81
     6.6               4.8          0.99% , 1.11          430.85 , 438.00           745.92 , 672.00            1228.22 , 1172.00      81.07
    6.61              7.01          0.98% , 0.91          426.50 , 438.00           611.52 , 672.00            1089.82 , 1172.00      71.98
    6.61              6.14          1.01% , 1.12          439.55 , 438.00           752.64 , 672.00            1243.94 , 1172.00      82.19
    6.61              3.66          1.16% , 0.98          504.83 , 438.00           658.56 , 672.00            1214.86 , 1172.00      80.27
    6.61              6.15          1.18% , 1.01          513.54 , 438.00           678.72 , 672.00            1244.02 , 1172.00      82.26
    6.62               1.2          1.09% , 0.94          474.37 , 438.00           631.68 , 672.00            1157.98 , 1172.00      76.69
    6.64              6.18          1.15% , 1.03          500.48 , 438.00           692.16 , 672.00            1244.46 , 1172.00      82.64
    6.65              7.06          0.84% , 1.00          365.57 , 438.00           672.00 , 672.00            1089.30 , 1172.00      72.43
    6.65              6.13          1.02% , 0.90          443.90 , 438.00           604.80 , 672.00            1100.10 , 1172.00       73.1
    6.67              3.89          0.88% , 1.03          382.98 , 438.00           692.16 , 672.00            1126.46 , 1172.00      75.18
    6.67              6.22          1.12% , 1.05          487.42 , 438.00           705.60 , 672.00            1244.90 , 1172.00      83.02
    6.68               5.0          1.18% , 0.99          513.54 , 438.00           665.28 , 672.00            1230.58 , 1172.00      82.26
    6.69              7.09          0.87% , 0.98          378.62 , 438.00           658.56 , 672.00            1088.86 , 1172.00      72.82
    6.69              0.63          0.92% , 1.06          400.38 , 438.00           712.32 , 672.00            1164.62 , 1172.00      77.94
     6.7              6.26          1.09% , 1.07          474.37 , 438.00           719.04 , 672.00            1245.34 , 1172.00      83.41
     6.7              0.15          1.11% , 0.95          483.07 , 438.00           638.40 , 672.00            1173.70 , 1172.00      78.67
    6.71              2.54          0.96% , 1.09          417.79 , 438.00           732.48 , 672.00            1201.78 , 1172.00      80.69
    6.73              7.13          0.90% , 0.96          391.68 , 438.00           645.12 , 672.00            1088.42 , 1172.00       73.2
    6.73               5.8          1.00% , 1.12          435.20 , 438.00           752.64 , 672.00            1239.94 , 1172.00      83.44
    6.73              4.79          1.04% , 0.91          452.61 , 438.00           611.52 , 672.00            1115.82 , 1172.00      75.09
    6.73               6.3          1.06% , 1.09          461.31 , 438.00           732.48 , 672.00            1245.78 , 1172.00      83.79
    6.75              6.33          1.03% , 1.11          448.26 , 438.00           745.92 , 672.00            1246.22 , 1172.00      84.18
    6.76              7.17          0.93% , 0.94          404.74 , 438.00           631.68 , 672.00            1087.98 , 1172.00      73.58
    6.79               1.4          1.13% , 0.96          491.78 , 438.00           645.12 , 672.00            1188.42 , 1172.00      80.66
    6.79              6.38          1.17% , 1.02          509.18 , 438.00           685.44 , 672.00            1246.74 , 1172.00      84.62
     6.8              6.14          0.85% , 1.01          369.92 , 438.00           678.72 , 672.00            1100.02 , 1172.00       74.8
     6.8              7.21          0.96% , 0.92          417.79 , 438.00           618.24 , 672.00            1087.54 , 1172.00      73.97
    6.81              2.89          0.89% , 1.04          387.33 , 438.00           698.88 , 672.00            1138.18 , 1172.00      77.55
    6.81              3.45          1.06% , 0.92          461.31 , 438.00           618.24 , 672.00            1131.54 , 1172.00      77.07
    6.82              6.41          1.14% , 1.04          496.13 , 438.00           698.88 , 672.00            1247.18 , 1172.00      85.01
    6.83              0.29          0.93% , 1.07          404.74 , 438.00           719.04 , 672.00            1175.34 , 1172.00       80.3
    6.84              3.54          0.97% , 1.10          422.14 , 438.00           739.20 , 672.00            1213.50 , 1172.00      83.06
    6.84              7.24          0.99% , 0.90          430.85 , 438.00           604.80 , 672.00            1087.10 , 1172.00      74.35
    6.84              6.45          1.11% , 1.06          483.07 , 438.00           712.32 , 672.00            1247.62 , 1172.00      85.39
    6.86              2.74          1.15% , 0.97          500.48 , 438.00           651.84 , 672.00            1204.14 , 1172.00      82.64
    6.88              7.29          0.85% , 0.99          369.92 , 438.00           665.28 , 672.00            1086.58 , 1172.00       74.8
    6.88               6.4          1.08% , 1.08          470.02 , 438.00           725.76 , 672.00            1247.06 , 1172.00      85.78
     6.9               2.2          1.08% , 0.93          470.02 , 438.00           624.96 , 672.00            1146.26 , 1172.00      79.06
    6.91              6.44          1.05% , 1.10          456.96 , 438.00           739.20 , 672.00            1247.50 , 1172.00      86.16
    6.92              7.33          0.88% , 0.97          382.98 , 438.00           651.84 , 672.00            1086.14 , 1172.00      75.18
    6.93              7.05          1.01% , 0.89          439.55 , 438.00           598.08 , 672.00            1089.38 , 1172.00      75.47
    6.93              6.48          1.02% , 1.12          443.90 , 438.00           752.64 , 672.00            1247.94 , 1172.00      86.54
    6.94              5.14          0.86% , 1.02          374.27 , 438.00           685.44 , 672.00            1111.74 , 1172.00      77.17
    6.94              4.08          1.17% , 0.98          509.18 , 438.00           658.56 , 672.00            1219.86 , 1172.00      84.62
    6.94              6.49          1.19% , 1.01          517.89 , 438.00           678.72 , 672.00            1248.02 , 1172.00      86.61
    6.96              1.97          0.90% , 1.05          391.68 , 438.00           705.60 , 672.00            1148.90 , 1172.00      79.92
    6.96              7.36          0.91% , 0.95          396.03 , 438.00           638.40 , 672.00            1085.70 , 1172.00      75.57
    6.96              1.29          0.94% , 1.08          409.09 , 438.00           725.76 , 672.00            1187.06 , 1172.00      82.67
    6.97              0.85          1.10% , 0.94          478.72 , 438.00           631.68 , 672.00            1161.98 , 1172.00      81.04
    6.97              6.52          1.16% , 1.03          504.83 , 438.00           692.16 , 672.00            1248.46 , 1172.00      86.99
    6.98              4.46          0.98% , 1.11          426.50 , 438.00           745.92 , 672.00            1224.22 , 1172.00      85.42
    6.99              7.32          0.94% , 0.93          409.09 , 438.00           624.96 , 672.00            1086.26 , 1172.00      75.95
     7.0              6.56          1.13% , 1.05          491.78 , 438.00           705.60 , 672.00            1248.90 , 1172.00      87.38
    7.01              5.71          1.03% , 0.90          448.26 , 438.00           604.80 , 672.00            1105.10 , 1172.00      77.46
    7.02               6.6          1.10% , 1.07          478.72 , 438.00           719.04 , 672.00            1249.34 , 1172.00      87.76
    7.02              5.34          1.19% , 0.99          517.89 , 438.00           665.28 , 672.00            1234.58 , 1172.00      86.61
    7.03              7.35          0.97% , 0.91          422.14 , 438.00           611.52 , 672.00            1085.82 , 1172.00      76.34
    7.05              6.64          1.07% , 1.09          465.66 , 438.00           732.48 , 672.00            1249.78 , 1172.00      88.14
    7.05              0.49          1.12% , 0.95          487.42 , 438.00           638.40 , 672.00            1177.70 , 1172.00      83.02
    7.07               7.4          0.83% , 1.00          361.22 , 438.00           672.00 , 672.00            1085.30 , 1172.00      76.78
    7.07              7.39          1.00% , 0.89          435.20 , 438.00           598.08 , 672.00            1085.38 , 1172.00      76.72
    7.08              6.67          1.04% , 1.11          452.61 , 438.00           745.92 , 672.00            1250.22 , 1172.00      88.53
    7.09              4.23          0.87% , 1.03          378.62 , 438.00           692.16 , 672.00            1122.46 , 1172.00      79.54
    7.09              4.45          1.05% , 0.91          456.96 , 438.00           611.52 , 672.00            1119.82 , 1172.00      79.44
     7.1              1.06          0.91% , 1.06          396.03 , 438.00           712.32 , 672.00            1159.62 , 1172.00      82.29
     7.1               2.2          0.95% , 1.09          413.44 , 438.00           732.48 , 672.00            1197.78 , 1172.00      85.04
    7.11              7.44          0.86% , 0.98          374.27 , 438.00           658.56 , 672.00            1084.86 , 1172.00      77.17
    7.11              5.37          0.99% , 1.12          430.85 , 438.00           752.64 , 672.00            1234.94 , 1172.00      87.79
    7.11              6.71          1.01% , 1.13          439.55 , 438.00           759.36 , 672.00            1250.66 , 1172.00      88.91
    7.11              6.72          1.18% , 1.02          513.54 , 438.00           685.44 , 672.00            1250.74 , 1172.00      88.98
    7.12              1.83          1.14% , 0.96          496.13 , 438.00           645.12 , 672.00            1193.42 , 1172.00      85.01
    7.14              6.76          1.15% , 1.04          500.48 , 438.00           698.88 , 672.00            1251.18 , 1172.00      89.36
    7.15              7.47          0.89% , 0.96          387.33 , 438.00           645.12 , 672.00            1084.42 , 1172.00      77.55
    7.17              3.11          1.07% , 0.92          465.66 , 438.00           618.24 , 672.00            1135.54 , 1172.00      81.42
    7.17              6.79          1.12% , 1.06          487.42 , 438.00           712.32 , 672.00            1251.62 , 1172.00      89.74
    7.19              7.51          0.92% , 0.94          400.38 , 438.00           631.68 , 672.00            1083.98 , 1172.00      77.94
     7.2              6.83          1.09% , 1.08          474.37 , 438.00           725.76 , 672.00            1252.06 , 1172.00      90.13
     7.2              3.08          1.16% , 0.97          504.83 , 438.00           651.84 , 672.00            1208.14 , 1172.00      86.99
    7.22              6.48          0.84% , 1.01          365.57 , 438.00           678.72 , 672.00            1096.02 , 1172.00      79.15
    7.23              3.31          0.88% , 1.04          382.98 , 438.00           698.88 , 672.00            1133.18 , 1172.00       81.9
    7.23              0.06          0.92% , 1.07          400.38 , 438.00           719.04 , 672.00            1171.34 , 1172.00      84.66
    7.23              7.55          0.95% , 0.92          413.44 , 438.00           618.24 , 672.00            1083.54 , 1172.00      78.32
    7.23              3.11          0.96% , 1.10          417.79 , 438.00           739.20 , 672.00            1208.50 , 1172.00      87.41
    7.23              6.37          1.00% , 1.13          435.20 , 438.00           759.36 , 672.00            1246.66 , 1172.00      90.16
    7.23              6.87          1.06% , 1.10          461.31 , 438.00           739.20 , 672.00            1252.50 , 1172.00      90.51
    7.24              1.77          1.09% , 0.93          474.37 , 438.00           624.96 , 672.00            1151.26 , 1172.00      83.41
    7.25              6.91          1.03% , 1.12          448.26 , 438.00           752.64 , 672.00            1252.94 , 1172.00       90.9
    7.27              7.59          0.98% , 0.90          426.50 , 438.00           604.80 , 672.00            1083.10 , 1172.00       78.7
    7.27              4.43          1.18% , 0.98          513.54 , 438.00           658.56 , 672.00            1223.86 , 1172.00      88.98
    7.29              6.95          1.17% , 1.03          509.18 , 438.00           692.16 , 672.00            1253.46 , 1172.00      91.34
     7.3              6.71          1.02% , 0.89          443.90 , 438.00           598.08 , 672.00            1093.38 , 1172.00      79.82
    7.31              7.63          0.84% , 0.99          365.57 , 438.00           665.28 , 672.00            1082.58 , 1172.00      79.15
    7.32              0.43          1.11% , 0.94          483.07 , 438.00           631.68 , 672.00            1166.98 , 1172.00      85.39
    7.32              6.99          1.14% , 1.05          496.13 , 438.00           705.60 , 672.00            1253.90 , 1172.00      91.73
    7.34              7.03          1.11% , 1.07          483.07 , 438.00           719.04 , 672.00            1254.34 , 1172.00      92.11
    7.35              7.67          0.87% , 0.97          378.62 , 438.00           651.84 , 672.00            1082.14 , 1172.00      79.54
    7.36              2.31          0.89% , 1.05          387.33 , 438.00           705.60 , 672.00            1144.90 , 1172.00      84.27
    7.36              0.86          0.93% , 1.08          404.74 , 438.00           725.76 , 672.00            1182.06 , 1172.00      87.02
    7.36              4.11          0.97% , 1.11          422.14 , 438.00           745.92 , 672.00            1220.22 , 1172.00      89.78
    7.37              5.57          0.85% , 1.02          369.92 , 438.00           685.44 , 672.00            1106.74 , 1172.00      81.52
    7.38              5.37          1.04% , 0.90          452.61 , 438.00           604.80 , 672.00            1109.10 , 1172.00      81.81
    7.38              6.98          1.08% , 1.09          470.02 , 438.00           732.48 , 672.00            1253.78 , 1172.00       92.5
    7.39               7.7          0.90% , 0.95          391.68 , 438.00           638.40 , 672.00            1081.70 , 1172.00      79.92
    7.39              0.83          1.13% , 0.95          491.78 , 438.00           638.40 , 672.00            1181.70 , 1172.00      87.38
    7.41              7.02          1.05% , 1.11          456.96 , 438.00           745.92 , 672.00            1254.22 , 1172.00      92.88
    7.43              7.74          0.93% , 0.93          404.74 , 438.00           624.96 , 672.00            1081.26 , 1172.00       80.3
    7.43              7.05          1.02% , 1.13          443.90 , 438.00           759.36 , 672.00            1254.66 , 1172.00      93.26
    7.44              7.06          1.19% , 1.02          517.89 , 438.00           685.44 , 672.00            1254.74 , 1172.00      93.33
    7.45              4.03          1.06% , 0.91          461.31 , 438.00           611.52 , 672.00            1124.82 , 1172.00      83.79
    7.46              2.17          1.15% , 0.96          500.48 , 438.00           645.12 , 672.00            1197.42 , 1172.00      89.36
    7.47              7.78          0.96% , 0.91          417.79 , 438.00           611.52 , 672.00            1080.82 , 1172.00      80.69
    7.47               7.1          1.16% , 1.04          504.83 , 438.00           698.88 , 672.00            1255.18 , 1172.00      93.71
    7.49              1.86          0.94% , 1.09          409.09 , 438.00           732.48 , 672.00            1193.78 , 1172.00      89.39
    7.49              5.03          0.98% , 1.12          426.50 , 438.00           752.64 , 672.00            1230.94 , 1172.00      92.14
    7.49              7.13          1.13% , 1.06          491.78 , 438.00           712.32 , 672.00            1255.62 , 1172.00       94.1
     7.5              4.57          0.86% , 1.03          374.27 , 438.00           692.16 , 672.00            1118.46 , 1172.00      83.89
     7.5               1.4          0.90% , 1.06          391.68 , 438.00           712.32 , 672.00            1155.62 , 1172.00      86.64
     7.5              7.82          0.99% , 0.89          430.85 , 438.00           598.08 , 672.00            1080.38 , 1172.00      81.07
    7.51              7.82          0.82% , 1.00          356.86 , 438.00           672.00 , 672.00            1080.30 , 1172.00      81.14
    7.52              7.17          1.10% , 1.08          478.72 , 438.00           725.76 , 672.00            1256.06 , 1172.00      94.48
    7.53              2.77          1.08% , 0.92          470.02 , 438.00           618.24 , 672.00            1139.54 , 1172.00      85.78
    7.53              3.51          1.17% , 0.97          509.18 , 438.00           651.84 , 672.00            1213.14 , 1172.00      91.34
    7.55              7.86          0.85% , 0.98          369.92 , 438.00           658.56 , 672.00            1079.86 , 1172.00      81.52
    7.55              7.21          1.07% , 1.10          465.66 , 438.00           739.20 , 672.00            1256.50 , 1172.00      94.86
    7.58              7.25          1.04% , 1.12          452.61 , 438.00           752.64 , 672.00            1256.94 , 1172.00      95.25
    7.59               7.9          0.88% , 0.96          382.98 , 438.00           645.12 , 672.00            1079.42 , 1172.00       81.9
    7.59              7.62          1.01% , 0.88          439.55 , 438.00           591.36 , 672.00            1082.66 , 1172.00      82.19
     7.6              1.43          1.10% , 0.93          478.72 , 438.00           624.96 , 672.00            1155.26 , 1172.00      87.76
     7.6              4.77          1.19% , 0.98          517.89 , 438.00           658.56 , 672.00            1227.86 , 1172.00      93.33
    7.61              5.94          0.99% , 1.13          430.85 , 438.00           759.36 , 672.00            1241.66 , 1172.00      94.51
    7.61              7.29          1.01% , 1.14          439.55 , 438.00           766.08 , 672.00            1257.38 , 1172.00      95.63
    7.61              7.29          1.18% , 1.03          513.54 , 438.00           692.16 , 672.00            1257.46 , 1172.00       95.7
    7.62              2.77          0.95% , 1.10          413.44 , 438.00           739.20 , 672.00            1204.50 , 1172.00      91.76
    7.63              7.94          0.91% , 0.94          396.03 , 438.00           631.68 , 672.00            1078.98 , 1172.00      82.29
    7.63              0.48          0.91% , 1.07          396.03 , 438.00           719.04 , 672.00            1166.34 , 1172.00      89.01
    7.64              3.65          0.87% , 1.04          378.62 , 438.00           698.88 , 672.00            1129.18 , 1172.00      86.26
    7.64              7.33          1.15% , 1.05          500.48 , 438.00           705.60 , 672.00            1257.90 , 1172.00      96.08
    7.65              6.82          0.83% , 1.01          361.22 , 438.00           678.72 , 672.00            1092.02 , 1172.00       83.5
    7.66              7.89          0.94% , 0.92          409.09 , 438.00           618.24 , 672.00            1079.54 , 1172.00      82.67
    7.66              6.28          1.03% , 0.89          448.26 , 438.00           598.08 , 672.00            1098.38 , 1172.00      84.18
    7.66              0.09          1.12% , 0.94          487.42 , 438.00           631.68 , 672.00            1170.98 , 1172.00      89.74
    7.67              7.37          1.12% , 1.07          487.42 , 438.00           719.04 , 672.00            1258.34 , 1172.00      96.46
    7.69               7.4          1.09% , 1.09          474.37 , 438.00           732.48 , 672.00            1258.78 , 1172.00      96.85
     7.7              7.93          0.97% , 0.90          422.14 , 438.00           604.80 , 672.00            1079.10 , 1172.00      83.06
    7.72              7.44          1.06% , 1.11          461.31 , 438.00           745.92 , 672.00            1259.22 , 1172.00      97.23
    7.73              6.94          1.00% , 1.14          435.20 , 438.00           766.08 , 672.00            1253.38 , 1172.00      96.88
    7.73              1.25          1.14% , 0.95          496.13 , 438.00           638.40 , 672.00            1186.70 , 1172.00      91.73
    7.74              7.97          0.83% , 0.99          361.22 , 438.00           665.28 , 672.00            1078.58 , 1172.00       83.5
    7.74              7.96          1.00% , 0.88          435.20 , 438.00           591.36 , 672.00            1078.66 , 1172.00      83.44
    7.74              5.03          1.05% , 0.90          456.96 , 438.00           604.80 , 672.00            1113.10 , 1172.00      86.16
    7.75              3.69          0.96% , 1.11          417.79 , 438.00           745.92 , 672.00            1215.22 , 1172.00      94.13
    7.75              7.48          1.03% , 1.13          448.26 , 438.00           759.36 , 672.00            1259.66 , 1172.00      97.62
    7.76              0.52          0.92% , 1.08          400.38 , 438.00           725.76 , 672.00            1178.06 , 1172.00      91.38
    7.77              2.74          0.88% , 1.05          382.98 , 438.00           705.60 , 672.00            1139.90 , 1172.00      88.62
    7.78              8.01          0.86% , 0.97          374.27 , 438.00           651.84 , 672.00            1078.14 , 1172.00      83.89
    7.78              7.52          1.17% , 1.04          509.18 , 438.00           698.88 , 672.00            1260.18 , 1172.00      98.06
    7.79              5.91          0.84% , 1.02          365.57 , 438.00           685.44 , 672.00            1102.74 , 1172.00      85.87
     7.8              2.51          1.16% , 0.96          504.83 , 438.00           645.12 , 672.00            1201.42 , 1172.00      93.71
    7.81              3.68          1.07% , 0.91          465.66 , 438.00           611.52 , 672.00            1128.82 , 1172.00      88.14
    7.81              7.56          1.14% , 1.06          496.13 , 438.00           712.32 , 672.00            1260.62 , 1172.00      98.45
    7.82              8.05          0.89% , 0.95          387.33 , 438.00           638.40 , 672.00            1077.70 , 1172.00      84.27
    7.84               7.6          1.11% , 1.08          483.07 , 438.00           725.76 , 672.00            1261.06 , 1172.00      98.83
    7.86              8.08          0.92% , 0.93          400.38 , 438.00           624.96 , 672.00            1077.26 , 1172.00      84.66
    7.86              4.69          0.97% , 1.12          422.14 , 438.00           752.64 , 672.00            1226.94 , 1172.00       96.5
    7.86              3.85          1.18% , 0.97          513.54 , 438.00           651.84 , 672.00            1217.14 , 1172.00       95.7
    7.87              7.55          1.08% , 1.10          470.02 , 438.00           739.20 , 672.00            1260.50 , 1172.00      99.22
    7.87              2.34          1.09% , 0.92          474.37 , 438.00           618.24 , 672.00            1144.54 , 1172.00      90.13
    7.89              1.43          0.93% , 1.09          404.74 , 438.00           732.48 , 672.00            1188.78 , 1172.00      93.74
     7.9              1.74          0.89% , 1.06          387.33 , 438.00           712.32 , 672.00            1151.62 , 1172.00      90.99
     7.9              8.12          0.95% , 0.91          413.44 , 438.00           611.52 , 672.00            1076.82 , 1172.00      85.04
     7.9              7.59          1.05% , 1.12          456.96 , 438.00           752.64 , 672.00            1260.94 , 1172.00       99.6
    7.92              4.99          0.85% , 1.03          369.92 , 438.00           692.16 , 672.00            1113.46 , 1172.00      88.24
    7.93              7.63          1.02% , 1.14          443.90 , 438.00           766.08 , 672.00            1261.38 , 1172.00      99.98
    7.93              7.63          1.19% , 1.03          517.89 , 438.00           692.16 , 672.00            1261.46 , 1172.00     100.05
    7.94              8.17          0.81% , 1.00          352.51 , 438.00           672.00 , 672.00            1076.30 , 1172.00      85.49
    7.94              8.16          0.98% , 0.89          426.50 , 438.00           598.08 , 672.00            1076.38 , 1172.00      85.42
    7.94               1.0          1.11% , 0.93          483.07 , 438.00           624.96 , 672.00            1160.26 , 1172.00      92.11
    7.96              7.28          1.02% , 0.88          443.90 , 438.00           591.36 , 672.00            1086.66 , 1172.00      86.54
    7.96              7.67          1.16% , 1.05          504.83 , 438.00           705.60 , 672.00            1261.90 , 1172.00     100.43
    7.98               8.2          0.84% , 0.98          365.57 , 438.00           658.56 , 672.00            1075.86 , 1172.00      85.87
    7.99               5.6          0.98% , 1.13          426.50 , 438.00           759.36 , 672.00            1237.66 , 1172.00      98.86
    7.99              7.71          1.13% , 1.07          491.78 , 438.00           719.04 , 672.00            1262.34 , 1172.00     100.82
    8.01              2.43          0.94% , 1.10          409.09 , 438.00           739.20 , 672.00            1200.50 , 1172.00      96.11
    8.01              7.75          1.10% , 1.09          478.72 , 438.00           732.48 , 672.00            1262.78 , 1172.00      101.2
    8.01              0.25          1.13% , 0.94          491.78 , 438.00           631.68 , 672.00            1174.98 , 1172.00       94.1
    8.02              8.24          0.87% , 0.96          378.62 , 438.00           645.12 , 672.00            1075.42 , 1172.00      86.26
    8.03              0.82          0.90% , 1.07          391.68 , 438.00           719.04 , 672.00            1162.34 , 1172.00      93.36
    8.03              5.94          1.04% , 0.89          452.61 , 438.00           598.08 , 672.00            1102.38 , 1172.00      88.53
    8.04              7.78          1.07% , 1.11          465.66 , 438.00           745.92 , 672.00            1263.22 , 1172.00     101.58
    8.05              3.99          0.86% , 1.04          374.27 , 438.00           698.88 , 672.00            1125.18 , 1172.00      90.61
    8.06              8.28          0.90% , 0.94          391.68 , 438.00           631.68 , 672.00            1074.98 , 1172.00      86.64
    8.07              7.82          1.04% , 1.13          452.61 , 438.00           759.36 , 672.00            1263.66 , 1172.00     101.97
    8.07               1.6          1.15% , 0.95          500.48 , 438.00           638.40 , 672.00            1190.70 , 1172.00      96.08
    8.08              7.25          0.82% , 1.01          356.86 , 438.00           678.72 , 672.00            1087.02 , 1172.00      87.86
     8.1              8.32          0.93% , 0.92          404.74 , 438.00           618.24 , 672.00            1074.54 , 1172.00      87.02
     8.1              7.86          1.01% , 1.15          439.55 , 438.00           772.80 , 672.00            1264.10 , 1172.00     102.35
     8.1               4.6          1.06% , 0.90          461.31 , 438.00           604.80 , 672.00            1118.10 , 1172.00      90.51
     8.1              7.87          1.18% , 1.04          513.54 , 438.00           698.88 , 672.00            1264.18 , 1172.00     102.42
    8.11              6.52          0.99% , 1.14          430.85 , 438.00           766.08 , 672.00            1248.38 , 1172.00     101.23
