Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
     6.1              5.12          0.90% , 1.10        1566.72 , 1638.00           739.20 , 667.00            2351.45 , 2237.00     143.48
    6.12              6.82          0.91% , 1.13        1584.13 , 1638.00           759.36 , 667.00            2389.61 , 2237.00     146.23
    6.13              4.72          0.98% , 0.88        1705.98 , 1638.00           591.36 , 667.00            2342.61 , 2237.00     143.62
    6.14              8.48          0.92% , 1.16        1601.54 , 1638.00           779.52 , 667.00            2426.77 , 2237.00     148.98
    6.14             11.93          0.98% , 1.12        1705.98 , 1638.00           752.64 , 667.00            2503.89 , 2237.00     153.62
    6.15              0.99          0.91% , 0.87        1584.13 , 1638.00           584.64 , 667.00            2214.89 , 2237.00     136.23
    6.16             10.14          0.93% , 1.19        1618.94 , 1638.00           799.68 , 667.00            2463.93 , 2237.00     151.74
    6.17              0.29          0.95% , 0.81        1653.76 , 1638.00           544.32 , 667.00            2243.57 , 2237.00     138.44
    6.18             11.99          1.00% , 1.07        1740.80 , 1638.00           719.04 , 667.00            2505.29 , 2237.00     154.84
    6.18             10.55          1.02% , 0.97        1775.62 , 1638.00           651.84 , 667.00            2473.09 , 2237.00     152.78
    6.21              1.05          0.89% , 0.92        1549.31 , 1638.00           618.24 , 667.00            2213.49 , 2237.00     137.45
    6.22              6.13          0.99% , 0.90        1723.39 , 1638.00           604.80 , 667.00            2374.05 , 2237.00     147.59
    6.23             12.06          1.02% , 1.02        1775.62 , 1638.00           685.44 , 667.00            2506.69 , 2237.00     156.06
    6.24             12.07          0.97% , 1.15        1688.58 , 1638.00           772.80 , 667.00            2507.05 , 2237.00     156.38
    6.26               1.7          0.96% , 0.83        1671.17 , 1638.00           557.76 , 667.00            2275.01 , 2237.00     142.41
    6.26             11.91          1.03% , 0.99        1793.02 , 1638.00           665.28 , 667.00            2503.53 , 2237.00     156.74
    6.27              1.11          0.87% , 0.97        1514.50 , 1638.00           651.84 , 667.00            2212.09 , 2237.00     138.66
    6.28              1.13          0.92% , 0.84        1601.54 , 1638.00           564.48 , 667.00            2211.73 , 2237.00     138.98
    6.28             12.13          0.99% , 1.10        1723.39 , 1638.00           739.20 , 667.00            2508.45 , 2237.00     157.59
     6.3              7.49          1.00% , 0.92        1740.80 , 1638.00           618.24 , 667.00            2404.49 , 2237.00     151.56
    6.32              0.39          0.87% , 1.02        1514.50 , 1638.00           685.44 , 667.00            2245.69 , 2237.00     141.94
    6.33              12.2          1.01% , 1.05        1758.21 , 1638.00           705.60 , 667.00            2509.85 , 2237.00     158.81
    6.34              2.05          0.88% , 1.05        1531.90 , 1638.00           705.60 , 667.00            2282.85 , 2237.00      144.7
    6.34              1.19          0.90% , 0.89        1566.72 , 1638.00           598.08 , 667.00            2210.33 , 2237.00      140.2
    6.34             12.21          0.96% , 1.18        1671.17 , 1638.00           792.96 , 667.00            2510.21 , 2237.00     159.13
    6.35              3.76          0.89% , 1.08        1549.31 , 1638.00           725.76 , 667.00            2321.01 , 2237.00     147.45
    6.35              3.06          0.97% , 0.85        1688.58 , 1638.00           571.20 , 667.00            2305.45 , 2237.00     146.38
    6.37              5.42          0.90% , 1.11        1566.72 , 1638.00           745.92 , 667.00            2358.17 , 2237.00      150.2
    6.37             12.22          1.03% , 1.00        1793.02 , 1638.00           672.00 , 667.00            2510.25 , 2237.00     160.02
    6.38              7.12          0.91% , 1.14        1584.13 , 1638.00           766.08 , 667.00            2396.33 , 2237.00     152.95
    6.38              8.89          1.01% , 0.94        1758.21 , 1638.00           631.68 , 667.00            2435.93 , 2237.00     155.53
    6.39             12.23          0.98% , 1.13        1705.98 , 1638.00           759.36 , 667.00            2510.61 , 2237.00     160.34
     6.4              1.25          0.88% , 0.94        1531.90 , 1638.00           631.68 , 667.00            2208.93 , 2237.00     141.42
     6.4              8.78          0.92% , 1.17        1601.54 , 1638.00           786.24 , 667.00            2433.49 , 2237.00      155.7
    6.42              1.27          0.93% , 0.81        1618.94 , 1638.00           544.32 , 667.00            2208.57 , 2237.00     141.74
    6.43             12.29          1.00% , 1.08        1740.80 , 1638.00           725.76 , 667.00            2512.01 , 2237.00     161.56
    6.44              4.42          0.98% , 0.87        1705.98 , 1638.00           584.64 , 667.00            2335.89 , 2237.00     150.34
    6.46              1.27          0.86% , 0.99        1497.09 , 1638.00           665.28 , 667.00            2208.53 , 2237.00     142.63
    6.47              1.29          0.91% , 0.86        1584.13 , 1638.00           577.92 , 667.00            2208.17 , 2237.00     142.95
    6.47             10.25          1.02% , 0.96        1775.62 , 1638.00           645.12 , 667.00            2466.37 , 2237.00      159.5
    6.48             12.36          1.02% , 1.03        1775.62 , 1638.00           692.16 , 667.00            2513.41 , 2237.00     162.78
    6.49              0.01          0.95% , 0.80        1653.76 , 1638.00           537.60 , 667.00            2236.85 , 2237.00     145.16
    6.49             12.37          0.97% , 1.16        1688.58 , 1638.00           779.52 , 667.00            2513.77 , 2237.00      163.1
    6.52              5.83          0.99% , 0.89        1723.39 , 1638.00           598.08 , 667.00            2367.33 , 2237.00     154.31
    6.53              1.35          0.89% , 0.91        1549.31 , 1638.00           611.52 , 667.00            2206.77 , 2237.00     144.17
    6.53             12.44          0.99% , 1.11        1723.39 , 1638.00           745.92 , 667.00            2515.17 , 2237.00     164.31
    6.55             11.61          1.03% , 0.98        1793.02 , 1638.00           658.56 , 667.00            2496.81 , 2237.00     163.46
    6.57               1.4          0.96% , 0.82        1671.17 , 1638.00           551.04 , 667.00            2268.29 , 2237.00     149.13
    6.58              12.5          1.01% , 1.06        1758.21 , 1638.00           712.32 , 667.00            2516.57 , 2237.00     165.53
    6.59              0.97          0.86% , 1.00        1497.09 , 1638.00           672.00 , 667.00            2215.25 , 2237.00     145.91
    6.59              1.41          0.87% , 0.96        1514.50 , 1638.00           645.12 , 667.00            2205.37 , 2237.00     145.38
    6.59             12.51          0.96% , 1.19        1671.17 , 1638.00           799.68 , 667.00            2516.93 , 2237.00     165.85
     6.6              0.69          0.87% , 1.03        1514.50 , 1638.00           692.16 , 667.00            2252.41 , 2237.00     148.66
     6.6              7.19          1.00% , 0.91        1740.80 , 1638.00           611.52 , 667.00            2397.77 , 2237.00     158.28
    6.61              2.35          0.88% , 1.06        1531.90 , 1638.00           712.32 , 667.00            2289.57 , 2237.00     151.42
    6.61              1.43          0.92% , 0.83        1601.54 , 1638.00           557.76 , 667.00            2205.01 , 2237.00      145.7
    6.62              4.06          0.89% , 1.09        1549.31 , 1638.00           732.48 , 667.00            2327.73 , 2237.00     154.17
    6.62             12.52          1.03% , 1.01        1793.02 , 1638.00           678.72 , 667.00            2516.97 , 2237.00     166.74
    6.64              5.72          0.90% , 1.12        1566.72 , 1638.00           752.64 , 667.00            2364.89 , 2237.00     156.92
    6.64              7.42          0.91% , 1.15        1584.13 , 1638.00           772.80 , 667.00            2403.05 , 2237.00     159.67
    6.64             12.53          0.98% , 1.14        1705.98 , 1638.00           766.08 , 667.00            2517.33 , 2237.00     167.06
    6.66              9.08          0.92% , 1.18        1601.54 , 1638.00           792.96 , 667.00            2440.21 , 2237.00     162.42
    6.66              2.76          0.97% , 0.84        1688.58 , 1638.00           564.48 , 667.00            2298.73 , 2237.00      153.1
    6.67              1.49          0.90% , 0.88        1566.72 , 1638.00           591.36 , 667.00            2203.61 , 2237.00     146.92
    6.68             12.59          1.00% , 1.09        1740.80 , 1638.00           732.48 , 667.00            2518.73 , 2237.00     168.28
    6.68              8.59          1.01% , 0.93        1758.21 , 1638.00           624.96 , 667.00            2429.21 , 2237.00     162.25
    6.73              1.56          0.88% , 0.93        1531.90 , 1638.00           624.96 , 667.00            2202.21 , 2237.00     148.14
    6.73             12.66          1.02% , 1.04        1775.62 , 1638.00           698.88 , 667.00            2520.13 , 2237.00      169.5
    6.74              1.57          0.93% , 0.80        1618.94 , 1638.00           537.60 , 667.00            2201.85 , 2237.00     148.46
    6.74             12.67          0.97% , 1.17        1688.58 , 1638.00           786.24 , 667.00            2520.49 , 2237.00     169.82
    6.74              4.12          0.98% , 0.86        1705.98 , 1638.00           577.92 , 667.00            2329.17 , 2237.00     157.06
    6.76              9.95          1.02% , 0.95        1775.62 , 1638.00           638.40 , 667.00            2459.65 , 2237.00     166.22
    6.78              1.57          0.86% , 0.98        1497.09 , 1638.00           658.56 , 667.00            2201.81 , 2237.00     149.35
    6.78             12.74          0.99% , 1.12        1723.39 , 1638.00           752.64 , 667.00            2521.89 , 2237.00     171.03
     6.8              1.59          0.91% , 0.85        1584.13 , 1638.00           571.20 , 667.00            2201.45 , 2237.00     149.67
    6.82              5.53          0.99% , 0.88        1723.39 , 1638.00           591.36 , 667.00            2360.61 , 2237.00     161.03
    6.83              12.8          1.01% , 1.07        1758.21 , 1638.00           719.04 , 667.00            2523.29 , 2237.00     172.25
    6.83             11.31          1.03% , 0.97        1793.02 , 1638.00           651.84 , 667.00            2490.09 , 2237.00     170.18
    6.86              1.65          0.89% , 0.90        1549.31 , 1638.00           604.80 , 667.00            2200.05 , 2237.00     150.89
    6.87              0.67          0.86% , 1.01        1497.09 , 1638.00           678.72 , 667.00            2221.97 , 2237.00     152.63
    6.87             12.82          1.03% , 1.02        1793.02 , 1638.00           685.44 , 667.00            2523.69 , 2237.00     173.46
    6.88              0.99          0.87% , 1.04        1514.50 , 1638.00           698.88 , 667.00            2259.13 , 2237.00     155.38
    6.89              2.65          0.88% , 1.07        1531.90 , 1638.00           719.04 , 667.00            2296.29 , 2237.00     158.14
    6.89              4.36          0.89% , 1.10        1549.31 , 1638.00           739.20 , 667.00            2334.45 , 2237.00     160.89
    6.89               1.1          0.96% , 0.81        1671.17 , 1638.00           544.32 , 667.00            2261.57 , 2237.00     155.85
    6.89             12.83          0.98% , 1.15        1705.98 , 1638.00           772.80 , 667.00            2524.05 , 2237.00     173.78
     6.9              6.02          0.90% , 1.13        1566.72 , 1638.00           759.36 , 667.00            2371.61 , 2237.00     163.64
     6.9              7.72          0.91% , 1.16        1584.13 , 1638.00           779.52 , 667.00            2409.77 , 2237.00     166.39
     6.9              6.89          1.00% , 0.90        1740.80 , 1638.00           604.80 , 667.00            2391.05 , 2237.00      165.0
    6.91              9.38          0.92% , 1.19        1601.54 , 1638.00           799.68 , 667.00            2446.93 , 2237.00     169.14
    6.91             12.72          1.04% , 0.99        1810.43 , 1638.00           665.28 , 667.00            2521.53 , 2237.00     174.15
    6.92              1.71          0.87% , 0.95        1514.50 , 1638.00           638.40 , 667.00            2198.65 , 2237.00      152.1
    6.93              1.73          0.92% , 0.82        1601.54 , 1638.00           551.04 , 667.00            2198.29 , 2237.00     152.42
    6.93             12.89          1.00% , 1.10        1740.80 , 1638.00           739.20 , 667.00            2525.45 , 2237.00      175.0
    6.97              2.46          0.97% , 0.83        1688.58 , 1638.00           557.76 , 667.00            2292.01 , 2237.00     159.82
    6.97              8.29          1.01% , 0.92        1758.21 , 1638.00           618.24 , 667.00            2422.49 , 2237.00     168.97
    6.97             12.96          1.02% , 1.05        1775.62 , 1638.00           705.60 , 667.00            2526.85 , 2237.00     176.22
    6.99              1.79          0.90% , 0.87        1566.72 , 1638.00           584.64 , 667.00            2196.89 , 2237.00     153.64
    6.99             12.97          0.97% , 1.18        1688.58 , 1638.00           792.96 , 667.00            2527.21 , 2237.00     176.54
    7.02             13.02          1.04% , 1.00        1810.43 , 1638.00           672.00 , 667.00            2528.25 , 2237.00     177.43
    7.03             13.04          0.99% , 1.13        1723.39 , 1638.00           759.36 , 667.00            2528.61 , 2237.00     177.75
    7.05              1.86          0.88% , 0.92        1531.90 , 1638.00           618.24 , 667.00            2195.49 , 2237.00     154.86
    7.05              3.82          0.98% , 0.85        1705.98 , 1638.00           571.20 , 667.00            2322.45 , 2237.00     163.78
    7.05              9.65          1.02% , 0.94        1775.62 , 1638.00           631.68 , 667.00            2452.93 , 2237.00     172.94
    7.07              13.1          1.01% , 1.08        1758.21 , 1638.00           725.76 , 667.00            2530.01 , 2237.00     178.97
    7.11              1.87          0.86% , 0.97        1497.09 , 1638.00           651.84 , 667.00            2195.09 , 2237.00     156.07
    7.12             11.01          1.03% , 0.96        1793.02 , 1638.00           645.12 , 667.00            2483.37 , 2237.00      176.9
    7.12             13.12          1.03% , 1.03        1793.02 , 1638.00           692.16 , 667.00            2530.41 , 2237.00     180.18
    7.13              1.89          0.91% , 0.84        1584.13 , 1638.00           564.48 , 667.00            2194.73 , 2237.00     156.39
    7.13             13.13          0.98% , 1.16        1705.98 , 1638.00           779.52 , 667.00            2530.77 , 2237.00      180.5
    7.13              5.23          0.99% , 0.87        1723.39 , 1638.00           584.64 , 667.00            2353.89 , 2237.00     167.75
    7.15              0.37          0.86% , 1.02        1497.09 , 1638.00           685.44 , 667.00            2228.69 , 2237.00     159.35
    7.15              1.29          0.87% , 1.05        1514.50 , 1638.00           705.60 , 667.00            2265.85 , 2237.00      162.1
    7.16              2.95          0.88% , 1.08        1531.90 , 1638.00           725.76 , 667.00            2303.01 , 2237.00     164.86
    7.16              4.66          0.89% , 1.11        1549.31 , 1638.00           745.92 , 667.00            2341.17 , 2237.00     167.61
    7.16              6.32          0.90% , 1.14        1566.72 , 1638.00           766.08 , 667.00            2378.33 , 2237.00     170.36
    7.16              8.02          0.91% , 1.17        1584.13 , 1638.00           786.24 , 667.00            2416.49 , 2237.00     173.11
    7.18              13.2          1.00% , 1.11        1740.80 , 1638.00           745.92 , 667.00            2532.17 , 2237.00     181.72
    7.19              1.95          0.89% , 0.89        1549.31 , 1638.00           598.08 , 667.00            2193.33 , 2237.00     157.61
    7.19             12.42          1.04% , 0.98        1810.43 , 1638.00           658.56 , 667.00            2514.81 , 2237.00     180.87
     7.2              6.59          1.00% , 0.89        1740.80 , 1638.00           598.08 , 667.00            2384.33 , 2237.00     171.72
    7.21               0.8          0.96% , 0.80        1671.17 , 1638.00           537.60 , 667.00            2254.85 , 2237.00     162.57
    7.22             13.26          1.02% , 1.06        1775.62 , 1638.00           712.32 , 667.00            2533.57 , 2237.00     182.94
    7.23             13.27          0.97% , 1.19        1688.58 , 1638.00           799.68 , 667.00            2533.93 , 2237.00     183.26
    7.25              2.01          0.87% , 0.94        1514.50 , 1638.00           631.68 , 667.00            2191.93 , 2237.00     158.82
    7.26              2.03          0.92% , 0.81        1601.54 , 1638.00           544.32 , 667.00            2191.57 , 2237.00     159.14
    7.26             13.32          1.04% , 1.01        1810.43 , 1638.00           678.72 , 667.00            2534.97 , 2237.00     184.15
    7.27              7.99          1.01% , 0.91        1758.21 , 1638.00           611.52 , 667.00            2415.77 , 2237.00     175.69
    7.28             13.34          0.99% , 1.14        1723.39 , 1638.00           766.08 , 667.00            2535.33 , 2237.00     184.47
    7.29              2.16          0.97% , 0.82        1688.58 , 1638.00           551.04 , 667.00            2285.29 , 2237.00     166.54
    7.31              2.08          0.85% , 0.99        1479.68 , 1638.00           665.28 , 667.00            2190.53 , 2237.00     160.04
    7.32              2.09          0.90% , 0.86        1566.72 , 1638.00           577.92 , 667.00            2190.17 , 2237.00     160.36
    7.32              13.4          1.01% , 1.09        1758.21 , 1638.00           732.48 , 667.00            2536.73 , 2237.00     185.69
    7.34              9.35          1.02% , 0.93        1775.62 , 1638.00           624.96 , 667.00            2446.21 , 2237.00     179.66
    7.36              3.52          0.98% , 0.84        1705.98 , 1638.00           564.48 , 667.00            2315.73 , 2237.00      170.5
    7.37             13.42          1.03% , 1.04        1793.02 , 1638.00           698.88 , 667.00            2537.13 , 2237.00      186.9
    7.38              2.16          0.88% , 0.91        1531.90 , 1638.00           611.52 , 667.00            2188.77 , 2237.00     161.58
    7.38             13.43          0.98% , 1.17        1705.98 , 1638.00           786.24 , 667.00            2537.49 , 2237.00     187.22
    7.41             10.71          1.03% , 0.95        1793.02 , 1638.00           638.40 , 667.00            2476.65 , 2237.00     183.62
    7.42              4.96          0.89% , 1.12        1549.31 , 1638.00           752.64 , 667.00            2347.89 , 2237.00     174.33
    7.42              6.62          0.90% , 1.15        1566.72 , 1638.00           772.80 , 667.00            2385.05 , 2237.00     177.08
    7.42              8.32          0.91% , 1.18        1584.13 , 1638.00           792.96 , 667.00            2423.21 , 2237.00     179.83
    7.42              13.5          1.00% , 1.12        1740.80 , 1638.00           752.64 , 667.00            2538.89 , 2237.00     188.44
    7.43              1.78          0.85% , 1.00        1479.68 , 1638.00           672.00 , 667.00            2197.25 , 2237.00     163.32
    7.43              0.07          0.86% , 1.03        1497.09 , 1638.00           692.16 , 667.00            2235.41 , 2237.00     166.07
    7.43              1.59          0.87% , 1.06        1514.50 , 1638.00           712.32 , 667.00            2272.57 , 2237.00     168.82
    7.43              3.25          0.88% , 1.09        1531.90 , 1638.00           732.48 , 667.00            2309.73 , 2237.00     171.58
    7.43              4.93          0.99% , 0.86        1723.39 , 1638.00           577.92 , 667.00            2347.17 , 2237.00     174.47
    7.44              2.17          0.86% , 0.96        1497.09 , 1638.00           645.12 , 667.00            2188.37 , 2237.00     162.79
    7.45              2.19          0.91% , 0.83        1584.13 , 1638.00           557.76 , 667.00            2188.01 , 2237.00     163.11
    7.47             13.56          1.02% , 1.07        1775.62 , 1638.00           719.04 , 667.00            2540.29 , 2237.00     189.66
    7.48             12.12          1.04% , 0.97        1810.43 , 1638.00           651.84 , 667.00            2508.09 , 2237.00     187.59
    7.51              6.29          1.00% , 0.88        1740.80 , 1638.00           591.36 , 667.00            2377.61 , 2237.00     178.44
    7.51             13.62          1.04% , 1.02        1810.43 , 1638.00           685.44 , 667.00            2541.69 , 2237.00     190.87
    7.52              2.25          0.89% , 0.88        1549.31 , 1638.00           591.36 , 667.00            2186.61 , 2237.00     164.33
    7.52             13.64          0.99% , 1.15        1723.39 , 1638.00           772.80 , 667.00            2542.05 , 2237.00     191.19
    7.55             13.48          1.05% , 0.99        1827.84 , 1638.00           665.28 , 667.00            2538.53 , 2237.00     191.56
    7.56              13.7          1.01% , 1.10        1758.21 , 1638.00           739.20 , 667.00            2543.45 , 2237.00     192.41
    7.57              7.69          1.01% , 0.90        1758.21 , 1638.00           604.80 , 667.00            2409.05 , 2237.00     182.41
    7.58              2.31          0.87% , 0.93        1514.50 , 1638.00           624.96 , 667.00            2185.21 , 2237.00     165.54
    7.59              2.33          0.92% , 0.80        1601.54 , 1638.00           537.60 , 667.00            2184.85 , 2237.00     165.86
     7.6              1.86          0.97% , 0.81        1688.58 , 1638.00           544.32 , 667.00            2278.57 , 2237.00     173.26
    7.61             13.72          1.03% , 1.05        1793.02 , 1638.00           705.60 , 667.00            2543.85 , 2237.00     193.62
    7.62             13.73          0.98% , 1.18        1705.98 , 1638.00           792.96 , 667.00            2544.21 , 2237.00     193.94
    7.64              2.38          0.85% , 0.98        1479.68 , 1638.00           658.56 , 667.00            2183.81 , 2237.00     166.76
    7.64              9.05          1.02% , 0.92        1775.62 , 1638.00           618.24 , 667.00            2439.49 , 2237.00     186.38
    7.65              2.39          0.90% , 0.85        1566.72 , 1638.00           571.20 , 667.00            2183.45 , 2237.00     167.08
    7.66             13.78          1.05% , 1.00        1827.84 , 1638.00           672.00 , 667.00            2545.25 , 2237.00     194.84
    7.67              13.8          1.00% , 1.13        1740.80 , 1638.00           759.36 , 667.00            2545.61 , 2237.00     195.16
    7.68              6.92          0.90% , 1.16        1566.72 , 1638.00           779.52 , 667.00            2391.77 , 2237.00      183.8
    7.68              8.62          0.91% , 1.19        1584.13 , 1638.00           799.68 , 667.00            2429.93 , 2237.00     186.55
    7.68              3.22          0.98% , 0.83        1705.98 , 1638.00           557.76 , 667.00            2309.01 , 2237.00     177.22
    7.69              5.26          0.89% , 1.13        1549.31 , 1638.00           759.36 , 667.00            2354.61 , 2237.00     181.05
     7.7              1.89          0.87% , 1.07        1514.50 , 1638.00           719.04 , 667.00            2279.29 , 2237.00     175.54
     7.7              3.55          0.88% , 1.10        1531.90 , 1638.00           739.20 , 667.00            2316.45 , 2237.00      178.3
    7.71              0.23          0.86% , 1.04        1497.09 , 1638.00           698.88 , 667.00            2242.13 , 2237.00     172.79
    7.71              2.46          0.88% , 0.90        1531.90 , 1638.00           604.80 , 667.00            2182.05 , 2237.00      168.3
    7.71             13.86          1.02% , 1.08        1775.62 , 1638.00           725.76 , 667.00            2547.01 , 2237.00     196.38
    7.71             10.41          1.03% , 0.94        1793.02 , 1638.00           631.68 , 667.00            2469.93 , 2237.00     190.34
    7.72              1.48          0.85% , 1.01        1479.68 , 1638.00           678.72 , 667.00            2203.97 , 2237.00     170.04
    7.74              4.62          0.99% , 0.85        1723.39 , 1638.00           571.20 , 667.00            2340.45 , 2237.00     181.19
    7.75             13.92          1.04% , 1.03        1810.43 , 1638.00           692.16 , 667.00            2548.41 , 2237.00     197.59
    7.76             13.94          0.99% , 1.16        1723.39 , 1638.00           779.52 , 667.00            2548.77 , 2237.00     197.91
    7.77              2.47          0.86% , 0.95        1497.09 , 1638.00           638.40 , 667.00            2181.65 , 2237.00     169.51
    7.77             11.82          1.04% , 0.96        1810.43 , 1638.00           645.12 , 667.00            2501.37 , 2237.00     194.31
    7.79              2.49          0.91% , 0.82        1584.13 , 1638.00           551.04 , 667.00            2181.29 , 2237.00     169.83
    7.81              5.99          1.00% , 0.87        1740.80 , 1638.00           584.64 , 667.00            2370.89 , 2237.00     185.16
    7.81              14.0          1.01% , 1.11        1758.21 , 1638.00           745.92 , 667.00            2550.17 , 2237.00     199.13
    7.83             13.18          1.05% , 0.98        1827.84 , 1638.00           658.56 , 667.00            2531.81 , 2237.00     198.28
    7.85              2.55          0.89% , 0.87        1549.31 , 1638.00           584.64 , 667.00            2179.89 , 2237.00     171.05
    7.85             14.02          1.03% , 1.06        1793.02 , 1638.00           712.32 , 667.00            2550.57 , 2237.00     200.34
    7.87             14.03          0.98% , 1.19        1705.98 , 1638.00           799.68 , 667.00            2550.93 , 2237.00     200.66
    7.87              7.39          1.01% , 0.89        1758.21 , 1638.00           598.08 , 667.00            2402.33 , 2237.00     189.13
     7.9             14.08          1.05% , 1.01        1827.84 , 1638.00           678.72 , 667.00            2551.97 , 2237.00     201.56
    7.91              2.62          0.87% , 0.92        1514.50 , 1638.00           618.24 , 667.00            2178.49 , 2237.00     172.26
    7.91              14.1          1.00% , 1.14        1740.80 , 1638.00           766.08 , 667.00            2552.33 , 2237.00     201.88
    7.92              1.56          0.97% , 0.80        1688.58 , 1638.00           537.60 , 667.00            2271.85 , 2237.00     179.98
    7.94              7.22          0.90% , 1.17        1566.72 , 1638.00           786.24 , 667.00            2398.49 , 2237.00     190.52
    7.94              8.75          1.02% , 0.91        1775.62 , 1638.00           611.52 , 667.00            2432.77 , 2237.00      193.1
    7.95              5.56          0.89% , 1.14        1549.31 , 1638.00           766.08 , 667.00            2361.33 , 2237.00     187.77
    7.95             14.16          1.02% , 1.09        1775.62 , 1638.00           732.48 , 667.00            2553.73 , 2237.00      203.1
    7.96              3.85          0.88% , 1.11        1531.90 , 1638.00           745.92 , 667.00            2323.17 , 2237.00     185.02
    7.97              2.68          0.85% , 0.97        1479.68 , 1638.00           651.84 , 667.00            2177.09 , 2237.00     173.48
    7.97              2.19          0.87% , 1.08        1514.50 , 1638.00           725.76 , 667.00            2286.01 , 2237.00     182.26
    7.98              0.53          0.86% , 1.05        1497.09 , 1638.00           705.60 , 667.00            2248.85 , 2237.00     179.51
    7.98              2.69          0.90% , 0.84        1566.72 , 1638.00           564.48 , 667.00            2176.73 , 2237.00      173.8
    7.99              2.92          0.98% , 0.82        1705.98 , 1638.00           551.04 , 667.00            2302.29 , 2237.00     183.94
     8.0              1.18          0.85% , 1.02        1479.68 , 1638.00           685.44 , 667.00            2210.69 , 2237.00     176.76
     8.0             10.11          1.03% , 0.93        1793.02 , 1638.00           624.96 , 667.00            2463.21 , 2237.00     197.06
     8.0             14.22          1.04% , 1.04        1810.43 , 1638.00           698.88 , 667.00            2555.13 , 2237.00     204.31
    8.01             14.24          0.99% , 1.17        1723.39 , 1638.00           786.24 , 667.00            2555.49 , 2237.00     204.63
    8.05              2.76          0.88% , 0.89        1531.90 , 1638.00           598.08 , 667.00            2175.33 , 2237.00     175.02
    8.05              4.32          0.99% , 0.84        1723.39 , 1638.00           564.48 , 667.00            2333.73 , 2237.00     187.91
    8.05              14.3          1.01% , 1.12        1758.21 , 1638.00           752.64 , 667.00            2556.89 , 2237.00     205.85
    8.06             11.52          1.04% , 0.95        1810.43 , 1638.00           638.40 , 667.00            2494.65 , 2237.00     201.03
     8.1              2.77          0.86% , 0.94        1497.09 , 1638.00           631.68 , 667.00            2174.93 , 2237.00     176.23
     8.1             14.32          1.03% , 1.07        1793.02 , 1638.00           719.04 , 667.00            2557.29 , 2237.00     207.06
    8.12              2.79          0.91% , 0.81        1584.13 , 1638.00           544.32 , 667.00            2174.57 , 2237.00     176.55
    8.12              5.69          1.00% , 0.86        1740.80 , 1638.00           577.92 , 667.00            2364.17 , 2237.00     191.88
    8.12             12.88          1.05% , 0.97        1827.84 , 1638.00           651.84 , 667.00            2525.09 , 2237.00      205.0
    8.14             14.38          1.05% , 1.02        1827.84 , 1638.00           685.44 , 667.00            2558.69 , 2237.00     208.28
    8.15              14.4          1.00% , 1.15        1740.80 , 1638.00           772.80 , 667.00            2559.05 , 2237.00      208.6
    8.16              2.84          0.84% , 0.99        1462.27 , 1638.00           665.28 , 667.00            2173.53 , 2237.00     177.45
    8.17             14.28          1.06% , 0.99        1845.25 , 1638.00           665.28 , 667.00            2556.53 , 2237.00     208.97
    8.18              2.85          0.89% , 0.86        1549.31 , 1638.00           577.92 , 667.00            2173.17 , 2237.00     177.77
    8.18              7.09          1.01% , 0.88        1758.21 , 1638.00           591.36 , 667.00            2395.61 , 2237.00     195.85
    8.19             14.46          1.02% , 1.10        1775.62 , 1638.00           739.20 , 667.00            2560.45 , 2237.00     209.82
     8.2              7.52          0.90% , 1.18        1566.72 , 1638.00           792.96 , 667.00            2405.21 , 2237.00     197.24
    8.21              5.86          0.89% , 1.15        1549.31 , 1638.00           772.80 , 667.00            2368.05 , 2237.00     194.49
    8.23              4.15          0.88% , 1.12        1531.90 , 1638.00           752.64 , 667.00            2329.89 , 2237.00     191.74
    8.24              2.92          0.87% , 0.91        1514.50 , 1638.00           611.52 , 667.00            2171.77 , 2237.00     178.98
    8.24              2.49          0.87% , 1.09        1514.50 , 1638.00           732.48 , 667.00            2292.73 , 2237.00     188.98
    8.24              8.45          1.02% , 0.90        1775.62 , 1638.00           604.80 , 667.00            2426.05 , 2237.00     199.82
    8.24             14.52          1.04% , 1.05        1810.43 , 1638.00           705.60 , 667.00            2561.85 , 2237.00     211.03
    8.25             14.54          0.99% , 1.18        1723.39 , 1638.00           792.96 , 667.00            2562.21 , 2237.00     211.35
    8.26              0.83          0.86% , 1.06        1497.09 , 1638.00           712.32 , 667.00            2255.57 , 2237.00     186.23
    8.27              0.88          0.85% , 1.03        1479.68 , 1638.00           692.16 , 667.00            2217.41 , 2237.00     183.48
    8.28             14.58          1.06% , 1.00        1845.25 , 1638.00           672.00 , 667.00            2563.25 , 2237.00     212.25
    8.29              2.54          0.84% , 1.00        1462.27 , 1638.00           672.00 , 667.00            2180.25 , 2237.00     180.73
    8.29              14.6          1.01% , 1.13        1758.21 , 1638.00           759.36 , 667.00            2563.61 , 2237.00     212.57
     8.3              2.98          0.85% , 0.96        1479.68 , 1638.00           645.12 , 667.00            2170.37 , 2237.00      180.2
     8.3              9.81          1.03% , 0.92        1793.02 , 1638.00           618.24 , 667.00            2456.49 , 2237.00     203.78
    8.31              2.62          0.98% , 0.81        1705.98 , 1638.00           544.32 , 667.00            2295.57 , 2237.00     190.66
